year,devrait_VERB oser_VERB,devrait_VERB causer_VERB
1888,4.4384300679212174e-09,9.510921827882157e-09
1889,0.0,5.6386229019267375e-09
1890,3.2771931834929546e-09,6.554386478008212e-10
1891,3.824531802365527e-09,1.0836173736095134e-08
1892,0.0,1.0656471260972467e-08
1893,4.926733243593162e-09,8.005941687372342e-09
1894,2.520615716150587e-09,0.0
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,0.0,1.7691086373616827e-09
1897,5.826713556089658e-10,4.078699600285063e-09
1898,1.6975064687230201e-09,1.6975064687230201e-09
1899,5.527578395003729e-10,5.527578395003729e-10
1900,2.595526460424935e-09,3.114631885736685e-09
1901,1.1177477832191585e-09,0.0
1902,4.910283846193408e-10,1.4730852093691738e-09
1903,3.7801539676252105e-09,7.560307935250421e-09
1904,1.0749250378694342e-09,8.061937784020756e-09
1905,7.2250627702885595e-09,1.0321518084666081e-09
1906,0.0,2.0576738091193647e-09
1907,1.5428529565042481e-09,1.697138252154673e-08
1908,5.893666887857307e-09,2.9468334439286537e-09
1909,1.1001967115120692e-09,7.151278680339601e-09
1910,0.0,5.344150677544235e-10
1911,7.448523575703803e-09,3.7242617878519013e-09
1912,3.125652625612929e-09,2.0837684910901544e-09
1913,1.060597942803554e-09,7.954484182448596e-09
1914,2.678697486047099e-09,4.68772043404897e-09
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,1.0987461607214755e-08
1917,1.0966424213165737e-08,4.386569774084137e-09
1918,1.6080926812378493e-08,9.189101035644853e-09
1919,2.025726608678724e-08,1.8415696745321952e-09
1920,3.786115865267448e-09,7.572231730534895e-09
1921,2.2718242842501013e-09,9.844571380313027e-09
1922,2.2133805899215986e-09,1.4755870969551665e-09
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,0.0,1.1602462102189293e-08
1925,7.698724324711748e-09,0.0
1926,2.229227691330493e-09,4.458455382660986e-09
1927,1.1149224876660924e-09,1.7838759802657478e-08
1928,5.713020723163709e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,7.983749661377715e-09
1932,3.287861094491973e-09,7.6716757391182e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,0.0,8.38710612072191e-09
1935,0.0,9.574627313213568e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,0.0
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,0.0,6.523132700664291e-09
1949,0.0,9.817008317369869e-10
1950,3.190608444114673e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,0.0,4.2179215675730575e-09
1953,0.0,5.386913581872932e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,0.0,8.447047505910632e-09
1956,0.0,7.849027205963921e-09
1957,1.7670075402875796e-09,6.184526224473075e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,5.536666680683311e-09,4.152500121534786e-09
1961,2.08444772553662e-09,6.94815938118154e-09
1962,0.0,3.170978146727066e-09
1963,5.819448034571906e-09,3.879631726988464e-09
1964,4.867174663303331e-09,6.6923653285755336e-09
1965,2.188817349590977e-09,4.377634699181954e-09
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,2.465167847631733e-09,6.409436092980059e-09
1968,1.7965663401398047e-09,3.1439910674890825e-09
1969,9.083515606356229e-10,5.450109252791435e-09
1970,9.197450023812337e-10,6.438214850135182e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,6.8562320265641574e-09
1977,2.3507127355770763e-09,6.464460078348111e-09
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,0.0,8.192762912528906e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,6.207502289967692e-10,7.449002747961231e-09
1983,2.5261264191556165e-09,6.315316269933646e-09
1984,1.1598016991243298e-09,3.479405208395292e-09
1985,1.2031116103372597e-09,9.02333674446254e-09
1986,2.997242676272549e-09,6.593933843390687e-09
1987,3.6664902225425067e-09,4.888653482026939e-09
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,5.488121956886971e-09,2.7440609784434855e-09
1990,3.2691906959314565e-09,5.993515905799995e-09
1991,2.344586080837985e-09,5.8614650910726596e-09
1992,3.30596661157756e-09,3.30596661157756e-09
1993,6.647049133334804e-09,1.661762283333701e-09
1994,1.0549853213248639e-09,5.274926717646622e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,2.135236876199542e-09,3.736664311304594e-09
1997,1.917957792585412e-09,5.274384040632185e-09
1998,1.9072516899143466e-09,4.291316191284977e-09
1999,1.8280804647829996e-09,4.570201106446348e-09
2000,4.418031274155965e-09,3.5344251969604557e-09
2001,2.190605918883648e-09,4.8193329327261836e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,6.250384210204629e-09,2.9168460979889232e-09
2004,1.7619165015858584e-09,6.607186797680242e-09
2005,9.007499190971657e-10,3.1526248278623825e-09
2006,5.353256948836815e-09,4.117890028965121e-09
2007,4.393927444112933e-09,4.7933754743212376e-09
2008,4.257439678578834e-10,5.960415716543821e-09
2009,3.814554005998616e-09,3.337734755248789e-09
2010,1.4171379625338432e-09,3.7790344187271785e-09
2011,4.5887662558641296e-09,4.971163480860241e-09
2012,3.063827413996023e-09,6.468080293586809e-09
2013,3.3469500504423877e-09,6.136075203500013e-09
2014,3.897801192920269e-09,6.063246349441442e-09
2015,3.32486305154589e-09,5.984753581600444e-09
2016,4.764082017771898e-09,4.556948152156792e-09
2017,5.0312225496895735e-09,5.282783988036499e-09
2018,2.8396134332808742e-09,6.195520096952123e-09
2019,3.3162841361900064e-09,6.377469219387422e-09
