year,devait_VERB ouvrir_VERB,devait_VERB couvrir_VERB
1856,1.8586109717944055e-07,1.2425253714809514e-07
1857,1.3619410310639068e-07,1.2545478966785595e-07
1858,1.409378711514364e-07,8.123502226453638e-08
1859,1.2934120263707882e-07,1.1050016013314234e-07
1860,1.6477862629926676e-07,8.37624654081992e-08
1861,1.5232562589062582e-07,1.2780262181877333e-07
1862,1.481899545296983e-07,1.0707627495776251e-07
1863,1.2586444597673108e-07,9.09020982930997e-08
1864,1.4048552543499682e-07,1.0356612278883404e-07
1865,1.510897078560447e-07,8.707662146889561e-08
1866,1.2066719534686854e-07,8.806759410617815e-08
1867,1.5626052629613696e-07,8.63800408978932e-08
1868,1.239908442585147e-07,8.397785933311752e-08
1869,1.2697149998075474e-07,1.098791813092248e-07
1870,1.353235461465374e-07,9.289158953151855e-08
1871,1.614418891904279e-07,1.1683295042530517e-07
1872,1.4634561296134052e-07,1.251799233159545e-07
1873,9.817047441629256e-08,1.2750189171129023e-07
1874,1.171023384927139e-07,1.2785663727754581e-07
1875,1.178634576604054e-07,1.2015206607429718e-07
1876,1.3724454106522899e-07,9.855003924030825e-08
1877,1.0081249968152406e-07,8.411349483594677e-08
1878,1.3225604789113277e-07,8.394333406158694e-08
1879,1.5151127286117116e-07,9.225081498698273e-08
1880,1.1359588114601138e-07,8.471557322309309e-08
1881,1.1016562240229177e-07,1.0110135661989261e-07
1882,1.211280107327184e-07,7.52058539887912e-08
1883,1.301783782992061e-07,7.456819872686538e-08
1884,1.1420935663863929e-07,7.063815843366683e-08
1885,1.0506386161068804e-07,6.381179673553561e-08
1886,1.1874373484488387e-07,7.098810073102868e-08
1887,9.66280850889234e-08,1.0968593500138013e-07
1888,8.750048152705858e-08,8.940266837953459e-08
1889,1.1465200344673576e-07,7.894072240333116e-08
1890,9.700492142883377e-08,6.619930559281784e-08
1891,1.0517462811776568e-07,8.413970675746896e-08
1892,8.462491507543746e-08,6.581937839200691e-08
1893,8.991288069637449e-08,7.82118902975526e-08
1894,1.0649601733803138e-07,7.057724360493012e-08
1895,9.088108043897591e-08,8.004757034996146e-08
1896,8.668632744956994e-08,6.663642437843009e-08
1897,8.332200707172888e-08,6.700720689423179e-08
1898,1.2844465402395144e-07,6.167606869666997e-08
1899,9.728537975206564e-08,6.025060628189749e-08
1900,1.2873812238467508e-07,7.527027179321522e-08
1901,8.830207320897898e-08,8.10367168924131e-08
1902,6.628883397752361e-08,5.8432377159078897e-08
1903,8.964365605379498e-08,6.966283905285309e-08
1904,8.00819179858081e-08,8.491907976804214e-08
1905,1.2334214716247516e-07,6.502556715304308e-08
1906,7.973486049195344e-08,5.864370322683499e-08
1907,8.382834693065888e-08,6.068555080673832e-08
1908,8.054678346525179e-08,7.12151404513861e-08
1909,9.021613323056954e-08,1.0561888075244497e-07
1910,6.573305455503942e-08,8.871290191336811e-08
1911,1.0747155698709321e-07,4.0966881442727754e-08
1912,1.0470936473438996e-07,6.407588415413557e-08
1913,9.068112660770566e-08,5.992378504515727e-08
1914,1.118356180995761e-07,6.763711013491047e-08
1915,1.4608144738303963e-07,6.243804051564439e-08
1916,9.339342454950383e-08,6.922100936890274e-08
1917,1.2392060000365746e-07,9.211796481167767e-08
1918,1.1141784739265859e-07,8.959373332118048e-08
1919,1.1233574781499556e-07,8.931613137974637e-08
1920,1.1282624967634547e-07,7.950843183834877e-08
1921,9.768844222435291e-08,5.755288157160976e-08
1922,9.665095745958752e-08,7.673052948575787e-08
1923,1.242065934548009e-07,7.112685551646791e-08
1924,1.0442215625516837e-07,5.285566118118368e-08
1925,9.568415038074818e-08,7.478760721824074e-08
1926,6.576221522891501e-08,7.356451448004009e-08
1927,8.919379723693055e-08,7.804457169413581e-08
1928,9.140833157061934e-08,4.227635130860108e-08
1929,8.912324744869693e-08,4.4561623724348465e-08
1930,7.877702756786675e-08,7.037414206934045e-08
1931,1.0378874293337503e-07,6.957267828511249e-08
1932,6.13734059129456e-08,5.041386685888938e-08
1933,8.717703536831323e-08,6.53827711971644e-08
1934,1.4018448268870998e-07,6.350237669039416e-08
1935,8.497481474023516e-08,6.821922227118193e-08
1936,1.0063513400382362e-07,7.881064334469556e-08
1937,1.1961562051965302e-07,6.547381303789734e-08
1938,8.427389275311725e-08,6.482607517455108e-08
1939,8.870549095263414e-08,7.952905889396789e-08
1940,7.60734906180005e-08,7.60734906180005e-08
1941,6.198155233505531e-08,8.264207451702532e-08
1942,8.49579322448335e-08,6.371844563091145e-08
1943,1.0741970157823744e-07,8.709705667797607e-08
1944,8.032965581605822e-08,5.462416652335378e-08
1945,1.0674669681520754e-07,7.84261473540937e-08
1946,1.238978342144037e-07,1.0440827935553898e-07
1947,1.2755332079450454e-07,6.914105199484766e-08
1948,7.175445659868274e-08,6.740570768215548e-08
1949,9.227987618487532e-08,8.835307596655184e-08
1950,8.614642865722999e-08,9.571825643206466e-08
1951,9.168805803483338e-08,8.635735326834038e-08
1952,7.381363076319758e-08,7.27591498161928e-08
1953,1.1097041863195045e-07,8.188109035245361e-08
1954,8.697556808101581e-08,8.20893006903134e-08
1955,8.72861534162439e-08,7.039206195713632e-08
1956,9.15719837735196e-08,6.45364508500279e-08
1957,9.100088504965242e-08,7.068030072332476e-08
1958,1.2325642728683306e-07,7.031407278645929e-08
1959,1.2323688736159966e-07,8.21579249077331e-08
1960,1.0658083482439906e-07,8.443416987802266e-08
1961,8.685199048841241e-08,7.504011989567516e-08
1962,1.0654486715111489e-07,8.878738810835785e-08
1963,9.505098574891235e-08,8.987814226202318e-08
1964,7.665800438871884e-08,6.996563683969725e-08
1965,9.35719413064362e-08,8.37222629002099e-08
1966,9.637989961674975e-08,7.754704967055659e-08
1967,1.0649524995187676e-07,4.53590871529741e-08
1968,1.1587852810635013e-07,7.186265094105693e-08
1969,9.128932987323424e-08,6.403878671790153e-08
1970,9.519360588683412e-08,7.633883569724276e-08
1971,1.1869698113287086e-07,7.450676520193156e-08
1972,1.046549940042496e-07,7.233506948978174e-08
1973,1.0364823310737847e-07,9.041654180919068e-08
1974,1.0294796481957746e-07,7.594521633791373e-08
1975,1.0280664497486214e-07,7.482039166006871e-08
1976,8.741696433389734e-08,6.57055565511655e-08
1977,1.1400956623219827e-07,7.757351738746365e-08
1978,9.148510571321822e-08,5.702967698084649e-08
1979,8.602400924928588e-08,6.554210330023125e-08
1980,9.72160734136196e-08,8.016062480464825e-08
1981,8.412980889715982e-08,4.99718417756867e-08
1982,8.69050325036369e-08,5.2143018791639406e-08
1983,8.209910618006688e-08,7.388919698314567e-08
1984,1.0496205504750833e-07,7.712681338034599e-08
1985,9.143648327381015e-08,6.376491512583016e-08
1986,9.111617771395686e-08,7.193382600689802e-08
1987,1.0571713460194587e-07,7.944061763964783e-08
1988,9.054796379359686e-08,8.09534768109188e-08
1989,1.1250650544525342e-07,5.268597291774313e-08
1990,1.1823572521052483e-07,5.775569889010512e-08
1991,9.319729343815197e-08,5.9200797153380336e-08
1992,8.37511535678459e-08,6.226236592965506e-08
1993,8.751947433438545e-08,7.311754046668284e-08
1994,1.1657587606350717e-07,9.125623279260253e-08
1995,9.16394213845706e-08,6.127369545083639e-08
1996,9.448422844116067e-08,5.818520421030371e-08
1997,9.302095094199103e-08,4.986690171904229e-08
1998,1.0299159214355313e-07,7.724369055495117e-08
1999,8.4091702490241e-08,6.626791559938283e-08
2000,8.217538294275073e-08,7.024669912425452e-08
2001,9.945350853968193e-08,6.747065839363131e-08
2002,9.770123909902395e-08,5.432714544895134e-08
2003,9.417245649956385e-08,6.208715319644398e-08
2004,7.664336720836218e-08,5.417893333969914e-08
2005,9.232686437599114e-08,5.4945743954704085e-08
2006,9.059358063723266e-08,4.941468034758145e-08
2007,8.028903408785482e-08,5.312657691547429e-08
2008,9.621813745752661e-08,5.449522788580907e-08
2009,9.870158379499117e-08,4.958920385433885e-08
2010,9.447585824773341e-08,6.188168555354423e-08
2011,1.0515923065668176e-07,4.665245967316878e-08
2012,1.2051054909534287e-07,4.527656116692924e-08
2013,1.2355823741927452e-07,5.271446212873343e-08
2014,1.175836743527725e-07,4.7639794331644225e-08
2015,1.29891319033959e-07,5.696598748272663e-08
2016,1.3256575925879588e-07,5.841178918331025e-08
2017,1.1295094992647137e-07,4.427475985835372e-08
2018,1.1590785220505495e-07,4.672454778642532e-08
2019,1.1428424784298841e-07,4.285659471747749e-08
