year,fallait_VERB analyser_VERB,fallait_VERB canaliser_VERB
1885,1.6114089618213256e-08,0.0
1886,7.744156427236248e-09,1.2906927748801422e-09
1887,1.828098916689669e-08,0.0
1888,1.1413106904001324e-08,6.340614699951175e-10
1889,1.0024218788373673e-08,0.0
1890,6.554386366985909e-09,1.3108772956016423e-09
1891,1.211101796627645e-08,0.0
1892,8.149066310636499e-09,0.0
1893,8.005941687372342e-09,6.158416554491453e-10
1894,0.0,0.0
1895,1.2037228991346183e-09,6.018614495673091e-09
1896,7.076434549446731e-09,2.358811590497112e-09
1897,4.661370844871726e-09,5.826713556089658e-10
1898,1.7540900287826844e-08,1.13167097914868e-09
1899,3.8693048765026106e-09,0.0
1900,6.22926377147337e-09,0.0
1901,1.397184767881754e-08,0.0
1902,2.455141867585553e-09,1.9641135384773634e-09
1903,4.860198465905796e-09,2.7001101354784396e-09
1904,9.13686282189019e-09,1.6123875568041512e-09
1905,7.741138396966107e-09,0.0
1906,5.658602919567102e-09,0.0
1907,4.6285588695127444e-09,0.0
1908,4.4202499438483756e-09,0.0
1909,9.351672325408344e-09,5.500983557560346e-10
1910,1.8170112525695004e-08,1.6032452032632705e-09
1911,8.51259862599818e-09,0.0
1912,5.2094213387476884e-09,5.209421227725386e-10
1913,1.3787773589513108e-08,5.30298971401777e-10
1914,1.339348720819089e-08,0.0
1915,4.712304768617059e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,6.4454939163738345e-09,9.207848372660976e-10
1920,1.514446346106979e-09,0.0
1921,6.058197943303867e-09,0.0
1922,3.6889677978990676e-09,2.2133805899215986e-09
1923,1.2739137744688378e-08,1.0615948120573648e-09
1924,1.804827398643738e-08,0.0
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,0.0
1927,8.919379901328739e-09,0.0
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,0.0
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,7.983749661377715e-09,0.0
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,8.377798899061872e-09,0.0
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,1.3764645423464117e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,0.0
1948,5.435944139264848e-09,0.0
1949,5.890204768377316e-09,9.817008317369869e-10
1950,0.0,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,7.381362632230548e-09,0.0
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536557761669e-09,9.772536113672459e-10
1955,6.569925492527773e-09,9.385607846468247e-10
1956,2.0930739808022736e-08,2.616342476002842e-09
1957,9.718541527092839e-09,1.7670075402875796e-09
1958,1.3235589513271862e-08,3.3088973783179654e-09
1959,1.0851047171911432e-08,0.0
1960,6.920833239831836e-09,2.076250060767393e-09
1961,7.64297514166401e-09,0.0
1962,1.1415521861124489e-08,1.2683912808952869e-09
1963,1.4871922360271128e-08,6.466053248388448e-10
1964,1.2776333768727e-08,4.258777774879263e-09
1965,1.2585699593614663e-08,2.188817349590977e-09
1966,1.7725039214155913e-08,2.215629901769489e-09
1967,1.4791006641701188e-08,0.0
1968,1.8863946849023705e-08,4.4914158503495116e-10
1969,1.6804504454626112e-08,1.8167031212712459e-09
1970,1.2876429700270364e-08,5.058597540852361e-09
1971,1.5415192677892264e-08,4.624557625731995e-09
1972,1.898154344814884e-08,1.0260293725750103e-09
1973,1.7642252103655665e-08,1.6539611902288698e-09
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,7.4249242310031605e-09,5.140332159925265e-09
1976,1.2569759455516305e-08,1.7140580066410394e-09
1977,1.4104276857551667e-08,1.7630346071939584e-09
1978,1.900989232694883e-08,2.970295565063452e-09
1979,1.2289143924704149e-08,5.266775904289034e-09
1980,7.95921106799824e-09,1.7055452605774235e-09
1981,1.0753434587229549e-08,4.427884725544118e-09
1982,1.6139505731871395e-08,3.1037510339615437e-09
1983,1.3893695083311286e-08,1.2630632095778083e-09
1984,1.6237223121606803e-08,2.8995041922996734e-09
1985,1.8648229627160617e-08,1.8046674155058895e-09
1986,1.0790073723399018e-08,1.7983456945813714e-09
1987,1.3443797186596385e-08,3.6664902225425067e-09
1988,1.0793796967334401e-08,2.398621523624911e-09
1989,1.3171493229435782e-08,3.841685636274406e-09
1990,1.6345952147389653e-08,1.6345953479657283e-09
1991,1.875668864670388e-08,5.2753188484189195e-09
1992,2.1488782309120324e-08,5.509944056569793e-09
1993,1.2740176913439427e-08,2.7696036575264316e-09
1994,1.1077346151466827e-08,3.6924485691258724e-09
1995,8.675921314704738e-09,3.253470381991974e-09
1996,1.2277611816102763e-08,2.135236876199542e-09
1997,8.630809844589749e-09,1.438468344439059e-09
1998,1.6688451509594415e-08,8.10582001520288e-09
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,1.899753598877396e-08,3.092622158362701e-09
2001,1.095302959441824e-08,4.381211837767296e-09
2002,8.762443215459825e-09,4.81934359086722e-09
2003,1.1667384391955693e-08,2.5001538617175356e-09
2004,1.2333415178034102e-08,3.9643119897903034e-09
2005,1.216012357474483e-08,4.503749373441224e-09
2006,1.4824403926638752e-08,6.1768350434476815e-09
2007,1.997239706952314e-08,3.994479413904628e-09
2008,1.7455501932772677e-08,2.9802078582719105e-09
2009,1.3827758493789588e-08,5.721831008997924e-09
2010,8.502827775203059e-09,5.196172381261022e-09
2011,1.1089518636708817e-08,7.265546830836911e-09
2012,1.3957436095779485e-08,6.127654827992046e-09
2013,9.761937924679387e-09,2.7891249310130206e-09
2014,1.905591773265769e-08,3.681256854903836e-09
2015,1.3077794847049518e-08,5.763096222466402e-09
2016,1.1599504468051691e-08,6.006886099640951e-09
2017,1.0817128526241504e-08,5.0312225496895735e-09
2018,1.5488799576246493e-08,4.64663996169179e-09
2019,1.0969247732361964e-08,4.3366790158927415e-09
