year,est_VERB ouvert_ADJ,est_VERB couvert_ADJ
1890,9.176140736144589e-09,5.289389832796587e-07
1891,1.1473596295275001e-08,6.61644037336373e-07
1892,2.0686091062316336e-08,6.205827389749174e-07
1893,1.6011883374744684e-08,6.121466071817849e-07
1894,1.3863386882917439e-08,6.093588353905943e-07
1895,9.629783193076946e-09,6.716773555126565e-07
1896,1.2973464080801023e-08,5.525516257876006e-07
1897,5.826713334045053e-09,6.088915824875585e-07
1898,1.584339415217073e-08,5.06422736634704e-07
1899,1.1055156790007459e-08,5.792902015855361e-07
1900,8.30568502863116e-09,4.817297281078936e-07
1901,8.38310842965484e-09,5.666981337526522e-07
1902,1.4730851205513318e-08,5.779403977612674e-07
1903,1.7820726228023887e-08,5.16261081884295e-07
1904,1.666133897515465e-08,5.240259497441002e-07
1905,1.651442893546573e-08,5.176241302251583e-07
1906,1.3374879870298173e-08,4.5474590137928317e-07
1907,1.491424583832668e-08,4.242845648150251e-07
1908,1.4243028090277221e-08,4.557768988888711e-07
1909,7.151278680339601e-09,4.851867743127514e-07
1910,1.0153886620400954e-08,4.7028527205839055e-07
1911,9.044636151145369e-09,4.6340457515725575e-07
1912,2.5526164293410147e-08,4.3238196667516604e-07
1913,1.7499866444836698e-08,4.242391753450647e-07
1914,1.6741859454327823e-08,3.9778657878741797e-07
1915,1.5314990164938536e-08,4.2292936086596455e-07
1916,1.8678685265172135e-08,3.757712079277553e-07
1917,5.483212106582869e-09,3.8601814367211773e-07
1918,1.8378202071289707e-08,3.916854325325403e-07
1919,1.6574126959767455e-08,3.6002685988023586e-07
1920,1.0601124422748853e-08,3.3393541798432125e-07
1921,1.060184651180407e-08,3.5591912705967843e-07
1922,5.902348387820666e-09,3.961951335895719e-07
1923,1.6985516992917837e-08,3.5457267699712247e-07
1924,1.0313299547703991e-08,4.009295082596509e-07
1925,1.4297631523163545e-08,4.1903058445313945e-07
1926,8.916910765321973e-09,4.4027245849065366e-07
1927,1.2264147031260109e-08,4.615779118921637e-07
1928,3.085031252680892e-08,3.9762622350281163e-07
1929,1.0026365515614089e-08,3.7877381942053034e-07
1930,5.2518016602221e-09,3.4031674545076385e-07
1931,5.7026783295555106e-09,4.20857674043873e-07
1932,1.0959536389520963e-08,4.0111905263984227e-07
1933,6.882397318719313e-09,3.9229664139384113e-07
1934,8.38710612072191e-09,3.5225846772846126e-07
1935,8.377798899061872e-09,3.734104723207565e-07
1936,7.274828739411987e-09,2.8493079184954695e-07
1937,8.813782592653752e-09,4.2935712940561643e-07
1938,6.482607339819424e-09,3.4098513879143866e-07
1939,1.6823456405745674e-08,4.114099567686935e-07
1940,1.0143131667916805e-08,4.7672719460933877e-07
1941,1.4757512545315876e-08,4.397738848638255e-07
1942,3.034211770724937e-09,3.9444753952011524e-07
1943,1.1612940831184915e-08,4.5000146542406583e-07
1944,1.6065930807940276e-08,3.3417137501601246e-07
1945,2.3963544037997053e-08,2.65777487129526e-07
1946,1.3921104269343232e-08,3.396749548301159e-07
1947,1.549713246618012e-08,3.5881822668670793e-07
1948,7.610321262063735e-09,3.0115128879515396e-07
1949,1.570721330779179e-08,3.91698620205716e-07
1950,2.5524867552917385e-08,3.243785329232196e-07
1951,2.5587365115598004e-08,3.315695948913344e-07
1952,1.687168627029223e-08,3.184530896760407e-07
1953,2.0470272588113403e-08,2.521075543882034e-07
1954,2.247683283940205e-08,2.8828981157857925e-07
1955,8.447047505910632e-09,3.1535643074676045e-07
1956,1.3953826538681824e-08,3.183216676916345e-07
1957,1.3252556385623393e-08,3.5428502087597735e-07
1958,1.2408365002158916e-08,2.4734006842663803e-07
1959,1.6276571201956358e-08,2.8677766295004403e-07
1960,6.920833239831836e-09,2.816779272052372e-07
1961,9.72742331128984e-09,3.508820327624562e-07
1962,6.341956293454132e-09,3.0948746143621975e-07
1963,1.0345685197421517e-08,2.7868688334820035e-07
1964,4.258777774879263e-09,2.9324726824597747e-07
1965,1.0396882466068291e-08,3.1245366471921443e-07
1966,7.754704434148607e-09,2.725224703681306e-07
1967,2.465167847631733e-09,3.53012040932299e-07
1968,2.245707841908029e-09,2.8879804858661373e-07
1969,1.3625273354023193e-08,3.2746072520239977e-07
1970,3.219107425067591e-09,2.933986422704038e-07
1971,1.4387513402880359e-08,2.7439043037702504e-07
1972,1.128632298730281e-08,2.754888726030913e-07
1973,1.543697081274331e-08,2.9385375910351286e-07
1974,4.500457340128605e-09,2.5371329570589296e-07
1975,2.8557400888473694e-09,2.4673593657098536e-07
1976,2.856763492431469e-09,2.1311454645456251e-07
1977,5.876781727920388e-09,2.180286031716605e-07
1978,4.752473081737207e-09,2.637622458223632e-07
1979,4.096381456264453e-09,2.2237499308630504e-07
1980,4.548120546843393e-09,2.38776323158163e-07
1981,6.325549417596221e-09,2.302500092810078e-07
1982,4.966001831974154e-09,2.700263621591148e-07
1983,6.315316269933646e-09,2.393504701103666e-07
1984,7.538710988796993e-09,2.690740075195208e-07
1985,1.2031115659283387e-08,2.129507521431151e-07
1986,4.7955883708539204e-09,2.2898935014836752e-07
1987,3.0554083707556856e-09,2.584875460343028e-07
1988,3.597932174415064e-09,2.014842124253846e-07
1989,1.0976243913773942e-08,2.2665945209610072e-07
1990,4.90378582185258e-09,2.293882062076591e-07
1991,8.20605094986604e-09,2.3738934373795928e-07
1992,4.958949695321735e-09,2.3968257778506086e-07
1993,3.877445031719162e-09,2.4760257133493724e-07
1994,4.2199412852994556e-09,2.3789918657257658e-07
1995,8.133675954979935e-09,2.3533436888101278e-07
1996,3.736664311304594e-09,2.0658416133301216e-07
1997,4.315404922294874e-09,2.0090607222300605e-07
1998,2.86087753487152e-09,2.312542619620217e-07
1999,3.656160929565999e-09,2.481619105765276e-07
2000,5.743440834038438e-09,2.014622424439949e-07
2001,3.5049694258049158e-09,2.3614731503585062e-07
2002,5.257465574004527e-09,2.510439855996083e-07
2003,5.000307723435071e-09,2.337643820737867e-07
2004,9.250062049659391e-09,2.2200147498097067e-07
2005,6.7556245042510454e-09,2.2608823257996846e-07
2006,1.1530091548195287e-08,2.281310997886976e-07
2007,7.190063211481856e-09,1.9373224802166078e-07
2008,7.663391698997657e-09,2.26070042685933e-07
2009,8.105927484791664e-09,1.9358861891305423e-07
2010,1.0864724231396394e-08,2.12098299812169e-07
2011,1.7207874236646603e-08,2.8106194349675206e-07
2012,1.2936160587173617e-08,2.8085085546081245e-07
2013,1.1156499724052082e-08,2.7612338726612506e-07
2014,1.277612682315521e-08,2.786927950637619e-07
2015,1.1304534197620342e-08,3.0145426421768207e-07
2016,9.32103016992869e-09,3.875477148085338e-07
2017,8.553078245654433e-09,2.872828019917506e-07
2018,7.744399788123246e-09,3.0745269441467826e-07
2019,5.101975730781305e-09,2.7550666459319473e-07
