year,devait_VERB oser_VERB,devait_VERB causer_VERB
1904,0.0,5.697102523072317e-08
1905,1.0321518084666081e-09,6.657379003627284e-08
1906,2.0576738091193647e-09,1.04941364043043e-07
1907,0.0,7.354265818548811e-08
1908,9.822778146428846e-10,7.416197433940397e-08
1909,0.0,6.161101850921114e-08
1910,2.137660271017694e-09,6.573305455503942e-08
1911,2.128149656499545e-09,7.235708920916295e-08
1912,4.688478938419394e-09,7.60575531444374e-08
1913,1.060597942803554e-09,9.068112660770566e-08
1914,1.0714789944188396e-08,9.37544086809794e-08
1915,2.3561523843085297e-09,3.534228554258334e-08
1916,5.493730803607377e-09,4.0653610255958483e-08
1917,1.315970976634162e-08,9.102132025873289e-08
1918,0.0,4.479686666059024e-08
1919,1.2890987832747669e-08,5.616787390749778e-08
1920,3.786115865267448e-09,4.921950491620919e-08
1921,7.572747429129834e-10,4.770830841493989e-08
1922,5.164555005876537e-09,5.6072309462251724e-08
1923,0.0,8.386599148479945e-08
1924,3.867487219366694e-09,8.766304659957314e-08
1925,5.499089184013428e-09,8.798542694421485e-08
1926,1.1146138456652466e-09,8.359603498320212e-08
1927,0.0,4.3481975353643065e-08
1928,6.8556245125250825e-09,7.769708076921233e-08
1929,5.570202965543558e-09,8.578113153134836e-08
1930,6.302162347537887e-09,9.978423065604147e-08
1931,1.1405356659111021e-09,7.071321306284517e-08
1932,0.0,5.370172928564898e-08
1933,0.0,7.685343916818965e-08
1934,4.7926320689839486e-09,6.949316855298093e-08
1935,4.787313656606784e-09,7.180970840181544e-08
1936,6.0623572828433225e-09,6.789839801513153e-08
1937,1.2591118148108649e-09,6.295559273894469e-08
1938,5.186085783037697e-09,6.093650739558143e-08
1939,1.5294050470515685e-09,6.423501019980904e-08
1940,0.0,5.832300686847702e-08
1941,0.0,7.67390702094417e-08
1942,0.0,9.709477666319799e-08
1943,8.709705845433291e-09,4.064529335323641e-08
1944,0.0,3.855823393905666e-08
1945,0.0,6.971212940243277e-08
1946,2.7842208538686464e-09,5.568441707737293e-08
1947,0.0,6.794896734163558e-08
1948,1.0871887834440486e-09,5.435943961629164e-08
1949,8.835307596655184e-09,4.417653798327592e-08
1950,0.0,5.530387880980925e-08
1951,0.0,5.863770979885885e-08
1952,0.0,5.377849987553418e-08
1953,0.0,5.602390373837807e-08
1954,9.772536113672459e-10,4.788542540268281e-08
1955,2.815682353940474e-09,4.129667274810345e-08
1956,7.849027205963921e-09,6.01758785023776e-08
1957,8.835037701437898e-10,6.361226922990681e-08
1958,4.1361216673863055e-09,3.722509589465517e-08
1959,1.5501495642666896e-09,3.797866554577922e-08
1960,6.920833350854139e-10,3.3220000972278285e-08
1961,0.0,5.141637871020066e-08
1962,1.2683912808952869e-09,3.297817485758969e-08
1963,6.466053470433053e-09,4.332255798544793e-08
1964,1.8251904432275978e-09,5.1713730186975226e-08
1965,3.830430195250756e-09,3.8851506900527966e-08
1966,4.985167390003653e-09,5.428293192721867e-08
1967,0.0,5.37406563694276e-08
1968,3.5931326802796093e-09,4.626158300879979e-08
1969,9.083515606356229e-10,4.1329997202410595e-08
1970,2.2993624781975086e-09,3.54101814536989e-08
1971,3.5968783507200897e-09,4.419021948365298e-08
1972,1.0260293725750103e-09,4.001514497531389e-08
1973,2.205281512956958e-09,2.811733956775697e-08
1974,1.6876715580593782e-09,3.4878542720662153e-08
1975,5.711480177694739e-10,2.9699696924012642e-08
1976,1.7140580066410394e-09,2.399681342524218e-08
1977,2.3507127355770763e-09,2.11564152863275e-08
1978,0.0,4.158414057542359e-08
1979,2.3407893401383717e-09,3.6867433550469286e-08
1980,0.0,2.2740602290127754e-08
1981,6.325549528618524e-10,2.213942273954217e-08
1982,1.2415004579935385e-09,3.5382761609525915e-08
1983,6.315316047889041e-10,2.084054351314535e-08
1984,1.1598016991243298e-09,2.3775934110403796e-08
1985,1.8046674155058895e-09,1.6843562988810845e-08
1986,2.3977941854269602e-09,2.517683839187157e-08
1987,6.110816852533674e-10,2.199894133525504e-08
1988,2.99827696004229e-09,3.1182079140990027e-08
1989,2.1952488715726304e-09,3.2928731741321826e-08
1990,2.724325431913144e-09,1.689081763345257e-08
1991,5.861465202094962e-10,2.7548885839223658e-08
1992,3.30596661157756e-09,1.322386644631024e-08
1993,5.539207426075166e-10,2.2710750613441633e-08
1994,5.274926606624319e-10,2.7429617688312646e-08
1995,0.0,1.7894087989134277e-08
1996,2.135236876199542e-09,1.3879040139386234e-08
1997,3.835915585170824e-09,1.7741109914481967e-08
1998,2.3840645013706308e-09,2.0026142522056034e-08
1999,9.140402323914998e-10,2.4679085441903226e-08
2000,1.3254094488601709e-09,2.0322945104567225e-08
2001,1.7524847129024579e-09,2.015357480900093e-08
2002,3.504977197366088e-09,1.7086764003693133e-08
2003,2.5001538617175356e-09,2.875176896566245e-08
2004,2.2023955992267474e-09,1.9821561281219147e-08
2005,4.053374524914943e-09,1.6213498099659773e-08
2006,3.706100981659688e-09,1.93540827808647e-08
2007,2.3966877371606188e-09,2.1969636776475454e-08
2008,2.554463751636149e-09,2.6396126173722223e-08
2009,6.198650481792356e-09,1.3827758493789588e-08
2010,4.723792912386671e-09,2.4563723499682055e-08
2011,2.2943831279320648e-09,1.873746313663105e-08
2012,6.127654827992046e-09,2.2808492872172792e-08
2013,7.80955033974351e-09,3.0680375573410856e-08
2014,6.279790909502481e-09,2.663497511434798e-08
2015,6.64972610309178e-09,4.034167133681876e-08
2016,7.663958356829426e-09,5.0126427453278666e-08
2017,6.5405894034142875e-09,2.2892063356039216e-08
2018,3.3559066636712487e-09,3.4333506704342653e-08
2019,4.3366790158927415e-09,3.061185438468783e-08
