year,eut_VERB assez_ADV,eut_VERB cassé_VERB
1952,2.720559280078305e-07,2.1089607837865287e-09
1953,2.0793487465198268e-07,0.0
1954,1.9740522816391604e-07,9.772536113672459e-10
1955,2.1493042368092574e-07,9.385607846468247e-10
1956,1.909930062993226e-07,0.0
1957,2.235264560113137e-07,4.417518795207798e-09
1958,2.465128545736661e-07,0.0
1959,1.782672001127139e-07,1.5501495642666896e-09
1960,1.806337479592912e-07,1.3841666701708277e-09
1961,1.9315882582304766e-07,6.948159270159238e-10
1962,2.0611358308997296e-07,0.0
1963,1.9980105037120666e-07,4.526237162849611e-09
1964,1.8677782520626351e-07,4.867174663303331e-09
1965,1.997295839828439e-07,5.472043373977442e-10
1966,2.7307638106321974e-07,3.3234448526542337e-09
1967,2.2876757554968208e-07,3.944268467392931e-09
1968,2.50621013719865e-07,3.1439910674890825e-09
1969,2.130084340024041e-07,3.1792304344691047e-09
1970,2.0602287520432583e-07,4.1388523719376735e-09
1971,2.168403767655036e-07,1.541519245584766e-09
1972,1.9751065849504812e-07,1.0260293725750103e-09
1973,2.100530593907024e-07,2.205281512956958e-09
1974,1.125114366118396e-07,5.06301445213353e-09
1975,1.4392929870155058e-07,5.711480177694739e-10
1976,1.5312251377963548e-07,1.7140580066410394e-09
1977,1.3575366608620243e-07,6.464460078348111e-09
1978,1.5623754734406248e-07,1.7821774056514528e-09
1979,1.6092926102828642e-07,1.1703946700691858e-09
1980,1.4042322504792537e-07,5.685150683554241e-10
1981,1.2587842945777084e-07,3.1627747087981106e-09
1982,1.365650490470216e-07,3.1037510339615437e-09
1983,1.4525227243211702e-07,1.89459470334441e-09
1984,1.3743650129072194e-07,1.739702604197646e-09
1985,1.1008471290097077e-07,4.210890747202711e-09
1986,1.5465772662537347e-07,2.3977941854269602e-09
1987,1.3443796831325017e-07,6.110816852533674e-10
1988,1.4151866878364672e-07,6.596209356501959e-09
1989,1.366542363712142e-07,2.7440609784434855e-09
1990,1.0733842259469384e-07,1.6345953479657283e-09
1991,1.1312627634652017e-07,5.861465202094962e-10
1992,1.1846380232327647e-07,1.65298330578878e-09
1993,1.1576943848012888e-07,2.7696036575264316e-09
1994,1.060260217400355e-07,3.6924485691258724e-09
1995,1.0628003366264238e-07,2.7112254663563817e-09
1996,1.094308927918064e-07,1.067618438099771e-09
1997,1.1891338402847396e-07,4.315404922294874e-09
1998,9.917708609918918e-08,5.72175506974304e-09
1999,1.3527795772461104e-07,1.3710603763428253e-09
2000,1.1221799667282539e-07,8.836062992401139e-10
2001,1.1566399393814208e-07,2.190605918883648e-09
2002,1.3012227384479047e-07,2.6287327870022636e-09
2003,1.2334092502896965e-07,1.2500769308587678e-09
2004,1.0571498876288388e-07,2.2023955992267474e-09
2005,1.3195986525715853e-07,1.8014998381943315e-09
2006,1.095358683755876e-07,7.000412693969338e-09
2007,1.2982057739918673e-07,5.192823504529542e-09
2008,1.1197066385193466e-07,1.2772318758180745e-09
2009,1.497212451795349e-07,2.860915504498962e-09
2010,1.5588517499054433e-07,4.2514138876015295e-09
2011,2.0496489128163375e-07,3.823971805871906e-09
2012,2.791487361264444e-07,4.765953853791416e-09
2013,3.143343860756431e-07,3.6258624991347688e-09
2014,3.0857594879307726e-07,3.031623174720721e-09
2015,3.2073845090963005e-07,3.989835573037226e-09
2016,3.666271766178397e-07,5.3854840587064245e-09
2017,2.56089236927437e-07,3.2702947017071438e-09
2018,3.046130814254866e-07,4.130346731301415e-09
2019,2.93618683144814e-07,2.5509878653906526e-09
