year,faudrait_VERB ouvrir_VERB,faudrait_VERB couvrir_VERB
1869,3.125452252561445e-08,9.767038733343725e-09
1870,3.268407766654491e-08,1.77755516972411e-08
1871,2.2304472935275044e-08,3.18635318130589e-09
1872,4.233137573805834e-08,9.071008832961525e-09
1873,3.412022664406322e-08,8.380406590902112e-09
1874,1.8521287614703397e-08,1.5533982988813477e-08
1875,2.6319025181464895e-08,4.577221712764867e-09
1876,3.143927784776679e-08,7.255217759905008e-09
1877,3.5253449937044934e-08,9.27722432209066e-09
1878,2.0532901601200138e-08,3.6234530931267273e-09
1879,1.4051448005147904e-08,4.27652757650776e-09
1880,2.2462462112571302e-08,2.5671385017744797e-09
1881,2.2312024228199334e-08,1.4642266066289267e-08
1882,2.5956001792337702e-08,9.317538740560849e-09
1883,2.464542170343975e-08,1.2638677882037541e-09
1884,2.6406787867472303e-08,7.2618666635548834e-09
1885,1.8047780159236027e-08,1.2891271383708158e-09
1886,1.8069698626277386e-08,3.2267319927115068e-09
1887,2.0892558794116667e-08,3.9173548849191775e-09
1888,2.1558090423923204e-08,8.242799331981132e-09
1889,2.5060547415023393e-08,1.8795409673089125e-09
1890,1.6385966361553983e-08,7.865263995654459e-09
1891,1.9760081571007504e-08,5.736798147637501e-09
1892,3.0715710863660206e-08,4.387958441043338e-09
1893,1.6011883374744684e-08,6.158416554491453e-10
1894,4.285046628638156e-08,5.041231432301174e-09
1895,2.9491211250842753e-08,1.2037228991346183e-08
1896,2.0639602027472392e-08,9.435246361988447e-09
1897,2.2141511735185304e-08,3.4960281336537946e-09
1898,1.5277558773618694e-08,1.4711722506888236e-08
1899,1.7688250864011934e-08,1.326618814800895e-08
1900,2.076421168339948e-08,7.26747462209687e-09
1901,4.191554126009578e-08,4.470991132876634e-09
1902,9.820567470342212e-09,6.874397495693074e-09
1903,2.1600881083827517e-08,1.4580594509538969e-08
1904,2.0961039126632386e-08,5.374625189347171e-09
1905,2.838417501038748e-08,7.2250627702885595e-09
1906,2.41776678677752e-08,2.1091157265118454e-08
1907,1.8514235478050978e-08,6.685696440911215e-09
1908,2.4556944921982904e-08,3.929111258571538e-09
1909,1.980354014108343e-08,3.850688656825696e-09
1910,2.137660359835536e-08,2.67207544979442e-09
1911,2.553779587799454e-08,1.5961122423746588e-09
1912,3.1777467768279166e-08,2.6047106693738442e-09
1913,9.015082902408267e-09,3.181793939432964e-09
1914,1.4063162190325329e-08,1.339348720819089e-08
1915,2.8273827723523937e-08,7.068456930880984e-09
1916,1.648119329900055e-08,4.394984820521586e-09
1917,4.0575770299255964e-08,1.2063066989753679e-08
1918,2.986458014220261e-08,1.9526840588923733e-08
1919,2.5781975665495338e-08,0.0
1920,2.5745588771997063e-08,6.057785384427916e-09
1921,2.120369302360814e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,5.164555005876537e-09
1923,2.441668023323018e-08,5.307974060286824e-09
1924,9.02413699321869e-09,2.578324886925998e-09
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,2.7865345586519652e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,2.9707706517001498e-08,1.1426041224282812e-09
1929,2.2280811862174232e-08,2.2280812750352652e-09
1930,2.941009036305786e-08,3.1510811737689437e-09
1931,2.2810713318222042e-08,0.0
1932,2.1919072779041926e-08,1.0959536611565568e-09
1933,1.9500125958415992e-08,4.588264879146209e-09
1934,2.516131836216573e-08,8.38710612072191e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.33371855781661e-08,3.6374143697059935e-09
1937,1.510934133364117e-08,6.295559185076627e-09
1938,1.5558256905023882e-08,0.0
1939,1.070583532936098e-08,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,2.832055301382752e-08,8.714016175304096e-09
1946,1.9489545977080525e-08,2.7842208538686464e-09
1947,2.26496545963073e-08,1.3112957830685446e-08
1948,1.9569398546082084e-08,4.348755133776194e-09
1949,1.9634017078828947e-08,6.8719057111366055e-09
1950,3.084254984742074e-08,4.2541445921528975e-09
1951,2.7719645245838365e-08,3.1984206394497505e-09
1952,3.374337254058446e-08,0.0
1953,2.477980309834038e-08,1.0773827385790469e-09
1954,2.34540866728139e-08,1.9545072227344917e-09
1955,1.3139850985055546e-08,1.3139850985055546e-08
1956,2.0058624983221307e-08,3.488456634670456e-09
1957,2.5621609722747962e-08,8.835037590415595e-09
1958,2.6471179026543723e-08,4.1361216673863055e-09
1959,2.4802393028267034e-08,6.200598257066758e-09
1960,1.591791587429725e-08,4.844583401109048e-09
1961,2.570818935510033e-08,2.08444772553662e-09
1962,1.9660065575521912e-08,1.9025869768540815e-09
1963,2.4571003010009917e-08,6.466053470433053e-09
1964,3.1636634645337836e-08,2.4335873316516654e-09
1965,2.7907420374617686e-08,3.830430195250756e-09
1966,2.215629990587331e-08,2.769537488234164e-09
1967,2.267954357648705e-08,2.9582012395223956e-09
1968,2.110965446888713e-08,2.245707841908029e-09
1969,2.5433843475752838e-08,3.1792304344691047e-09
1970,2.0694262303777577e-08,5.058597540852361e-09
1971,2.363662865434435e-08,2.569198631618974e-09
1972,2.4111690422046195e-08,4.6171320100540925e-09
1973,1.6539610570021068e-08,3.3079223804577396e-09
1974,2.3627400480563665e-08,3.3753431161187564e-09
1975,2.2845920710778955e-08,1.7134440533084216e-09
1976,1.3712464053128315e-08,8.570290255249802e-09
1977,2.4094806150287695e-08,4.11374712072643e-09
1978,2.198018833610149e-08,4.158414057542359e-09
1979,1.580032815695631e-08,2.3407893401383717e-09
1980,1.989802811408481e-08,4.548120546843393e-09
1981,1.4548763971333756e-08,5.060439622894819e-09
1982,2.2347007799794483e-08,6.2075020679230875e-09
1983,1.894594880980094e-08,5.68378455412244e-09
1984,2.203623239438457e-08,1.739702604197646e-09
1985,1.9851341903631692e-08,1.2031116103372597e-09
1986,2.038125046510686e-08,4.7955883708539204e-09
1987,2.261002229886344e-08,2.4443267410134695e-09
1988,1.9788627625416666e-08,2.398621523624911e-09
1989,2.6342986458871565e-08,1.0976244357863152e-09
1990,2.2884334427430986e-08,3.2691906959314565e-09
1991,2.6962739596569918e-08,1.7584396161396398e-09
1992,2.5345743281945943e-08,2.7549720282848966e-09
1993,2.4372512896775334e-08,3.323524566667402e-09
1994,2.162719958676007e-08,4.2199412852994556e-09
1995,3.253470381991974e-08,2.1689803286761844e-09
1996,2.4555223632205525e-08,2.6690460952494277e-09
1997,2.3015493511024943e-08,9.58978896292706e-10
1998,2.193339376788117e-08,2.86087753487152e-09
1999,2.6050146928469076e-08,6.8553016596695215e-09
2000,2.474097726690161e-08,4.418031274155965e-09
2001,2.760163475556965e-08,2.190605918883648e-09
2002,2.541108479192644e-08,4.38122149670761e-10
2003,2.2084691408963408e-08,1.6667691671301554e-09
2004,2.686922684347337e-08,7.488145215006625e-09
2005,1.7564623533417034e-08,3.1526248278623825e-09
2006,2.7178073125355695e-08,2.4707338397433887e-09
2007,3.1955835311237024e-08,5.592271090648637e-09
2008,2.5118893631770334e-08,1.7029758714315335e-09
2009,2.384096298158056e-08,2.860915504498962e-09
2010,2.172944846279279e-08,5.196172381261022e-09
2011,2.829739287335542e-08,3.4415748029203996e-09
2012,2.7234021260369445e-08,3.063827413996023e-09
2013,3.3190588055731496e-08,6.414987652192394e-09
2014,2.8367331594836287e-08,2.815078836704288e-09
2015,2.9258794498332463e-08,2.438232948875907e-09
2016,2.5891750965456595e-08,7.2496901815100045e-09
2017,2.1382696502314502e-08,5.282783988036499e-09
2018,2.5040227669137494e-08,5.421080029321956e-09
2019,2.397928433595098e-08,3.826481798085979e-09
