year,grand_ADJ anneau_NOUN,grand_ADJ canot_NOUN
1929,2.1166771446701205e-08,4.4561623724348465e-08
1930,3.676261128848779e-08,4.936693542845205e-08
1931,2.5091784650044247e-08,5.2464642408267537e-08
1932,2.520693342944469e-08,2.520693342944469e-08
1933,3.3264919485631594e-08,5.1617981000617874e-08
1934,3.714290031098244e-08,3.5944740517379614e-08
1935,3.231436807027421e-08,2.0346082152400413e-08
1936,4.001155851085514e-08,4.607391446143083e-08
1937,3.5255132035949543e-08,4.910535977842301e-08
1938,4.148868515407855e-08,2.2040865133021725e-08
1939,4.129393715857077e-08,3.6705721129237645e-08
1940,2.5357829613881222e-08,2.028626333583361e-08
1941,7.083606590185809e-08,2.066051862925633e-08
1942,2.730790527039062e-08,3.3376331032286544e-08
1943,2.9032351633873077e-08,1.7419411690866582e-08
1944,3.855823393905666e-08,3.855823393905666e-08
1945,4.574858536443571e-08,2.3963544037997053e-08
1946,2.9234318077442367e-08,9.048717686255259e-08
1947,1.907339353124371e-08,8.702235732016561e-08
1948,4.131317310474003e-08,1.9569398546082084e-08
1949,3.337782761292374e-08,1.0798709482173763e-08
1950,3.1906085995458966e-08,1.808011518278363e-08
1951,1.2793681891665187e-08,3.944718685033877e-08
1952,4.639713679921442e-08,2.8470971358274255e-08
1953,3.3398865895151175e-08,3.3398865895151175e-08
1954,3.127211556375187e-08,2.6385848173049453e-08
1955,2.3464020060259827e-08,1.5016972554349195e-08
1956,1.831439710997529e-08,2.2674967681268754e-08
1957,2.1204090927540165e-08,1.767007518083119e-08
1958,3.3916197683669935e-08,2.3989505493204888e-08
1959,1.6276571201956358e-08,1.2401196514133517e-08
1960,2.9759583242139342e-08,2.5607082676515347e-08
1961,3.1961531365976015e-08,2.779263752472616e-08
1962,4.6296280586943794e-08,2.8538803320543593e-08
1963,5.819447901345143e-08,1.8104948651398445e-08
1964,2.311907998375773e-08,3.8937397306426647e-08
1965,3.447387203481256e-08,3.6662690661160013e-08
1966,1.9940668449791588e-08,2.658755882123387e-08
1967,4.042875123566603e-08,2.1200442290592036e-08
1968,3.2338193789449576e-08,4.895643357372137e-08
1969,2.497966716807909e-08,4.087582183842642e-08
1970,1.7935027685211935e-08,2.5292987260172595e-08
1971,3.2885744127852945e-08,2.209510974182649e-08
1972,3.385896985008685e-08,2.257264597460562e-08
1973,2.64633782665058e-08,5.017015425323734e-08
1974,3.03780878230242e-08,2.025205780853412e-08
1975,2.227477313709869e-08,1.5420996035686585e-08
1976,2.913898622391997e-08,2.0568696967870892e-08
1977,3.819908300783936e-08,3.937443793233797e-08
1978,1.6633655675057923e-08,1.544553818177974e-08
1979,2.6919078188747392e-08,2.1067103617156135e-08
1980,2.558317740986027e-08,2.6720208268216084e-08
1981,2.656730796468665e-08,2.4037088763861902e-08
1982,4.407326503752529e-08,2.5450759721934446e-08
1983,2.462973291983417e-08,2.7787390166622572e-08
1984,2.667543930190419e-08,8.118611560803402e-09
1985,3.428868211585723e-08,2.4062231318566774e-08
1986,2.937297871596911e-08,3.956360572487938e-08
1987,1.9554613928107756e-08,3.177624918748734e-08
1988,1.798966131616453e-08,1.739000587974715e-08
1989,1.8110803523541108e-08,3.951447880012893e-08
1990,2.2339468941368068e-08,2.3429199913493903e-08
1991,1.8170542681605895e-08,3.692722927439718e-08
1992,1.597883780846132e-08,3.361066092111287e-08
1993,1.7171542965321862e-08,2.049506697687775e-08
1994,2.3737170395943252e-08,9.494868002946077e-09
1995,1.4098372247417501e-08,5.964695759530514e-08
1996,2.5622842514394506e-08,4.2704737523990843e-08
1997,2.2536003285722472e-08,1.965906726297817e-08
1998,2.1456582288692516e-08,2.765514928171342e-08
1999,2.422206579755226e-08,2.833524703760304e-08
2000,1.3254094821668616e-08,3.3135236776615784e-08
2001,1.533424121014093e-08,2.8477876057309004e-08
2002,1.4896152755738967e-08,4.118348329029686e-08
2003,1.12506919336397e-08,2.8335076507346457e-08
2004,1.497629043001325e-08,2.1583476339515073e-08
2005,1.3961624079072976e-08,3.0175122844866564e-08
2006,2.3471972809829822e-08,4.9002888857785365e-08
2007,1.4779574009082808e-08,1.8774054311165855e-08
2008,2.8524846484856425e-08,4.512886064844679e-08
2009,1.43045770784056e-08,3.623826216880843e-08
2010,1.6533276081531767e-08,4.062462011233947e-08
2011,2.1414243683848255e-08,4.0916500410048684e-08
2012,2.995742459654949e-08,8.102121284991881e-08
2013,3.570079937231796e-08,6.526552454033663e-08
2014,2.7068064636925904e-08,4.222617988602906e-08
2015,3.0367083250770754e-08,5.031626315599169e-08
2016,3.728412081849264e-08,9.258889832608475e-08
2017,2.4652990759932436e-08,4.024978039751659e-08
2018,3.123574643382199e-08,5.343635933741098e-08
2019,2.244869179435227e-08,5.612173126223752e-08
