year,doivent_VERB ouvrir_VERB,doivent_VERB couvrir_VERB
1892,3.19694137829174e-08,3.008885940403161e-08
1893,2.8328715373504565e-08,2.0322774574310642e-08
1894,2.9617234886814003e-08,5.356308463433379e-08
1895,9.027921521465032e-09,4.814891596538473e-08
1896,2.6536630670648265e-08,2.5357223876198987e-08
1897,2.855089675790623e-08,3.379494017963225e-08
1898,4.413516663248629e-08,2.4896761985360172e-08
1899,4.145683618617113e-08,2.1557555740514545e-08
1900,2.8550791952852705e-08,3.633737222230593e-08
1901,2.9620316865930363e-08,3.297355988252093e-08
1902,3.1425816615637814e-08,5.9414436037741325e-08
1903,2.3220946943069976e-08,3.0781254878320397e-08
1904,4.2997001514777367e-08,1.827372564378038e-08
1905,2.9416327151920996e-08,3.148063143498803e-08
1906,1.9547901075611662e-08,2.5206503551089554e-08
1907,2.4171363577352167e-08,3.857132568896304e-08
1908,3.732655784460803e-08,4.911388984396581e-08
1909,3.080550925460557e-08,3.245580160182726e-08
1910,2.0307773240801907e-08,3.4202564336283103e-08
1911,2.7665945978583295e-08,2.926205766584644e-08
1912,4.375913675858101e-08,4.740573444905749e-08
1913,4.030272293675807e-08,2.9166443482608884e-08
1914,2.209925398233281e-08,4.8216556081115414e-08
1915,6.243804051564439e-08,2.709575319670421e-08
1916,3.5159878564172686e-08,1.8678685265172135e-08
1917,3.070598708632133e-08,4.276905585243185e-08
1918,3.101321510712296e-08,1.8378202071289707e-08
1919,4.327688785110695e-08,2.762354434082681e-08
1920,4.240449769099541e-08,4.316171953178127e-08
1921,2.7261890522822796e-08,4.4679211441689404e-08
1922,3.32007097370024e-08,4.426761179843197e-08
1923,3.1847843473542525e-08,5.6264525483129546e-08
1924,3.351822286390416e-08,4.1253198190815965e-08
1925,3.409435223034052e-08,5.49908882874206e-08
1926,4.681378129589575e-08,3.78968714187522e-08
1927,6.355057990958812e-08,2.4528294062520217e-08
1928,5.141718517620575e-08,2.9707706517001498e-08
1929,4.9017788938954254e-08,5.458799279267623e-08
1930,8.297846676441623e-08,3.571225093423891e-08
1931,3.649714130915527e-08,4.676196141417677e-08
1932,3.06867029564728e-08,4.4934100884574946e-08
1933,2.6382522833046096e-08,3.4411986149507356e-08
1934,3.4746584276490466e-08,4.193552882725271e-08
1935,3.590485420090772e-08,3.7101681726881e-08
1936,2.9099314957647948e-08,5.2136272188363364e-08
1937,3.777335422228134e-08,4.784624962894668e-08
1938,2.852347158466273e-08,6.741911562357927e-08
1939,3.211750509990452e-08,5.199976982339649e-08
1940,2.7893612752905028e-08,3.296517903095264e-08
1941,1.7709016475464523e-08,6.788455664263893e-08
1942,2.730790527039062e-08,4.8547388331598995e-08
1943,5.806470415592457e-09,3.774205836748479e-08
1944,5.1410978585408884e-08,7.069009200222354e-08
1945,1.9606536838523425e-08,8.496165548876888e-08
1946,2.0881657292193267e-08,6.26449718765798e-08
1947,2.8610090296865565e-08,5.9604353452868963e-08
1948,2.391815279167986e-08,7.392883816237372e-08
1949,2.0615717133409817e-08,9.129817613029445e-08
1950,3.616023036556726e-08,5.7430952438153327e-08
1951,1.8124383771578323e-08,5.757156884556025e-08
1952,1.7926167217297007e-08,5.483298082253896e-08
1953,2.0470272588113403e-08,6.572035005092403e-08
1954,2.247683283940205e-08,6.352148318455875e-08
1955,2.627970197011109e-08,5.255940394022218e-08
1956,2.7907653077363648e-08,4.7966278060584955e-08
1957,2.5621609722747962e-08,7.863183526524153e-08
1958,2.7298403537656668e-08,9.34763519921944e-08
1959,2.4802393028267034e-08,7.518225686453661e-08
1960,3.0451666077624395e-08,7.958958292419993e-08
1961,3.057190056665604e-08,9.102088682766407e-08
1962,3.170978146727066e-08,8.625060843314714e-08
1963,3.814971449855875e-08,8.987814226202318e-08
1964,2.6769461314302134e-08,6.023128662491217e-08
1965,4.049311996823235e-08,8.64582858639551e-08
1966,3.4342264143560897e-08,9.69338103118389e-08
1967,4.683818843886911e-08,7.592716855242543e-08
1968,5.2549566476045584e-08,6.782038042274507e-08
1969,3.9967467557744385e-08,7.948076330421827e-08
1970,4.966623023960892e-08,7.357959930232028e-08
1971,5.3953172596266086e-08,9.300499215214586e-08
1972,4.924940810724365e-08,7.490014297673042e-08
1973,4.5759591671412636e-08,7.718485051100288e-08
1974,3.3753430273009144e-08,1.1757445150806234e-07
1975,4.7976435268992645e-08,9.024138591939845e-08
1976,3.94233339306993e-08,8.855966626697409e-08
1977,4.0549796409550254e-08,9.1677797797729e-08
1978,2.613860239364385e-08,7.009897728949e-08
1979,3.2771051650115623e-08,8.602400924928588e-08
1980,3.240536017301565e-08,7.731804885224847e-08
1981,3.6055631369436014e-08,6.262293794634388e-08
1982,4.593551850007316e-08,9.000878264942003e-08
1983,2.841892232652299e-08,7.199460583251494e-08
1984,3.537395087960249e-08,8.930473427426477e-08
1985,2.285912081845254e-08,8.181159216746892e-08
1986,2.2779044428489215e-08,7.433161641756669e-08
1987,3.299841111470414e-08,6.416357933858308e-08
1988,4.077656612366809e-08,9.354624097568376e-08
1989,4.061210390204906e-08,8.506589210810489e-08
1990,3.105731138930423e-08,8.935787576547227e-08
1991,4.5133283776976896e-08,6.213153369571955e-08
1992,2.920270425477156e-08,7.383324884813192e-08
1993,4.154405530698568e-08,6.093128490647359e-08
1994,3.797947201178431e-08,6.804655328096487e-08
1995,4.12106260228029e-08,7.049185768437383e-08
1996,3.736664666575962e-08,5.604996644592575e-08
1997,3.7400177177460137e-08,4.842843281949172e-08
1998,4.1959538066294044e-08,7.342919161601458e-08
1999,5.072923414672914e-08,7.129514045800533e-08
2000,3.6227859823156905e-08,8.703521814368287e-08
2001,3.5487815353008045e-08,7.27281133094948e-08
2002,4.9069679874946814e-08,7.667137680300584e-08
2003,5.0003073681637034e-08,9.583922633282782e-08
2004,3.523832958762796e-08,8.501247350523045e-08
2005,5.854874629562801e-08,8.962461350847661e-08
2006,3.500206346984669e-08,6.094477100759832e-08
2007,5.9517745398807165e-08,6.870504876133054e-08
2008,3.7039725953036395e-08,6.556457066153598e-08
2009,3.9575997590191037e-08,8.964202180550274e-08
2010,3.164941375644048e-08,7.510831068202606e-08
2011,3.976930784688193e-08,7.992101558329523e-08
2012,3.2680826933528806e-08,6.536165386705761e-08
2013,3.8211013020372775e-08,5.6619239074962024e-08
2014,3.1182409543362155e-08,4.915560580798228e-08
2015,3.79034403863443e-08,5.674433012359259e-08
2016,3.976973061980971e-08,4.722655333466719e-08
2017,2.8929530770938072e-08,5.3834082081039014e-08
2018,3.872199982879465e-08,4.724084234908332e-08
2019,3.086695343768042e-08,4.1326000399521945e-08
