year,grand_ADJ or_NOUN,grand_ADJ cor_NOUN
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,7.55467088886519e-09,6.295559074054324e-09
1938,3.889564337278273e-09,3.8895642262559704e-09
1939,1.3764645423464117e-08,1.6823456405745674e-08
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,5.960435478513659e-09,5.960435700558264e-09
1948,2.174377566888097e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,4.908504269707237e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,0.0,4.2179215675730575e-09
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,2.9317608341017376e-09,0.0
1955,2.815682353940474e-09,1.1262729415761896e-08
1956,2.616342476002842e-09,1.744228317335228e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243445794913e-10,4.9633461784992505e-09
1959,3.1002992395556817e-09,5.425523363911111e-09
1960,0.0,4.152499955001332e-09
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,1.9025869213429303e-09,1.2683912808952869e-09
1963,7.1126584622049904e-09,9.052474547743827e-09
1964,3.0419841090534305e-09,1.2167936658258327e-09
1965,2.7360217424998723e-09,8.755269675919664e-09
1966,5.539074865446025e-09,5.539074976468328e-09
1967,5.916402701089396e-09,7.395503098805989e-09
1968,3.1439910119779313e-09,9.431972952667067e-09
1969,1.8167031212712459e-09,6.812636565989294e-09
1970,4.138852427448825e-09,4.5987250119061684e-09
1971,4.624557625731995e-09,5.138397374260251e-09
1972,6.669190699692962e-09,7.182205719047374e-09
1973,4.410563081425067e-09,1.102640756478479e-09
1974,7.313243399753588e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,5.7135269293517865e-09,5.713526984862938e-09
1977,3.5260691033656144e-09,5.289103821581875e-09
1978,2.3762365408686037e-09,7.128709622605811e-09
1979,1.7555920051037788e-09,5.851973128301324e-09
1980,2.8425753417771205e-09,1.1370301367108482e-09
1981,3.795329717171114e-09,5.0604397339171214e-09
1982,1.2415004579935385e-09,4.966001942996456e-09
1983,3.1576580239445207e-09,8.209910418166544e-09
1984,5.219107590548333e-09,5.799008495621649e-09
1985,1.2031116103372597e-09,4.812446441349039e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,6.110817019067127e-09
1988,3.5979322854373663e-09,2.3986214681137596e-09
1989,1.0976244357863152e-09,3.841685525252103e-09
1990,0.0,2.724325431913144e-09
1991,2.344586136349136e-09,2.344586080837985e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,6.093128335216136e-09
1994,2.6374633033121597e-09,4.2199412852994556e-09
1995,5.4224509327127635e-09,3.253470381991974e-09
1996,5.871901631593346e-09,4.270473752399084e-09
1997,1.917957792585412e-09,5.753873377756236e-09
1998,4.7681292247858664e-09,2.8608774238492174e-09
1999,5.027221361419976e-09,6.398281598984923e-09
2000,3.97622823555821e-09,3.5344251969604557e-09
2001,5.257454194218525e-09,4.3812118655228716e-09
2002,3.943099347036849e-09,1.752488598683044e-09
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,4.845270351605535e-09,3.9643121285681815e-09
2005,3.15262471684008e-09,2.702249757291497e-09
2006,4.941467901531382e-09,4.941467679486777e-09
2007,5.192823337996089e-09,2.7961356841021967e-09
2008,2.5544638071473003e-09,4.257439678578834e-10
2009,2.860915504498962e-09,7.15228898329201e-09
2010,6.140931096965119e-09,4.723793023408973e-10
2011,4.588766200352978e-09,3.823971805871906e-09
2012,3.4042526853017563e-09,1.702126356528666e-09
2013,8.367375126105969e-10,1.9523875849358774e-09
2014,1.5158116428715118e-09,5.197068553286499e-09
2015,4.43315073539452e-09,6.871383823048305e-09
2016,2.278474020567245e-09,4.764082156549776e-09
2017,2.515611330355938e-10,4.2765392616050946e-09
2018,3.6140533898887384e-09,5.421079862788503e-09
2019,1.275493877184175e-09,8.16316081397872e-09
