year,serait_VERB ouverte_ADJ,serait_VERB couverte_ADJ
1889,4.2602930960811136e-08,2.255449160770695e-08
1890,3.998175657216052e-08,3.47382496102e-08
1891,4.079500826037474e-08,1.2748440525456317e-08
1892,4.011847920537548e-08,1.3163876211308434e-08
1893,4.495644034818724e-08,1.2932674486876294e-08
1894,3.7809236630437226e-08,1.2603078580752936e-08
1895,5.657497581523785e-08,2.1065151400989635e-08
1896,3.066455178668548e-08,1.533227589334274e-08
1897,4.253501018069983e-08,1.5149455023788505e-08
1898,5.941272718246182e-08,1.4145887128336199e-08
1899,4.145683618617113e-08,1.713549302451156e-08
1900,3.73755817406618e-08,9.34389543516545e-09
1901,3.073806453812722e-08,1.1736351446245408e-08
1902,3.928226988136885e-08,2.0132164380015638e-08
1903,3.6181475593366486e-08,1.3500550899436803e-08
1904,4.460938995975994e-08,1.289910045443321e-08
1905,4.5930754311029887e-08,1.8062657147766004e-08
1906,3.189394348623864e-08,1.3374879870298173e-08
1907,3.7028470956101955e-08,8.228549397415463e-09
1908,4.0764529529724314e-08,9.822778146428846e-09
1909,5.225934529562437e-08,9.351672325408344e-09
1910,3.6874638453809894e-08,2.1911017000775246e-08
1911,3.937076797910777e-08,1.0640748726586935e-08
1912,3.4903123946605774e-08,9.376957876838787e-09
1913,3.606033160963307e-08,6.893886794756554e-09
1914,3.616241528447972e-08,1.1384464038144415e-08
1915,4.2410743361642744e-08,9.424609537234119e-09
1916,3.5159878564172686e-08,3.2962386153911893e-09
1917,4.605898240583883e-08,5.483212106582869e-09
1918,2.8715941624568586e-08,9.189101035644853e-09
1919,5.7088659133341935e-08,5.524709134618888e-09
1920,4.921950491620919e-08,8.329454459499175e-09
1921,4.770830841493989e-08,3.7863738810983705e-09
1922,7.746832153543437e-08,2.2871599725249325e-08
1923,6.157249998750558e-08,3.1847844361720945e-09
1924,5.801231139912488e-08,6.445812328337297e-09
1925,5.169143690864075e-08,7.698724324711748e-09
1926,4.2355324580967135e-08,5.57306911730393e-09
1927,3.9022285847067906e-08,1.2264147031260109e-08
1928,3.999114284169991e-08,5.713020723163709e-09
1929,2.8965056131369238e-08,1.3368487650211591e-08
1930,3.046045193855207e-08,5.2518016602221e-09
1931,5.360517718600022e-08,6.843213995466613e-09
1932,3.7262424257278326e-08,5.4797681947604815e-09
1933,3.4411986149507356e-08,1.0323596200123575e-08
1934,1.3179738189705859e-08,8.38710612072191e-09
1935,3.949533677882755e-08,5.98414207075848e-09
1936,2.5461901032031165e-08,8.487299751891442e-09
1937,2.7700460591972842e-08,6.295559185076627e-09
1938,3.3709557811789637e-08,1.1668692678767911e-08
1939,2.4470480752825097e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,5.2258233296242906e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.3963544037997053e-08,8.714016175304096e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,2.26496545963073e-08,1.1920870957027319e-09
1948,2.2830963786191205e-08,6.523132700664291e-09
1949,2.4542520904446974e-08,1.9634016634739737e-09
1950,3.403315673722318e-08,2.1270722960764488e-09
1951,2.1322803078760444e-08,1.0661401539380222e-08
1952,1.687168627029223e-08,7.381362632230548e-09
1953,3.016671712430252e-08,1.4005975934594517e-08
1954,4.202190595492539e-08,4.886268278880834e-09
1955,2.627970197011109e-08,5.631364707880948e-09
1956,1.744228228517386e-08,1.2209598665435806e-08
1957,2.03205861026845e-08,7.068030161150318e-09
1958,2.5643954515430778e-08,4.9633461784992505e-09
1959,2.712761748568937e-08,8.525822714489095e-09
1960,2.8375417571169237e-08,1.2457499920515147e-08
1961,1.667558180429296e-08,1.3896318540318475e-09
1962,1.5220695814832652e-08,4.43936931660005e-09
1963,2.133797494252576e-08,3.879631726988464e-09
1964,2.798625509115027e-08,1.8251904432275978e-09
1965,2.9001830270658502e-08,3.830430195250756e-09
1966,2.1602390987141007e-08,8.308612464702492e-09
1967,1.824224149515885e-08,6.409436092980059e-09
1968,1.7516521566562915e-08,5.3896989093971115e-09
1969,3.179230390060184e-08,8.175163657142548e-09
1970,1.7935027685211935e-08,5.518470125309705e-09
1971,2.209510974182649e-08,4.624557625731995e-09
1972,2.667676390899487e-08,3.0780880067027283e-09
1973,1.6539610570021068e-08,1.6539611902288698e-09
1974,2.3627400480563665e-08,6.1881286761433785e-09
1975,1.7134439644905797e-08,2.8557400888473694e-09
1976,1.656922776760439e-08,1.7140580066410394e-09
1977,1.9393379346865913e-08,3.526069214387917e-09
1978,2.198018833610149e-08,1.1881182704343018e-09
1979,2.1067103617156135e-08,6.437170796402825e-09
1980,2.1603572264439208e-08,6.822181042309694e-09
1981,1.3283654176632353e-08,1.2651099057237047e-09
1982,1.8622506203769262e-08,1.2415004579935385e-09
1983,1.894594880980094e-08,7.57837881337764e-09
1984,2.7835241667162336e-08,4.059305780401701e-09
1985,2.1054452403745927e-08,2.4062232206745193e-09
1986,1.558566253834215e-08,1.7983456945813714e-09
1987,2.0165694891716157e-08,6.110816852533674e-10
1988,2.0987938498251424e-08,1.798966087207532e-09
1989,1.8659616074501173e-08,4.390497743145261e-09
1990,1.5256222951620657e-08,4.90378582185258e-09
1991,1.1136783939491579e-08,1.7584396161396398e-09
1992,1.8733810946969243e-08,2.7549720282848966e-09
1993,1.938722604677423e-08,1.1078414852150331e-09
1994,2.1099706870586488e-08,3.6924485691258724e-09
1995,1.3556126887692699e-08,3.795715741716776e-09
1996,1.2811421257197253e-08,2.135236876199542e-09
1997,1.1507746755512471e-08,4.315404922294874e-09
1998,1.4304387896402204e-08,1.43043876743576e-09
1999,1.96518641359944e-08,9.140402323914998e-10
2000,2.2090157258958243e-08,1.7672125984802278e-09
2001,1.796296800193886e-08,3.5049694258049158e-09
2002,1.4019908789464353e-08,3.066854992184176e-09
2003,1.3334153337041244e-08,3.333538334260311e-09
2004,9.690540814233373e-09,3.0833537945085254e-09
2005,1.1259373877692269e-08,2.702249757291497e-09
2006,1.6471560115860484e-08,1.6471559671771274e-09
2007,1.4380126422963713e-08,2.7961355453243186e-09
2008,2.086145478585877e-08,1.7029758714315335e-09
2009,1.8595951445377068e-08,2.384096253749135e-09
2010,1.795041271179798e-08,1.8895172093635892e-09
2011,1.8355065023456518e-08,6.883149605840799e-09
2012,2.7574447614142628e-08,2.7234021704458655e-09
2013,3.095928846619245e-08,4.183687618564136e-09
2014,3.4863667508489016e-08,4.547434873103384e-09
2015,3.014542571122547e-08,3.32486305154589e-09
2016,3.8941191604635605e-08,5.178350193091319e-09
2017,3.2199825028556006e-08,2.0124890642847504e-09
2018,4.104532180804199e-08,4.904786798931582e-09
2019,3.877501342230971e-08,3.826481798085979e-09
