year,doit_VERB ouvrir_VERB,doit_VERB couvrir_VERB
1919,1.6758284004936286e-07,1.114149625891514e-07
1920,1.2039848229505878e-07,1.476585254067686e-07
1921,1.4009582116614183e-07,1.0980483722278223e-07
1922,1.1730917748309366e-07,1.1288241097417995e-07
1923,8.386599148479945e-08,1.443768979925153e-07
1924,1.0055467214442615e-07,8.637388049237416e-08
1925,1.2207976851641433e-07,1.2647905123230885e-07
1926,9.13983342343272e-08,1.1369061070354292e-07
1927,1.438250052387957e-07,1.1595194138180887e-07
1928,1.3025686484979815e-07,9.940655587570291e-08
1929,1.4259720160225697e-07,1.2254446346560144e-07
1930,1.2289216044791829e-07,1.0923747595370514e-07
1931,9.58049923838189e-08,1.368642870147596e-07
1932,1.2822657424749195e-07,1.3480230620643852e-07
1933,1.1011835709950901e-07,1.5829513699827658e-07
1934,1.1622132944921759e-07,1.3778817731235904e-07
1935,1.1010821765466972e-07,1.1130504162792931e-07
1936,1.4064669073832192e-07,1.33371855781661e-07
1937,7.932404599841902e-08,1.3598408088455471e-07
1938,1.4261735259424313e-07,1.8021647463228874e-07
1939,1.4376406909377693e-07,1.2999943521663226e-07
1940,9.128818589942966e-08,1.3186071612381056e-07
1941,1.121570960549434e-07,1.8299316195680149e-07
1942,1.365395263519531e-07,1.1226583751522412e-07
1943,9.580676163523094e-08,1.7419411335595214e-07
1944,8.996921252446555e-08,1.5423293575622665e-07
1945,1.0674669681520754e-07,1.7428033061150927e-07
1946,1.0440827935553898e-07,1.6566113458793552e-07
1947,1.0728783905733508e-07,2.1934403093837318e-07
1948,1.3372421392432443e-07,2.424430931569077e-07
1949,1.0209688383611137e-07,1.9339506707183318e-07
1950,1.063536174683577e-07,2.21215515239237e-07
1951,9.808489664919762e-08,2.30286275382241e-07
1952,9.384875454543362e-08,2.2354984707817493e-07
1953,1.0666089167443715e-07,2.133217833488743e-07
1954,1.4072452358959708e-07,2.5897219302351004e-07
1955,9.479463614070482e-08,1.961592062116324e-07
1956,1.3953825828139088e-07,2.4855253855093906e-07
1957,1.2015651407182304e-07,2.0232236863648723e-07
1958,1.2160198537003453e-07,2.374133885041374e-07
1959,1.0696032148871382e-07,2.201212367936023e-07
1960,1.0035208219960623e-07,2.1523791815525328e-07
1961,1.153394464381563e-07,2.605559643598099e-07
1962,1.1478940820097705e-07,2.3528657777660555e-07
1963,1.1897537888216903e-07,2.5670232162156026e-07
1964,1.5514119411363936e-07,2.5796026648094994e-07
1965,1.2312096941968775e-07,2.2544818989445048e-07
1966,1.1133540311902834e-07,2.4482710614393e-07
1967,1.4150063520901313e-07,1.9474825307952415e-07
1968,1.607926805036186e-07,1.9088517433374363e-07
1969,1.4124866254405788e-07,2.2708789515490935e-07
1970,1.2370570345865417e-07,2.2855662962228962e-07
1971,1.6442871242361434e-07,2.2352028850036731e-07
1972,1.5236535944040952e-07,2.231613933645349e-07
1973,1.4885650045926013e-07,1.9957798258474213e-07
1974,1.4513975088448205e-07,2.503379334939382e-07
1975,1.296506013659382e-07,2.5187628693856823e-07
1976,1.2455488729301578e-07,2.1425725549306662e-07
1977,1.5279633203135745e-07,1.97459868900296e-07
1978,1.467326029569449e-07,1.7643556304847152e-07
1979,1.2055065212734917e-07,2.059894654848904e-07
1980,1.1995668103281787e-07,1.773767053236952e-07
1981,1.3726442205097555e-07,2.0241758136307908e-07
1982,1.4091030209328892e-07,1.9801932182872406e-07
1983,1.338846971066232e-07,1.837756968825488e-07
1984,1.368565989423587e-07,1.931069846250466e-07
1985,1.4858427732633572e-07,1.6422472981503233e-07
1986,1.0070735356748628e-07,1.882268492181538e-07
1987,1.442152779418393e-07,1.7843585453647393e-07
1988,1.4931418945707264e-07,2.9622975716847577e-07
1989,1.531186057945888e-07,1.7068059321445617e-07
1990,1.6890818699266674e-07,2.2829847523553326e-07
1991,1.641210189973208e-07,1.4653663527042227e-07
1992,1.3168767054594355e-07,1.6805329039470962e-07
1993,1.5786741869305843e-07,1.5842132938814757e-07
1994,1.53500366195658e-07,1.8198497286903148e-07
1995,1.4911739754097653e-07,1.539976040021429e-07
1996,1.8416417901789828e-07,1.6494705334935134e-07
1997,1.8556241343503643e-07,1.7117773154495808e-07
1998,1.7737440316523134e-07,1.6640771605125337e-07
1999,1.7458168599659984e-07,1.6498425736699573e-07
2000,1.7495405302270228e-07,1.72745032500643e-07
2001,1.6867664953679196e-07,1.4939932668767142e-07
2002,1.5640961237295414e-07,1.7130575713508733e-07
2003,1.4250876745336427e-07,1.670936029540826e-07
2004,1.709059063159657e-07,1.687035080522037e-07
2005,1.598831147475721e-07,1.7564623533417034e-07
2006,1.8159894921154773e-07,1.5606802605816483e-07
2007,1.8055047235066013e-07,1.8094992526584974e-07
2008,1.7285205444750318e-07,1.877530877436584e-07
2009,1.5687353993598663e-07,2.0312499771080184e-07
2010,1.6060896257386048e-07,1.6958416892975947e-07
2011,1.7934428342414321e-07,2.1681921680283267e-07
2012,1.569360534858788e-07,1.3821265554270212e-07
2013,1.4782362711684982e-07,1.6149033399415202e-07
2014,1.2884399325230333e-07,1.4205321008375904e-07
2015,1.465156316271532e-07,1.4363408240569697e-07
2016,1.5555764321106835e-07,1.4540806603235978e-07
2017,1.3282428312777483e-07,1.275414973633815e-07
2018,1.3655959207881097e-07,1.347525682149353e-07
2019,1.3061057302365953e-07,1.288248796527114e-07
