year,aient_VERB en_PRON
1922,1.475587119159627e-08
1923,1.5923921736771263e-08
1924,3.738571052736006e-08
1925,1.3197813508725176e-08
1926,2.0063049888108253e-08
1927,1.7838759802657478e-08
1928,1.2568645679778001e-08
1929,1.1140405931087116e-08
1930,1.995684684175103e-08
1931,2.737285598186645e-08
1932,2.6302888755935783e-08
1933,1.4911860191091364e-08
1934,1.4377896206951846e-08
1935,1.196828414151696e-08
1936,8.487299751891442e-09
1937,2.2664012888640173e-08
1938,3.630260181353151e-08
1939,1.3764645423464117e-08
1940,2.7893612752905028e-08
1941,2.066051862925633e-08
1942,6.068423541449874e-09
1943,1.1612940831184915e-08
1944,1.2852744646352221e-08
1945,8.714016175304096e-09
1946,1.1136883415474585e-08
1947,1.6689218895749036e-08
1948,2.174377655705939e-08
1949,1.7670615193310368e-08
1950,9.571825110299415e-09
1951,2.6653504292539765e-08
1952,1.4762725264461096e-08
1953,1.2928593307037772e-08
1954,1.3681550115052232e-08
1955,7.508486277174597e-09
1956,1.2209598665435806e-08
1957,1.3252556385623393e-08
1958,1.1581140491045971e-08
1959,9.300897829689347e-09
1960,1.868625076895114e-08
1961,1.181187059273725e-08
1962,1.331810839388936e-08
1963,1.0345685197421517e-08
1964,1.2776333768727e-08
1965,1.641613067704384e-08
1966,2.8249282024717104e-08
1967,2.5144711202074177e-08
1968,1.3474247495537384e-08
1969,1.407944960618579e-08
1970,1.839489982558007e-08
1971,1.849823050292798e-08
1972,1.2312352026810913e-08
1973,1.6539610570021068e-08
1974,1.518904291231138e-08
1975,2.513051278185685e-08
1976,1.7140580510499603e-08
1977,1.4104276857551667e-08
1978,1.544553818177974e-08
1979,2.63338808537128e-08
1980,1.0801786132219604e-08
1981,1.4548763971333756e-08
1982,3.041676066573018e-08
1983,1.705135410645653e-08
1984,1.1018116197192285e-08
1985,1.5038894574104233e-08
1986,1.3787316177626963e-08
1987,9.777306964053878e-09
1988,1.2592763276586538e-08
1989,1.0427432250992297e-08
1990,1.1442167213715493e-08
1991,6.4476117778156095e-09
1992,1.2672871640972971e-08
1993,1.606370148010683e-08
1994,1.635227242502424e-08
1995,1.4098372247417501e-08
1996,1.2811421257197253e-08
1997,1.5823152565985765e-08
1998,2.0502955777601528e-08
1999,1.0968483010742602e-08
2000,1.7230322058026104e-08
2001,8.324302136486494e-09
2002,1.8839251936242363e-08
2003,1.8334461060476315e-08
2004,1.6297727611913615e-08
2005,7.656374201303606e-09
2006,1.4824403926638752e-08
2007,1.3980677948666198e-08
2008,1.1920831433087642e-08
2009,1.2874119548200724e-08
2010,1.1337103700270745e-08
2011,9.942326961720482e-09
2012,6.808505315092361e-09
2013,6.136075203500013e-09
2014,8.445236510112863e-09
2015,7.314698624583116e-09
2016,4.764082017771898e-09
2017,9.559323110863716e-09
2018,6.195520096952123e-09
2019,1.0459049626376782e-08
