year,tout_DET or_NOUN,tout_DET corps_NOUN
1844,2.1405388628270572e-08,9.945273262701448e-07
1845,3.459741143574391e-08,1.043502621200787e-06
1846,2.868705673009231e-08,1.1638748844688962e-06
1847,3.289866423727972e-08,8.726235876110877e-07
1848,1.850401076808339e-08,8.640568438522678e-07
1849,1.5920888163378777e-08,7.047087819955777e-07
1850,2.5798185809833285e-08,7.562941419791969e-07
1851,2.257303544084266e-08,8.274630118876303e-07
1852,3.711010876372711e-08,8.867362737419171e-07
1853,3.1054045557254994e-08,1.1292923147721012e-06
1854,3.1693553004252806e-08,9.196325976290609e-07
1855,2.812676669350367e-08,9.653318784330622e-07
1856,2.174419438949471e-08,9.37071249040855e-07
1857,2.4407545762272775e-08,9.108895824283536e-07
1858,8.808616835942473e-09,9.527987288038275e-07
1859,1.9859475397510096e-08,1.015379396562821e-06
1860,3.249800462068464e-08,8.797347561539937e-07
1861,4.527325092595902e-08,1.261048737433157e-06
1862,3.433669720775967e-08,9.460663505933553e-07
1863,5.494082988555249e-08,1.0014214950615496e-06
1864,1.726102105692462e-08,9.881934062150322e-07
1865,4.0008176604988677e-08,9.2960176800716e-07
1866,4.4763639239775443e-08,1.1730992497405168e-06
1867,2.7661025470138156e-08,8.172134471351455e-07
1868,2.2723420589620957e-08,9.98842551780399e-07
1869,3.5161337064160136e-08,8.482672910758993e-07
1870,2.5803219116937726e-08,9.70201043060115e-07
1871,4.991953339583688e-08,1.3127774991517072e-06
1872,2.9027229508926666e-08,9.651553369849353e-07
1873,2.7535620672480832e-08,1.038571795675125e-06
1874,3.405527093658378e-08,8.740853161270934e-07
1875,2.059749715233039e-08,9.549228536798182e-07
1876,1.8138044177717916e-08,1.0634939826559275e-06
1877,4.329371305900054e-08,8.182511663790137e-07
1878,2.596808079680102e-08,6.721505485529633e-07
1879,5.437299632760073e-08,7.587782135942689e-07
1880,1.8611755026043397e-08,7.611565422394051e-07
1881,2.8587281097891548e-08,6.979479962865298e-07
1882,5.257754431831074e-08,6.815114090841234e-07
1883,2.0853819060473455e-08,7.722232169271592e-07
1884,2.77271263726675e-08,7.34108681399448e-07
1885,2.7716233141905633e-08,6.290940319786387e-07
1886,6.51799884066051e-08,6.42764973690646e-07
1887,2.415702088365279e-08,5.84991653340694e-07
1888,2.4728396885720372e-08,6.169418185208997e-07
1889,2.8193114509633688e-08,6.008266240087323e-07
1890,3.9981758626073116e-08,5.813740955318281e-07
1891,1.8485237118781583e-08,7.629941336517732e-07
1892,3.949162885596991e-08,6.500447611301752e-07
1893,2.2786141251618375e-08,5.474832178720135e-07
1894,3.465846609707057e-08,5.929748425614889e-07
1895,3.4306102847381226e-08,6.512140799941335e-07
1896,1.6511681522057842e-08,5.702427046117009e-07
1897,1.8062812245922544e-08,4.2593276816660364e-07
1898,2.2067583871354657e-08,5.04159416436778e-07
1899,1.4371703827009696e-08,5.090899719562003e-07
1900,2.1283317441778138e-08,5.990475102635173e-07
1901,2.2913829722526202e-08,5.594327632252316e-07
1902,3.338992993207057e-08,5.627185188927797e-07
1903,2.8621168546294484e-08,5.56222680359042e-07
1904,8.599400302955473e-09,6.266812775379549e-07
1905,2.8384175565498992e-08,5.656191746084005e-07
1906,2.1605575106775632e-08,5.632881965311753e-07
1907,2.674278520853335e-08,5.672556255831296e-07
1908,3.3397447030125704e-08,6.743336911085862e-07
1909,1.9253442284927758e-08,5.990570954850227e-07
1910,1.8704527149360217e-08,4.911274587016123e-07
1911,2.6601871261355825e-08,6.022663683324936e-07
1912,2.7088990162127402e-08,5.100023301451984e-07
1913,3.6590627860988434e-08,8.415844803266737e-07
1914,1.9420556107707654e-08,6.844071975820043e-07
1915,9.424609426211816e-09,5.607642705740545e-07
1916,1.7579939504130948e-08,5.54866851132374e-07
1917,1.5352993543160665e-08,5.63674198872377e-07
1918,1.1486376294556067e-08,4.7209005771264856e-07
1919,1.2890987610703064e-08,3.802841348488073e-07
1920,2.1202248845497706e-08,5.542873751096522e-07
1921,2.9533714807072897e-08,5.437232744043285e-07
1922,3.09873291470808e-08,5.112909349236361e-07
1923,3.1847843917631735e-08,5.191198653164975e-07
1924,1.160246199116699e-08,4.705443004127119e-07
1925,4.069325765243548e-08,4.410269340837658e-07
1926,1.4489979549558996e-08,4.235532529150987e-07
1927,4.5711820995109065e-08,4.102914630266241e-07
1928,1.8281665736807895e-08,4.696102848811279e-07
1929,1.7824650200282122e-08,3.9994059619630207e-07
1930,2.520864939015155e-08,3.9703620302589115e-07
1931,2.737285598186645e-08,4.060306935116387e-07
1932,1.0959536833610173e-08,4.307097825062556e-07
1933,1.9500125736371388e-08,3.865613038556148e-07
1934,2.6359476379411717e-08,3.7382529427532063e-07
1935,2.5133397585364037e-08,3.4109611135590967e-07
1936,1.9399543305098632e-08,4.049654656057555e-07
1937,1.3850229851897211e-08,3.449966285984374e-07
1938,3.630259959308546e-08,4.097007817449594e-07
1939,1.6823455517567254e-08,5.291741587143406e-07
1940,2.7893612308815818e-08,7.759496014614342e-07
1941,3.246652813260198e-08,5.903005089180624e-07
1942,1.2136847082899749e-08,3.4590013342494785e-07
1943,8.709705623388686e-09,6.619376087257933e-07
1944,3.855823393905666e-08,4.7555155902045954e-07
1945,1.9606535950345005e-08,5.555185325079037e-07
1946,3.062642850437669e-08,4.733175273941015e-07
1947,3.337843845763189e-08,4.994845070882548e-07
1948,3.37028520647209e-08,4.979324756959613e-07
1949,1.3743811755340118e-08,3.907169272565625e-07
1950,1.5953042220573366e-08,6.019614318120148e-07
1951,4.0513328247726577e-08,4.2858836479808815e-07
1952,2.10896083929768e-08,3.6485021936982776e-07
1953,1.7238123595220145e-08,3.641553760758143e-07
1954,1.5636057337786724e-08,7.065543599082957e-07
1955,2.627970330237872e-08,5.24655476397129e-07
1956,2.703553958482985e-08,4.613483852722311e-07
1957,1.855357939506419e-08,3.631200513609656e-07
1958,1.4062814079895958e-08,4.6241841999972166e-07
1959,1.8601794327111065e-08,4.851968178343213e-07
1960,1.7994166823243063e-08,5.778896081665152e-07
1961,2.0844478365589225e-08,4.3009104899738304e-07
1962,2.5367825173816527e-08,4.4266855425689755e-07
1963,1.9398158968009227e-08,3.9442925725552413e-07
1964,2.8594651091395917e-08,4.5933960279853636e-07
1965,2.188817349590977e-08,4.5910444868013656e-07
1966,1.9940669560014612e-08,4.292782875836565e-07
1967,4.240088674611897e-08,4.052735746995495e-07
1968,2.470278670507753e-08,5.192076670823553e-07
1969,1.4533625192214572e-08,3.7787424389534863e-07
1970,1.6095537624938316e-08,3.950304758859602e-07
1971,2.1067429578636165e-08,4.321392239603483e-07
1972,2.872882304272295e-08,4.1297681718788226e-07
1973,3.08739407373082e-08,3.451265513376711e-07
1974,1.4626486244395664e-08,3.6678728321248855e-07
1975,1.3707552870556583e-08,3.3640618468666617e-07
1976,1.9997343725375316e-08,3.6166625960731835e-07
1977,1.469195476389018e-08,3.6200975728206686e-07
1978,5.04950251611902e-08,3.914849528996456e-07
1979,1.287434114871644e-08,4.593799154406497e-07
1980,9.096241204709088e-09,3.337183329676918e-07
1981,8.855769562110538e-09,4.3709545849424103e-07
1982,1.80017563078394e-08,3.904518877106966e-07
1983,1.8945948587756334e-08,3.5113157537125517e-07
1984,1.7976925670293298e-08,3.821546670224052e-07
1985,1.564045115642898e-08,3.892065976174308e-07
1986,1.3187867797803676e-08,4.340007393466294e-07
1987,1.466596055710312e-08,4.314236576874464e-07
1988,1.9188972077976985e-08,3.5499599704280627e-07
1989,9.329807593161377e-09,3.479469405931468e-07
1990,1.6345952813523468e-08,4.0973856130221975e-07
1991,1.875668864670388e-08,3.7044460299284765e-07
1992,1.9284805363728452e-08,4.071848636044706e-07
1993,1.8833305692744773e-08,3.6392592051015527e-07
1994,1.5297287436766283e-08,3.5289257738213564e-07
1995,1.7894087323000463e-08,3.687266527663269e-07
1996,2.5622842514394506e-08,3.3149551370570407e-07
1997,1.438468300030138e-08,3.8167359051044514e-07
1998,1.287394890692184e-08,3.542719895222035e-07
1999,7.769341975327748e-09,4.3965334839413117e-07
2000,1.5904913719388958e-08,3.706728470831422e-07
2001,1.6648604495017594e-08,4.039477232709032e-07
2002,1.1391175447350577e-08,4.2454037441075343e-07
2003,1.1667383725821878e-08,4.5544468463276644e-07
2004,1.8940602419803554e-08,3.911454697913541e-07
2005,1.1709748504173945e-08,4.2290207957762505e-07
2006,1.8530504686253835e-08,4.77675243359954e-07
2007,1.3980677865399471e-08,4.3779495229046006e-07
2008,1.5326782676350348e-08,4.202092824812098e-07
2009,1.3350938576905946e-08,3.9814405994320623e-07
2010,1.2754240996670774e-08,3.627872970923818e-07
2011,9.942326711920302e-09,3.5562938904831753e-07
2012,9.19148274158843e-09,2.910636140995848e-07
2013,1.171432484348145e-08,3.349739117197714e-07
2014,1.0827226060161621e-08,3.5101865591968817e-07
2015,1.551602757388082e-08,4.0696325953604173e-07
2016,1.1806638028355465e-08,4.443024508304916e-07
2017,7.0437116417298995e-09,3.1143267165134603e-07
2018,1.110030711792831e-08,3.342999264077662e-07
2019,1.0714148235280163e-08,3.1504698583262325e-07
