year,eut_VERB osé_VERB,eut_VERB causé_VERB
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,8.709705845433291e-09,8.709705845433291e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,6.535512131478072e-09
1946,1.8097434661967782e-08,8.352662561605939e-09
1947,9.536696765621855e-09,1.1920871401116528e-08
1948,1.3046265401328583e-08,5.435944139264848e-09
1949,1.0798709482173763e-08,5.890204768377316e-09
1950,4.2541445921528975e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,2.1089607837865287e-09,8.435843135146115e-09
1953,1.723812381726475e-08,4.3095309543161875e-09
1954,4.886268278880834e-09,6.840775057526116e-09
1955,8.447047505910632e-09,2.815682353940474e-09
1956,7.849027205963921e-09,5.232684952005684e-09
1957,7.951533653738352e-09,8.835037701437898e-10
1958,1.5717262158432277e-08,4.1361216673863055e-09
1959,2.325224279786653e-08,6.975672928177801e-09
1960,1.038124963770315e-08,2.7683333403416555e-09
1961,1.042223907177231e-08,6.25334317660986e-09
1962,9.512934440181198e-09,3.805173953708163e-09
1963,4.526237162849611e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,3.041984220075733e-09
1965,1.4227312661319047e-08,6.5664522708175355e-09
1966,9.416426749453422e-09,7.200797291773142e-09
1967,8.381570104631919e-09,7.888536934785861e-09
1968,1.6169096284102125e-08,6.737123747768692e-09
1969,1.1354394757745467e-08,3.1792304344691047e-09
1970,5.058597540852361e-09,3.6789800095249348e-09
1971,8.221435976452085e-09,3.083038491169532e-09
1972,1.2312352026810913e-08,6.669190977248718e-09
1973,9.923766697284009e-09,3.859242703185828e-09
1974,5.06301445213353e-09,5.625571675160757e-10
1975,5.140332159925265e-09,3.998036124386317e-09
1976,1.0284348483935446e-08,4.570821499072508e-09
1977,8.815172591880582e-09,2.3507127355770763e-09
1978,8.316828115084718e-09,6.534650598410963e-09
1979,1.1703946256602649e-08,5.266775904289034e-09
1980,9.664756106531058e-09,5.685150683554241e-10
1981,1.9609203150139365e-08,6.325549528618524e-10
1982,1.4277254933858785e-08,3.1037510339615437e-09
1983,8.841442245000053e-09,3.157658134966823e-09
1984,7.538710988796993e-09,1.1598016991243298e-09
1985,7.820225356169885e-09,3.609334831011779e-09
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,1.1525056464734007e-08,2.7440609784434855e-09
1990,6.538381391862913e-09,2.179460389939436e-09
1991,4.68917216167597e-09,2.9307325455363298e-09
1992,4.958949695321735e-09,1.65298330578878e-09
1993,3.877445031719162e-09,5.539207426075166e-10
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,2.7112254663563817e-09,4.880205572987961e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,7.671831170341648e-09,1.917957792585412e-09
1998,4.291316191284977e-09,3.337690568372409e-09
1999,4.113180906983871e-09,2.285100553223174e-09
2000,2.2090156370779823e-09,5.743440834038438e-09
2001,6.571817756650944e-09,4.8193329327261836e-09
2002,3.504977197366088e-09,5.257465574004527e-09
2003,2.5001538617175356e-09,2.9168460979889232e-09
2004,3.0833537945085254e-09,1.7619165015858584e-09
2005,4.954124666056714e-09,6.7556245042510454e-09
2006,5.7650457740976435e-09,2.0589450144825605e-09
2007,3.595031605740928e-09,4.393927444112933e-09
2008,2.1287198670449925e-09,2.1287198670449925e-09
2009,3.337734755248789e-09,4.76819250749827e-10
2010,8.030448306328708e-09,4.723793023408973e-10
2011,4.5887662558641296e-09,2.2943831279320648e-09
2012,5.1063788752969685e-09,3.4042526575461807e-09
2013,4.741512515948898e-09,5.578249862026041e-09
2014,6.279790909502481e-09,4.114345752981308e-09
2015,4.654808538617772e-09,5.984753581600444e-09
2016,8.285359953674742e-09,7.042556315894899e-09
2017,7.043711836018929e-09,1.2578056374223934e-09
2018,5.937373259712331e-09,4.904786798931582e-09
2019,8.673358031785483e-09,3.5713827450933877e-09
