year,soient_VERB en_ADP
1868,2.588000093339815e-06
1869,2.262534380292891e-06
1870,2.391671785062499e-06
1871,1.8703892656901644e-06
1872,2.1939745948884593e-06
1873,2.33274592176258e-06
1874,2.210605284602707e-06
1875,2.0500232409403907e-06
1876,2.1396846392462976e-06
1877,2.1653041919478255e-06
1878,1.7634138380628883e-06
1879,2.119935818001295e-06
1880,1.9998007978472288e-06
1881,2.079201760096794e-06
1882,2.083801177832356e-06
1883,2.084749894493143e-06
1884,1.9904117252167453e-06
1885,2.071627321242886e-06
1886,2.1277070132441622e-06
1887,2.167602978886407e-06
1888,1.9858805977435168e-06
1889,1.8049859296098703e-06
1890,2.081673034837195e-06
1891,2.071621601373863e-06
1892,1.997147990095982e-06
1893,2.1228061157785305e-06
1894,1.996957877281602e-06
1895,1.910308284891471e-06
1896,1.9194829867785757e-06
1897,2.0014760231390483e-06
1898,1.9583566057690405e-06
1899,2.099926920351436e-06
1900,1.984539654387163e-06
1901,1.914701897476334e-06
1902,2.1944058516965015e-06
1903,2.007261826975082e-06
1904,1.9268031294927823e-06
1905,1.9373488946428097e-06
1906,2.009318453843889e-06
1907,1.971766135255848e-06
1908,1.972413787854066e-06
1909,1.915992623224838e-06
1910,1.9244286875164107e-06
1911,1.998332599839614e-06
1912,1.8363210010363673e-06
1913,1.9233943326923963e-06
1914,2.002996108529942e-06
1915,1.8990588337430836e-06
1916,2.106296406623187e-06
1917,2.128582984539662e-06
1918,2.1422091158740386e-06
1919,1.888529716609355e-06
1920,2.0588899118934023e-06
1921,1.8712258551545347e-06
1922,1.9426104067576944e-06
1923,1.9204250207849327e-06
1924,1.8318998620259208e-06
1925,1.830096799437797e-06
1926,1.8413420548313297e-06
1927,1.80171472052848e-06
1928,1.95156788862505e-06
1929,1.9395447594661164e-06
1930,1.754101802475816e-06
1931,2.016467149701384e-06
1932,1.7228391371304497e-06
1933,1.9316595327723007e-06
1934,1.9326288480669973e-06
1935,1.8215728907478024e-06
1936,1.7447464735198537e-06
1937,1.6658049730722269e-06
1938,1.6764022454651695e-06
1939,1.7588158520709385e-06
1940,1.7953342563714614e-06
1941,1.7827076206344827e-06
1942,1.8144586917401284e-06
1943,1.7506508456222036e-06
1944,1.7801051228616416e-06
1945,1.86697801751734e-06
1946,1.9614836261894197e-06
1947,1.7976673447606117e-06
1948,1.8536568902050021e-06
1949,1.9712552337125544e-06
1950,1.986685596477855e-06
1951,1.7442053348304398e-06
1952,1.779962943260216e-06
1953,1.8153899059569767e-06
1954,1.9134625262040572e-06
1955,1.8724288182170312e-06
1956,1.8541147319695028e-06
1957,1.8041147349379116e-06
1958,1.843055784434e-06
1959,1.897383068438785e-06
1960,1.8374812960075815e-06
1961,1.888509686409634e-06
1962,1.8023840109293587e-06
1963,1.926237295890587e-06
1964,1.9858073017076094e-06
1965,1.8714388136942262e-06
1966,1.9680331995175493e-06
1967,1.9745992929642853e-06
1968,1.8194725637243891e-06
1969,2.062866341745462e-06
1970,1.921807227134309e-06
1971,1.8344078966947563e-06
1972,1.89251120730205e-06
1973,1.7708410613437309e-06
1974,1.810309004923738e-06
1975,1.6569003911115487e-06
1976,1.7671938818963895e-06
1977,1.7806648866525165e-06
1978,1.7495041899628916e-06
1979,1.7866074255579178e-06
1980,1.7538689576213073e-06
1981,1.6402149611849381e-06
1982,1.7585854275026236e-06
1983,1.6824001551896117e-06
1984,1.7576794482110358e-06
1985,1.6687158055361806e-06
1986,1.6394917237150253e-06
1987,1.6786414223091128e-06
1988,1.6730385530294711e-06
1989,1.745771616157299e-06
1990,1.6634731689890714e-06
1991,1.6429686633401275e-06
1992,1.578047973183061e-06
1993,1.6994288669636148e-06
1994,1.6362822057303106e-06
1995,1.674452789757197e-06
1996,1.6425309485867956e-06
1997,1.6619104341586421e-06
1998,1.6769510216008143e-06
1999,1.7910618783645305e-06
2000,1.7115454156169108e-06
2001,1.7962968628104647e-06
2002,1.7231343640844443e-06
2003,1.7801094163161224e-06
2004,1.7711665138975263e-06
2005,1.7154782563366666e-06
2006,1.7739870248334455e-06
2007,1.6501194899376515e-06
2008,1.6774312694423088e-06
2009,1.761370268971163e-06
2010,1.6736398946726183e-06
2011,1.6917252438908292e-06
2012,1.5751476891701088e-06
2013,1.6165768923492863e-06
2014,1.4551792080208514e-06
2015,1.4997348631862195e-06
2016,1.518499351371716e-06
2017,1.5191776606693352e-06
2018,1.5122231866726565e-06
2019,1.4525323999148299e-06
