year,veut_VERB ouvrir_VERB,veut_VERB couvrir_VERB
1859,1.0184346876940253e-07,3.6663649671808685e-08
1860,9.978261061860394e-08,3.4786598490654796e-08
1861,1.1412632261453837e-07,4.433005784676425e-08
1862,1.1114246234456004e-07,4.292087041335435e-08
1863,1.2686336958722677e-07,4.595051150690921e-08
1864,1.261013409248335e-07,3.9796240969280916e-08
1865,1.2096589330212737e-07,4.6127073327628665e-08
1866,1.1239566077847485e-07,2.7247432754506917e-08
1867,1.1307050584719036e-07,5.289564519728174e-08
1868,1.6054590901148913e-07,3.6061081232219294e-08
1869,2.2806034394307062e-07,3.809144999422642e-08
1870,1.6858103890626808e-07,3.1537268796455464e-08
1871,1.8693272352265922e-07,7.434824311758348e-09
1872,1.30622524352475e-07,2.9027228620748247e-08
1873,2.328555694930401e-07,2.7535620006347017e-08
1874,2.778193390895467e-07,3.405527093658378e-08
1875,1.8594963080431626e-07,2.803548326824057e-08
1876,1.6445160611056053e-07,4.111290219377395e-08
1877,1.4163228456709476e-07,5.751878973114799e-08
1878,1.974782009028786e-07,3.623453070922267e-08
1879,1.4173635065617418e-07,2.016077260691418e-08
1880,1.8162505455165956e-07,4.2357786611546544e-08
1881,1.4572540862900496e-07,3.067903264764027e-08
1882,1.5773262873608473e-07,3.527354053289855e-08
1883,1.3460191894409945e-07,3.4756364897248204e-08
1884,1.3203393223193416e-07,1.5183903911974994e-08
1885,1.5340613401804148e-07,2.513797880965285e-08
1886,1.5681916920584626e-07,2.6459201052375647e-08
1887,1.416776598262004e-07,4.309090329002174e-08
1888,1.3822540267938166e-07,2.6630582183884144e-08
1889,1.0901337788027377e-07,2.944614330147033e-08
1890,1.2060071696851082e-07,2.2284913470116408e-08
1891,1.0389978655211962e-07,3.7607897240832244e-08
1892,1.1408692301984047e-07,2.1312942521944933e-08
1893,1.2132080939863954e-07,3.0176241949675386e-08
1894,8.128985484745499e-08,2.835692747282792e-08
1895,9.208480378219974e-08,1.5648398132839247e-08
1896,1.2324790077400394e-07,2.889544248318998e-08
1897,8.099132031702538e-08,1.2818770045441852e-08
1898,1.0467956457205219e-07,2.2633418694795182e-08
1899,7.572782578790793e-08,2.1004797901014172e-08
1900,1.1368406660494657e-07,2.8550791952852705e-08
1901,8.718432553678213e-08,2.4031576728589243e-08
1902,2.298012873325206e-07,2.2096276808269977e-08
1903,1.1340462435782683e-07,3.888158772724637e-08
1904,1.0641758052543082e-07,2.042357571951925e-08
1905,8.979720433899274e-08,1.3417973399043603e-08
1906,6.893207427083325e-08,1.5432553013283723e-08
1907,8.742834012309686e-08,1.6457098794830927e-08
1908,8.791386107986909e-08,2.0627833663411366e-08
1909,6.656190265630357e-08,9.901770070541716e-09
1910,9.512588405868883e-08,1.6566866989364826e-08
1911,8.406190943333058e-08,9.044636151145369e-09
1912,6.876435776348444e-08,2.7088990606216612e-08
1913,6.681766961946778e-08,1.6439267336298968e-08
1914,7.567320636781005e-08,2.142958016593255e-08
1915,8.128725426104211e-08,1.8849219074468238e-08
1916,1.1207211514374649e-07,1.0987461607214755e-08
1917,6.908847183240141e-08,3.289927441585405e-09
1918,6.432370724951397e-08,1.378365155346728e-08
1919,7.458357487166722e-08,2.1178050924053338e-08
1920,7.723676276327751e-08,1.817335570919454e-08
1921,5.2251955651172466e-08,2.120369302360814e-08
1922,7.451714623130101e-08,2.2871599725249325e-08
1923,8.280439800500972e-08,1.6985516992917837e-08
1924,4.640984840875717e-08,1.0313299547703991e-08
1925,4.6192347724627325e-08,3.079489729884699e-08
1926,6.576221522891501e-08,2.229227646921572e-08
1927,6.243566019747959e-08,1.4493992228636898e-08
1928,5.484499610020066e-08,1.0283437212876834e-08
1929,6.238627747734427e-08,2.1166771446701205e-08
1930,8.507918636269096e-08,1.6805765667982087e-08
1931,6.50105320687544e-08,3.193499953368928e-08
1932,6.466126478699152e-08,7.6716757391182e-09
1933,5.850037609889114e-08,2.064719240024715e-08
1934,3.4746584276490466e-08,2.3963160344919743e-08
1935,3.4708023122220766e-08,1.555876849579363e-08
1936,5.2136272188363364e-08,2.3036957230715416e-08
1937,3.903246792447135e-08,1.510934133364117e-08
1938,6.482607517455108e-08,2.5930429359277696e-08
1939,5.199976982339649e-08,1.3764645423464117e-08
1940,5.325144059042941e-08,5.0715658339584024e-09
1941,4.7224041566096275e-08,2.6563522936839945e-08
1942,3.944475324146879e-08,1.8205270180260413e-08
1943,2.6129116648121453e-08,2.9032351633873077e-08
1944,7.069009200222354e-08,1.2852744646352221e-08
1945,7.62476446425353e-08,6.535512131478072e-09
1946,3.201854070766785e-08,1.3921104269343232e-08
1947,5.006765846360395e-08,2.9802176726434482e-08
1948,6.088257009650988e-08,2.2830963786191205e-08
1949,5.006674186347482e-08,2.2579119018928395e-08
1950,8.295582176742755e-08,2.0207187034770868e-08
1951,3.6248767543156646e-08,1.8124383771578323e-08
1952,4.112473561690422e-08,1.687168627029223e-08
1953,4.8482224457302436e-08,2.8011951869189033e-08
1954,6.254423112750374e-08,2.14995790059902e-08
1955,5.631364530245264e-08,1.1262729415761896e-08
1956,4.971050771018781e-08,7.849027205963921e-09
1957,5.03597163969971e-08,2.2087593976038988e-08
1958,5.707848060865217e-08,2.5643954515430778e-08
1959,5.425523497137874e-08,1.3176271629333769e-08
1960,5.9519166484278685e-08,1.5225833038812198e-08
1961,5.002674541287888e-08,1.5285950449861474e-08
1962,5.136984526643573e-08,2.72704117065814e-08
1963,4.332255798544793e-08,2.7804029301137234e-08
1964,5.4755716405452404e-08,2.981144575642247e-08
1965,4.487075599968193e-08,3.939871362490521e-08
1966,5.4836839069594134e-08,3.323444985880997e-08
1967,7.099683330125117e-08,2.7116845657815247e-08
1968,5.344784881344822e-08,2.8745061442236874e-08
1969,6.449295852917203e-08,2.0892086283197386e-08
1970,5.978342443313522e-08,2.6212733317265702e-08
1971,5.241165368374823e-08,1.7470551227916076e-08
1972,8.567345588517128e-08,3.4884999333684164e-08
1973,6.340184199871146e-08,2.205281468548037e-08
1974,6.244384564979555e-08,1.8001828527847152e-08
1975,4.454954449784054e-08,3.3126585030629485e-08
1976,5.999203267492703e-08,3.028169176522155e-08
1977,5.3478714789889636e-08,1.9981058585472056e-08
1978,5.1089084962541165e-08,2.3762364520507617e-08
1979,6.554210330023125e-08,3.2185852205657284e-08
1980,5.798853663918635e-08,2.615169236719339e-08
1981,5.629739163737213e-08,3.28928564385933e-08
1982,7.573152771556124e-08,1.8622506203769262e-08
1983,6.504775740268087e-08,1.894594880980094e-08
1984,7.364740639559386e-08,2.7255339318799088e-08
1985,5.0530687190075696e-08,1.5038894574104233e-08
1986,5.934540681096223e-08,2.1580147446798037e-08
1987,6.660790319301668e-08,2.810975807676641e-08
1988,7.79551996288319e-08,3.358070088665954e-08
1989,6.805271368648391e-08,2.4147738031388144e-08
1990,5.884542986223096e-08,1.7435683785649303e-08
1991,7.15098735781794e-08,1.4653662838703951e-08
1992,7.052728534517883e-08,2.1488782309120324e-08
1993,5.982344220001323e-08,1.661762283333701e-08
1994,8.176136390147803e-08,2.0572214154412904e-08
1995,7.428757697880428e-08,2.060531301140145e-08
1996,7.793614287265882e-08,1.6548085568501847e-08
1997,7.480035435492027e-08,2.205651483677684e-08
1998,8.582632915477006e-08,2.1456582288692516e-08
1999,7.175216154564623e-08,2.7421206472144632e-08
2000,7.908276700163697e-08,1.767212509662386e-08
2001,8.850047805708527e-08,2.4972907297637903e-08
2002,7.097578702541796e-08,1.8839251936242363e-08
2003,8.12549956208386e-08,1.833446089394286e-08
2004,7.532192825010497e-08,2.4666830356068203e-08
2005,7.47622408425741e-08,1.2160123796789435e-08
2006,7.28866496046976e-08,2.2236605445868918e-08
2007,7.629455467395019e-08,1.9972397430345623e-08
2008,7.620816688813647e-08,1.575252639440805e-08
2009,7.77215376501772e-08,1.6211854969583328e-08
2010,6.424358645062966e-08,2.220182793166714e-08
2011,7.571464522015958e-08,1.873746313663105e-08
2012,6.87659067466484e-08,1.599998711299122e-08
2013,7.781658695193983e-08,1.840822605458925e-08
2014,6.626262205600142e-08,1.5591204771681078e-08
2015,6.716223310831992e-08,2.0392493207954665e-08
2016,7.31183007474101e-08,2.0506267045528048e-08
2017,8.402141560281962e-08,1.3081178806828575e-08
2018,7.74439996575893e-08,1.5488799576246493e-08
2019,8.035611642753793e-08,1.403043281555938e-08
