year,seraient_VERB en_ADP
1910,1.277252067666268e-06
1911,1.404578824804048e-06
1912,1.5039598793009645e-06
1913,1.2955204056197545e-06
1914,1.4022981531525147e-06
1915,1.44196530982299e-06
1916,1.2745456388074672e-06
1917,1.4607277307732147e-06
1918,1.3462032484312658e-06
1919,1.3406627203949029e-06
1920,1.3879900961910607e-06
1921,1.3047844049651758e-06
1922,1.2446577102309675e-06
1923,1.2038485692755785e-06
1924,1.0957880931528052e-06
1925,1.213099039887311e-06
1926,1.159198404820927e-06
1927,9.978556363421376e-07
1928,1.1026129413949093e-06
1929,1.2065059991073213e-06
1930,1.0808207662194036e-06
1931,1.3070538216197747e-06
1932,1.203357101076108e-06
1933,1.347802822238009e-06
1934,1.2400935247569578e-06
1935,1.19443473067804e-06
1936,1.2306585404076031e-06
1937,1.208747335113003e-06
1938,1.0968570904879016e-06
1939,1.1134068245155504e-06
1940,1.0117773854290135e-06
1941,1.0300743724656058e-06
1942,9.921872106133378e-07
1943,9.058093723979255e-07
1944,9.093316748476354e-07
1945,1.346315457340097e-06
1946,1.1109041224699467e-06
1947,1.1050647117372137e-06
1948,1.1187172503923648e-06
1949,1.1534984878380783e-06
1950,1.1007599596268847e-06
1951,1.075735440281278e-06
1952,1.119858211495739e-06
1953,1.1237101489314227e-06
1954,1.1727042874554172e-06
1955,1.1234573094043299e-06
1956,1.1346205610607285e-06
1957,1.122933326769271e-06
1958,1.2201559229652048e-06
1959,1.137809817919333e-06
1960,1.0879549563469482e-06
1961,1.0790491842271877e-06
1962,1.1757987294913619e-06
1963,1.1994528676950722e-06
1964,1.1036318028345704e-06
1965,1.0178000593441539e-06
1966,1.0851047136384295e-06
1967,1.0403008445791784e-06
1968,1.0608724778649048e-06
1969,1.296671825912199e-06
1970,1.2080851092832745e-06
1971,1.049774596140196e-06
1972,1.061427383319824e-06
1973,9.934793752108817e-07
1974,1.093611103897274e-06
1975,1.024639573188324e-06
1976,1.0210072787231184e-06
1977,1.0066927416119142e-06
1978,9.891084573609987e-07
1979,1.0966598438244546e-06
1980,1.0193475645792205e-06
1981,9.336511084256927e-07
1982,1.0304453326170915e-06
1983,1.1550713452379568e-06
1984,9.858314342636731e-07
1985,8.963181699073175e-07
1986,1.0172641395911342e-06
1987,9.263998208552948e-07
1988,1.0014244935518946e-06
1989,1.031218175739923e-06
1990,1.0009172228819807e-06
1991,1.011688937069266e-06
1992,9.212626537191682e-07
1993,1.0629738653733511e-06
1994,1.0027634971265798e-06
1995,9.85259362096258e-07
1996,9.763371053850278e-07
1997,1.098989855563559e-06
1998,1.0380217645433731e-06
1999,1.1320388466629083e-06
2000,9.96266066977114e-07
2001,1.0896073945332319e-06
2002,1.0628842801452265e-06
2003,1.130902887780394e-06
2004,1.1020787269444554e-06
2005,1.0354120831834734e-06
2006,1.0438850495120278e-06
2007,1.041360746967257e-06
2008,1.0277459523422294e-06
2009,9.955986115528503e-07
2010,1.0434858950247872e-06
2011,9.586698297425755e-07
2012,9.504673812443798e-07
2013,1.0517790087760659e-06
2014,9.543116448185174e-07
2015,9.096825692722632e-07
2016,9.53644928358699e-07
2017,9.159340947917372e-07
2018,9.171951091957453e-07
2019,8.742235309000534e-07
