year,doit_VERB oser_VERB,doit_VERB causer_VERB
1921,9.087297137000405e-09,5.982470696608289e-08
1922,5.164555005876537e-09,5.3858929760508545e-08
1923,6.369568872344189e-09,3.6094224498128824e-08
1924,1.5469948877466777e-08,4.640984840875717e-08
1925,1.2097995494286806e-08,4.6192347724627325e-08
1926,1.89484357093761e-08,5.015762383209221e-08
1927,2.2298449309232637e-08,7.581473226991875e-08
1928,1.1426041446327417e-08,4.570416578530967e-08
1929,8.912325100141061e-09,3.119313873867213e-08
1930,1.7856125467119455e-08,4.411513643276521e-08
1931,1.3686427990933225e-08,4.44808918587114e-08
1932,9.863582839386709e-09,3.1782654730250215e-08
1933,4.588264879146209e-09,3.211785326584504e-08
1934,4.7926320689839486e-09,3.834105655187159e-08
1935,2.2739740757060645e-08,3.949533677882755e-08
1936,6.0623572828433225e-09,3.6374142808881516e-08
1937,8.813782592653752e-09,3.777335422228134e-08
1938,1.1668692678767911e-08,4.019216603978748e-08
1939,7.647025235257843e-09,3.6705721129237645e-08
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,8.854508237732261e-09,2.9515025090631752e-08
1942,1.517105907566929e-08,5.461581054078124e-08
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,1.927911696952833e-08,2.2492303131116387e-08
1945,1.089252066321933e-08,3.703456741277478e-08
1946,1.6705325123211878e-08,4.454753366189834e-08
1947,9.536696765621855e-09,4.52993091926146e-08
1948,1.6307831529616124e-08,2.2830963786191205e-08
1949,3.9268033269479474e-09,2.7487622844546422e-08
1950,1.1698897850465073e-08,3.296961992305114e-08
1951,1.5992101864981123e-08,5.650542789226165e-08
1952,1.8980646387944944e-08,2.5307528517259925e-08
1953,1.0773827163745864e-08,4.3095308654983455e-08
1954,1.4658803948464083e-08,3.615838295445428e-08
1955,1.8771215692936494e-08,3.472674947602172e-08
1956,1.5698054411927842e-08,4.447782231409292e-08
1957,1.236905244894615e-08,3.3573144264664734e-08
1958,1.3235589513271862e-08,4.7979010986409776e-08
1959,1.4726420971555854e-08,3.642851353902188e-08
1960,1.314958364417862e-08,2.629916728835724e-08
1961,1.876002997391879e-08,3.335116360858592e-08
1962,6.341956293454132e-09,4.058852098864918e-08
1963,1.2285501505004959e-08,3.168366191630412e-08
1964,1.3993127545575135e-08,4.1979379972190145e-08
1965,1.3680108601477059e-08,4.4323552828018364e-08
1966,1.1078149952936656e-08,4.043524626240469e-08
1967,1.2818872185960117e-08,5.127548874384047e-08
1968,1.8863946849023705e-08,3.907531720415136e-08
1969,1.4987801222332564e-08,3.905911682977603e-08
1970,1.3336302728816918e-08,4.966623023960892e-08
1971,1.284599360218408e-08,4.521789875866489e-08
1972,7.182205497002769e-09,4.822338084409239e-08
1973,1.3231689521830958e-08,2.9771300091852027e-08
1974,1.1251143128276908e-08,2.418995848074701e-08
1975,1.7134439644905797e-08,1.8847885030481848e-08
1976,1.199840671262109e-08,2.971033907783749e-08
1977,1.3516598507123945e-08,2.6445517775641747e-08
1978,5.940591130126904e-09,1.9603952239322098e-08
1979,1.345953837272873e-08,4.7986180362613595e-08
1980,1.989802811408481e-08,3.183684427199296e-08
1981,1.3916208629893845e-08,2.5934753011824796e-08
1982,8.069752865935698e-09,3.227901146374279e-08
1983,1.136756910824488e-08,3.0945049189767815e-08
1984,1.5657322549600394e-08,3.421414973558967e-08
1985,1.7445119127046382e-08,2.6468455871508922e-08
1986,2.0980699844130868e-08,2.3378493807513223e-08
1987,1.8332450224534114e-08,3.0554083707556856e-08
1988,1.199310784016916e-08,2.0388283061834045e-08
1989,2.6342986458871565e-08,1.4817929994137558e-08
1990,1.2531897297662908e-08,2.179460345530515e-08
1991,9.37834432335194e-09,2.5204300868608698e-08
1992,1.3774860363469088e-08,3.305966345124034e-08
1993,1.661762283333701e-08,2.7142116110212555e-08
1994,2.004472143823932e-08,2.8484603120659813e-08
1995,1.0302656505700725e-08,2.7112253775385398e-08
1996,1.3879040139386234e-08,3.042712393153124e-08
1997,1.91795770376757e-08,2.8769367332870388e-08
1998,1.4304387896402204e-08,3.0516027038629545e-08
1999,1.5995704316651427e-08,3.1991408633302854e-08
2000,1.899753598877396e-08,2.3415566374751506e-08
2001,1.3581756164171566e-08,2.1467938537966802e-08
2002,2.059174164514843e-08,3.417352800738627e-08
2003,2.25013838672794e-08,2.7918384049030465e-08
2004,2.2023955992267474e-08,2.5107310008820605e-08
2005,1.6663873836364473e-08,2.567137258324692e-08
2006,1.8118715416903797e-08,2.9237018139838256e-08
2007,2.0371844655642235e-08,2.1969636776475454e-08
2008,1.4901038625225738e-08,2.0009967016676455e-08
2009,2.2410505451375684e-08,2.384096298158056e-08
2010,2.0312310056169736e-08,2.5980861906305108e-08
2011,3.250376323649107e-08,2.141424282342541e-08
2012,1.4297861561374248e-08,2.927657405393802e-08
2013,1.5340187786705428e-08,3.988448682434864e-08
2014,1.7107016248019136e-08,5.738429820212332e-08
2015,1.5959342292148904e-08,4.65480844979993e-08
2016,1.7813524877396958e-08,7.291117043450868e-08
2017,1.7609279368002717e-08,5.106690892375809e-08
2018,1.7812119779136992e-08,5.885744158717898e-08
2019,1.9132407658162265e-08,5.408093883829679e-08
