year,mon_DET an_NOUN,mon_DET gant_NOUN
1949,5.890204879399619e-09,2.846932467548413e-08
1950,8.508289184305795e-09,1.3825969702452312e-08
1951,4.264560815592233e-09,3.731490694214301e-08
1952,8.435843135146115e-09,2.636200890915319e-08
1953,9.696444647211422e-09,1.939288907237824e-08
1954,9.772536113672459e-10,1.8567819282111486e-08
1955,2.815682353940474e-09,1.970977647758332e-08
1956,1.8314396887930684e-08,3.488456457034772e-08
1957,5.30102267637389e-09,2.1204090927540165e-08
1958,6.617794867658233e-09,1.6544486669545222e-08
1959,5.4255234749334136e-09,2.4027317579999874e-08
1960,5.536666791705613e-09,2.0070416439921246e-08
1961,6.253343398654465e-09,2.5708189688167238e-08
1962,1.9025869213429303e-09,2.1562652108286784e-08
1963,7.112658351182688e-09,1.8104949428554562e-08
1964,3.6503810529886493e-09,2.4944270204940722e-08
1965,6.566451882239477e-09,2.6265808472647478e-08
1966,1.1078149508847446e-08,3.046491081626357e-08
1967,7.395503431872896e-09,2.415864486238206e-08
1968,1.0779397874305374e-08,2.9643344612306777e-08
1969,6.358460841182634e-09,1.725867887492072e-08
1970,8.737577383843842e-09,2.4833114786737553e-08
1971,4.624557625731995e-09,1.9012070584523144e-08
1972,3.591102859523687e-09,2.205963189894078e-08
1973,4.410563081425067e-09,3.473318344049403e-08
1974,7.875800178691605e-09,2.0814614976050194e-08
1975,6.8537762132336866e-09,2.1132476213381324e-08
1976,7.427584769459372e-09,1.371246471926213e-08
1977,7.052138317753531e-09,2.938390952778036e-08
1978,2.3762365408686037e-09,1.603959731699689e-08
1979,6.437170796402825e-09,2.750427485764817e-08
1980,4.5481204913322415e-09,1.762396628635088e-08
1981,6.95810464801383e-09,1.5813873543990553e-08
1982,1.0552753781922775e-08,1.2415004690957687e-08
1983,3.789189517711122e-09,2.1472073896688926e-08
1984,6.378909400694965e-09,1.333771937339634e-08
1985,4.210890636180409e-09,8.421781161338515e-09
1986,2.9972427317837003e-09,1.019062523255343e-08
1987,1.2832715556854168e-08,1.5277041853778428e-08
1988,4.197587666343594e-09,1.9188972077976985e-08
1989,2.7440609784434855e-09,1.1525056686778612e-08
1990,2.724325487424295e-09,6.538381391862913e-09
1991,5.275318792907768e-09,1.4067516929117119e-08
1992,4.958949806344037e-09,1.6529832724820892e-08
1993,8.308811361157353e-09,1.4955859939380645e-08
1994,5.802419100753298e-09,1.687976508568667e-08
1995,5.964695848348356e-09,1.301388213859056e-08
1996,1.2277612482236577e-08,1.3879039695297024e-08
1997,3.3564261370244708e-09,1.53436625627279e-08
1998,8.10581957111367e-09,1.239713631751016e-08
1999,4.570201245224226e-09,2.2393985332769262e-08
2000,6.185243983658495e-09,2.120655151482964e-08
2001,2.1906058633724967e-09,1.3143635291257283e-08
2002,6.571832356083718e-09,1.0953053908302479e-08
2003,4.16692297333654e-09,1.4167538253673229e-08
2004,6.607186769924667e-09,1.4095332234731472e-08
2005,1.3511248786457486e-09,1.3511249119524393e-08
2006,8.235779835885637e-10,1.605977145713311e-08
2007,2.396687653893892e-09,1.5179022483380322e-08
2008,3.83169571072095e-09,1.617827133371108e-08
2009,4.291373256748443e-09,1.9549589946876722e-08
2010,1.8895172093635892e-09,4.6293170186118004e-08
2011,1.91198598620268e-09,5.3535607835719645e-08
2012,2.0425516555899748e-09,6.059569757077554e-08
2013,2.5102124823206395e-09,1.0793914073659039e-07
2014,3.4647123642317368e-09,9.657885202685179e-08
2015,1.10828768384863e-09,1.0129749705711788e-07
2016,1.8642060672924288e-09,1.2531606730092903e-07
2017,2.26405022507592e-09,8.477609991786039e-08
2018,1.8070267504555204e-09,1.1642414987633742e-07
2019,2.295888978931515e-09,1.0765168312332207e-07
