year,son_DET an_NOUN,son_DET gant_NOUN
1899,4.2009595802028343e-08,1.7522424045068874e-07
1900,3.062721309898819e-08,1.4067754250390863e-07
1901,5.58873880507349e-08,1.374829780020903e-07
1902,3.830021277906326e-08,1.2570327001526493e-07
1903,4.3201761279476614e-08,1.3122534880949388e-07
1904,4.245953988402107e-08,1.402777236592101e-07
1905,3.767354206374307e-08,1.6411213898948063e-07
1906,3.7552547016428406e-08,1.4352275345963506e-07
1907,5.2457003574257755e-08,1.4657104219217842e-07
1908,4.2729083382653243e-08,1.3309863988730797e-07
1909,4.950885273968808e-08,1.133202577885406e-07
1910,3.7409056519166484e-08,1.3360376605042745e-07
1911,3.617854271720233e-08,1.4152194871552837e-07
1912,4.1675368378513156e-08,1.599292320797474e-07
1913,7.424185671789374e-08,1.463625096675969e-07
1914,6.76371111341112e-08,1.654095760916796e-07
1915,3.062998121805549e-08,1.873141144415058e-07
1916,3.515987700986045e-08,1.318495463920044e-07
1917,3.9479127189601115e-08,9.431124681213987e-08
1918,4.020231880730307e-08,1.0452602339228179e-07
1919,3.9593748335509105e-08,1.1141496181199528e-07
1920,3.256059644130005e-08,1.6583186912555448e-07
1921,4.695103461571648e-08,1.4842585316365842e-07
1922,3.246291635505827e-08,1.5936340957978246e-07
1923,2.866305903737043e-08,1.825943058975099e-07
1924,3.996403508121915e-08,1.7790441120268952e-07
1925,4.289289257108919e-08,1.5837376277083592e-07
1926,4.0126098888038086e-08,1.6273362712926343e-07
1927,3.2332752919472796e-08,1.8953682134892347e-07
1928,2.5137290693422187e-08,1.702480181275945e-07
1929,3.7877380565376484e-08,1.8827287306955043e-07
1930,3.886333299618627e-08,1.5125188435050063e-07
1931,2.737285687004487e-08,1.243183902488454e-07
1932,3.835837958376942e-08,7.342889862815838e-08
1933,3.6706119699303486e-08,8.373583515464134e-08
1934,2.156684431042777e-08,1.8092185527507354e-07
1935,2.992071124197082e-08,1.4122575731079223e-07
1936,2.9099315845826368e-08,1.1275984368452896e-07
1937,2.392312392629492e-08,1.1583828463113122e-07
1938,2.852347158466273e-08,1.2446606356686374e-07
1939,3.823512795264605e-08,9.635251974060566e-08
1940,1.7750480196809804e-08,1.0143131845552489e-07
1941,5.31270463177691e-08,1.741386483899987e-07
1942,4.2478965012193726e-08,1.517105943094066e-07
1943,4.354852944921106e-08,1.5387146867773538e-07
1944,2.8918675454292497e-08,2.1528347815547022e-07
1945,1.742803235060819e-08,1.5031678213262012e-07
1946,2.7842208538686464e-08,1.9907179193978664e-07
1947,2.980217805870211e-08,1.57355496410716e-07
1948,3.261566305923225e-08,1.9895555181115299e-07
1949,2.4542519905246252e-08,1.7081593894907598e-07
1950,2.4461331626923766e-08,1.808011518278363e-07
1951,3.624876732111204e-08,1.7804540730637086e-07
1952,4.007025555807786e-08,1.402458943422502e-07
1953,2.2625038065271497e-08,1.4329190023421035e-07
1954,2.9317608785106586e-08,1.583150794903787e-07
1955,2.5341140741375057e-08,1.604938928423394e-07
1956,1.8314397332019894e-08,1.5610843995261803e-07
1957,1.943708272111877e-08,1.0778745718198479e-07
1958,2.4816729671250926e-08,1.4310980667175954e-07
1959,1.705164498488898e-08,1.0386001747519913e-07
1960,2.9067500517676592e-08,1.5087417337689146e-07
1961,3.474079651732964e-08,1.1881352185438843e-07
1962,1.775747771048941e-08,1.3508367474601712e-07
1963,2.7157423310164575e-08,1.5259884955654002e-07
1964,2.2510682928800207e-08,1.4114806562437465e-07
1965,3.666269171587189e-08,1.3023462602790303e-07
1966,3.4342264032538594e-08,1.8168164994669667e-07
1967,4.585212198815469e-08,1.8932488149436821e-07
1968,4.805814923791729e-08,1.4237787959725523e-07
1969,3.0883953477944814e-08,1.2944010391313654e-07
1970,3.495030997946458e-08,1.4807894360702178e-07
1971,3.442726392854922e-08,1.3102913309914754e-07
1972,3.026786543625093e-08,1.2620161538023922e-07
1973,3.19765822709428e-08,1.2790632708536975e-07
1974,3.431598794012558e-08,1.1026120749768609e-07
1975,3.1413141421410273e-08,8.567220532995634e-08
1976,3.4281162297755685e-08,8.970237164174222e-08
1977,2.4094806150287695e-08,8.697637349230902e-08
1978,3.0891073921068823e-08,9.74257005070811e-08
1979,3.39414459871179e-08,1.1294308566167643e-07
1980,2.842575275163739e-08,1.097234083591303e-07
1981,3.921840530107801e-08,9.55157999360523e-08
1982,4.469401748696811e-08,8.380127991536312e-08
1983,3.599730202807905e-08,8.020451625068148e-08
1984,3.131464598737921e-08,9.568363729117735e-08
1985,2.827312228781409e-08,8.903025805473419e-08
1986,4.07625022069702e-08,9.531232170179038e-08
1987,4.399788133824245e-08,1.167166012727705e-07
1988,2.9383113941960914e-08,1.1033659297332576e-07
1989,2.4147736810142817e-08,8.287064701129054e-08
1990,7.79157096619798e-08,7.464652146405015e-08
1991,3.0479618662315744e-08,1.0433408298426983e-07
1992,2.7549721615116596e-08,1.002809862926668e-07
1993,3.877445237110422e-08,1.0358318169867431e-07
1994,3.059457520659947e-08,7.595894357947941e-08
1995,3.958388955505043e-08,8.35057407111428e-08
1996,4.2704737523990843e-08,9.181518789702636e-08
1997,4.363353844905049e-08,9.350043939093666e-08
1998,5.6263925851673946e-08,9.107126752727623e-08
1999,3.9760751607831324e-08,8.866190337464275e-08
2000,3.843687301774423e-08,8.836063125627902e-08
2001,2.716351366061076e-08,7.404247681641607e-08
2002,3.811662852015729e-08,1.0208246425946754e-07
2003,3.5418845301116164e-08,9.125561073464183e-08
2004,3.611928783842089e-08,1.0131019667625196e-07
2005,4.4136746257805726e-08,7.431187043493992e-08
2006,3.62374311668745e-08,1.0130009253650485e-07
2007,3.8347003267213964e-08,1.6577090350411439e-07
2008,2.3415917621560922e-08,1.247429841089165e-07
2009,2.384096209340214e-08,1.8357540998437116e-07
2010,1.936755145148794e-08,2.560295846443239e-07
2011,1.2619107203626356e-08,3.0477056145450376e-07
2012,8.170206400315294e-09,4.0340395557336706e-07
2013,8.646287685820653e-09,5.039948920426696e-07
2014,2.9016966135442246e-08,4.5257804615062014e-07
2015,6.871383573248124e-09,5.142454702067312e-07
2016,9.113895860224375e-09,5.219776744169735e-07
2017,6.540589680970044e-09,4.3167891838891137e-07
2018,5.162933414126769e-09,4.912531306189294e-07
2019,1.0459050070465992e-08,4.984630006532598e-07
