year,en_ADP âmes_NOUN,en_ADP ames_NOUN,en_ADP gamme_NOUN
1999,7.312321859131998e-09,1.8280804925385752e-09,6.809599994994642e-08
2000,1.4579503826439577e-08,1.3254094488601709e-09,6.450326139884055e-08
2001,5.257454027685071e-09,8.762423564512289e-10,1.1873083849422983e-07
2002,7.448076377869484e-09,3.504977197366088e-09,1.1960734980220877e-07
2003,8.750538071922165e-09,0.0,1.0167291719653804e-07
2004,9.690540814233373e-09,2.2023955992267474e-09,1.4932241754195275e-07
2005,1.3961623857028371e-08,3.15262471684008e-09,1.670891123239926e-07
2006,9.059357708451898e-09,4.1178899179428186e-10,1.803635854003005e-07
2007,1.1983438241713884e-08,7.988958938831558e-10,1.7176262190332636e-07
2008,1.0643598891135753e-08,2.1287198670449925e-09,1.7029758225817204e-07
2009,6.198650481792356e-09,4.76819250749827e-10,2.1886003764848283e-07
2010,4.723792912386671e-09,9.447586046817946e-10,2.546124449054332e-07
2011,1.6825476123472072e-08,0.0,2.7532598778634565e-07
2012,1.599998711299122e-08,6.808505426114664e-10,2.641700120875612e-07
2013,1.2272150407000026e-08,5.578250084070646e-10,2.426538685540436e-07
2014,1.1043770342666903e-08,4.330890368553497e-10,3.3824252909653296e-07
2015,1.5072712855612735e-08,0.0,2.38946824993036e-07
2016,1.3463710146766061e-08,8.285360175719347e-10,2.3488996703235898e-07
2017,1.4842107098900215e-08,2.515611330355938e-10,2.83006272638886e-07
2018,1.161660012627408e-08,7.744400121190154e-10,2.759587971468136e-07
2019,1.9387506711154856e-08,2.55098775436835e-10,2.1198708566316782e-07
