year,léger_ADJ vent_NOUN
1911,4.5755217059628706e-08
1912,4.271725262405823e-08
1913,4.348451554392341e-08
1914,2.8795997586428257e-08
1915,4.476689596799588e-08
1916,6.043104239239483e-08
1917,4.8252267070836297e-08
1918,4.2499592289857446e-08
1919,2.9465115458648938e-08
1920,3.104615053928228e-08
1921,3.559191341651058e-08
1922,2.951174238319254e-08
1923,4.0340601970001444e-08
1924,3.7385710305315456e-08
1925,3.2994532217500705e-08
1926,2.8979959765251806e-08
1927,7.469980545238286e-08
1928,4.1133747963328915e-08
1929,4.0105462062456354e-08
1930,4.3064773080914165e-08
1931,5.1324104077821175e-08
1932,5.041386708093398e-08
1933,3.326492148403304e-08
1934,2.3963160344919743e-08
1935,2.6330224223158893e-08
1936,4.7286386362088706e-08
1937,5.162358363008934e-08
1938,4.2785207710061e-08
1939,2.141167065872196e-08
1940,3.0429394115571995e-08
1941,8.264207451702532e-08
1942,7.888950648293758e-08
1943,5.2258233296242906e-08
1944,7.711646787811333e-08
1945,2.832055301382752e-08
1946,5.290019799986112e-08
1947,5.841226768943386e-08
1948,5.218506160531433e-08
1949,4.417653798327592e-08
1950,5.530387880980925e-08
1951,7.356366893418453e-08
1952,4.639713679921442e-08
1953,3.9863160883335524e-08
1954,6.156697907044872e-08
1955,3.0972504561077585e-08
1956,5.9303763011442356e-08
1957,4.947621201623065e-08
1958,6.535072172297873e-08
1959,3.875374032791257e-08
1960,4.014083287984249e-08
1961,4.168895484379931e-08
1962,6.278536890391706e-08
1963,5.108181966306802e-08
1964,4.928014418759119e-08
1965,2.954903344232207e-08
1966,4.6528229380449204e-08
1967,5.3740657146583715e-08
1968,4.3117593273578336e-08
1969,3.5425710365188934e-08
1970,4.874648529273884e-08
1971,5.087013477123037e-08
1972,3.078088184338412e-08
1973,3.4733182663337914e-08
1974,3.769133105624434e-08
1975,3.3126584142451065e-08
1976,2.5710871653927825e-08
1977,2.8208553715103335e-08
1978,4.217819693508318e-08
1979,4.2719404569346864e-08
1980,3.6953480275769834e-08
1981,5.3767171659391266e-08
1982,3.786576385778062e-08
1983,5.810090675240076e-08
1984,4.755186822080759e-08
1985,3.549179339312758e-08
1986,4.795588304240539e-08
1987,4.7053291041265766e-08
1988,7.135898982824074e-08
1989,4.994191304952267e-08
1990,6.374921923679722e-08
1991,4.454713631307783e-08
1992,6.446634870371781e-08
1993,4.8745025182928003e-08
1994,6.488159698392337e-08
1995,4.337960635147908e-08
1996,4.0569499537568277e-08
1997,5.897720101177839e-08
1998,7.295237414162159e-08
1999,4.8901153348879234e-08
2000,5.301637717725072e-08
2001,5.0822056951727035e-08
2002,4.6440947754078366e-08
2003,5.4169996321906666e-08
2004,5.4619410327916285e-08
2005,5.044199669068661e-08
2006,7.906348498121218e-08
2007,8.188682870668984e-08
2008,6.428734167229777e-08
2009,8.535064743853127e-08
2010,1.185672058312548e-07
2011,1.491349075344317e-07
2012,1.60340300647821e-07
2013,1.6483729425864624e-07
2014,1.6782200296105998e-07
2015,1.5626855953687624e-07
2016,1.7274975561143435e-07
2017,1.9495987158002492e-07
2018,2.010962565357488e-07
2019,1.9515056015606547e-07
