year,dernier_ADJ air_NOUN,dernier_ADJ verre_NOUN
1865,1.3179164426446732e-08,5.036323358353911e-08
1866,3.4059290943133647e-09,4.184427027098536e-08
1867,1.261730986357179e-08,6.599823620945244e-08
1868,7.903798504571569e-09,5.878450082263953e-08
1869,1.70923168951731e-08,6.397409890723793e-08
1870,1.8922360567330543e-08,6.307453759291093e-08
1871,1.1683295220166201e-08,3.823623728749226e-08
1872,1.3304146229131675e-08,4.656451224605007e-08
1873,7.781805422268917e-09,5.6268440573603584e-08
1874,7.169530746864439e-09,5.317401985394099e-08
1875,1.1443054281912168e-09,5.721527074342703e-08
1876,3.02300739996042e-09,5.683254045152353e-08
1877,1.2369631985365004e-09,5.1952454782622226e-08
1878,1.4493812372506909e-08,6.280652087298222e-08
1879,1.3440515367335593e-08,4.3376211067425174e-08
1880,1.7328185109022343e-08,5.583526174746112e-08
1881,9.064259565150223e-09,5.159655458442103e-08
1882,9.317538740560849e-09,4.19289278852375e-08
1883,1.2006744043446815e-08,3.791603475633565e-08
1884,3.300848483434038e-09,2.9047466654219534e-08
1885,5.80107206715752e-09,3.609556031847205e-08
1886,2.5168509054651622e-08,4.4528899678653033e-08
1887,1.7628095927424425e-08,5.941321390423582e-08
1888,1.0779045211961602e-08,5.199304098368884e-08
1889,1.8168896165349224e-08,3.821733329800736e-08
1890,1.1797895993481688e-08,5.3745967676377404e-08
1891,4.461953917456185e-09,4.270727416155751e-08
1892,1.3163876211308434e-08,3.8864776286118285e-08
1893,1.0469308087124318e-08,3.695049954899332e-08
1894,3.150769645188234e-09,3.4028310835765296e-08
1895,1.625025980445116e-08,4.814891596538473e-08
1896,4.717623180994224e-09,3.066455178668548e-08
1897,1.3401440845939305e-08,7.225124676324413e-08
1898,7.355861253444118e-09,3.451596342074481e-08
1899,7.185851913504848e-09,5.5828543565894506e-08
1900,3.633737311048435e-09,4.671947806400567e-08
1901,6.706486921359556e-09,3.688567673520993e-08
1902,6.38336894454028e-09,4.370152595356558e-08
1903,9.1803746826713e-09,5.400220359774721e-08
1904,7.524475265086039e-09,2.741058935384899e-08
1905,0.0,2.9932401446330914e-08
1906,1.0288369267641428e-08,4.3211148437194424e-08
1907,7.199980611716228e-09,3.188563013623025e-08
1908,4.4202499438483756e-09,3.241516921548282e-08
1909,6.601180380094718e-09,3.5756393401698006e-08
1910,8.016225794271747e-09,3.4202564336283103e-08
1911,3.7242617878519013e-09,1.702519725199636e-08
1912,6.251305251225858e-09,1.8753915753677575e-08
1913,3.71209285532359e-09,3.446943352969356e-08
1914,1.1384464038144415e-08,4.151981158884155e-08
1915,2.3561523843085297e-09,8.128725426104211e-08
1916,5.493730803607377e-09,3.076489463182952e-08
1917,0.0,2.9609346086090227e-08
1918,0.0,5.743188324913717e-08
1919,1.2890987832747669e-08,2.3940405213807026e-08
1920,1.1358347151713133e-08,2.8774479687854182e-08
1921,9.087297137000405e-09,2.574734203619755e-08
1922,1.1066902949607993e-08,5.976127681606158e-08
1923,7.431163684401554e-09,4.777176698667063e-08
1924,6.445812328337297e-09,3.9964035636330664e-08
1925,1.4297631523163545e-08,4.179307566687385e-08
1926,2.229227691330493e-09,3.78968714187522e-08
1927,1.3379070296082318e-08,5.4631200896437804e-08
1928,4.570416489713125e-09,3.884854038460617e-08
1929,8.912325100141061e-09,3.0079096546842266e-08
1930,9.453243521306831e-09,2.8359728787563654e-08
1931,1.2545892325022123e-08,4.5621426636444085e-08
1932,1.53433514782364e-08,3.9454331357546835e-08
1933,1.1470662641954732e-08,4.12943848004943e-08
1934,8.38710612072191e-09,3.354842448288764e-08
1935,1.196828414151696e-09,4.308582290946106e-08
1936,5.941110003959693e-08,4.364897421282876e-08
1937,5.0364472592434595e-09,3.5255130370615007e-08
1938,1.1668692678767911e-08,3.3709557811789637e-08
1939,7.647025235257843e-09,3.058810094103137e-08
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.066051862925633e-08,1.4757512545315876e-08
1942,1.517105907566929e-08,4.247896612241675e-08
1943,2.9032352077962287e-09,6.096794180621146e-08
1944,9.639558484764166e-09,5.462416652335378e-08
1945,1.3071024262956144e-08,7.406913482554955e-08
1946,2.9234318077442367e-08,6.821341003160342e-08
1947,5.960435700558264e-09,3.695469885656166e-08
1948,2.5005342907391537e-08,6.414413888933268e-08
1949,3.9268033269479474e-09,4.613993809243766e-08
1950,4.2541445921528975e-09,6.168509969484148e-08
1951,5.330700769690111e-09,8.102665560727473e-08
1952,1.0544803918932644e-09,5.9050901057844385e-08
1953,6.464296653518886e-09,6.141081598798337e-08
1954,2.9317608341017376e-09,5.765796373680132e-08
1955,7.508486277174597e-09,5.5375085850073447e-08
1956,1.2209598665435806e-08,6.01758785023776e-08
1957,8.835037590415595e-09,9.718541349457155e-08
1958,7.445019101215422e-09,8.10679878782139e-08
1959,9.300897163555533e-09,5.813060965920158e-08
1960,8.997083189576927e-09,1.0312041354154644e-07
1961,1.4591134855912458e-08,8.337791257417848e-08
1962,9.512934440181198e-09,1.0781325698872024e-07
1963,8.405868889838075e-09,8.405869067473759e-08
1964,7.909158661334459e-09,9.369311015916537e-08
1965,4.377634699181954e-09,7.770301380105593e-08
1966,6.0929824519107e-09,7.92087675449693e-08
1967,1.0846738618397467e-08,9.3183345484249e-08
1968,1.7516522399230183e-08,1.0105685532835196e-07
1969,5.904285060864822e-09,9.174350878993209e-08
1970,1.1956685419534097e-08,7.265985857429769e-08
1971,4.1107179882260425e-09,7.193756346168811e-08
1972,2.7189777540570503e-08,6.361381821307077e-08
1973,1.4334330167287135e-08,8.104409232601029e-08
1974,7.313243344242437e-09,8.71963621307259e-08
1975,9.709515857991846e-09,6.625317183761581e-08
1976,2.285410749536254e-09,8.284614239073562e-08
1977,6.464460078348111e-09,7.992423434188822e-08
1978,1.3663360221016774e-08,7.544551294813573e-08
1979,7.0223681314374176e-09,9.772795550588853e-08
1980,1.3075846183596695e-08,7.16328969474489e-08
1981,1.2018544159886346e-08,1.3220397931945627e-07
1982,8.690503094932467e-09,9.93200330867694e-08
1983,2.0209011353244932e-08,1.168333483292372e-07
1984,1.739702604197646e-08,1.1829977353272625e-07
1985,1.0828004270990732e-08,1.0045982179462953e-07
1986,2.3378494251602433e-08,1.102985294210157e-07
1987,1.7110287242605438e-08,1.0755037749277108e-07
1988,7.195864681897035e-09,1.1813210676336894e-07
1989,7.683370939481904e-09,1.2458036735552014e-07
1990,1.525622306264296e-08,1.122422119692601e-07
1991,2.8721180100887977e-08,1.1488472040355191e-07
1992,1.3223866057732181e-08,1.135048464107058e-07
1993,1.550978012687665e-08,1.240782410150132e-07
1994,1.2132331528302842e-08,1.1288342705029208e-07
1995,1.6809596992128917e-08,1.3068105886304693e-07
1996,1.6548085346457242e-08,1.0996470223290089e-07
1997,9.58978851883785e-09,1.3473653837081656e-07
1998,1.3827574862901315e-08,1.3684531552371482e-07
1999,1.2339543442596579e-08,1.1699714974611197e-07
2000,1.723032228007071e-08,1.2105405744478048e-07
2001,1.4896120059670892e-08,1.020822324449e-07
2002,1.4896152755738967e-08,1.3143665000825422e-07
2003,2.2084691242429955e-08,1.3542499743834924e-07
2004,1.4976289902657314e-08,1.5901296990250557e-07
2005,1.6663873836364473e-08,1.3736436699218757e-07
2006,1.2353670086895363e-08,1.6512738909568725e-07
2007,1.198343807518043e-08,2.4246489260804083e-07
2008,3.448526086913262e-08,3.312288185952639e-07
2009,2.0980047477081598e-08,3.1374707987197326e-07
2010,1.9839930587295385e-08,3.916024411410035e-07
2011,9.55992973672437e-09,5.334441084414721e-07
2012,9.531907707582832e-09,5.504676892087446e-07
2013,1.1993237514218436e-08,5.268657332635485e-07
2014,1.515811653973742e-08,5.896507104807824e-07
2015,1.3521109745728843e-08,5.758662950938742e-07
2016,1.2013772199281902e-08,5.74796843011427e-07
2017,1.2578056513001812e-08,6.356949597829953e-07
2018,8.776987137082415e-09,6.546599706780398e-07
2019,9.693753355577428e-09,6.640221386078338e-07
