year,fût_VERB au_ADP,fût_VERB faux_ADJ
1909,4.829863655686495e-07,2.2003934230241384e-09
1910,3.9119183270486246e-07,4.275320542035388e-09
1911,3.405039592507819e-07,6.916486494645824e-09
1912,4.157118098646606e-07,1.6670147928721235e-08
1913,4.104514061964437e-07,4.242391771214216e-09
1914,3.8841113791932e-07,1.2723813114234872e-08
1915,4.0290206015924923e-07,3.534228465440492e-09
1916,4.4718970571011596e-07,0.0
1917,3.761483640118968e-07,0.0
1918,3.618208666011924e-07,4.594550517822427e-09
1919,4.751249775836186e-07,5.524709134618888e-09
1920,3.8391215184674365e-07,8.329454459499175e-09
1921,4.142292766573519e-07,3.7863738810983705e-09
1922,4.5374304136203136e-07,4.426761179843197e-09
1923,3.704965934048232e-07,1.1677542488541803e-08
1924,4.215561091314157e-07,1.289162443462999e-09
1925,3.9813403418520465e-07,9.898360353588487e-09
1926,4.068340615503985e-07,2.229227691330493e-09
1927,4.481988469251519e-07,3.0102906833917586e-08
1928,3.6677593584499846e-07,1.2568645679778001e-08
1929,4.244494959948497e-07,2.0052731031228177e-08
1930,4.0753982943897427e-07,1.6805765667982087e-08
1931,3.501444609810278e-07,5.7026783295555106e-09
1932,4.1207857748304377e-07,8.767629289252454e-09
1933,4.0262023048853735e-07,8.02946331646126e-09
1934,3.55852932898415e-07,5.990790086229936e-09
1935,3.8657557865917624e-07,5.98414207075848e-09
1936,3.1524257337878225e-07,2.424942913137329e-09
1937,3.0344594392772706e-07,2.5182236296217297e-09
1938,3.5135730058755144e-07,1.2965214457594243e-09
1939,3.288220966624067e-07,1.070583532936098e-08
1940,3.0682971896567324e-07,0.0
1941,2.8924725370416127e-07,1.4757512545315876e-08
1942,2.912843228841666e-07,1.2136847082899749e-08
1943,4.093561756235431e-07,2.9032352077962287e-09
1944,4.7233837108251464e-07,1.2852744646352221e-08
1945,4.2698678726083017e-07,4.357008087652048e-09
1946,4.092804601896205e-07,1.1136883415474585e-08
1947,4.4584058400687354e-07,1.4305045148432782e-08
1948,3.859520063542732e-07,1.7395020535104777e-08
1949,3.2003447358874837e-07,7.853606653895895e-09
1950,3.1055256499712414e-07,1.1698897850465073e-08
1951,4.296544773296773e-07,6.396841278899501e-09
1952,3.384882063528494e-07,4.2179215675730575e-09
1953,3.5338155157660367e-07,4.3095309543161875e-09
1954,3.615838295445428e-07,1.3681550115052232e-08
1955,3.144178606362402e-07,2.815682353940474e-09
1956,3.0175149845490523e-07,6.104799332717903e-09
1957,2.8890573844364553e-07,8.835037590415595e-09
1958,3.07727447079742e-07,6.617794756635931e-09
1959,2.906530482960079e-07,3.8753737996444215e-09
1960,3.169741660258296e-07,5.536666680683311e-09
1961,3.1475161677008145e-07,6.94815938118154e-09
1962,3.1646362685933127e-07,8.8787386332001e-09
1963,3.233026575344411e-07,7.759263453976928e-09
1964,3.32793064217185e-07,1.7035111099517053e-08
1965,3.184729280292231e-07,7.660860390501512e-09
1966,2.697529453143943e-07,5.539074976468328e-09
1967,3.3575585689504805e-07,9.860671390526932e-09
1968,3.458390267496725e-07,8.982831367632116e-09
1969,2.8749326475008274e-07,7.72098829315837e-09
1970,2.6534644348430447e-07,3.6789800095249348e-09
1971,2.2352028850036731e-07,3.083038491169532e-09
1972,2.631765312344214e-07,2.0520587451500205e-09
1973,2.4423493982794753e-07,4.410563025913916e-09
1974,1.8058085515804123e-07,5.625571675160757e-10
1975,1.9647491455998534e-07,9.709516746170266e-09
1976,1.9083179836343334e-07,6.8562320265641574e-09
1977,1.868816639216675e-07,5.289103821581875e-09
1978,2.1920781989592797e-07,4.752473081737207e-09
1979,2.0891545204904105e-07,1.0533551808578068e-08
1980,1.9556918573471194e-07,5.685150683554241e-10
1981,1.7964561038752436e-07,3.1627747087981106e-09
1982,1.9739857748390932e-07,4.966001831974154e-09
1983,1.9703786335867335e-07,5.68378455412244e-09
1984,1.9948589624618762e-07,2.8995041922996734e-09
1985,1.6482628950598155e-07,2.4062232206745193e-09
1986,2.008152648613759e-07,5.994485352545098e-09
1987,1.9126856898310507e-07,2.4443267410134695e-09
1988,1.960873134976282e-07,4.197587610832443e-09
1989,1.6299722460644261e-07,3.841685636274406e-09
1990,1.7871575153094454e-07,2.179460389939436e-09
1991,1.6529331503534195e-07,3.5168792322792797e-09
1992,1.9339904611115344e-07,2.7549720282848966e-09
1993,1.6229877530804515e-07,2.2156829704300662e-09
1994,1.6985264039703907e-07,3.6924485691258724e-09
1995,1.6592699125794752e-07,4.337960657352369e-09
1996,1.633456179206405e-07,5.871901187504136e-09
1997,1.5919049189960788e-07,5.274384040632185e-09
1998,1.5877870396252547e-07,2.86087753487152e-09
1999,1.6041406070144149e-07,3.1991407301035224e-09
2000,1.497712673881324e-07,3.5344251969604557e-09
2001,1.5903798100680433e-07,2.190605918883648e-09
2002,1.6122895374337531e-07,1.752488598683044e-09
2003,1.625099912416772e-07,5.416999737661854e-09
2004,1.3522709707558533e-07,2.642874807889939e-09
2005,1.463718604099995e-07,4.954124666056714e-09
2006,1.758339038815393e-07,5.7650457740976435e-09
2007,1.5618414295204275e-07,7.988958938831558e-10
2008,1.7838672761172347e-07,2.554463751636149e-09
2009,1.630721868650653e-07,3.814554005998616e-09
2010,1.8942409951705486e-07,5.196172381261022e-09
2011,2.0037613523982145e-07,3.4415748029203996e-09
2012,2.8834020326939935e-07,4.765953853791416e-09
2013,2.886744425723009e-07,7.530637446961919e-09
2014,3.1810390055397875e-07,2.273717392142771e-08
2015,3.7969937238813145e-07,8.422986752520956e-09
2016,3.8278363945210003e-07,6.8354220061905835e-09
2017,2.052738778957064e-07,4.779661555431858e-09
2018,3.1158302249423286e-07,8.002547069452248e-09
2019,3.2601624866401835e-07,2.397928433595098e-08
