year,grand_ADJ enfant_NOUN
1953,2.381015785646312e-07
1954,3.205391909677502e-07
1955,2.1117618143051686e-07
1956,2.8866977541675e-07
1957,2.3412849481374565e-07
1958,3.2758084889117356e-07
1959,2.5732483077689494e-07
1960,2.3876875032691203e-07
1961,2.661145017679445e-07
1962,2.7206994279715957e-07
1963,2.366575446721697e-07
1964,2.4031675094349225e-07
1965,1.7893581949479653e-07
1966,3.03541285884279e-07
1967,3.194857551847008e-07
1968,2.434347365909417e-07
1969,2.207294329537035e-07
1970,1.885477325380691e-07
1971,2.0091134123045862e-07
1972,2.0366683184391832e-07
1973,1.9847534282746437e-07
1974,1.4795254132948799e-07
1975,1.502119277851932e-07
1976,1.8397555967553103e-07
1977,1.680759673661214e-07
1978,1.5683161747048757e-07
1979,1.5156610411182214e-07
1980,1.5691016241881073e-07
1981,2.0494779839896893e-07
1982,1.707063157496691e-07
1983,1.7240812399954564e-07
1984,1.3743650750797087e-07
1985,1.5459984448185082e-07
1986,1.5825442289951752e-07
1987,1.3382689023622163e-07
1988,1.205307284535273e-07
1989,1.6354603715740268e-07
1990,1.411200587497774e-07
1991,1.3246911390041305e-07
1992,1.708082755236262e-07
1993,1.6063701657742513e-07
1994,1.5191788782509263e-07
1995,1.5996230062764738e-07
1996,1.4359468014646382e-07
1997,1.8220598985152492e-07
1998,1.6211639453089788e-07
1999,1.9331950407153187e-07
2000,1.886499392256269e-07
2001,1.8970647452931644e-07
2002,2.251947908149532e-07
2003,3.416876861450646e-07
2004,2.2288244316825967e-07
2005,2.2023335688459156e-07
2006,2.190717462990932e-07
2007,2.3607374277645476e-07
2008,3.3420901512926093e-07
2009,2.436546333584033e-07
2010,2.357172759204218e-07
2011,2.8947467423101614e-07
2012,3.509784542998773e-07
2013,2.5910971634957036e-07
2014,3.001306891903255e-07
2015,2.4227168671231425e-07
2016,2.980658271312109e-07
2017,1.846458759224845e-07
2018,2.3878567545487783e-07
2019,2.6479254300326716e-07
