year,sont_VERB au_ADP,sont_VERB faux_ADJ
1861,1.3483411748893559e-05,3.263446899381961e-07
1862,1.4251987522584386e-05,3.14451853000719e-07
1863,1.3567388123192359e-05,3.980712790507823e-07
1864,1.4009715414431412e-05,4.32963929597463e-07
1865,1.405463717674138e-05,3.86431935339715e-07
1866,1.3823206245433539e-05,3.6005536685479456e-07
1867,1.4240090422390494e-05,2.9359509312598675e-07
1868,1.480332048231503e-05,3.2454971687911893e-07
1869,1.4678881598229054e-05,3.1987050874704437e-07
1870,1.4330535123008303e-05,3.744333980648662e-07
1871,1.4912133337929845e-05,2.6871578029386e-07
1872,1.397116830048617e-05,3.3865100590446673e-07
1873,1.4496306903311051e-05,3.292302324098273e-07
1874,1.4612101949751377e-05,2.5750566123861063e-07
1875,1.4429691873374395e-05,3.7819293652319175e-07
1876,1.6093281374196522e-05,3.869449471949338e-07
1877,1.5947547581163235e-05,3.574823779217695e-07
1878,1.4866424862702843e-05,2.9833097414666554e-07
1879,1.5545178030151874e-05,3.0607719736508443e-07
1880,1.4225156519387383e-05,3.247430129249551e-07
1881,1.530186455056537e-05,2.328817458874255e-07
1882,1.4902072507538833e-05,2.342695495372027e-07
1883,1.4812530025665183e-05,2.3760713929732447e-07
1884,1.5217571672110353e-05,2.6934924335364485e-07
1885,1.594456989550963e-05,2.7651776690618135e-07
1886,1.5239855201798491e-05,2.6136530095755006e-07
1887,1.4706402907904703e-05,2.65727237547253e-07
1888,1.4347542673931457e-05,2.2889618378485466e-07
1889,1.5039460777188651e-05,2.393282159118826e-07
1890,1.4830609870841727e-05,2.5365474698446633e-07
1891,1.4675366401206702e-05,2.0716214521598886e-07
1892,1.4248328625399154e-05,2.664117744188843e-07
1893,1.5296274796128273e-05,2.691228075946128e-07
1894,1.5037993762234692e-05,2.4449971647300117e-07
1895,1.4179855497786775e-05,2.3833713669318968e-07
1896,1.4161125363898464e-05,2.0344749884770863e-07
1897,1.4602909686800558e-05,2.726901868754794e-07
1898,1.4613833627663553e-05,2.3086087708179548e-07
1899,1.4287684280134272e-05,2.3658034820073226e-07
1900,1.4481999642157461e-05,1.8687791225602268e-07
1901,1.441726999473758e-05,2.4199238168876036e-07
1902,1.3569077964348253e-05,2.2194483051407587e-07
1903,1.4200959412846714e-05,2.2032898527868383e-07
1904,1.414010148437228e-05,2.767932016922714e-07
1905,1.3539767678594217e-05,2.312020086492339e-07
1906,1.3674785805051215e-05,2.2737295068964158e-07
1907,1.3434650099952705e-05,2.4119935915223323e-07
1908,1.3903651051805355e-05,2.2150364031858771e-07
1909,1.3729904821957462e-05,2.855010450275586e-07
1910,1.316959060204681e-05,2.9125621381353994e-07
1911,1.3301999388204422e-05,2.5218574251084647e-07
1912,1.2791212611773517e-05,2.61512951738041e-07
1913,1.2983839951630216e-05,2.0416510437826219e-07
1914,1.3315805517777335e-05,2.4376146257054643e-07
1915,1.3739902897214051e-05,2.2736870164408174e-07
1916,1.3262965694593731e-05,2.1865049859570718e-07
1917,1.2694732504314743e-05,2.0068556239039026e-07
1918,1.2065289411111735e-05,2.1134931671440427e-07
1919,1.1622146303125191e-05,2.2559228796126263e-07
1920,1.1408324098738376e-05,2.2792417553318955e-07
1921,1.1484828974062111e-05,2.6580343615023594e-07
1922,1.106468971556751e-05,2.0658220023506146e-07
1923,1.1577752957236953e-05,2.579675424385641e-07
1924,1.1330448614899069e-05,2.0368766229239554e-07
1925,1.1115858796983957e-05,2.1006519546062918e-07
1926,1.0832932275661733e-05,2.2180815051342506e-07
1927,1.1473667655081954e-05,2.7984555117654963e-07
1928,1.0770186236186419e-05,2.7422498760643066e-07
1929,1.112703830585815e-05,2.5845741902230657e-07
1930,1.1364899364707526e-05,2.352807229044629e-07
1931,1.1225151865801308e-05,1.9617213808942324e-07
1932,1.0714043128245976e-05,2.6412482156956685e-07
1933,1.055989196174778e-05,2.0303072290062119e-07
1934,1.0120840670424514e-05,2.33640818692038e-07
1935,1.0465068044140935e-05,2.7527053703124693e-07
1936,1.0887993994401768e-05,2.3521945990978566e-07
1937,1.0208878848061431e-05,1.825712132585977e-07
1938,1.060295198840322e-05,2.1522255622130615e-07
1939,1.0753246897365898e-05,1.6517574863428308e-07
1940,1.028259976010304e-05,2.10469977446337e-07
1941,1.061065177054843e-05,2.2726570136910595e-07
1942,1.0926196409855038e-05,2.8825010645050497e-07
1943,1.0919067790382542e-05,2.1193616817072325e-07
1944,1.0420362741569988e-05,2.4420214117526484e-07
1945,9.968834092433099e-06,1.9606535772709321e-07
1946,9.701617273094598e-06,2.227376683094917e-07
1947,9.959887393051758e-06,2.5749082510628796e-07
1948,1.0815354471560568e-05,2.337455953238532e-07
1949,1.1221822205698118e-05,2.3168139762219653e-07
1950,9.883441634883638e-06,2.371685638991039e-07
1951,1.0411925359221641e-05,2.6227047555948957e-07
1952,9.988038073061034e-06,1.8875199714329938e-07
1953,1.025991605274612e-05,2.219408372639009e-07
1954,9.80869481281843e-06,2.247683283940205e-07
1955,9.979717106034514e-06,2.0366769604152068e-07
1956,9.745003808347974e-06,2.2762179696655949e-07
1957,9.791871889319737e-06,2.191089407688196e-07
1958,9.778618732525501e-06,2.663662428403768e-07
1959,9.554346434015315e-06,2.5422451699341764e-07
1960,9.550750291964505e-06,2.1523791815525328e-07
1961,9.978946764022112e-06,2.0010698165151553e-07
1962,9.797688107937574e-06,1.9850322985348612e-07
1963,9.983586096495856e-06,2.2113901820830506e-07
1964,1.023445111059118e-05,2.470091260420304e-07
1965,1.0312613085261546e-05,2.752437922026729e-07
1966,1.0634469617798459e-05,2.2599425619773683e-07
1967,1.0044079317594878e-05,2.5489833888059366e-07
1968,1.0479371667315718e-05,2.5421414306947554e-07
1969,1.1042830010410398e-05,2.2118361187040136e-07
1970,1.0043615475296974e-05,2.33155361684112e-07
1971,1.016066744341515e-05,2.2249261633078277e-07
1972,1.0141787242901046e-05,2.323956493910373e-07
1973,1.0086406291520689e-05,2.06193817575695e-07
1974,1.0019142791861668e-05,2.2221007611733512e-07
1975,9.722652976051904e-06,1.981883599455614e-07
1976,9.843263796938118e-06,1.9654532934509916e-07
1977,1.0096311598317698e-05,2.2625610540671914e-07
1978,1.004435216600541e-05,1.92475155813554e-07
1979,9.82604888122296e-06,1.977966945787557e-07
1980,9.979145033867098e-06,1.7794521056657686e-07
1981,1.0189827662543394e-05,1.8154327108277357e-07
1982,1.0477642717887647e-05,1.8932881573618943e-07
1983,9.902415513352025e-06,2.191414694152627e-07
1984,1.0173200280405581e-05,2.0064570094291412e-07
1985,1.0083879715239163e-05,1.8106830168562738e-07
1986,1.0252967513224576e-05,2.2239541408453078e-07
1987,1.0129289876203984e-05,1.6499205912623438e-07
1988,1.006581533147255e-05,2.1647559833581909e-07
1989,1.0219432624580804e-05,2.1897606927723245e-07
1990,1.034807792166248e-05,1.9506170190197736e-07
1991,1.0323212336516008e-05,2.022205478624528e-07
1992,1.0521238436922431e-05,1.8513412669562967e-07
1993,1.0554405889706686e-05,1.8667128642846365e-07
1994,1.075768523151055e-05,1.8092998743668431e-07
1995,1.08167050711927e-05,1.984617057360083e-07
1996,1.0925473361567128e-05,1.6601467223154032e-07
1997,1.1358146366546862e-05,1.6878028930022992e-07
1998,1.1370080756023526e-05,2.0121505883707869e-07
1999,1.1538387298060115e-05,1.992607678857894e-07
2000,1.189820068248082e-05,1.833483054269891e-07
2001,1.1769687262130901e-05,2.1073628886369988e-07
2002,1.1616371011768933e-05,1.8795439871155395e-07
2003,1.1829060895252042e-05,2.0334583439307607e-07
2004,1.1485934010124765e-05,1.9248938087912393e-07
2005,1.209932361234678e-05,1.941116067882831e-07
2006,1.2040710316796321e-05,2.1742458500284556e-07
2007,1.1842433195852209e-05,1.8734108664375526e-07
2008,1.1974048902629875e-05,1.9499073289352964e-07
2009,1.1568588888621889e-05,2.1075410927551275e-07
2010,1.111602978198789e-05,2.0926403010435024e-07
2011,1.123597667174181e-05,3.0630016567556595e-07
2012,1.0675055818865076e-05,2.1038282227436866e-07
2013,9.740740097186062e-06,2.0025917990551534e-07
2014,9.390885679749772e-06,2.5314054141745146e-07
2015,9.525289897283074e-06,2.416067275134992e-07
2016,9.699049769551493e-06,2.5104640144490986e-07
2017,9.870001122180838e-06,2.0451919624520087e-07
2018,9.190795935865026e-06,2.3362274248484027e-07
2019,9.128964848059695e-06,2.4770091044956644e-07
