year,soient_VERB aux_ADP,soient_VERB faux_ADJ
1877,6.246663986075873e-08,1.5462040536817767e-08
1878,1.0508014192112114e-07,2.4156355138416075e-08
1879,7.575563010231434e-08,1.710611030603104e-08
1880,4.2357783947011285e-08,2.3746030919369332e-08
1881,7.181682759593855e-08,9.761510710859511e-09
1882,4.725323421439498e-08,8.652000893505374e-09
1883,5.497824728806222e-08,1.0110942305630033e-08
1884,2.970763723908476e-08,7.922036360241691e-09
1885,8.057044498244181e-08,1.6114089618213256e-08
1886,6.19532518619792e-08,1.4842966855610484e-08
1887,6.33305690111996e-08,5.223139698529167e-09
1888,5.389522517162959e-08,1.6485598663962264e-08
1889,5.450668838502537e-08,8.14467782106476e-09
1890,3.277193122430688e-08,2.0974036729626278e-08
1891,3.314594465564369e-08,7.0116419337296065e-09
1892,5.7043461065831025e-08,1.56712811616444e-08
1893,6.096832561031107e-08,1.3548516086814288e-08
1894,4.2220313245522334e-08,2.2685540557176864e-08
1895,5.657497581523785e-08,7.22233739480771e-09
1896,5.89702899844724e-08,1.533227589334274e-08
1897,4.777905004971217e-08,6.409385022720926e-09
1898,5.092519517191363e-08,1.3014216371232123e-08
1899,7.24112787509057e-08,1.1055156790007459e-08
1900,5.346784814896921e-08,1.142031713641245e-08
1901,4.750428006516927e-08,1.956058603980182e-08
1902,4.861181041038165e-08,1.2275709337927765e-08
1903,5.7242334206009104e-08,1.296052865029651e-08
1904,6.288311116264822e-08,1.6123875568041512e-08
1905,7.379885635927508e-08,1.1353670004154992e-08
1906,6.94464927231131e-08,1.0802787109298606e-08
1907,4.937129771676041e-08,1.491424583832668e-08
1908,7.17062815791536e-08,1.276961114626829e-08
1909,6.87622933592813e-08,9.351672325408344e-09
1910,6.519863571252671e-08,1.1757131268552712e-08
1911,6.278041275731283e-08,6.916486494645824e-09
1912,5.2094211611120045e-08,1.0939784189645252e-08
1913,6.045408362798099e-08,8.484783542428431e-09
1914,5.424362337080879e-08,2.209925398233281e-08
1915,5.5369582252495775e-08,4.005459075528961e-08
1916,9.339342454950383e-08,5.493730803607377e-09
1917,5.3735480953776005e-08,5.483212106582869e-09
1918,8.040463228553563e-08,1.6080926812378493e-08
1919,7.826671422073161e-08,1.4732557396257562e-08
1920,5.6791737534922504e-08,1.8930579770426448e-08
1921,5.75528811830317e-08,6.058197943303867e-09
1922,3.6889676535700744e-08,1.475587119159627e-08
1923,7.006525892805371e-08,1.5923921736771263e-08
1924,4.898817340670547e-08,1.2891624656674594e-08
1925,4.729216551702109e-08,1.0998178368026856e-08
1926,5.350146603522177e-08,2.6750733184144337e-08
1927,3.7907366134959375e-08,1.4493992672726108e-08
1928,4.227635086451187e-08,1.82816659588525e-08
1929,5.7930112706827686e-08,1.3368487650211591e-08
1930,4.8316575629314684e-08,2.6259009189288918e-08
1931,3.307553431142196e-08,9.124285327288817e-09
1932,4.383814555808385e-08,1.3151444377967891e-08
1933,3.097078660196928e-08,8.02946331646126e-09
1934,4.67281626725935e-08,2.036868629318178e-08
1935,7.659701850570855e-08,1.795242710045386e-08
1936,4.607391712596609e-08,1.33371855781661e-08
1937,4.0291578073947676e-08,2.1404900962807005e-08
1938,4.926781471681352e-08,2.074434313215079e-08
1939,6.882323067003426e-08,1.988226472349197e-08
1940,5.325144059042941e-08,1.7750480196809804e-08
1941,6.198155233505531e-08,2.6563522936839945e-08
1942,4.551317789314169e-08,1.2136847082899749e-08
1943,5.2258233296242906e-08,2.9032352077962287e-09
1944,6.105053529381621e-08,0.0
1945,4.357008265287732e-08,1.089252066321933e-08
1946,5.4292305762260185e-08,1.8097434661967782e-08
1947,4.41072234291795e-08,9.536696765621855e-09
1948,5.435943961629164e-08,1.195907639583993e-08
1949,5.3011844247663475e-08,1.570721330779179e-08
1950,4.679559073572648e-08,1.914365022059883e-08
1951,3.944718685033877e-08,9.595261474260042e-09
1952,5.1669539757881466e-08,7.381362632230548e-09
1953,5.925604895651304e-08,1.723812381726475e-08
1954,5.570345606997762e-08,1.6613311615287785e-08
1955,5.255940394022218e-08,7.508486277174597e-09
1956,3.9245135585730395e-08,1.1337483840634377e-08
1957,3.975766915687018e-08,2.9155623693100097e-08
1958,4.467011632813822e-08,1.9026160202884057e-08
1959,4.5729413145068065e-08,2.325224279786653e-08
1960,3.0451666577224756e-08,1.9378333604436193e-08
1961,4.3773405122848885e-08,6.94815938118154e-09
1962,4.946725840060395e-08,1.5220695814832652e-08
1963,3.427008365974871e-08,1.0992290633282664e-08
1964,5.77976990712159e-08,2.3727476872181796e-08
1965,4.213473420167091e-08,2.7907420374617686e-08
1966,6.314545242247505e-08,2.0494576702390077e-08
1967,4.240088535834019e-08,1.2818872185960117e-08
1968,4.850729085070782e-08,1.392338955241712e-08
1969,5.268438882377602e-08,1.407944960618579e-08
1970,4.552737709051513e-08,1.7935027685211935e-08
1971,3.751030075438422e-08,1.284599360218408e-08
1972,4.873639625202486e-08,1.7955514408640738e-08
1973,4.6310912438229934e-08,1.1026407342740185e-08
1974,4.7817358961310674e-08,1.800182936051442e-08
1975,3.4268879289811593e-08,1.2565256390928425e-08
1976,4.9707683302813166e-08,6.8562320265641574e-09
1977,5.6417106375494797e-08,9.402850942308305e-09
1978,4.6930672681355645e-08,9.504946163474415e-09
1979,4.9156575698816596e-08,1.462993370893173e-08
1980,3.354238842234736e-08,1.819248218737357e-08
1981,5.186950741142837e-08,1.707898356073656e-08
1982,4.221101690404794e-08,2.3588508923921836e-08
1983,3.410270821291306e-08,1.0736036948344463e-08
1984,4.349256244040589e-08,2.0296528902008504e-08
1985,3.368712597762169e-08,1.0828004270990732e-08
1986,2.937297871596911e-08,1.558566253834215e-08
1987,3.727598363312268e-08,1.649920555735207e-08
1988,3.657897806874644e-08,1.0793796967334401e-08
1989,5.3783597353529444e-08,1.6464365870660913e-08
1990,3.0512445514663256e-08,1.1442167213715493e-08
1991,2.5790447111262438e-08,9.96449056600568e-09
1992,4.0773585396891576e-08,2.0937788391961476e-08
1993,3.877445209354846e-08,1.1632335983335906e-08
1994,4.747434090290881e-08,1.160483886764041e-08
1995,3.3619194539369346e-08,1.7351842629409475e-08
1996,3.79004558848095e-08,9.074756945892659e-09
1997,3.883864607701071e-08,1.3905194329311144e-08
1998,4.5297227302398824e-08,1.1920323395031573e-08
1999,4.5702012840820316e-08,1.3253583119876566e-08
2000,3.269343196166119e-08,1.502130686503733e-08
2001,4.687896648647438e-08,1.796296800193886e-08
2002,4.4250338504525644e-08,1.2267419968736704e-08
2003,4.208592163656988e-08,7.500461585152607e-09
2004,3.920264185497402e-08,1.4535810777260849e-08
2005,4.323599556155244e-08,1.216012357474483e-08
2006,4.9002888857785365e-08,8.64756888319107e-09
2007,3.7148659259855776e-08,1.677681460421354e-08
2008,3.9594187484226495e-08,1.2346575317678798e-08
2009,4.100645667470815e-08,1.1443662017995848e-08
2010,3.070465481869178e-08,1.6533276081531767e-08
2011,3.976930784688193e-08,1.3383901986685487e-08
2012,2.893614839405423e-08,1.2595735121578855e-08
2013,3.0122549399269616e-08,1.4503449996539075e-08
2014,3.746220303413317e-08,9.527958866328845e-09
2015,3.56868632422902e-08,1.5959342292148904e-08
2016,3.645558566134355e-08,1.864206033985738e-08
2017,3.2954506679061524e-08,1.2578056818313144e-08
2018,3.4591653985671655e-08,1.652138692520566e-08
2019,3.418323757387043e-08,1.4795729086358733e-08
