year,est_VERB aux_ADP,est_VERB faux_ADJ
1883,3.648154461188824e-06,1.6815761227917392e-06
1884,3.0618671189586166e-06,1.5626217191311298e-06
1885,3.2408656807092484e-06,1.7480564338256954e-06
1886,3.388068535059574e-06,1.4636456171501777e-06
1887,3.2651153105689446e-06,1.63745426107198e-06
1888,3.2514672057004645e-06,1.666947582634748e-06
1889,3.5786461012321524e-06,1.6671529010636732e-06
1890,3.429910520935664e-06,1.840471668401733e-06
1891,3.3400913252989994e-06,1.5374619124486344e-06
1892,3.2213883969234303e-06,1.5395465879919357e-06
1893,3.3877449823194183e-06,1.7619229311094387e-06
1894,3.5943980947195087e-06,1.5961799135766341e-06
1895,3.545565732565592e-06,1.7315553577645915e-06
1896,3.22744404002151e-06,1.753186666064721e-06
1897,2.975702500407351e-06,1.7008177337629604e-06
1898,3.221301540179411e-06,1.7207057680934668e-06
1899,3.184990646332153e-06,1.7052578868970159e-06
1900,3.207551799278008e-06,1.5910577531030867e-06
1901,3.1805514026927995e-06,1.7146251138910884e-06
1902,2.986925665027229e-06,1.5246431530613336e-06
1903,3.3616370274103247e-06,1.7140299632956157e-06
1904,3.131794073851779e-06,1.623674279471743e-06
1905,3.177995495207142e-06,1.7396919247403275e-06
1906,2.9393870590865845e-06,1.7845176216724212e-06
1907,3.257991238569957e-06,1.7279953681281768e-06
1908,3.281790213804925e-06,1.8402975001663435e-06
1909,3.1944211968948366e-06,1.9176429759681923e-06
1910,3.1097613373276545e-06,1.8020475636149058e-06
1911,2.9788775464112405e-06,1.7541273109600297e-06
1912,3.142843752357294e-06,1.7435933159504202e-06
1913,3.0874005005898653e-06,1.7897590396387386e-06
1914,3.2767165976110846e-06,1.6159242477442604e-06
1915,3.5907762594433734e-06,1.5915809399302816e-06
1916,3.45116177413729e-06,1.5854907360335346e-06
1917,3.7790298392792465e-06,1.754627874106518e-06
1918,3.8088824112492148e-06,1.582822619639046e-06
1919,3.213539002899779e-06,1.631630766496528e-06
1920,3.3090652777900686e-06,1.6757348930696025e-06
1921,3.2161458420887357e-06,1.4660838587587932e-06
1922,3.274327809776878e-06,1.5449396641997737e-06
1923,3.14019735014881e-06,1.830189489737677e-06
1924,3.385340505701606e-06,1.595983121660538e-06
1925,3.1245822356140707e-06,1.60683384820004e-06
1926,3.060729568460374e-06,1.7354537931169034e-06
1927,3.1139784368861e-06,1.7905655340655358e-06
1928,2.7239682367508067e-06,1.6293535054501262e-06
1929,3.133796326437732e-06,1.5730254290247103e-06
1930,3.0040305318834726e-06,1.771957954588288e-06
1931,3.0714625154359965e-06,1.7073818980861688e-06
1932,2.972226411657175e-06,1.5387189478133223e-06
1933,2.9250188617879758e-06,1.3810677046421915e-06
1934,3.2062707759905607e-06,1.719356760077062e-06
1935,2.8843564905400854e-06,1.6588041944487486e-06
1936,2.6468251235201024e-06,1.7835454855230637e-06
1937,2.6151751626457553e-06,1.5776671489220462e-06
1938,2.8536437639559153e-06,1.892921318358276e-06
1939,2.759046765277162e-06,1.6028164964154712e-06
1940,2.6752509256766643e-06,1.3262144875625381e-06
1941,3.282070792920422e-06,1.6823564692458604e-06
1942,2.891603799071163e-06,1.8660402929526754e-06
1943,3.1413005672220606e-06,1.6838764622661984e-06
1944,3.081445584030007e-06,1.6547908217035001e-06
1945,3.269934495619964e-06,1.7014116338032181e-06
1946,3.1044062325236155e-06,1.9935021100536687e-06
1947,3.1983697681425838e-06,2.0706552277260926e-06
1948,2.986507524838089e-06,1.8330002831135062e-06
1949,2.7899936867470387e-06,1.7012874877764261e-06
1950,2.955566969831125e-06,2.0302904886193573e-06
1951,2.983060312544694e-06,1.909457068904885e-06
1952,2.6425277610542253e-06,1.6481528746226104e-06
1953,2.8626059247471858e-06,1.7981517430598615e-06
1954,2.835012764990097e-06,1.8548273601481924e-06
1955,2.793156909319805e-06,1.8771215763990767e-06
1956,2.878848817999824e-06,1.902080953186669e-06
1957,2.718541054491652e-06,1.8182507801611791e-06
1958,2.5734948394529056e-06,1.734689476506901e-06
1959,2.884053174057044e-06,1.7919728634296916e-06
1960,2.8126266897743335e-06,1.7267478824578575e-06
1961,2.9758966775261797e-06,1.8322296000405913e-06
1962,2.8716378892568173e-06,2.063672582153231e-06
1963,2.8411836865416262e-06,1.7581198790139752e-06
1964,2.7797650545835495e-06,2.2942645045986865e-06
1965,2.7797980237664888e-06,2.1111143269081367e-06
1966,2.7429498459241586e-06,2.0151153421466006e-06
1967,2.7945141027885256e-06,2.391212774455198e-06
1968,2.9930795335531e-06,2.12668533094984e-06
1969,2.6755494673125213e-06,2.0383408809721004e-06
1970,2.7486578346724855e-06,2.0915001641697017e-06
1971,2.7598332508205203e-06,2.020931788138114e-06
1972,2.831327947205864e-06,1.8837898778656381e-06
1973,2.800156153170974e-06,2.138020363418036e-06
1974,2.5461338282184443e-06,1.8288733372173738e-06
1975,2.550747012719512e-06,1.9607512058428256e-06
1976,2.665360398168559e-06,1.8106167090081726e-06
1977,2.615755647639162e-06,1.7935938103619264e-06
1978,2.7748501452151686e-06,1.821979367377935e-06
1979,2.783783656923333e-06,1.9007209175470052e-06
1980,2.6811171665030997e-06,1.9136216451443033e-06
1981,2.735167527134763e-06,1.6927170918279444e-06
1982,2.685986146389041e-06,1.9472934127406916e-06
1983,2.815999323502183e-06,1.896489379760169e-06
1984,2.7046576178690884e-06,1.7721770291245775e-06
1985,2.749110080912942e-06,1.6115679954964435e-06
1986,2.8665629088209243e-06,1.7192184031955549e-06
1987,2.887971959353308e-06,1.8650213178261765e-06
1988,2.8993338219152065e-06,1.5657002450097934e-06
1989,2.8291269700275734e-06,1.723819195831311e-06
1990,2.9755083232885227e-06,1.6700115565981832e-06
1991,3.0632018024334684e-06,1.7848161633082782e-06
1992,2.905393557739444e-06,1.681635012573679e-06
1993,2.9867405828554183e-06,1.7365415487802238e-06
1994,3.0114556466287468e-06,1.6563269582547946e-06
1995,3.0175938263710123e-06,1.5562434327875962e-06
1996,3.171360503984033e-06,1.5747372117402847e-06
1997,3.095104375461233e-06,1.5453945252374979e-06
1998,3.2680757158232154e-06,1.6459582639072323e-06
1999,3.0556363981304457e-06,1.631561758586031e-06
2000,3.135035058221547e-06,1.6894551890800358e-06
2001,3.0449421046796488e-06,1.648211878091388e-06
2002,3.076931761825108e-06,1.6587304116910673e-06
2003,3.0226858598325634e-06,1.7855264786703628e-06
2004,3.074544338232954e-06,1.5822009800103842e-06
2005,3.08596918330295e-06,1.6578302393099875e-06
2006,3.144832589896396e-06,1.665686454543902e-06
2007,3.1628287615603767e-06,1.5778193755977554e-06
2008,3.28972373608849e-06,1.574826910655247e-06
2009,3.2566754271101672e-06,1.587808128533652e-06
2010,3.270281922596041e-06,1.6401008906541392e-06
2011,3.497787247397355e-06,1.5529150232396205e-06
2012,3.2942953112069517e-06,1.4638286529589095e-06
2013,3.132187430310296e-06,1.5552161585219437e-06
2014,3.3648852877377067e-06,1.6647942402414628e-06
2015,3.197853402525652e-06,1.5360867564595537e-06
2016,3.276031520726974e-06,1.677164050306601e-06
2017,3.4398469779262086e-06,1.48496542351495e-06
2018,3.172106289639487e-06,1.4969925814511953e-06
2019,3.2004693366616266e-06,1.5729390270280419e-06
