year,tout_DET air_NOUN,tout_DET fer_NOUN
1899,9.949641111006713e-09,1.1055156790007459e-08
1900,1.1939422339679595e-08,8.824790675987515e-09
1901,2.2913829500481597e-08,7.265360424391076e-09
1902,3.83002145554201e-08,8.838510923148135e-09
1903,2.7001100910695186e-08,9.180374016537485e-09
1904,2.20359632763234e-08,6.987012746151322e-09
1905,1.341797323251015e-08,8.257214578755168e-09
1906,1.3374879426208963e-08,8.230695236477459e-09
1907,1.337139288182243e-08,6.685696163355459e-09
1908,2.062783477363439e-08,4.4202501658929805e-09
1909,1.3752459171456621e-08,6.601180213561264e-09
1910,3.046165797382372e-08,1.0153886620400954e-08
1911,9.576673454247953e-09,5.3203743632934675e-09
1912,1.7712032729377825e-08,9.897900277167082e-09
1913,2.8636144122629048e-08,4.7726907426159926e-09
1914,1.674185973188358e-08,5.357394972094198e-09
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,1.4283700444650549e-08
1917,1.0966424213165737e-08,1.8642921539857582e-08
1918,1.9526840588923733e-08,5.743188147278033e-09
1919,3.867296449744373e-08,1.8415696745321952e-09
1920,4.240449769099541e-08,7.572231730534895e-09
1921,1.741731914250977e-08,9.84457149133533e-09
1922,1.0329110011753073e-08,8.11572919978687e-09
1923,2.44166811214086e-08,4.246379248229459e-09
1924,1.5469949654622894e-08,9.02413699321869e-09
1925,2.3096174084358267e-08,4.399271169575059e-09
1926,1.5604593173179637e-08,1.1146138456652466e-08
1927,3.34476758512281e-08,1.3379069629948503e-08
1928,1.7139061725401916e-08,1.371124969118398e-08
1929,3.342121956961819e-08,4.4561625500705304e-09
1930,2.520864939015155e-08,6.302162347537887e-09
1931,7.983749661377715e-09,0.0
1932,2.301502632917618e-08,2.1919073223131136e-09
1933,9.176529758292418e-09,1.1470662641954732e-08
1934,1.9170528275935794e-08,1.1981580172459871e-09
1935,1.795242710045386e-08,4.787313656606784e-09
1936,1.2124715009775855e-08,2.424942913137329e-09
1937,2.2664012888640173e-08,3.777335333410292e-09
1938,7.779128452511941e-09,5.186085783037697e-09
1939,1.8352860564618823e-08,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,3.541802984230458e-08,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.322588166236983e-08,8.709705845433291e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,3.0499055725385915e-08,1.742803235060819e-08
1946,4.1763311919851276e-08,9.744772988540262e-09
1947,2.6225916327504706e-08,1.4305044926388177e-08
1948,1.195907639583993e-08,7.610321262063735e-09
1949,1.5707213085747185e-08,1.9634016079628225e-08
1950,2.0207187478860078e-08,1.1698897850465073e-08
1951,3.1984203729962246e-08,1.1727541604500402e-08
1952,1.4762725264461096e-08,8.435843135146115e-09
1953,1.508335856215126e-08,3.232148326759443e-09
1954,1.8567819282111486e-08,6.840775057526116e-09
1955,2.3464020060259827e-08,4.6928039232341234e-09
1956,1.0465370126055973e-08,0.0
1957,1.8553580005686854e-08,4.417518795207798e-09
1958,4.9633461784992505e-09,7.445019267748876e-09
1959,2.8677767716089875e-08,3.875373910666724e-09
1960,7.61291657491725e-09,5.536666736194462e-09
1961,3.265634918037108e-08,3.47407969059077e-09
1962,1.5220695481765745e-08,3.8051738426858606e-09
1963,2.0691370394843034e-08,1.939815863494232e-09
1964,1.0342745992986124e-08,4.258777774879263e-09
1965,2.517140029745235e-08,4.924839203113152e-09
1966,2.1602390987141007e-08,1.0524241922382771e-08
1967,2.3665610304757223e-08,1.1339771677221222e-08
1968,2.290622025391542e-08,5.838840522187638e-09
1969,2.089208669953102e-08,5.904285033109247e-09
1970,2.1614008027803777e-08,1.977451802304131e-08
1971,4.162101840954335e-08,1.284599360218408e-08
1972,3.5398013853438215e-08,1.1799337507056862e-08
1973,3.528450381873327e-08,1.268036875501366e-08
1974,2.644018703978901e-08,8.438357568252286e-09
1975,3.426888195434685e-08,7.996072248772634e-09
1976,4.513686113760684e-08,7.998937456843436e-09
1977,4.466354291965402e-08,7.05213826224238e-09
1978,2.1386128867817433e-08,3.5643548113029055e-09
1979,1.872631405497316e-08,8.192762912528906e-09
1980,2.785723873799384e-08,2.2740603289328476e-09
1981,1.4548763582755697e-08,1.8976649140967083e-09
1982,1.1794254461960918e-08,1.2415004579935385e-09
1983,1.0736036948344463e-08,6.946847541655643e-09
1984,1.0438215014563212e-08,1.1018116474748041e-08
1985,1.2632671464452017e-08,3.6093347199894765e-09
1986,2.577628693822831e-08,1.1988970927134801e-09
1987,2.0165696001939182e-08,6.110816852533674e-10
1988,9.594486038988492e-09,5.396898483667201e-09
1989,1.3720305114262032e-08,1.6464366536794728e-09
1990,1.3076762006569709e-08,2.179460389939436e-09
1991,1.934283488935762e-08,5.861465202094962e-10
1992,1.046889380740268e-08,6.060938417817852e-09
1993,1.3294098266669607e-08,2.7696036575264316e-09
1994,1.0549853324270941e-08,1.2132331583813993e-08
1995,1.030265628365612e-08,7.591431483433553e-09
1996,1.3345230698291743e-08,5.871901187504136e-09
1997,1.102825741838842e-08,2.876936688878118e-09
1998,8.105819682135973e-09,3.814503379828693e-09
1999,1.782378400427831e-08,2.7421207526856506e-09
2000,1.899753554468475e-08,3.5344251969604557e-09
2001,1.358175633070502e-08,3.066848275334877e-09
2002,1.6210519815373914e-08,2.1906108038649563e-09
2003,1.6250998768896352e-08,2.500153695184082e-09
2004,1.805964400247717e-08,3.52383291990499e-09
2005,1.306087415997581e-08,2.7022496462691947e-09
2006,1.1118302722934459e-08,2.0589449589714093e-09
2007,1.1184542181297275e-08,3.595031605740928e-09
2008,1.1920830711442676e-08,4.6831836186811415e-09
2009,1.7165493915172192e-08,7.15228898329201e-09
2010,2.172944801870358e-08,5.196172381261022e-09
2011,1.453109355065152e-08,3.059177577924288e-09
2012,2.2468068627823357e-08,1.7021263842842416e-09
2013,2.2870825233667347e-08,5.578250084070646e-10
2014,1.818974029732523e-08,8.661780737106994e-10
2015,3.2361999857677404e-08,1.994917855907552e-09
2016,2.1127668059506277e-08,3.314143987021012e-09
2017,1.660303478034919e-08,2.0124890642847504e-09
2018,2.349134664569874e-08,2.323319980845895e-09
2019,3.061185260833099e-08,1.785691428057845e-09
