year,fût_VERB aux_ADP,fût_VERB faux_ADJ
1853,1.1227231766497425e-07,6.569124799682413e-09
1854,8.416976271519161e-08,1.454786069388092e-08
1855,7.90733594158155e-08,1.4859423913549108e-08
1856,9.733116002053066e-08,5.694908100650764e-09
1857,1.1715621894836659e-07,1.3668225662399891e-08
1858,1.0276719564217274e-07,6.361778659424999e-09
1859,7.638259802433822e-08,1.5276519604867644e-08
1860,1.0069804545764782e-07,5.034902272882391e-09
1861,1.202570700797878e-07,4.715963619617014e-09
1862,8.855253241790706e-08,1.581295272501393e-08
1863,1.1737358818209032e-07,1.5982786649715308e-08
1864,1.0164823294189773e-07,1.582260189536555e-08
1865,1.0402126093822517e-07,2.023943146411966e-08
1866,9.390632982331226e-08,1.1677471434268227e-08
1867,8.880645196995829e-08,1.261730986357179e-08
1868,8.200191103924226e-08,8.89177353968762e-09
1869,1.0939082528693689e-07,9.278686263769487e-09
1870,1.0607990219568819e-07,3.4404292748035914e-09
1871,8.603153389685758e-08,2.1242354542039266e-09
1872,8.768641635015229e-08,1.69325495846806e-08
1873,8.79942660958477e-08,1.0176207432266438e-08
1874,1.1650487863335002e-07,1.5533982988813477e-08
1875,1.1671915700617319e-07,3.432916173551348e-09
1876,8.827181829929032e-08,9.069021977836655e-09
1877,7.236234722540758e-08,4.9478527941460015e-09
1878,8.454723854356416e-08,6.6429977074733415e-09
1879,8.797428563411813e-08,1.0385853066452455e-08
1880,7.765594034481182e-08,1.3477476912271413e-08
1881,6.83305714233029e-08,6.2752567586699115e-09
1882,7.653692790654532e-08,7.320923423037584e-09
1883,8.657494277031219e-08,1.2638677659992936e-08
1884,8.252121119767253e-08,1.9805090900604227e-09
1885,9.732909944659696e-08,0.0
1886,8.195899425800235e-08,2.5813855497602844e-09
1887,1.0380990289604597e-07,7.834709769838355e-09
1888,6.657645457153194e-08,7.60873763994141e-09
1889,6.891650627949275e-08,3.759081934617825e-09
1890,7.996351314432104e-08,3.2771931834929546e-09
1891,1.0517462811776568e-07,7.0116419337296065e-09
1892,6.143142172732041e-08,8.775916882086676e-09
1893,7.390099909798664e-08,8.005941687372342e-09
1894,5.419323656496999e-08,5.041231432301174e-09
1895,9.44922504686474e-08,1.023164486468886e-08
1896,9.258335609274582e-08,2.948514543632541e-09
1897,7.807796009728918e-08,1.7480140668268973e-09
1898,8.827033326497258e-08,8.487532454637403e-09
1899,9.175779780434823e-08,9.949641111006713e-09
1900,6.852189926576102e-08,4.15284251431558e-09
1901,1.0339167033635022e-07,1.8442838367604963e-08
1902,7.218117303864346e-08,3.928227076954727e-09
1903,8.046328048294527e-08,3.2401321625741275e-09
1904,8.1694302878077e-08,3.7622376325430196e-09
1905,1.0166695574298501e-07,5.160758931310738e-09
1906,9.053764671307363e-08,2.572092316910357e-09
1907,9.411403567582965e-08,3.599990305858114e-09
1908,7.17062818011982e-08,1.4734167219643268e-09
1909,6.931239227014885e-08,2.2003934230241384e-09
1910,8.497199388557419e-08,4.275320542035388e-09
1911,8.991432309812808e-08,6.916486494645824e-09
1912,9.42905273859651e-08,1.6670147928721235e-08
1913,9.174172532766534e-08,4.242391771214216e-09
1914,6.830678245250965e-08,1.2723813114234872e-08
1915,5.419150639340842e-08,3.534228465440492e-09
1916,4.9443578120644815e-08,0.0
1917,7.457168749169796e-08,0.0
1918,1.1716103642811504e-07,4.594550517822427e-09
1919,5.340552178267899e-08,5.524709134618888e-09
1920,1.0373957337606043e-07,8.329454459499175e-09
1921,7.875657104250422e-08,3.7863738810983705e-09
1922,6.418803621954794e-08,4.426761179843197e-09
1923,8.068120394000289e-08,1.1677542488541803e-08
1924,6.703644572780831e-08,1.289162443462999e-09
1925,7.6987248576188e-08,9.898360353588487e-09
1926,8.471064916193427e-08,2.229227691330493e-09
1927,6.801027296887696e-08,3.0102906833917586e-08
1928,7.426926629250374e-08,1.2568645679778001e-08
1929,5.681607362362229e-08,2.0052731031228177e-08
1930,7.982738736700412e-08,1.6805765667982087e-08
1931,4.790249619190945e-08,5.7026783295555106e-09
1932,8.000461804158476e-08,8.767629289252454e-09
1933,9.405943046658649e-08,8.02946331646126e-09
1934,7.188948103475923e-08,5.990790086229936e-09
1935,6.462873614054843e-08,5.98414207075848e-09
1936,6.30485175179274e-08,2.424942913137329e-09
1937,5.9178255185088346e-08,2.5182236296217297e-09
1938,7.90878047496335e-08,1.2965214457594243e-09
1939,8.564668263488784e-08,1.070583532936098e-08
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,1.4757512545315876e-08
1942,8.799214157306778e-08,1.2136847082899749e-08
1943,6.67744117777147e-08,2.9032352077962287e-09
1944,1.0603514510876266e-07,1.2852744646352221e-08
1945,6.535512397931598e-08,4.357008087652048e-09
1946,7.65660743695662e-08,1.1136883415474585e-08
1947,6.198852986472048e-08,1.4305045148432782e-08
1948,6.958008214041911e-08,1.7395020535104777e-08
1949,5.890204946013e-08,7.853606653895895e-09
1950,6.593923984610228e-08,1.1698897850465073e-08
1951,6.610068936652169e-08,6.396841278899501e-09
1952,4.5342655852209646e-08,4.2179215675730575e-09
1953,7.757155628951296e-08,4.3095309543161875e-09
1954,5.863521579385633e-08,1.3681550115052232e-08
1955,5.0682281482750113e-08,2.815682353940474e-09
1956,6.802490304380626e-08,6.104799332717903e-09
1957,2.9155623693100097e-08,8.835037590415595e-09
1958,3.887954491688106e-08,6.617794756635931e-09
1959,5.503030919840057e-08,3.8753737996444215e-09
1960,5.1214165353030694e-08,5.536666680683311e-09
1961,6.322824930293791e-08,6.94815938118154e-09
1962,4.8198867119708666e-08,8.8787386332001e-09
1963,4.6555584276575246e-08,7.759263453976928e-09
1964,7.239922439339352e-08,1.7035111099517053e-08
1965,4.54179591713455e-08,7.660860390501512e-09
1966,6.5361085432869e-08,5.539074976468328e-09
1967,4.831728972476412e-08,9.860671390526932e-09
1968,6.422724396770718e-08,8.982831367632116e-09
1969,7.175977145834622e-08,7.72098829315837e-09
1970,5.3805081279278966e-08,3.6789800095249348e-09
1971,4.1107178105903586e-08,3.083038491169532e-09
1972,3.078088184338412e-08,2.0520587451500205e-09
1973,2.811733956775697e-08,4.410563025913916e-09
1974,4.6692246513657665e-08,5.625571675160757e-10
1975,4.112265727940212e-08,9.709516746170266e-09
1976,4.285145038807059e-08,6.8562320265641574e-09
1977,3.408533544302372e-08,5.289103821581875e-09
1978,3.861384456627093e-08,4.752473081737207e-09
1979,5.500854882711792e-08,1.0533551808578068e-08
1980,2.8425754194927322e-08,5.685150683554241e-10
1981,2.84649726012276e-08,3.1627747087981106e-09
1982,2.7933760193832313e-08,4.966001831974154e-09
1983,3.157657957331139e-08,5.68378455412244e-09
1984,3.2474446243213606e-08,2.8995041922996734e-09
1985,2.7671566371623157e-08,2.4062232206745193e-09
1986,4.136195030923773e-08,5.994485352545098e-09
1987,2.8720839040374813e-08,2.4443267410134695e-09
1988,3.897759981441595e-08,4.197587610832443e-09
1989,3.6221607047082216e-08,3.841685636274406e-09
1990,1.6345952147389653e-08,2.179460389939436e-09
1991,2.6376593353916178e-08,3.5168792322792797e-09
1992,3.581463658974826e-08,2.7549720282848966e-09
1993,2.1602909683338112e-08,2.2156829704300662e-09
1994,3.586950114708998e-08,3.6924485691258724e-09
1995,2.8196744494835002e-08,4.337960657352369e-09
1996,1.975094043871195e-08,5.871901187504136e-09
1997,2.013855748828064e-08,5.274384040632185e-09
1998,2.193339376788117e-08,2.86087753487152e-09
1999,2.6050146928469076e-08,3.1991407301035224e-09
2000,1.5463109903635086e-08,3.5344251969604557e-09
2001,2.190605918883648e-08,2.190605918883648e-09
2002,2.9354184860608257e-08,1.752488598683044e-09
2003,2.5834921757450502e-08,5.416999737661854e-09
2004,1.761916479381398e-08,2.642874807889939e-09
2005,2.612174831995162e-08,4.954124666056714e-09
2006,2.800165077587735e-08,5.7650457740976435e-09
2007,2.7961355897332396e-08,7.988958938831558e-10
2008,2.6396126173722223e-08,2.554463751636149e-09
2009,2.9085974517784052e-08,3.814554005998616e-09
2010,2.3618964561933353e-08,5.196172381261022e-09
2011,2.982698177333987e-08,3.4415748029203996e-09
2012,3.676592896795228e-08,4.765953853791416e-09
2013,4.8530775842436924e-08,7.530637446961919e-09
2014,5.500230670918427e-08,2.273717392142771e-08
2015,6.05125052288713e-08,8.422986752520956e-09
2016,5.302630512460382e-08,6.8354220061905835e-09
2017,2.616235761365715e-08,4.779661555431858e-09
2018,3.949644167278166e-08,8.002547069452248e-09
2019,3.90301124753023e-08,2.397928433595098e-08
