year,est_VERB au_ADP,est_VERB faux_ADJ
1926,2.1547715732594952e-05,1.7354537931169034e-06
1927,2.212786603195127e-05,1.7905655340655358e-06
1928,2.069713082164526e-05,1.6293535054501262e-06
1929,2.0828103515668772e-05,1.5730254290247103e-06
1930,2.1387437300290912e-05,1.771957954588288e-06
1931,2.0631148800021037e-05,1.7073818980861688e-06
1932,2.0263087208149955e-05,1.5387189478133223e-06
1933,2.20408783206949e-05,1.3810677046421915e-06
1934,2.0534032955765724e-05,1.719356760077062e-06
1935,2.0449009753065184e-05,1.6588041944487486e-06
1936,2.022523585765157e-05,1.7835454855230637e-06
1937,1.9305962268845178e-05,1.5776671489220462e-06
1938,1.9976801922894083e-05,1.892921318358276e-06
1939,2.0322733689681627e-05,1.6028164964154712e-06
1940,2.0060579117853194e-05,1.3262144875625381e-06
1941,2.0203035091981292e-05,1.6823564692458604e-06
1942,2.1633930373354815e-05,1.8660402929526754e-06
1943,2.1904908862779848e-05,1.6838764622661984e-06
1944,2.2366988559952006e-05,1.6547908217035001e-06
1945,2.1246949472697452e-05,1.7014116338032181e-06
1946,2.214151572843548e-05,1.9935021100536687e-06
1947,2.2588857973460108e-05,2.0706552277260926e-06
1948,2.1965563064441085e-05,1.8330002831135062e-06
1949,2.0522455088212155e-05,1.7012874877764261e-06
1950,2.192479769291822e-05,2.0302904886193573e-06
1951,2.2476368030766025e-05,1.909457068904885e-06
1952,2.093670809699688e-05,1.6481528746226104e-06
1953,2.072992174362298e-05,1.7981517430598615e-06
1954,2.1004112568334676e-05,1.8548273601481924e-06
1955,2.1101661332068034e-05,1.8771215763990767e-06
1956,2.0750212570419535e-05,1.902080953186669e-06
1957,2.0171273718005978e-05,1.8182507801611791e-06
1958,2.022646185650956e-05,1.734689476506901e-06
1959,2.0478250007727183e-05,1.7919728634296916e-06
1960,2.1282254238030873e-05,1.7267478824578575e-06
1961,2.0979272449039854e-05,1.8322296000405913e-06
1962,2.138000309059862e-05,2.063672582153231e-06
1963,2.2244516003411263e-05,1.7581198790139752e-06
1964,2.1655885575455613e-05,2.2942645045986865e-06
1965,2.1783656848128885e-05,2.1111143269081367e-06
1966,2.186992969654966e-05,2.0151153421466006e-06
1967,2.1960700905765407e-05,2.391212774455198e-06
1968,2.2082494979258627e-05,2.12668533094984e-06
1969,2.0616855181287974e-05,2.0383408809721004e-06
1970,2.1222196664894e-05,2.0915001641697017e-06
1971,2.108746957674157e-05,2.020931788138114e-06
1972,2.1162881239433773e-05,1.8837898778656381e-06
1973,2.1627747628372163e-05,2.138020363418036e-06
1974,1.9812137907138094e-05,1.8288733372173738e-06
1975,2.0248338842066005e-05,1.9607512058428256e-06
1976,2.06269742193399e-05,1.8106167090081726e-06
1977,2.047353336820379e-05,1.7935938103619264e-06
1978,2.1273852325975895e-05,1.821979367377935e-06
1979,2.119760392815806e-05,1.9007209175470052e-06
1980,2.1346035282476805e-05,1.9136216451443033e-06
1981,2.1271558580338024e-05,1.6927170918279444e-06
1982,2.287278402945958e-05,1.9472934127406916e-06
1983,2.1768893930129707e-05,1.896489379760169e-06
1984,2.2505952074425295e-05,1.7721770291245775e-06
1985,2.2276213712757453e-05,1.6115679954964435e-06
1986,2.260640394524671e-05,1.7192184031955549e-06
1987,2.2167600036482327e-05,1.8650213178261765e-06
1988,2.2438503947341815e-05,1.5657002450097934e-06
1989,2.220329588453751e-05,1.723819195831311e-06
1990,2.3036896891426295e-05,1.6700115565981832e-06
1991,2.3473996407119557e-05,1.7848161633082782e-06
1992,2.3232129024108872e-05,1.681635012573679e-06
1993,2.349731767026242e-05,1.7365415487802238e-06
1994,2.3925484128994867e-05,1.6563269582547946e-06
1995,2.389619839959778e-05,1.5562434327875962e-06
1996,2.495504668331705e-05,1.5747372117402847e-06
1997,2.5251832994399592e-05,1.5453945252374979e-06
1998,2.5739314878592268e-05,1.6459582639072323e-06
1999,2.518226574466098e-05,1.631561758586031e-06
2000,2.6413201339892112e-05,1.6894551890800358e-06
2001,2.5941155399777927e-05,1.648211878091388e-06
2002,2.658656558196526e-05,1.6587304116910673e-06
2003,2.6679974325816147e-05,1.7855264786703628e-06
2004,2.6406723918626085e-05,1.5822009800103842e-06
2005,2.6724799681687728e-05,1.6578302393099875e-06
2006,2.6857702323468402e-05,1.665686454543902e-06
2007,2.7359787054592744e-05,1.5778193755977554e-06
2008,2.7552872779779136e-05,1.574826910655247e-06
2009,2.6909770895144902e-05,1.587808128533652e-06
2010,2.6273737603332847e-05,1.6401008906541392e-06
2011,2.6125759177375585e-05,1.5529150232396205e-06
2012,2.591657539596781e-05,1.4638286529589095e-06
2013,2.4409864636254497e-05,1.5552161585219437e-06
2014,2.5013274353113957e-05,1.6647942402414628e-06
2015,2.4888817279133946e-05,1.5360867564595537e-06
2016,2.5371637093485333e-05,1.677164050306601e-06
2017,2.6419704227009788e-05,1.48496542351495e-06
2018,2.495942680980079e-05,1.4969925814511953e-06
2019,2.4888202460715547e-05,1.5729390270280419e-06
