year,petit_ADJ air_NOUN,petit_ADJ fer_NOUN
2005,4.3055845821982075e-07,3.017512228975505e-08
2006,4.513207443324063e-07,2.2648394715218956e-08
2007,5.752050356022664e-07,3.035804430062683e-08
2008,7.322796022890543e-07,2.0435710179622646e-08
2009,6.565800845237391e-07,1.8595951445377068e-08
2010,9.334215178569139e-07,2.6925620177919996e-08
2011,1.2106695521652e-06,3.518054286777428e-08
2012,1.2772756008416764e-06,3.676592896795228e-08
2013,1.3507732319339993e-06,5.32722872481628e-08
2014,1.340627136414696e-06,6.041592226502246e-08
2015,1.4882086816214724e-06,4.8986316253385453e-08
2016,1.5145637917157728e-06,4.2876739714259315e-08
2017,1.3669831560036982e-06,2.364674736576866e-08
2018,1.495701781095704e-06,4.052902835560701e-08
2019,1.5211539903248195e-06,4.209129933485656e-08
