year,seraient_VERB aux_ADP,seraient_VERB faux_ADJ
1842,7.44617452141938e-08,1.0062397137744483e-08
1843,5.729703644874462e-08,5.906910960362666e-09
1844,2.7442807137845193e-08,8.232841963717874e-09
1845,5.412821124650691e-08,4.464182357111213e-09
1846,3.922516000898213e-08,5.269050973311096e-09
1847,4.368511241636952e-08,3.235934187273415e-09
1848,4.827133182061516e-08,3.218088684420195e-09
1849,8.295620546050486e-08,4.1897072478036534e-09
1850,2.851378333446064e-08,4.752297222410107e-09
1851,6.44943867200709e-08,1.0319102017319892e-08
1852,4.362065553209504e-08,5.859490670445666e-09
1853,5.5538965426649156e-08,2.388772735173461e-09
1854,2.338049043260071e-08,7.79349651480743e-09
1855,5.3600064831016425e-08,9.021793090369101e-09
1856,4.659470320689252e-08,4.659470143053568e-09
1857,3.758761835115365e-08,9.274867096564776e-09
1858,2.9851424443450014e-08,8.31924928945682e-09
1859,3.6154432336843456e-08,1.018434669930457e-09
1860,4.439868561689764e-08,1.1442959468865865e-08
1861,4.385846352761291e-08,1.3676294763342867e-08
1862,3.7499287230957634e-08,3.162590411776023e-09
1863,2.7470415275843152e-08,2.9967726078439227e-09
1864,2.7809422320501653e-08,4.794728170054441e-09
1865,4.89511826629041e-08,2.8241067262513297e-09
1866,4.281739407474561e-08,9.731225825149181e-10
1867,4.901339423213358e-08,1.552899675516528e-08
1868,2.766329387782207e-08,1.975949626142892e-09
1869,4.785848872757015e-08,9.767038733343725e-09
1870,3.383088653663435e-08,9.17447806614291e-09
1871,3.611200227737754e-08,1.0621177271019633e-09
1872,4.051717183983783e-08,1.0885210954825197e-08
1873,4.42964314117944e-08,4.190203295451056e-09
1874,2.8678122987457755e-08,4.182226565063729e-09
1875,2.8607635371713513e-08,7.437985338754061e-09
1876,2.478866001354163e-08,3.627608879952504e-09
1877,5.318941731502491e-08,1.9172929910382663e-08
1878,4.7708802242141246e-08,1.8117265465633636e-09
1879,3.29903571127943e-08,1.2829582729523281e-08
1880,4.428314070992201e-08,1.2193908105473383e-08
1881,6.205532088188193e-08,3.4862537301449947e-09
1882,6.455723422504889e-08,1.5972924316542958e-08
1883,4.802697617378726e-08,3.159669414998234e-09
1884,3.1688145440966764e-08,5.281357573494461e-09
1885,4.640857653726016e-08,5.156508553483263e-09
1886,2.8395241713496944e-08,1.936039106809062e-09
1887,3.7867764035581786e-08,5.223139698529167e-09
1888,5.199304098368884e-08,9.510921827882157e-09
1889,3.132568338060082e-08,2.5060546970934183e-09
1890,3.2771932723107966e-08,4.5880703680722945e-09
1891,4.079500826037474e-08,6.3742202627281586e-09
1892,3.322311670217459e-08,2.5074049503359674e-09
1893,6.404753349897874e-08,6.774258043407144e-09
1894,4.663139208105349e-08,4.411077725308132e-09
1895,4.634333095054899e-08,7.824199066419624e-09
1896,5.248355705589347e-08,2.358811590497112e-09
1897,3.437761009195128e-08,1.7480140668268973e-09
1898,3.168678830434146e-08,1.3580051749784161e-08
1899,2.9296165493519766e-08,2.266307141951529e-08
1900,3.322274011452464e-08,1.661137005726232e-08
1901,3.7444550571308355e-08,3.912117296778206e-09
1902,2.6024505217492333e-08,8.347482705062248e-09
1903,4.1581696308412575e-08,1.0800440541913758e-08
1904,4.568431322127253e-08,9.13686282189019e-09
1905,2.7352022868853965e-08,8.257214467732865e-09
1906,2.1605574218597212e-08,4.629765903985117e-09
1907,3.445705232252294e-08,3.599990305858114e-09
1908,4.469363901193901e-08,9.331639461152008e-09
1909,3.300590023513905e-08,7.151278680339601e-09
1910,5.076943310200477e-08,5.34415089958884e-09
1911,4.256299490634774e-08,1.3300935464144459e-08
1912,2.7609932118366487e-08,1.3544495303108306e-08
1913,4.295421618394357e-08,1.6969567084856862e-08
1914,3.147469485043075e-08,4.68772043404897e-09
1915,8.010918151057922e-08,0.0
1916,2.197492321442951e-08,3.2962386153911893e-09
1917,4.8252267959014716e-08,4.386569774084137e-09
1918,4.5945505178224266e-08,1.1486376294556067e-09
1919,5.800944435918609e-08,8.287063479883727e-09
1920,4.619061400035207e-08,1.514446346106979e-09
1921,2.196096815509918e-08,7.572747762196741e-09
1922,4.426761179843197e-08,1.1804696775641332e-08
1923,3.715581797791856e-08,6.369568872344189e-09
1924,2.4494086758863887e-08,5.156649773851996e-09
1925,3.079489729884699e-08,4.399271169575059e-09
1926,2.6750733184144337e-08,2.229227691330493e-09
1927,2.6758140592164636e-08,3.3447675740205796e-09
1928,2.0566874425753667e-08,1.1426041224282812e-09
1929,3.342121956961819e-08,1.4482528065684619e-08
1930,1.8906487042613662e-08,9.453243521306831e-09
1931,4.334035708097872e-08,6.843213995466613e-09
1932,4.164623845781534e-08,8.767629289252454e-09
1933,3.4411986149507356e-08,3.4411986593596566e-09
1934,3.1152108448395666e-08,1.1981580172459871e-08
1935,3.231436807027421e-08,9.574627313213568e-09
1936,2.182448710641438e-08,9.699771652549316e-09
1937,4.280980192561401e-08,7.554670666820584e-09
1938,4.537825049055755e-08,1.2965214457594243e-09
1939,2.9058696782158222e-08,9.176430282309411e-09
1940,2.5357829613881222e-08,1.2678914806940611e-08
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,4.064529335323641e-08,8.709705845433291e-09
1944,3.534504600111177e-08,9.639558484764166e-09
1945,3.267756198965799e-08,2.178504043826024e-09
1946,3.6194869323935563e-08,6.960552134671616e-09
1947,2.9802176726434482e-08,2.3841741914054637e-09
1948,3.261566305923225e-08,1.0871888278529696e-08
1949,3.043272656100271e-08,0.0
1950,2.0207187034770868e-08,4.2541445921528975e-09
1951,2.3455083209000804e-08,3.1984206394497505e-09
1952,2.2144087452602434e-08,7.381362632230548e-09
1953,2.5857186614075545e-08,1.2928593307037772e-08
1954,4.9839933069506515e-08,1.172704333640695e-08
1955,2.3464020060259827e-08,2.815682353940474e-09
1956,1.3953826538681824e-08,6.104799332717903e-09
1957,2.9155623693100097e-08,3.534015080575159e-09
1958,3.3088973339090444e-08,4.1361216673863055e-09
1959,1.4726420971555854e-08,6.200598257066758e-09
1960,2.7683332959327345e-08,2.076250060767393e-09
1961,2.431855783413539e-08,5.55852741612739e-09
1962,3.4880759613997725e-08,5.0735651235811474e-09
1963,2.9743844720542256e-08,6.466053470433053e-09
1964,2.1902286206909594e-08,7.909158661334459e-09
1965,2.0793764932136583e-08,7.660860390501512e-09
1966,2.658755882123387e-08,3.8773522170743036e-09
1967,2.267954357648705e-08,7.395503320850594e-09
1968,2.4253646202510026e-08,6.287982134978165e-09
1969,3.633406109315729e-08,8.175163657142548e-09
1970,3.49503110896876e-08,6.898087434592526e-09
1971,2.928886644326667e-08,7.193756701440179e-09
1972,2.8215808356435446e-08,3.0780880067027283e-09
1973,2.866866033457427e-08,7.1671650836435674e-09
1974,2.2502286256553816e-08,6.1881286761433785e-09
1975,3.826691852282238e-08,7.996072248772634e-09
1976,3.028169359708954e-08,3.9994687561772935e-09
1977,2.3507126911681553e-08,1.1753563677885381e-09
1978,3.683166482915112e-08,6.534650598410963e-09
1979,1.6970723493159312e-08,9.948355028654987e-09
1980,1.8760998088396263e-08,2.8425752862659692e-09
1981,2.4037088763861902e-08,4.427884725544118e-09
1982,1.4898005495922462e-08,3.1037510339615437e-09
1983,3.410270821291306e-08,8.841442245000053e-09
1984,1.9136727757995686e-08,4.639206796497319e-09
1985,2.1656008541981464e-08,4.812446441349039e-09
1986,2.2179596825822046e-08,1.2588419195935785e-08
1987,1.8943532964499354e-08,6.110816741511371e-09
1988,2.878345739532051e-08,5.396898483667201e-09
1989,3.457516939420202e-08,5.488121956886971e-09
1990,2.179460345530515e-08,3.814055737905164e-09
1991,2.4032006606944378e-08,2.9307325455363298e-09
1992,2.1488782309120324e-08,4.4079553340736766e-09
1993,2.1048988330107932e-08,1.1078414630105726e-08
1994,2.479215588380157e-08,2.637463358823311e-09
1995,3.3619194539369346e-08,4.337960657352369e-09
1996,2.882569738460461e-08,3.2028553142993132e-09
1997,2.2536003285722472e-08,1.102825741838842e-08
1998,2.3363833534517653e-08,2.86087753487152e-09
1999,2.559312584082818e-08,6.8553016596695215e-09
2000,2.8275401575683645e-08,1.7672125984802278e-09
2001,2.6287271026603776e-08,4.381211837767296e-09
2002,2.6725450297249154e-08,7.448076377869484e-09
2003,3.2918691772465536e-08,1.6667691671301554e-09
2004,2.334539317416784e-08,9.250062049659391e-09
2005,2.1617998058331978e-08,7.205999352777326e-09
2006,2.8825230202755847e-08,4.529678854225949e-09
2007,2.75619083112133e-08,4.7933754743212376e-09
2008,2.3841662866175284e-08,8.51487946817997e-09
2009,2.0026408975581944e-08,5.245011536203492e-09
2010,2.8342757474320024e-08,7.085689368580006e-09
2011,2.370862617340208e-08,3.059177577924288e-09
2012,2.655317032917992e-08,1.7021263287730903e-09
2013,3.3190588055731496e-08,5.020424964641279e-09
2014,3.659602398897732e-08,3.897801192920269e-09
2015,2.5933932334964993e-08,6.206410940734486e-09
2016,3.5212782023563705e-08,4.349814286541687e-09
2017,2.968421419780043e-08,3.773417134311785e-09
2018,3.020316086121966e-08,2.581466596041082e-09
2019,3.698932360407525e-08,2.806086474294034e-09
