year,tout_DET acteur_NOUN,tout_DET facteur_NOUN
1863,1.048870368336452e-08,9.489779628779615e-09
1864,1.72610201687462e-08,9.109982990196386e-09
1865,4.23615986733239e-09,8.943004115025133e-09
1866,9.731225603104576e-09,2.1895258051074507e-08
1867,6.308654931785895e-09,5.82337378318698e-09
1868,2.4699371437009177e-09,1.3831647383000245e-08
1869,1.8069021279210062e-08,2.0510779741300667e-08
1870,5.160643912205387e-09,2.408300536771435e-08
1871,5.310588635509816e-09,5.310588635509816e-09
1872,9.07100861091692e-09,1.2094678814023041e-08
1873,1.3169209889252187e-08,1.4366410450161737e-08
1874,3.5847653734322193e-09,1.1949218281515073e-09
1875,8.58229043387837e-09,9.154443425529735e-09
1876,1.874264654588842e-08,1.51150369998021e-08
1877,6.184816214727107e-09,2.659470887955706e-08
1878,1.5701630107223252e-08,1.9325083755461492e-08
1879,3.360128963958431e-08,5.498392852132383e-08
1880,1.1808836752891239e-07,1.9895324276930637e-08
1881,9.064259565150223e-09,1.533951698995395e-08
1882,1.0648616211028639e-08,1.6638462385643038e-08
1883,5.0554711528150165e-09,1.516641390253426e-08
1884,1.2543224237049344e-08,2.706695756415911e-08
1885,3.093905132089958e-08,1.8692343228821073e-08
1886,1.8069698626277386e-08,1.4197620856748472e-08
1887,1.0446279175013728e-08,1.8933881573701683e-08
1888,1.5217475501927424e-08,7.60873763994141e-09
1889,6.891650361495749e-09,2.5687061366852504e-08
1890,4.12926355330967e-08,2.949473998370422e-08
1891,1.466070642663908e-08,4.908149386917415e-08
1892,1.56712811616444e-08,1.0656470816883257e-08
1893,1.0469308309168923e-08,2.3401982796045218e-08
1894,6.301539290376468e-09,2.5206157383550476e-08
1895,2.4074457982692365e-09,3.189865616093357e-08
1896,1.179405795248556e-09,2.8305739085965342e-08
1897,9.905412934330116e-09,2.56375398688391e-08
1898,6.7900258748920805e-09,2.093591255913907e-08
1899,4.9748205555033564e-09,1.9346524382513053e-08
1900,1.6092264853995175e-08,3.3741843985524156e-08
1901,8.941982321264419e-09,3.241468649051171e-08
1902,7.856454153909453e-09,2.7497589760727692e-08
1903,7.020286352243943e-09,2.2680925582108102e-08
1904,1.3436562973367927e-08,3.2247751136083025e-08
1905,4.6446830825885854e-09,2.838417501038748e-08
1906,1.5432553568395235e-09,3.137952564458146e-08
1907,1.0285686413702422e-08,3.445705143434452e-08
1908,6.875944702500192e-09,4.4202501658929805e-08
1909,9.901770070541716e-09,5.170924666231258e-08
1910,1.3894791983659616e-08,4.3287621487309025e-08
1911,1.2236860968961594e-08,5.3735779825814234e-08
1912,1.6670147928721235e-08,5.261515445553755e-08
1913,7.9544844044932e-09,5.356019472380069e-08
1914,4.687720656093575e-09,5.156492588476169e-08
1915,9.424609315189514e-09,6.243803962746597e-08
1916,3.2962386153911893e-09,2.8567401333390308e-08
1917,1.2063067211798284e-08,4.6058981073571204e-08
1918,2.2972752589112133e-09,8.844509835626013e-08
1919,3.6831394045755417e-09,4.511845563826e-08
1920,1.1358347151713133e-08,6.284952291935042e-08
1921,1.060184651180407e-08,7.118382328030748e-08
1922,2.2871599725249325e-08,5.90234856545635e-08
1923,1.1677542932631013e-08,6.794206619531451e-08
1924,1.933743642990038e-08,9.024137348490058e-08
1925,6.598906754362588e-09,6.598906931998272e-08
1926,1.4489980104670508e-08,7.24498985249511e-08
1927,8.919379901328739e-09,6.020581322374596e-08
1928,5.713020612141406e-09,7.541187008186512e-08
1929,1.3368487206122381e-08,8.132496631674258e-08
1930,1.4705044848462023e-08,7.457558748313886e-08
1931,4.5621426636444085e-09,9.694553337880052e-08
1932,3.287861094491973e-09,8.548438312772078e-08
1933,5.735331098932761e-09,6.194157720074145e-08
1934,1.4377896206951846e-08,9.585264137967897e-08
1935,8.377798899061872e-09,7.65970211702438e-08
1936,1.091224310911798e-08,1.2852197794899212e-07
1937,1.2591118148108649e-09,1.1080183859313308e-07
1938,1.037217134403079e-08,1.4650692392592646e-07
1939,1.2235240376412548e-08,1.4223467648122323e-07
1940,0.0,1.4707540518799078e-07
1941,2.9515025978810172e-09,7.083606590185809e-08
1942,6.068423541449874e-09,1.6991586093695332e-07
1943,2.322588166236983e-08,1.306455850169641e-07
1944,9.639558484764166e-09,1.25314262078291e-07
1945,3.267756198965799e-08,1.0674670214427806e-07
1946,1.2528993842408909e-08,1.4617160104535287e-07
1947,1.3112957830685446e-08,1.406662750724763e-07
1948,1.1959077061973744e-08,1.5438080502860885e-07
1949,1.668891336237266e-08,1.2173090091494032e-07
1950,2.4461330738745346e-08,1.3932323295051674e-07
1951,1.0661401650402524e-08,1.1301085667270172e-07
1952,1.4762725708550306e-08,1.2337420507435581e-07
1953,2.0470272144024193e-08,1.2820854422557204e-07
1954,1.6613311615287785e-08,1.3290649469865912e-07
1955,2.7218263198847126e-08,1.6143244963018333e-07
1956,3.488456590261535e-08,1.5174786049954037e-07
1957,2.738861626383482e-08,1.4842864004549483e-07
1958,1.9026159758794847e-08,1.5469094805098393e-07
1959,1.550149542062229e-08,1.6354077914115805e-07
1960,1.176541686298549e-08,1.3218791394820073e-07
1961,1.459113407875634e-08,1.354891061566832e-07
1962,1.0781325887609938e-08,1.1035004021664463e-07
1963,2.392439624188114e-08,1.616513305435774e-07
1964,1.886030154274465e-08,1.1559539725425338e-07
1965,1.8057743300659013e-08,1.0232720892844327e-07
1966,2.2710206604159566e-08,1.273987182415226e-07
1967,1.6763141319486863e-08,1.2227232115691322e-07
1968,1.7067379731727783e-08,1.2845449504084172e-07
1969,1.6804503566447693e-08,1.3080262384335128e-07
1970,2.6212733317265702e-08,9.979233528412124e-08
1971,2.6719666479380066e-08,1.1715546044399616e-07
1972,2.3598675014113724e-08,1.133762421723361e-07
1973,3.197658271503201e-08,1.1853388137694765e-07
1974,3.1503200936811027e-08,1.0913608861073953e-07
1975,2.3988216302228693e-08,1.1023156787359767e-07
1976,2.6853576695629044e-08,9.198778228025617e-08
1977,2.7620874920586402e-08,1.2047402808690322e-07
1978,1.663365545301332e-08,8.435639653470162e-08
1979,3.3941444765872575e-08,9.246117826933187e-08
1980,3.2973873853592295e-08,7.333844687096303e-08
1981,4.554395660605337e-08,9.994368443955182e-08
1982,3.972801287943639e-08,9.807853729171256e-08
1983,5.620631160496714e-08,8.778289206645695e-08
1984,5.683028359015907e-08,9.394393618578079e-08
1985,7.158514137017846e-08,8.481936752957608e-08
1986,5.934540681096223e-08,7.61299636664603e-08
1987,7.821845837696628e-08,1.0449497001019381e-07
1988,6.176450551009793e-08,7.555657699498397e-08
1989,6.25645943941322e-08,7.299202819943673e-08
1990,7.628111120538961e-08,6.810813868440846e-08
1991,5.4511628100328835e-08,8.030207032660996e-08
1992,9.532203426587671e-08,7.493524201152013e-08
1993,8.142634655428083e-08,8.530379602689209e-08
1994,9.442118820146561e-08,7.437646543095866e-08
1995,9.489288999020573e-08,7.75410491371531e-08
1996,9.18151847884019e-08,8.220662195412842e-08
1997,1.1939287514195485e-07,8.199269885267313e-08
1998,1.2683223715725944e-07,7.676687729940568e-08
1999,1.2019628847781405e-07,7.266620105639277e-08
2000,1.4491143929262762e-07,7.378112787392865e-08
2001,1.323125946584014e-07,7.097563337055135e-08
2002,1.0865429000972426e-07,7.930010736956206e-08
2003,1.2959130479828218e-07,7.208776953149254e-08
2004,1.3170325718903086e-07,6.783378880825808e-08
2005,1.423184921023335e-07,8.467049283922279e-08
2006,1.6183307849360062e-07,7.494559906007225e-08
2007,1.5139077724768413e-07,7.829179526908092e-08
2008,1.5709952805309513e-07,8.514879645815654e-08
2009,1.249266450287223e-07,6.866196944343983e-08
2010,1.591918188381669e-07,7.747020891457623e-08
2011,1.3498621065366478e-07,8.833375364503127e-08
2012,1.2425522388781474e-07,6.33190992971322e-08
2013,1.2355823919563136e-07,5.4109024816284546e-08
2014,1.1498513696750479e-07,4.720670521152215e-08
2015,1.0373573111621681e-07,4.211493198624794e-08
2016,9.6317315012584e-08,3.728412067971476e-08
2017,1.0590723764636323e-07,4.175914902759814e-08
2018,8.983504251602881e-08,4.543381493249399e-08
2019,7.550923708521395e-08,3.6224024446696035e-08
