year,seraient_VERB au_ADP,seraient_VERB faux_ADJ
2000,2.014622424439949e-07,1.7672125984802278e-09
2001,1.7349599090721313e-07,4.381211837767296e-09
2002,2.0723177840409335e-07,7.448076377869484e-09
2003,2.4418167754447495e-07,1.6667691671301554e-09
2004,1.9160842157361913e-07,9.250062049659391e-09
2005,2.112258528086386e-07,7.205999352777326e-09
2006,2.1948353889911232e-07,4.529678854225949e-09
2007,1.9173501186742214e-07,4.7933754743212376e-09
2008,2.1116900938977778e-07,8.51487946817997e-09
2009,2.136150243359225e-07,5.245011536203492e-09
2010,1.8753458164155745e-07,7.085689368580006e-09
2011,2.0955366153430077e-07,3.059177577924288e-09
2012,2.0697856939477788e-07,1.7021263287730903e-09
2013,2.1253133297705062e-07,5.020424964641279e-09
2014,2.3040337282509427e-07,3.897801192920269e-09
2015,2.132345571226324e-07,6.206410940734486e-09
2016,2.162478978107174e-07,4.349814286541687e-09
2017,2.399893332949432e-07,3.773417134311785e-09
2018,2.2768536211970059e-07,2.581466596041082e-09
2019,1.9515056237651152e-07,2.806086474294034e-09
