year,tout_ADV au_ADP,tout_ADV faux_ADJ
1853,1.4272917248092654e-07,7.64407253051047e-08
1854,1.5431123578935058e-07,8.78067263343496e-08
1855,1.0189319255005103e-07,4.404757802944914e-08
1856,1.0613238021761617e-07,5.953767556743372e-08
1857,1.2399032733867443e-07,6.492406745550738e-08
1858,1.1940569866197848e-07,4.795802421853068e-08
1859,1.3392415709745364e-07,4.9903297716369366e-08
1860,2.0002293688037298e-07,6.17919835299574e-08
1861,1.924113153251028e-07,7.309743621508602e-08
1862,1.838820384847395e-07,6.776979710743092e-08
1863,9.98924178929883e-08,4.7948361725502764e-08
1864,1.4432130512886943e-07,5.9454626111232756e-08
1865,1.4544149440354204e-07,5.3658024690150796e-08
1866,1.3818340960369824e-07,5.40083029409999e-08
1867,1.5723109747511899e-07,5.580733386523207e-08
1868,1.9710097376446356e-07,4.5940829807022965e-08
1869,1.294132605522691e-07,5.030024752272766e-08
1870,1.0550649687246505e-07,8.027668307875047e-08
1871,1.6356613574686207e-07,7.859670847487621e-08
1872,1.6811603664734776e-07,6.71254651862796e-08
1873,1.747913245253585e-07,3.531742809315119e-08
1874,1.4279315152521121e-07,3.644511747946666e-08
1875,1.5619769122565685e-07,5.89317288302027e-08
1876,1.2031569696091537e-07,1.8138044621807126e-08
1877,1.4781710078182186e-07,3.216104316194901e-08
1878,1.2621695155701218e-07,4.2877529971008244e-08
1879,1.4845659901396857e-07,6.598071289332097e-08
1880,1.3990904790261993e-07,4.10742171386147e-08
1881,1.4502815126604673e-07,5.159655686037823e-08
1882,1.8834740522777338e-07,2.9283694580328756e-08
1883,1.516641301435584e-07,3.159669503816076e-08
1884,1.6438225358683667e-07,3.300848661069722e-08
1885,1.418039881073696e-07,5.092052135502456e-08
1886,1.271332354946253e-07,2.774989527054572e-08
1887,1.9195037914698787e-07,6.071899805171199e-08
1888,1.6485598841597948e-07,3.1069011585671547e-08
1889,1.773033648788669e-07,4.636201111907212e-08
1890,1.3764211992395303e-07,3.342736931699619e-08
1891,1.5234385664086858e-07,2.677172439291553e-08
1892,1.410415251257291e-07,4.576013878931917e-08
1893,1.410277423730122e-07,3.325545006038766e-08
1894,1.4997664088411966e-07,3.654892832827272e-08
1895,1.6190073459654286e-07,3.370424117576931e-08
1896,1.662962176851579e-07,2.3588115349859606e-08
1897,1.2527433845832547e-07,2.855089675790623e-08
1898,1.2844465402395144e-07,2.8291774922806212e-08
1899,1.719076845319023e-07,4.0351322283527224e-08
1900,1.687092296975834e-07,1.661137005726232e-08
1901,1.4027735062427382e-07,2.4590450786732276e-08
1902,1.7480610203790548e-07,3.535404369259254e-08
1903,1.323053950841313e-07,2.8081145408975772e-08
1904,1.2307891950058547e-07,2.9022976022474722e-08
1905,1.5224239291455888e-07,2.580379465655369e-08
1906,1.8261854961565405e-07,2.211999294843281e-08
1907,1.6251385304144605e-07,2.571421714447908e-08
1908,1.5176192924570842e-07,2.897719530992049e-08
1909,1.7713166755584098e-07,3.465619557996291e-08
1910,1.5337712611085408e-07,2.93928290595602e-08
1911,1.915334664204238e-07,2.4473720827700163e-08
1912,1.5836640976374383e-07,3.5945005194548685e-08
1913,1.7075627667395565e-07,3.44694331411155e-08
1914,1.9286622077174798e-07,2.611730059998152e-08
1915,2.0380718801504827e-07,3.534228554258334e-08
1916,2.1974923392065193e-07,2.5271162051865304e-08
1917,1.9629900371853637e-07,2.7416061643137368e-08
1918,2.3087616796146904e-07,8.040463406189247e-09
1919,2.2282993583644384e-07,2.2098835761319435e-08
1920,1.6810354708240993e-07,3.7103935479620986e-08
1921,1.8628958464717016e-07,2.8019164766135418e-08
1922,1.8075941810025142e-07,4.2054233595489876e-08
1923,1.6454719187208866e-07,2.9724655625784635e-08
1924,1.495428403330834e-07,2.707241186783449e-08
1925,1.6497267552040284e-07,3.8493624288094e-08
1926,1.4824364313881233e-07,2.5636118672345276e-08
1927,1.2933101167789118e-07,2.6758140592164636e-08
1928,1.2568645502142317e-07,2.742249938236796e-08
1929,1.0026365693249772e-07,3.787738322991174e-08
1930,9.243170850936622e-08,1.785612657734248e-08
1931,1.699398133325758e-07,3.079446297959976e-08
1932,1.2822657780020563e-07,3.507051804518824e-08
1933,1.5141273834728963e-07,3.4411986149507356e-08
1934,1.4857159058578873e-07,1.0783422155213884e-08
1935,1.0532090044534925e-07,2.5133396697185617e-08
1936,1.115473722279603e-07,1.9399543305098632e-08
1937,1.1080184059153453e-07,3.651424385076041e-08
1938,1.7762343418326054e-07,3.241303525580719e-08
1939,1.238818114757123e-07,3.6705722017416065e-08
1940,1.4200384157447843e-07,3.2965177032551196e-08
1941,1.239631082228243e-07,2.066051862925633e-08
1942,1.2743689481453657e-07,1.8205270846394228e-08
1943,1.538714649029771e-07,3.483882360377777e-08
1944,1.6065930807940276e-07,7.390328349288211e-08
1945,1.8735135043357332e-07,2.6142048081823077e-08
1946,1.545242582778883e-07,1.9489545977080525e-08
1947,1.3709001578376956e-07,3.814678706248742e-08
1948,1.7068864011093865e-07,3.37028520647209e-08
1949,1.7866954848955174e-07,3.2396127447320566e-08
1950,1.0529007710147198e-07,2.5524867108828175e-08
1951,1.2473839916538054e-07,2.7719644468682247e-08
1952,1.634444615206121e-07,3.9015774611073084e-08
1953,1.8100029564038778e-07,3.447624719044029e-08
1954,1.1531592747360264e-07,3.322662234239715e-08
1955,1.3327563408438436e-07,3.191106578981362e-08
1956,1.4738729348096058e-07,3.226822453683553e-08
1957,1.7051623046882014e-07,3.0039127851821945e-08
1958,1.348375668897006e-07,2.0680609058576493e-08
1959,1.457140577088012e-07,3.952881511004591e-08
1960,1.626395835785388e-07,3.737250109381307e-08
1961,1.6050248063947947e-07,3.8214875486275446e-08
1962,1.5284114951441552e-07,4.502789030524923e-08
1963,1.810494936194118e-07,4.7202188824257973e-08
1964,1.484488230119041e-07,2.676946109225753e-08
1965,1.4665076264464005e-07,4.7059574459495934e-08
1966,1.733730385922172e-07,3.489616995366873e-08
1967,2.0756713325909004e-07,4.437302014714817e-08
1968,1.7202122393200625e-07,3.952446081534333e-08
1969,1.798536075625634e-07,3.1338128758662265e-08
1970,1.963655549275245e-07,3.7709544820074825e-08
1971,1.8138543111945182e-07,2.98027049705496e-08
1972,1.775030824546775e-07,2.667676435308408e-08
1973,1.9516741645020375e-07,3.0322621302758535e-08
1974,1.9633245074146544e-07,2.869041648700943e-08
1975,1.759135912493548e-07,2.9699697368101852e-08
1976,1.7826203446702493e-07,2.5710871542905522e-08
1977,2.0745039819303202e-07,3.937443704415955e-08
1978,1.900989232694883e-07,2.3168306606535793e-08
1979,1.9370031623111572e-07,3.5697038214266286e-08
1980,2.1205612199537427e-07,4.150160037852402e-08
1981,1.9419437080614443e-07,4.491140037643504e-08
1982,2.0733057226607343e-07,3.662426317774248e-08
1983,1.9766939374221693e-07,3.5997299807633e-08
1984,2.1456331467106793e-07,4.059305891424003e-08
1985,2.3821609573815294e-07,5.173379902245756e-08
1986,2.080086431988093e-07,5.395036817290588e-08
1987,1.7354719972217936e-07,5.92749240801993e-08
1988,2.458587076148433e-07,6.836071220206463e-08
1989,1.7068059321445617e-07,6.640627692178214e-08
1990,1.9887576740984514e-07,1.2041518537841966e-07
1991,1.9635908188320172e-07,1.0023105367906737e-07
1992,1.911950633370907e-07,1.057909262414114e-07
1993,2.0882811924138878e-07,9.084300334194495e-08
1994,2.0308467441054745e-07,1.1077346240284669e-07
1995,2.2015150591414567e-07,1.2200514554194797e-07
1996,2.3380843572340382e-07,1.1957326595535278e-07
1997,2.2679851241491633e-07,1.23228787174412e-07
1998,2.3554558481464483e-07,1.3255399533562695e-07
1999,2.2896707463360144e-07,1.3527796127732472e-07
2000,2.717089273573947e-07,1.325409453301063e-07
2001,2.4359538031148986e-07,1.2486453293547584e-07
2002,2.742644653608295e-07,1.331891272826624e-07
2003,2.4168153345272003e-07,1.3209146310089181e-07
2004,2.3962063977478465e-07,1.4756051136544102e-07
2005,2.747287268789478e-07,1.5763124139311913e-07
2006,2.7054537810045076e-07,1.8571683746415601e-07
2007,2.6962736399127607e-07,2.3407649507589667e-07
2008,2.797137810262029e-07,2.4735724757363187e-07
2009,2.6940287511934e-07,2.5223738120416783e-07
2010,2.5791909763484e-07,3.164941286826206e-07
2011,2.7264920277048077e-07,3.2465522181723827e-07
2012,2.6348915582730115e-07,3.574465399225346e-07
2013,2.317762906045573e-07,3.388786922187137e-07
2014,2.091820050509341e-07,3.6314515483582e-07
2015,2.2675565958252264e-07,3.650699618162889e-07
2016,2.3923976755213516e-07,3.517135329644816e-07
2017,2.2087068174414526e-07,4.384710603488884e-07
2018,2.3336458809808391e-07,4.5511258583985637e-07
2019,2.6122114604731905e-07,4.3315771236507317e-07
