year,petit_ADJ enfant_NOUN
1902,1.340016426709667e-06
1903,1.3041531445878718e-06
1904,1.2834605307432412e-06
1905,1.319606109717597e-06
1906,1.4002470667406897e-06
1907,1.4867959876596615e-06
1908,1.6993406743992523e-06
1909,1.4924168834085094e-06
1910,1.7822742712780837e-06
1911,1.6807062159784891e-06
1912,1.5946038267600215e-06
1913,1.779153052439142e-06
1914,1.6125758968144055e-06
1915,1.7152789233421117e-06
1916,1.6656992887220667e-06
1917,1.5890348878944138e-06
1918,1.53113392276083e-06
1919,1.8001343562445982e-06
1920,1.6931509749795737e-06
1921,1.4698702468507463e-06
1922,1.5869939193891014e-06
1923,1.6836894225491505e-06
1924,1.7352125922798223e-06
1925,2.193036742426102e-06
1926,1.7900697955042233e-06
1927,1.8686100951015305e-06
1928,1.6076439681711463e-06
1929,1.5039548681983206e-06
1930,1.696331944245344e-06
1931,1.3173187145554266e-06
1932,1.209932821488735e-06
1933,1.2812729703881587e-06
1934,1.4401858887680419e-06
1935,1.6001595959380666e-06
1936,1.6768480293194443e-06
1937,1.344731444419267e-06
1938,1.4170979882877077e-06
1939,1.355052880569474e-06
1940,1.409895257875604e-06
1941,1.3635941851219968e-06
1942,1.6384743375397193e-06
1943,1.9916193600977294e-06
1944,1.5648216518115987e-06
1945,1.6142714436284678e-06
1946,1.7276090815698808e-06
1947,1.8227011739924137e-06
1948,1.591644325671382e-06
1949,1.1839312552552883e-06
1950,1.5697793367408508e-06
1951,1.474471813089906e-06
1952,1.3982410278501334e-06
1953,1.2292936482083405e-06
1954,1.5381971643080306e-06
1955,1.3421419411407953e-06
1956,1.5785265876644416e-06
1957,1.486053296417822e-06
1958,1.3682290953553888e-06
1959,1.3517304626731175e-06
1960,1.505281293390226e-06
1961,1.5383224782894445e-06
1962,1.376204582292928e-06
1963,1.6300920400169616e-06
1964,1.3938370928556765e-06
1965,1.4599411586324607e-06
1966,1.3991702569882136e-06
1967,1.5165712383691243e-06
1968,1.3788646886503386e-06
1969,1.1486105675473368e-06
1970,1.389734697099243e-06
1971,1.4392650964367704e-06
1972,1.3600019581616607e-06
1973,1.5332220137942443e-06
1974,1.207247670720335e-06
1975,1.193699405099835e-06
1976,1.291257020419323e-06
1977,1.2511668545656107e-06
1978,1.4548508464606869e-06
1979,1.4852308374280199e-06
1980,1.2581237989195415e-06
1981,1.4011092250854063e-06
1982,1.3979295028221372e-06
1983,1.1986469958813473e-06
1984,1.2717226081093713e-06
1985,1.3414694470803568e-06
1986,1.3679415404865836e-06
1987,1.3547680977055165e-06
1988,1.2508811240152795e-06
1989,1.1552496763655995e-06
1990,1.30713137336258e-06
1991,1.2561120197318587e-06
1992,1.328998480154553e-06
1993,1.3271941270431853e-06
1994,1.4258126528332582e-06
1995,1.3881473899246544e-06
1996,1.3329216024260404e-06
1997,1.4753889860941172e-06
1998,1.457617052835758e-06
1999,1.5173067673401874e-06
2000,1.3899127617733598e-06
2001,1.47077283374486e-06
2002,1.542189920655801e-06
2003,1.5584291945813789e-06
2004,1.4905814045285126e-06
2005,1.5357786153913366e-06
2006,1.4894407360799278e-06
2007,1.7360007786848541e-06
2008,1.7280947712805528e-06
2009,1.5262983765751414e-06
2010,1.6391561445949776e-06
2011,2.079858371306642e-06
2012,2.225700311941914e-06
2013,2.2128918164554534e-06
2014,2.0186279225953285e-06
2015,2.2238900614368617e-06
2016,2.297116154181822e-06
2017,2.1644318874969315e-06
2018,2.2244498714130145e-06
2019,2.076248990512397e-06
