year,serait_VERB au_ADP,serait_VERB faux_ADJ
1901,1.1356316917954246e-06,1.212756330914999e-07
1902,9.95314508145384e-07,1.0508007619591808e-07
1903,1.046562715600885e-06,1.1394465104785922e-07
1904,1.037840092976694e-06,1.311408510673573e-07
1905,1.080662968888646e-06,1.4966201433708193e-07
1906,9.6350572675874e-07,1.4506599654851016e-07
1907,1.01416867437365e-06,1.3011393207307265e-07
1908,1.083943516277941e-06,1.5519989915446786e-07
1909,1.0242831649520667e-06,1.353241998458543e-07
1910,1.0490567774468218e-06,1.3681025734513241e-07
1911,1.0449215324115357e-06,1.55354925368556e-07
1912,1.0731407655839575e-06,1.547198138496242e-07
1913,9.900682016450446e-07,1.4424132643853227e-07
1914,9.254899850930087e-07,1.1853236259184996e-07
1915,9.23611708003591e-07,1.1898569596269226e-07
1916,1.0910549690379412e-06,8.46034566848175e-08
1917,1.0165875892198528e-06,1.6997957175135525e-07
1918,1.01769296634302e-06,1.412824275348612e-07
1919,9.962891454051714e-07,1.3535536425024475e-07
1920,1.0532974101806758e-06,1.915774561211947e-07
1921,9.62496187639772e-07,1.7417319497781136e-07
1922,1.0188929309151717e-06,1.814972137026416e-07
1923,1.032931777444901e-06,1.5180805235104344e-07
1924,9.526910389467957e-07,1.6888027687400609e-07
1925,8.996509563985455e-07,2.155642846446426e-07
1926,9.440779535907495e-07,2.3183967812201445e-07
1927,9.075469051822438e-07,2.2855911652186478e-07
1928,8.683791179464606e-07,1.9767051639973943e-07
1929,9.513906888969359e-07,2.3840469509650575e-07
1930,9.253674875253637e-07,2.47885054704966e-07
1931,8.611044108874921e-07,2.3038820984311315e-07
1932,9.512878023087978e-07,2.1151905116312264e-07
1933,8.006522307368868e-07,2.844724349415628e-07
1934,9.201853572449181e-07,2.240555545540701e-07
1935,8.617164439783664e-07,2.8843564336966665e-07
1936,8.426676458839211e-07,3.358545939136093e-07
1937,8.020542168196698e-07,2.89595703861778e-07
1938,8.388493597522029e-07,3.228338414373866e-07
1939,8.151728820848803e-07,3.4258673053955135e-07
1940,8.317367701238254e-07,3.2458021337333776e-07
1941,8.14614736555086e-07,3.512288060392166e-07
1942,7.97997699919506e-07,2.8521591843855276e-07
1943,6.735505735377956e-07,4.1806586636994325e-07
1944,7.550987675131182e-07,4.1450101662121597e-07
1945,8.605090897617629e-07,4.335223025009327e-07
1946,9.327139878223534e-07,3.9675146012996265e-07
1947,8.583027124586806e-07,4.1961465058193426e-07
1948,8.30612236768502e-07,3.9030078369250987e-07
1949,6.901356641719758e-07,4.2311305037401326e-07
1950,8.678454719301953e-07,3.8925423950786353e-07
1951,8.763672099121322e-07,3.539585406997503e-07
1952,7.992961172931246e-07,4.3866384658031166e-07
1953,8.231203878494853e-07,5.203758632887912e-07
1954,8.423926374234725e-07,4.7396801505783515e-07
1955,7.893296469774214e-07,4.85235943870066e-07
1956,8.101940807136998e-07,4.3082440015496104e-07
1957,7.200555955932941e-07,4.806260562872922e-07
1958,7.850359224903514e-07,4.5993672870281443e-07
1959,8.192540690288297e-07,5.037986170464137e-07
1960,7.059250037855236e-07,4.6438790946012887e-07
1961,7.941745820971846e-07,4.912348572361225e-07
1962,8.168439649125503e-07,5.13064264850982e-07
1963,7.636409122824261e-07,5.981099207019724e-07
1964,7.623212354701536e-07,5.207876938584377e-07
1965,7.611612318214611e-07,4.662180970171903e-07
1966,8.197830538847484e-07,5.494762262969743e-07
1967,7.577925771329319e-07,4.792286176780181e-07
1968,8.044125934247859e-07,5.088774059913703e-07
1969,8.452211091025674e-07,4.559924775549007e-07
1970,7.762647555864532e-07,4.548139145299501e-07
1971,7.563721169390192e-07,4.881477480012109e-07
1972,7.510535056098888e-07,5.273790861792804e-07
1973,7.338074397011951e-07,5.209977302911284e-07
1974,7.026338835203205e-07,5.192402454667899e-07
1975,7.002274742262671e-07,5.534424190045684e-07
1976,6.741961442457978e-07,4.816503178517451e-07
1977,7.19318109076994e-07,6.082469212742581e-07
1978,7.247521693898307e-07,5.732670729230449e-07
1979,7.677788858018175e-07,5.629598263112712e-07
1980,6.680052138108294e-07,5.668095468536194e-07
1981,6.12313215242466e-07,5.111044174554991e-07
1982,7.262777899086359e-07,5.872296924280818e-07
1983,6.555297886734479e-07,5.096459858577873e-07
1984,6.964609156057122e-07,5.033539309806656e-07
1985,6.839689490334422e-07,5.041037525188585e-07
1986,7.46912860449811e-07,4.501858654748503e-07
1987,6.752452463842928e-07,4.7053291041265766e-07
1988,6.350350645334402e-07,4.5933603587400285e-07
1989,7.024796104815323e-07,4.401474029691599e-07
1990,6.887094627927581e-07,4.6967372213657654e-07
1991,6.928252105353749e-07,4.442990757524967e-07
1992,6.70560211801785e-07,4.512644409260247e-07
1993,7.206508598756045e-07,4.4313659941508377e-07
1994,7.115875746421807e-07,4.3570892671596084e-07
1995,7.168479783103976e-07,3.893319728831557e-07
1996,7.13169129085145e-07,4.233107233631017e-07
1997,7.580728151879157e-07,4.7133812586253043e-07
1998,6.923323780938517e-07,4.7252160584321246e-07
1999,6.832450480942498e-07,4.058338731738331e-07
2000,7.214645165731781e-07,4.311998793582461e-07
2001,7.290336156984267e-07,4.2804438749044493e-07
2002,7.259683911797765e-07,3.829187562587322e-07
2003,7.729641993137193e-07,3.879405312545714e-07
2004,7.765647183077817e-07,4.4268151100368414e-07
2005,7.485231776627188e-07,4.287569481675746e-07
2006,7.441026923515892e-07,4.599683052219916e-07
2007,7.837168709556863e-07,3.6150038340565516e-07
2008,7.676163704672945e-07,3.576249412162724e-07
2009,8.153609201144718e-07,3.5189259506296366e-07
2010,8.266637792075926e-07,3.4625404055077524e-07
2011,8.401266313740052e-07,2.791499582599499e-07
2012,8.701269962330116e-07,2.4068066295512835e-07
2013,9.265473295272386e-07,2.660825373368425e-07
2014,9.750999652169412e-07,2.6721593826550816e-07
2015,9.345081934952759e-07,2.4249334273918066e-07
2016,9.853364417722332e-07,2.0816968060444196e-07
2017,9.244871534974664e-07,2.3797683468274045e-07
2018,9.693407037048019e-07,2.1451988629905827e-07
2019,9.614673217583913e-07,2.1861964683012047e-07
