year,est_VERB utile_ADJ,est_VERB futile_ADJ
1943,3.971625574195059e-06,2.9032351633873077e-08
1944,4.119304776395438e-06,1.6065930807940276e-08
1945,3.574925131033524e-06,4.1391576388605245e-08
1946,4.270994850230636e-06,3.897909195416105e-08
1947,4.198530859866878e-06,4.52993091926146e-08
1948,4.176979473413667e-06,3.8051606310318675e-08
1949,4.040680778416572e-06,3.7304630495782476e-08
1950,4.457279828784522e-06,3.93508372553697e-08
1951,4.434076799952891e-06,5.330700858507953e-08
1952,4.3286418076604605e-06,3.4797853487589236e-08
1953,4.208256996207638e-06,4.632745742583211e-08
1954,4.023353085358394e-06,5.570345606997762e-08
1955,4.063968390255468e-06,4.129667274810345e-08
1956,4.224521035212092e-06,1.9186511934776718e-08
1957,4.110059762751916e-06,2.738861759610245e-08
1958,4.136948973609833e-06,2.3989505493204888e-08
1959,4.179978077445412e-06,3.642851353902188e-08
1960,4.045919013151433e-06,3.737250153790228e-08
1961,4.29743658969528e-06,3.890969324515936e-08
1962,4.363900188764092e-06,2.980719671086263e-08
1963,4.318676928960485e-06,3.4916688207431434e-08
1964,4.370114311313955e-06,4.4412967525886415e-08
1965,4.02414070777013e-06,4.7059572239049885e-08
1966,4.1997263906523585e-06,4.652822838124848e-08
1967,4.379124220577069e-06,5.2261558636246264e-08
1968,4.082697159901727e-06,4.446501833399452e-08
1969,3.895919689966831e-06,4.859681013158479e-08
1970,4.121377514820779e-06,4.2768142805016396e-08
1971,3.8861699067638256e-06,5.498085187127799e-08
1972,3.844531875074608e-06,4.719735002822745e-08
1973,3.664075165943359e-06,5.127279578687194e-08
1974,3.6397448184288805e-06,5.6818272753389465e-08
1975,3.4131805932702264e-06,5.3687912782152125e-08
1976,3.3904068459378323e-06,6.284879816575994e-08
1977,3.460836751401075e-06,4.7014253823363106e-08
1978,3.2893053685256746e-06,5.940591307762588e-08
1979,3.883954832417658e-06,4.213420723431227e-08
1980,3.574254151317291e-06,6.196814439363152e-08
1981,3.4758895708364435e-06,5.503228095449231e-08
1982,3.476201300145476e-06,5.090151944386889e-08
1983,3.4557408525870414e-06,5.873243935639039e-08
1984,3.3935798455786426e-06,5.103127520555972e-08
1985,3.365704742464004e-06,4.8726018775369084e-08
1986,3.3011631330737146e-06,5.395036950517351e-08
1987,3.2973966881399974e-06,4.827545296848257e-08
1988,3.493592203085427e-06,5.81665702270584e-08
1989,3.2061609545053216e-06,4.390497565509577e-08
1990,3.2724597076594364e-06,5.121732016277747e-08
1991,3.3187616281793453e-06,5.2167038688821776e-08
1992,3.3114763482444687e-06,5.7854414592384273e-08
1993,3.350666474943864e-06,5.317639306667843e-08
1994,3.495693817967549e-06,5.8551684389840375e-08
1995,3.4850090742111206e-06,5.53089982702204e-08
1996,3.504991354930098e-06,5.3380922793166974e-08
1997,3.5026703244511737e-06,4.4592518122499314e-08
1998,3.6585854559234576e-06,4.91117297940491e-08
1999,3.5661280435306253e-06,4.524499175317942e-08
2000,3.8114358176244423e-06,5.169096795043515e-08
2001,3.853275757137453e-06,4.600272518473503e-08
2002,3.977273081545718e-06,5.257465929275895e-08
2003,4.140254532103427e-06,5.6670153014692914e-08
2004,4.049324616062222e-06,4.8893184612097684e-08
2005,4.3326072045601904e-06,5.3594618520946824e-08
2006,4.256251031620195e-06,5.3120778886750486e-08
2007,4.0096583688864484e-06,3.914589896680809e-08
2008,4.044141860504169e-06,3.874270149140102e-08
2009,4.485438694246113e-06,5.674149150536323e-08
2010,4.34447247243952e-06,5.5268380094730674e-08
2011,5.287023668643087e-06,5.582998952036178e-08
2012,4.5514857447415125e-06,4.6978687606724634e-08
2013,3.997653038823046e-06,5.494576171827248e-08
2014,3.484417902654968e-06,6.994388002112828e-08
2015,3.5247981031716336e-06,5.0759577874259776e-08
2016,3.7358688587119104e-06,6.400441066034546e-08
2017,3.6763144635187928e-06,6.766994431472995e-08
2018,3.5128598483424867e-06,7.228106824186398e-08
2019,3.5400057640799787e-06,6.249919692891126e-08
