year,grand_ADJ or_NOUN,grand_ADJ for_NOUN
1911,5.32037403022656e-09,1.0640748282497725e-09
1912,4.688479104952847e-09,5.209421227725386e-10
1913,4.7726907426159926e-09,2.6514948014977335e-09
1914,6.027069177072519e-09,6.696743715117748e-10
1915,0.0,2.3561523843085297e-09
1916,4.394984820521586e-09,0.0
1917,4.3865698851064394e-09,0.0
1918,1.033773866510046e-08,0.0
1919,3.6831394045755417e-09,9.207848372660976e-10
1920,3.786115865267448e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,0.0
1922,2.21338064543275e-09,2.951174193910333e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,0.0,0.0
1925,1.0998177923937646e-09,0.0
1926,3.343841648018042e-09,0.0
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,7.180970484910176e-09,1.196828414151696e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,7.55467088886519e-09,2.5182236296217297e-09
1938,3.889564337278273e-09,0.0
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,5.960435478513659e-09,0.0
1948,2.174377566888097e-09,0.0
1949,9.817008317369869e-10,9.817008317369869e-10
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,0.0,0.0
1953,2.1547654771580937e-09,0.0
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,8.272243445794913e-10,8.272243445794913e-10
1959,3.1002992395556817e-09,0.0
1960,0.0,1.3841666701708277e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,1.9025869213429303e-09,2.5367825617905737e-09
1963,7.1126584622049904e-09,0.0
1964,3.0419841090534305e-09,0.0
1965,2.7360217424998723e-09,1.6416130677043839e-09
1966,5.539074865446025e-09,1.1078149508847446e-09
1967,5.916402701089396e-09,9.860671168482327e-10
1968,3.1439910119779313e-09,4.4914158503495116e-10
1969,1.8167031212712459e-09,1.8167031212712459e-09
1970,4.138852427448825e-09,9.197450023812337e-10
1971,4.624557625731995e-09,0.0
1972,6.669190699692962e-09,1.5390440033513642e-09
1973,4.410563081425067e-09,0.0
1974,7.313243399753588e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,2.8557400888473694e-09
1976,5.7135269293517865e-09,5.713526873840635e-10
1977,3.5260691033656144e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,3.5643548113029055e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,2.8425753417771205e-09,1.7055452605774235e-09
1981,3.795329717171114e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,1.8622506869903077e-09
1983,3.1576580239445207e-09,1.89459470334441e-09
1984,5.219107590548333e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,1.2221633705067347e-09
1988,3.5979322854373663e-09,1.798966087207532e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,0.0,0.0
1991,2.344586136349136e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,2.6374633033121597e-09,5.274926606624319e-10
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,5.871901631593346e-09,1.067618438099771e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,4.7681292247858664e-09,4.768129224785866e-10
1999,5.027221361419976e-09,4.570201161957499e-10
2000,3.97622823555821e-09,1.3254094488601709e-09
2001,5.257454194218525e-09,2.6287270138425356e-09
2002,3.943099347036849e-09,2.6287327870022636e-09
2003,8.333845835650777e-10,4.166922806803086e-09
2004,4.845270351605535e-09,4.404791253964646e-10
2005,3.15262471684008e-09,2.702249757291497e-09
2006,4.941467901531382e-09,1.2353669198716943e-09
2007,5.192823337996089e-09,7.988958938831558e-10
2008,2.5544638071473003e-09,2.554463751636149e-09
2009,2.860915504498962e-09,9.53638501499654e-10
2010,6.140931096965119e-09,9.447586046817946e-10
2011,4.588766200352978e-09,7.64794394481072e-10
2012,3.4042526853017563e-09,6.808505426114664e-10
2013,8.367375126105969e-10,2.7891249310130206e-09
2014,1.5158116428715118e-09,0.0
2015,4.43315073539452e-09,4.433150790905671e-10
2016,2.278474020567245e-09,0.0
2017,2.515611330355938e-10,2.515611330355938e-10
2018,3.6140533898887384e-09,5.162933414126769e-10
2019,1.275493877184175e-09,0.0
