year,fut_VERB au_ADP,fut_VERB faux_ADJ
1859,3.701500872921315e-06,1.018434669930457e-09
1860,3.3797925880207913e-06,4.57718396518203e-09
1861,3.1474341994908173e-06,1.4147891747029462e-09
1862,3.61890693056921e-06,9.035972525772706e-10
1863,3.5042260151385562e-06,0.0
1864,3.1645204217056744e-06,4.794728170054441e-09
1865,3.2853772609087173e-06,3.765475486972036e-09
1866,3.559195874913712e-06,5.352174259343201e-09
1867,3.0635799248557305e-06,4.85281148598915e-10
1868,3.3067517506424338e-06,4.93987406535723e-10
1869,3.272934463893762e-06,5.860222973552709e-09
1870,3.4708198199950857e-06,5.160643912205387e-09
1871,2.8316057978372555e-06,1.0621177271019633e-09
1872,2.7231169497099472e-06,0.0
1873,2.912191121140495e-06,1.4366410283628284e-08
1874,2.8917108920722967e-06,2.3898436563030145e-09
1875,3.110794295935193e-06,0.0
1876,2.9758484743069857e-06,9.069021977836655e-09
1877,2.845633844117401e-06,3.710889595609501e-09
1878,2.8456186100811465e-06,5.435179861734696e-09
1879,3.0265596251410898e-06,6.10932526790009e-10
1880,3.052327656405396e-06,1.9253538763308597e-09
1881,2.7415899239713326e-06,8.367009307619355e-09
1882,2.5703097890072968e-06,1.9966155395678697e-09
1883,2.6636014354153303e-06,2.5277355764075082e-09
1884,2.7278210836811922e-06,5.281357573494461e-09
1885,2.609837792988401e-06,1.2891271383708158e-09
1886,2.5084614208026323e-06,5.162771099520569e-09
1887,2.258354925288586e-06,5.223139698529167e-09
1888,2.5673148229543585e-06,2.53624587998047e-09
1889,2.304317376911058e-06,0.0
1890,2.13410817195836e-06,6.554386478008212e-10
1891,2.245000359835103e-06,0.0
1892,2.166397962355404e-06,1.2537024751679837e-09
1893,2.4073249278444564e-06,2.463366621796581e-09
1894,2.3511042854806874e-06,6.301539290376468e-10
1895,2.4230942017311463e-06,1.2037228991346183e-09
1896,2.167158072552411e-06,2.948514543632541e-09
1897,2.148309249605518e-06,1.1653427112179315e-09
1898,2.2407084543374367e-06,2.26334195829736e-09
1899,2.3818336103431648e-06,1.6582735185011188e-09
1900,2.3063848857418634e-06,4.671947717582725e-09
1901,2.2321423784887884e-06,2.235495566438317e-09
1902,1.9042080339204404e-06,1.9641135384773634e-09
1903,2.105545945596532e-06,0.0
1904,2.0445074824237963e-06,1.6123875568041512e-09
1905,2.1422310965135694e-06,2.0643036169332163e-09
1906,2.095740683216718e-06,5.658602919567102e-09
1907,2.120394356097677e-06,0.0
1908,2.2813401301391423e-06,0.0
1909,2.346169594602543e-06,0.0
1910,2.2295796497928677e-06,2.67207544979442e-09
1911,2.269671540489071e-06,3.1922244847493175e-09
1912,2.24526047531981e-06,3.646594803896619e-09
1913,2.3317245450016344e-06,5.833288518886093e-09
1914,2.1898351860727416e-06,1.3393487430235496e-09
1915,1.9450037598289782e-06,1.1780761921542648e-09
1916,2.10629650609917e-06,7.69122365795738e-09
1917,2.138452828148729e-06,1.0966424435210342e-09
1918,2.091669102810556e-06,3.44591288836682e-09
1919,2.066241222564713e-06,9.207848372660976e-10
1920,2.2277506559476024e-06,1.514446346106979e-09
1921,2.0537290765787475e-06,1.5145494858259667e-09
1922,2.1086138985992875e-06,0.0
1923,2.0870954813290155e-06,1.0615948120573648e-09
1924,2.1993112113705138e-06,1.289162443462999e-09
1925,2.1424450551421614e-06,1.0998177923937646e-09
1926,2.2359154172590934e-06,3.343841648018042e-09
1927,2.3680954654992092e-06,1.2264147031260109e-08
1928,2.121815896316548e-06,0.0
1929,2.4753983325354056e-06,1.1140406375176326e-09
1930,2.2099582110968186e-06,0.0
1931,2.055245204246603e-06,0.0
1932,2.184235654567601e-06,1.0959536611565568e-09
1933,2.1312489479896612e-06,0.0
1934,2.0093109469598858e-06,0.0
1935,1.9460430848994292e-06,1.196828414151696e-09
1936,1.9023676713914028e-06,0.0
1937,1.8735584035312058e-06,1.2591118148108649e-09
1938,1.8138334780815057e-06,2.5930428915188486e-09
1939,1.8459918464941438e-06,3.058810094103137e-09
1940,1.9195877030142583e-06,0.0
1941,1.8328830719838152e-06,0.0
1942,1.8265955077367835e-06,0.0
1943,2.0903294171148445e-06,0.0
1944,2.2331644231599057e-06,3.2131861615880553e-09
1945,2.280893795614247e-06,2.178504043826024e-09
1946,2.0450102056202013e-06,6.960552134671616e-09
1947,2.1600617401418276e-06,7.152522574216391e-09
1948,2.125454102497315e-06,5.435944139264848e-09
1949,1.7709883195493603e-06,2.945102384188658e-09
1950,1.8526799294704688e-06,1.0635361480382244e-09
1951,1.9702270037669223e-06,3.1984206394497505e-09
1952,1.9982403500762302e-06,1.0544803918932644e-09
1953,1.8789554587783641e-06,0.0
1954,1.7551475366417435e-06,0.0
1955,1.6922250551942852e-06,0.0
1956,1.584631377227197e-06,2.616342476002842e-09
1957,1.895115588013141e-06,2.6505113659425206e-09
1958,1.83643805939937e-06,5.790570245522986e-09
1959,1.6013044614737737e-06,5.425523585955716e-09
1960,1.865856688709755e-06,6.920833350854139e-10
1961,1.766916852830036e-06,4.16889545107324e-09
1962,1.8841952851289534e-06,0.0
1963,1.8240735926156049e-06,2.5864212993553792e-09
1964,1.735756200105243e-06,4.258777774879263e-09
1965,1.9480473838484613e-06,4.377634699181954e-09
1966,1.9336910099809757e-06,4.431259803538978e-09
1967,2.1555426883423934e-06,8.874604162656397e-09
1968,2.1284820377331926e-06,1.3474247273492779e-09
1969,1.8480412791177514e-06,2.7250546263957176e-09
1970,1.705207182567392e-06,8.277704743875347e-09
1971,1.673062229201605e-06,3.083038491169532e-09
1972,1.6365167994081276e-06,1.0260293725750103e-09
1973,1.56630119363399e-06,5.513203671370093e-09
1974,1.4300203474704176e-06,1.6876715580593782e-09
1975,1.5335324405896245e-06,2.2845920710778955e-09
1976,1.532367946310842e-06,1.7140580066410394e-09
1977,1.438048570889805e-06,1.1753563677885381e-09
1978,1.6520784811291378e-06,4.752473081737207e-09
1979,1.5642324342479696e-06,5.851973350345929e-10
1980,1.577060743329639e-06,2.2740602734216964e-09
1981,1.4953599247746752e-06,0.0
1982,1.6344353070962825e-06,1.2415004579935385e-09
1983,1.4853623042654363e-06,1.2630632095778083e-09
1984,1.4671491044282448e-06,7.538710988796993e-09
1985,1.5014833252280368e-06,0.0
1986,1.5735524812043877e-06,1.1988970927134801e-09
1987,1.5002054851720459e-06,0.0
1988,1.508133323113725e-06,1.798966087207532e-09
1989,1.5690541204094188e-06,0.0
1990,1.5288915165001526e-06,3.814055737905164e-09
1991,1.480019932387222e-06,1.7584396161396398e-09
1992,1.6166176237675245e-06,1.1019888335184191e-09
1993,1.6490220104969922e-06,1.1078414852150331e-09
1994,1.5007166211944423e-06,5.274926606624319e-10
1995,1.6701148979336722e-06,1.626735190995987e-09
1996,1.6366590216421173e-06,1.067618438099771e-09
1997,1.5348457509389846e-06,9.58978896292706e-10
1998,1.5424898265337106e-06,4.768129224785866e-10
1999,1.5237051229632925e-06,2.285100553223174e-09
2000,1.5052232811285648e-06,4.4180314962005696e-10
2001,1.5255379821610404e-06,8.762423564512289e-10
2002,1.6780078340161708e-06,1.3143663935011318e-09
2003,1.538427909508755e-06,2.9168460979889232e-09
2004,1.632415660424158e-06,4.404791198453495e-09
2005,1.6911579905354301e-06,4.5037495954858286e-10
2006,1.6413908952017664e-06,2.4707338397433887e-09
2007,1.7244167338503757e-06,7.988958938831558e-10
2008,1.8038772395811975e-06,1.7029758714315335e-09
2009,1.8409991753287613e-06,5.721831008997924e-09
2010,1.8871553493227111e-06,2.8342759250676863e-09
2011,2.176604766646051e-06,0.0
2012,2.3850193429098e-06,3.4042526575461807e-09
2013,2.4159401164070005e-06,2.7891249310130206e-09
2014,2.6006996449723374e-06,4.330890368553497e-10
2015,2.6842728857445763e-06,2.659890530054554e-09
2016,2.84539987660537e-06,1.86420612280358e-09
2017,2.3005266029940685e-06,1.0062445321423752e-09
2018,2.5866295345622348e-06,1.8070267504555204e-09
2019,2.5787935555854347e-06,2.04079020349468e-09
