year,soit_VERB aux_ADP,soit_VERB faux_ADJ
1861,7.144685127968842e-07,5.75347591791342e-08
1862,6.953180786695157e-07,5.421583537668084e-08
1863,6.083448056415364e-07,7.392038980924553e-08
1864,7.072223979776027e-07,5.657778956447146e-08
1865,7.272074640241044e-07,1.0307989128932604e-07
1866,6.500458766822703e-07,9.050040006286508e-08
1867,6.721143677168584e-07,8.20125123368598e-08
1868,7.365352416854876e-07,6.076044911651479e-08
1869,6.582984042324824e-07,8.204312251791634e-08
1870,6.215709049683937e-07,8.715754518107133e-08
1871,8.018988637559232e-07,4.354682658913589e-08
1872,7.625694706803188e-07,4.656451224605007e-08
1873,7.620183737344632e-07,5.7465641134513135e-08
1874,7.127708840926061e-07,4.899179373296647e-08
1875,7.111858053576725e-07,1.0184318455230823e-07
1876,7.140343427636253e-07,1.1245587216990316e-07
1877,8.003152061064611e-07,3.7727378554563984e-08
1878,6.316886924651044e-07,4.650098262004576e-08
1879,6.927974709469709e-07,7.636656818021947e-08
1880,6.725902608195611e-07,6.738738278500023e-08
1881,7.878933274696465e-07,4.392679642251096e-08
1882,6.968188017708599e-07,4.2594464844114555e-08
1883,7.690635470680718e-07,6.445725375670008e-08
1884,6.628103506045591e-07,6.46966284989503e-08
1885,7.373807306976232e-07,3.222817923642651e-08
1886,6.814858011239266e-07,5.6145136539953455e-08
1887,7.318924417631933e-07,5.6148753202478474e-08
1888,7.285366336873267e-07,4.2482117379449846e-08
1889,7.042013976388262e-07,5.200063668553412e-08
1890,8.664898700772028e-07,4.8502460714416884e-08
1891,6.23398705101863e-07,4.971891698346553e-08
1892,8.255630632447719e-07,5.578975859066304e-08
1893,7.815030471647333e-07,6.158416709922676e-08
1894,6.635521003772737e-07,3.969969597505951e-08
1895,6.981592832744354e-07,4.393588426410133e-08
1896,7.819460279279156e-07,5.779088496637996e-08
1897,8.262279607151868e-07,7.92433070273546e-08
1898,8.125397812364099e-07,5.6017714911149596e-08
1899,7.810468218849564e-07,5.03009616181771e-08
1900,7.418015002258471e-07,4.775768758236154e-08
1901,8.299277283185802e-07,4.918090112937534e-08
1902,7.610939860569488e-07,2.7006560543441083e-08
1903,8.084129490271152e-07,6.264255603127822e-08
1904,7.395484544758801e-07,1.827372564378038e-08
1905,9.820925015446846e-07,3.4577084306874895e-08
1906,8.842853276291862e-07,6.224463078297049e-08
1907,8.377691642635909e-07,7.86855025580735e-08
1908,7.146070970520668e-07,4.5675918158849527e-08
1909,7.096268745954148e-07,5.996071905656208e-08
1910,8.139141414176265e-07,4.275320719671072e-08
1911,8.315744821629778e-07,6.437652899649038e-08
1912,7.959995400597109e-07,6.876435776348444e-08
1913,7.896151714703592e-07,7.742364971363713e-08
1914,7.587410664200434e-07,7.634287868540923e-08
1915,8.22297181457543e-07,3.180805663305364e-08
1916,7.943934861032176e-07,4.2851102222130066e-08
1917,7.665530574740842e-07,5.3735480065597585e-08
1918,8.947887408794486e-07,2.986458014220261e-08
1919,7.881918122620846e-07,3.591060959706738e-08
1920,7.254197953443509e-07,4.240449769099541e-08
1921,7.194109912234126e-07,3.559191341651058e-08
1922,6.65489778839401e-07,4.869437475463201e-08
1923,6.879134275550314e-07,5.4141334970836397e-08
1924,7.361117582149745e-07,3.9964035636330664e-08
1925,6.796873890380084e-07,7.808706214973427e-08
1926,7.557081858067249e-07,6.687682940764716e-08
1927,6.042880045242782e-07,5.1286434654684854e-08
1928,6.158635983410932e-07,7.084145892122251e-08
1929,7.196702540568367e-07,8.355304714768863e-08
1930,6.858853112134966e-07,6.302162347537887e-08
1931,6.843213782303792e-07,4.790249619190945e-08
1932,6.80587220358575e-07,6.356530946050043e-08
1933,8.098287480606814e-07,6.079451253526713e-08
1934,6.589868917217245e-07,6.709684896577528e-08
1935,6.450904947996605e-07,6.582556011380802e-08
1936,7.456699222530005e-07,5.092380206406233e-08
1937,7.479123951270594e-07,4.406891207509034e-08
1938,7.182728722909815e-07,5.575042294481136e-08
1939,6.851734610791027e-07,6.423501019980904e-08
1940,6.821256306466239e-07,3.550096039361961e-08
1941,7.319726478272059e-07,6.493305448884712e-08
1942,6.523555384774227e-07,6.978687139280737e-08
1943,7.490347115890472e-07,5.8064703267746154e-08
1944,6.137185550869617e-07,3.534504600111177e-08
1945,8.64866080974025e-07,8.06046500656521e-08
1946,5.763337185271666e-07,8.213451252458981e-08
1947,6.353824346660986e-07,4.52993091926146e-08
1948,5.90343518069858e-07,5.0010683594337024e-08
1949,7.186050083873852e-07,4.22131343214005e-08
1950,6.838537274234113e-07,1.1379836450942094e-07
1951,6.183612981658371e-07,7.569595084078173e-08
1952,6.579957698704675e-07,3.4797853487589236e-08
1953,6.345784413497313e-07,7.433941107137798e-08
1954,6.254423396967468e-07,6.156697907044872e-08
1955,6.110030881245621e-07,5.5375085850073447e-08
1956,6.218173780325742e-07,7.761816078755146e-08
1957,6.325886943159276e-07,6.007825703591152e-08
1958,6.750150873813254e-07,7.610464081153623e-08
1959,6.076586487324676e-07,7.673240531858028e-08
1960,6.865466843919421e-07,4.844583401109048e-08
1961,5.912883693781623e-07,6.253343087792018e-08
1962,6.849313081147557e-07,6.151697817813329e-08
1963,6.666500667051878e-07,4.849539791962343e-08
1964,6.692364991067734e-07,8.152517239068402e-08
1965,6.052080152585404e-07,7.168376470190196e-08
1966,6.253615651985456e-07,6.979234257187272e-08
1967,6.044591600584681e-07,7.937840251770467e-08
1968,6.579924161087547e-07,6.961694509755034e-08
1969,6.789928193029482e-07,5.677197378872734e-08
1970,6.525590947603632e-07,6.944074470993655e-08
1971,6.171215432004828e-07,4.8300936583700604e-08
1972,5.612380391539773e-07,7.592617379259536e-08
1973,5.584875566455594e-07,7.056900841462266e-08
1974,6.131872964942886e-07,6.413151965034558e-08
1975,5.654365509144554e-07,6.225513260460502e-08
1976,5.833510954289522e-07,4.685092136469393e-08
1977,5.923795924900332e-07,4.642657813747064e-08
1978,5.679205514752539e-07,6.297026544643813e-08
1979,5.758341785622179e-07,7.080888053678791e-08
1980,5.469115080813935e-07,6.424220089229493e-08
1981,5.313461883815762e-07,6.262293794634388e-08
1982,5.655034556184546e-07,8.380128235785378e-08
1983,5.538532263926754e-07,6.062703050702112e-08
1984,5.996174650135799e-07,4.9871474061546905e-08
1985,5.347831120161572e-07,6.135869057288801e-08
1986,5.472965085573378e-07,6.29420995323926e-08
1987,5.243080636319064e-07,7.332980089813645e-08
1988,5.27097085978312e-07,5.336933028843305e-08
1989,5.724111247218389e-07,5.927171997655023e-08
1990,5.148975219526619e-07,6.974273247806195e-08
1991,4.993968332200893e-07,4.8650161232899336e-08
1992,4.958949944011692e-07,4.848750734254281e-08
1993,5.001904241908051e-07,6.370088811991081e-08
1994,4.990080810785003e-07,6.329911883540262e-08
1995,4.918163085676497e-07,5.4224507550770795e-08
1996,4.6921829266466375e-07,5.765139476920922e-08
1997,5.049024025538529e-07,5.993618401589629e-08
1998,4.749056756736536e-07,4.91117297940491e-08
1999,4.821562242796062e-07,5.529943436499707e-08
2000,4.837744427277357e-07,5.169096795043515e-08
2001,4.4644548324868083e-07,5.7393872765487686e-08
2002,4.911349265057652e-07,7.00995457236786e-08
2003,4.766959875723842e-07,4.7086228249781925e-08
2004,5.118367312206829e-07,5.417893333969914e-08
2005,4.3371107949496945e-07,6.350286696488183e-08
2006,4.682040923853492e-07,4.406142295465543e-08
2007,4.2141758171965193e-07,5.312657691547429e-08
2008,4.057339992868947e-07,4.9386301270715194e-08
2009,4.172168530658382e-07,5.626467114439038e-08
2010,4.208899611057859e-07,6.377120342904163e-08
2011,4.1222418190045573e-07,5.2770811720392885e-08
2012,3.6834015304521017e-07,4.731911218414098e-08
2013,3.793209941704845e-07,6.470769875477345e-08
2014,3.6076318110644934e-07,6.258136409087456e-08
2015,3.663999166292342e-07,6.738389402016765e-08
2016,3.8485498521367845e-07,5.965459592971456e-08
2017,3.5369495776649273e-07,6.339340785643799e-08
2018,3.247484983148752e-07,7.563697579371365e-08
2019,3.349447013079043e-07,6.479508840584458e-08
