year,excellent_ADJ acteur_NOUN,excellent_ADJ facteur_NOUN
1868,5.5820578381826635e-08,4.93987406535723e-10
1869,2.1487483792270723e-08,4.883519144627257e-10
1870,2.4656408914580652e-08,4.587239033071455e-09
1871,1.5931766128574054e-08,0.0
1872,3.749350341308855e-08,1.8142017887967654e-09
1873,3.1127222022142575e-08,1.1972008939764578e-09
1874,3.166542794641458e-08,8.364453130127458e-09
1875,4.9777287181029806e-08,1.4303817685856757e-08
1876,4.534511277576314e-08,6.04601479992084e-10
1877,4.8241564298834305e-08,1.8554447978047506e-09
1878,8.817069274691391e-08,1.4493812372506909e-08
1879,3.0546627116656566e-08,0.0
1880,6.931274221244621e-08,2.5671385017744797e-09
1881,9.62206053167769e-08,1.3945015142624584e-09
1882,4.5922158298239424e-08,6.655385131892899e-10
1883,5.561018312505439e-08,3.791603475633565e-09
1884,3.630933420595284e-08,7.922036360241691e-09
1885,3.931837794235449e-08,6.445635691854079e-10
1886,3.7430090527035276e-08,1.936039106809062e-09
1887,4.374379569682674e-08,2.6115698492645834e-09
1888,4.882273385575786e-08,6.340614699951175e-10
1889,4.9494580878217675e-08,5.012109394186837e-09
1890,5.1124214195397144e-08,4.5880703680722945e-09
1891,2.677172439291553e-08,1.2748440081367107e-09
1892,3.6984221907232495e-08,6.268512375839919e-10
1893,3.3255449949365357e-08,5.542574843531156e-09
1894,2.835692747282792e-08,3.780923574225881e-09
1895,2.5880042997528108e-08,1.8055843487019274e-09
1896,3.4202769061408844e-08,6.486732040400511e-09
1897,2.6220211779559577e-08,2.9133566670225264e-09
1898,2.6594268232038587e-08,1.3580051749784161e-08
1899,1.713549302451156e-08,4.9748205555033564e-09
1900,4.464305547458025e-08,2.07642125715779e-09
1901,2.0678334045065583e-08,3.912117296778206e-09
1902,2.0623192042990013e-08,6.874397495693074e-09
1903,2.2680925582108102e-08,8.640352433531007e-09
1904,1.9886112312406112e-08,3.7622376325430196e-09
1905,2.838417501038748e-08,9.28936660926638e-09
1906,3.4980455865252225e-08,2.0576738091193647e-09
1907,2.15999426123048e-08,6.1714118260169926e-09
1908,3.732655540211738e-08,1.1296195090437777e-08
1909,2.1453836041018803e-08,4.400786846048277e-09
1910,2.565192291914542e-08,4.809735720812114e-09
1911,3.458243114096149e-08,3.1922244847493175e-09
1912,2.6047105805560022e-08,1.3023552902780011e-08
1913,2.3863453435524207e-08,7.954484182448596e-09
1914,2.4777952134513725e-08,7.366418142140674e-09
1915,2.1205371680821372e-08,1.5314990164938536e-08
1916,1.3184954461564757e-08,9.888715624128963e-09
1917,1.7546279096336548e-08,1.0966424435210342e-09
1918,2.756730310693456e-08,2.2972752589112133e-09
1919,3.591060959706738e-08,1.012863304339362e-08
1920,4.0132828615924154e-08,1.514446346106979e-09
1921,3.937828552125211e-08,1.817459427400081e-08
1922,4.869437475463201e-08,1.1804696775641332e-08
1923,2.9724654737606215e-08,1.6985516992917837e-08
1924,3.996403552530836e-08,2.9650736976805092e-08
1925,3.849362140151413e-08,9.898360353588487e-09
1926,5.3501466368288675e-08,1.0031524944054127e-08
1927,4.2367055641534535e-08,1.0034302277972529e-08
1928,3.9991142619655307e-08,7.998228745975666e-09
1929,3.564929884625201e-08,1.1140405931087116e-08
1930,2.7309368988426286e-08,1.05036033204442e-08
1931,3.5356607419601005e-08,9.124285327288817e-09
1932,3.835837958376942e-08,9.863582839386709e-09
1933,3.0970788600370724e-08,2.064719240024715e-08
1934,2.995395220750652e-08,1.0783422155213884e-08
1935,3.4708023122220766e-08,4.787313656606784e-09
1936,3.3949200339833396e-08,7.274828739411987e-09
1937,2.8959572406783707e-08,1.0072894518486919e-08
1938,4.019216603978748e-08,9.075650453382877e-09
1939,3.211750509990452e-08,4.588215141154706e-09
1940,7.607348528892999e-09,1.0143131667916805e-08
1941,8.854507793643052e-09,8.854508237732261e-09
1942,6.371844563091145e-08,9.102635090130207e-09
1943,4.935499853253589e-08,2.6129116648121453e-08
1944,3.213186161588055e-08,2.2492303131116387e-08
1945,2.6142048525912287e-08,8.714016175304096e-09
1946,3.480276067335808e-08,0.0
1947,6.914105465938292e-08,4.7683483828109274e-09
1948,5.109787237778107e-08,1.0871888278529696e-08
1949,3.6322930885290816e-08,8.835307596655184e-09
1950,4.78591268837647e-08,5.317680518146517e-09
1951,4.371174711081949e-08,3.1984206394497505e-09
1952,3.268889159357968e-08,1.1599284199803606e-08
1953,3.98631598841348e-08,1.508335856215126e-08
1954,4.6908174899940036e-08,2.34540866728139e-08
1955,3.754243094178378e-08,6.569925492527773e-09
1956,3.924513802822105e-08,1.2209598665435806e-08
1957,3.7990660950448785e-08,1.0602045463770082e-08
1958,4.9633460008635666e-08,8.272243334772611e-09
1959,4.262911146302173e-08,1.8601795659378695e-08
1960,3.3220000972278285e-08,1.868625076895114e-08
1961,3.4740797127952305e-08,2.153929301584867e-08
1962,4.756467442135204e-08,1.1415521861124489e-08
1963,5.366824140651261e-08,1.7458344103715717e-08
1964,4.502136419226588e-08,9.734349326606662e-09
1965,3.6662689328892384e-08,1.3132904541635071e-08
1966,4.043524726160541e-08,9.416426749453422e-09
1967,6.754559922494963e-08,5.916402479044791e-09
1968,6.37781042422958e-08,6.737123747768692e-09
1969,4.450922802545776e-08,8.629339909305145e-09
1970,4.138852605084509e-08,1.1496812390987543e-08
1971,5.2925494431477205e-08,9.24911525146399e-09
1972,6.976999739061185e-08,1.898154344814884e-08
1973,3.473318510582857e-08,9.37244681864513e-09
1974,2.2502286256553816e-08,6.1881286761433785e-09
1975,2.9128548462153958e-08,7.4249242310031605e-09
1976,2.513951885552146e-08,6.2848797277581525e-09
1977,3.7611403602699767e-08,1.4104276857551667e-08
1978,4.8118789064410805e-08,5.940591130126904e-09
1979,3.101545842376652e-08,7.022368020415115e-09
1980,3.4110905433593075e-08,8.527726080842513e-09
1981,3.479052190780152e-08,4.427884725544118e-09
1982,4.0969516224009794e-08,3.1037510339615437e-09
1983,3.662883230060032e-08,6.315316269933646e-09
1984,3.595385322796574e-08,8.69851302098823e-09
1985,4.331201763907444e-08,4.210890747202711e-09
1986,3.296967088228797e-08,2.997242676272549e-09
1987,4.0331392447967573e-08,4.277571630240118e-09
1988,1.978862740337206e-08,5.396898483667201e-09
1989,1.8659615741434266e-08,4.390497743145261e-09
1990,2.560865897116571e-08,6.538381391862913e-09
1991,1.2895223555631219e-08,2.9307325455363298e-09
1992,2.1488782031564568e-08,1.1570882918476855e-08
1993,2.1048988330107932e-08,8.308811416668505e-09
1994,2.215469219191135e-08,5.802419433820205e-09
1995,3.5788176422357765e-08,8.675921314704738e-09
1996,2.4021415079289454e-08,4.270473752399084e-09
1997,2.6851408652106556e-08,3.3564262480467733e-09
1998,2.717833569310102e-08,5.2449422582867555e-09
1999,1.96518641359944e-08,5.941261704833778e-09
2000,3.004261395211927e-08,3.092622158362701e-09
2001,1.9277331730904734e-08,6.571817756650944e-09
2002,2.1906107816604958e-08,5.6955880012310445e-09
2003,2.6251613882699587e-08,6.250384210204629e-09
2004,2.6869225788761497e-08,4.404791198453495e-09
2005,3.828187100651803e-08,4.954124666056714e-09
2006,3.417848470910201e-08,3.706100981659688e-09
2007,4.7134857045216805e-08,5.991719120856942e-09
2008,3.6613980375355126e-08,2.9802078582719105e-09
2009,3.862235864460217e-08,3.337734755248789e-09
2010,3.4483689514974714e-08,5.668551850135373e-09
2011,3.976930773585963e-08,8.030340836739924e-09
2012,2.485104419469586e-08,4.765953853791416e-09
2013,3.7932099683501974e-08,5.29933741333366e-09
2014,3.811183513224847e-08,3.4647122948427977e-09
2015,4.30015622276958e-08,5.098123256885856e-09
2016,4.1012534535145306e-08,3.314144070287739e-09
2017,3.7734170676984036e-08,2.5156112748447867e-09
2018,3.61405345650212e-08,5.937373259712331e-09
2019,3.1887345541825596e-08,4.3366790158927415e-09
