year,étant_VERB utile_ADJ
1941,1.1806010391524069e-08
1942,3.034211770724937e-09
1943,2.9032352077962287e-09
1944,1.6065930807940276e-08
1945,3.703456741277478e-08
1946,1.5313215584455975e-08
1947,2.1457568166738383e-08
1948,2.391815279167986e-08
1949,1.8652315247891238e-08
1950,2.1270722072586068e-08
1951,1.5992101864981123e-08
1952,5.272402070488624e-09
1953,1.4005975934594517e-08
1954,4.886268278880834e-09
1955,1.3139850985055546e-08
1956,8.72114114258693e-09
1957,9.718541527092839e-09
1958,1.3235589513271862e-08
1959,1.9376869886400527e-08
1960,1.7994166157109248e-08
1961,1.945484662257968e-08
1962,8.8787386332001e-09
1963,9.69907976156037e-09
1964,1.9468698653213323e-08
1965,1.3680108601477059e-08
1966,1.7171132071780448e-08
1967,2.021437595089992e-08
1968,1.0779397818794223e-08
1969,1.4987801222332564e-08
1970,1.5635665207014426e-08
1971,1.9525909777939887e-08
1972,2.0007572487656944e-08
1973,1.3231689521830958e-08
1974,1.0688586016271984e-08
1975,2.4559364319998167e-08
1976,1.0284348483935446e-08
1977,1.7630345183761165e-08
1978,1.0693064211864112e-08
1979,1.462993370893173e-08
1980,1.9329512213062117e-08
1981,1.771153890217647e-08
1982,9.932003663948308e-09
1983,2.0209011353244932e-08
1984,8.118611560803402e-09
1985,1.6843562988810845e-08
1986,1.7384007122700496e-08
1987,1.4665960890170027e-08
1988,6.596209356501959e-09
1989,1.1525056464734007e-08
1990,1.0897301727652575e-08
1991,9.37834432335194e-09
1992,1.5427843891302473e-08
1993,1.4955860550003308e-08
1994,1.5824779708850656e-08
1995,2.331653803366862e-08
1996,1.8149513891785318e-08
1997,2.013855748828064e-08
1998,1.382757464085671e-08
1999,2.0565904534919355e-08
2000,1.6346715980830595e-08
2001,1.4896119893137438e-08
2002,2.6725450297249154e-08
2003,1.2917460878725251e-08
2004,1.9381081628466745e-08
2005,2.296912349208924e-08
2006,1.7706927479821388e-08
2007,1.8774054311165855e-08
2008,1.702975893635994e-08
2009,2.098004614481397e-08
2010,1.747803501928047e-08
2011,1.8355065023456518e-08
2012,2.11063664323774e-08
2013,1.812931316180766e-08
2014,1.537466154388767e-08
2015,1.4851055496478693e-08
2016,1.5535050579273957e-08
2017,2.1131135952145996e-08
2018,1.4456214003644163e-08
2019,2.2703790847344862e-08
