year,tout_DET or_NOUN,tout_DET fort_ADJ
1923,3.1847843917631735e-08,7.431163684401554e-09
1924,1.160246199116699e-08,2.578324886925998e-09
1925,4.069325765243548e-08,1.4297631523163545e-08
1926,1.4489979549558996e-08,2.6750733184144337e-08
1927,4.5711820995109065e-08,3.0102906833917586e-08
1928,1.8281665736807895e-08,5.713020723163709e-09
1929,1.7824650200282122e-08,1.7824650200282122e-08
1930,2.520864939015155e-08,1.2604324695075775e-08
1931,2.737285598186645e-08,5.7026783295555106e-09
1932,1.0959536833610173e-08,6.575722188983946e-09
1933,1.9500125736371388e-08,1.3764794637438627e-08
1934,2.6359476379411717e-08,1.677421224144382e-08
1935,2.5133397585364037e-08,2.154291145473053e-08
1936,1.9399543305098632e-08,2.182448710641438e-08
1937,1.3850229851897211e-08,2.392312481447334e-08
1938,3.630259959308546e-08,2.2040865133021725e-08
1939,1.6823455517567254e-08,1.070583532936098e-08
1940,2.7893612308815818e-08,2.7893612752905028e-08
1941,3.246652813260198e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,8.709705623388686e-09,5.806470415592457e-09
1944,3.855823393905666e-08,9.639558484764166e-09
1945,1.9606535950345005e-08,8.714016175304096e-09
1946,3.062642850437669e-08,6.960552134671616e-09
1947,3.337843845763189e-08,2.8610090296865565e-08
1948,3.37028520647209e-08,1.4133454406817236e-08
1949,1.3743811755340118e-08,1.47255123650325e-08
1950,1.5953042220573366e-08,1.914365022059883e-08
1951,4.0513328247726577e-08,1.7058242818279723e-08
1952,2.10896083929768e-08,1.2653764258629963e-08
1953,1.7238123595220145e-08,1.508335856215126e-08
1954,1.5636057337786724e-08,6.840775057526116e-09
1955,2.627970330237872e-08,6.569925492527773e-09
1956,2.703553958482985e-08,9.593255967388359e-09
1957,1.855357939506419e-08,1.8553580005686854e-08
1958,1.4062814079895958e-08,8.272243334772611e-09
1959,1.8601794327111065e-08,1.0851047171911432e-08
1960,1.7994166823243063e-08,1.3841666479663672e-08
1961,2.0844478365589225e-08,9.72742331128984e-09
1962,2.5367825173816527e-08,1.2049716779927166e-08
1963,1.9398158968009227e-08,1.4871922360271128e-08
1964,2.8594651091395917e-08,2.068549243006146e-08
1965,2.188817349590977e-08,1.0396882466068291e-08
1966,1.9940669560014612e-08,6.6468897053084675e-09
1967,4.240088674611897e-08,2.5144711202074177e-08
1968,2.470278670507753e-08,2.4253646202510026e-08
1969,1.4533625192214572e-08,1.3625273354023193e-08
1970,1.6095537624938316e-08,1.241655755990223e-08
1971,2.1067429578636165e-08,1.849823050292798e-08
1972,2.872882304272295e-08,1.487742551375959e-08
1973,3.08739407373082e-08,1.1026407342740185e-08
1974,1.4626486244395664e-08,1.406392957647995e-08
1975,1.3707552870556583e-08,1.1422960355389478e-08
1976,1.9997343725375316e-08,8.570290255249802e-09
1977,1.469195476389018e-08,7.639816779203557e-09
1978,5.04950251611902e-08,9.504946163474415e-09
1979,1.287434114871644e-08,1.462993370893173e-08
1980,9.096241204709088e-09,2.0466542238750662e-08
1981,8.855769562110538e-09,1.707898356073656e-08
1982,1.80017563078394e-08,1.3656505259973528e-08
1983,1.8945948587756334e-08,1.515675762675528e-08
1984,1.7976925670293298e-08,1.4497521405587577e-08
1985,1.564045115642898e-08,1.6843562988810845e-08
1986,1.3187867797803676e-08,1.9182353483415682e-08
1987,1.466596055710312e-08,2.13878585952898e-08
1988,1.9188972077976985e-08,1.4391728697660255e-08
1989,9.329807593161377e-09,1.92084268491044e-08
1990,1.6345952813523468e-08,2.2884334427430986e-08
1991,1.875668864670388e-08,1.2309077312977479e-08
1992,1.9284805363728452e-08,1.7080827419135858e-08
1993,1.8833305692744773e-08,1.717154241021035e-08
1994,1.5297287436766283e-08,1.4242301560329906e-08
1995,1.7894087323000463e-08,1.572510655023507e-08
1996,2.5622842514394506e-08,1.2277611816102763e-08
1997,1.438468300030138e-08,1.5343662340683295e-08
1998,1.287394890692184e-08,1.382757464085671e-08
1999,7.769341975327748e-09,9.597422412355172e-09
2000,1.5904913719388958e-08,1.7230322058026104e-08
2001,1.6648604495017594e-08,1.1829271784336015e-08
2002,1.1391175447350577e-08,2.1467984723244626e-08
2003,1.1667383725821878e-08,1.2500768420409258e-08
2004,1.8940602419803554e-08,1.2773894830786503e-08
2005,1.1709748504173945e-08,3.1075870765562286e-08
2006,1.8530504686253835e-08,1.8118715416903797e-08
2007,1.3980677865399471e-08,1.8774054311165855e-08
2008,1.5326782676350348e-08,1.9158479247494142e-08
2009,1.3350938576905946e-08,3.051643204798893e-08
2010,1.2754240996670774e-08,2.739800031292816e-08
2011,9.942326711920302e-09,2.4855816960211996e-08
2012,9.19148274158843e-09,4.017018184754306e-08
2013,1.171432484348145e-08,4.5741650467334694e-08
2014,1.0827226060161621e-08,4.33089049067803e-08
2015,1.551602757388082e-08,3.1697027225163765e-08
2016,1.1806638028355465e-08,3.976973061980971e-08
2017,7.0437116417298995e-09,4.226227190429199e-08
2018,1.110030711792831e-08,4.001273268272598e-08
2019,1.0714148235280163e-08,3.9285211528294894e-08
