year,sont_VERB in_ADJ,sont_VERB fines_ADJ
1951,7.249753508631329e-08,1.8444225702296535e-07
1952,6.85412260281737e-08,1.4235484968594392e-07
1953,5.710128547775639e-08,1.5298834910026926e-07
1954,6.938500973774353e-08,1.6124684520946175e-07
1955,4.880516257799172e-08,1.8489647857222735e-07
1956,5.407107650512444e-08,1.805276355071328e-07
1957,5.47772351922049e-08,1.546131613849866e-07
1958,6.700517474200751e-08,1.4476425747034227e-07
1959,6.278105502133258e-08,1.333128665237382e-07
1960,5.605874875413974e-08,1.2526707848792284e-07
1961,6.878677538679767e-08,1.479957916217245e-07
1962,5.644341172228451e-08,1.5854891444178065e-07
1963,5.6254663149957196e-08,1.7458343393172981e-07
1964,5.1713730186975226e-08,1.6487554432842444e-07
1965,5.417322768153099e-08,1.493867785029579e-07
1966,4.9297764093125807e-08,1.4567766015716188e-07
1967,5.2261558636246264e-08,1.7995725443142874e-07
1968,5.749012288447375e-08,1.0330256117185854e-07
1969,6.494713744586988e-08,1.2217329015129508e-07
1970,5.426495519600394e-08,8.231717885109902e-08
1971,6.166077071156906e-08,1.1612778649805477e-07
1972,5.84836747918871e-08,1.1645433062312804e-07
1973,4.079770832277063e-08,1.3617612637517595e-07
1974,3.4878542720662153e-08,9.338449302731533e-08
1975,4.3407247574123176e-08,1.0680467710244557e-07
1976,4.627956684544188e-08,1.0570024500111685e-07
1977,4.995264646368014e-08,7.698584170157119e-08
1978,4.990096869050831e-08,1.0158411356542274e-07
1979,3.745262944221395e-08,1.0357992863418986e-07
1980,4.43441763309238e-08,9.323647276460179e-08
1981,3.985096341807548e-08,9.614835505544761e-08
1982,5.152226734139731e-08,8.69050325036369e-08
1983,3.789189761960188e-08,9.220361363304619e-08
1984,4.291266364475632e-08,8.292582265312376e-08
1985,2.8273122509858695e-08,8.241314475299077e-08
1986,3.5367463624425e-08,7.972665372335541e-08
1987,2.9943002743948455e-08,8.6773596308376e-08
1988,2.878345739532051e-08,8.455140942942307e-08
1989,2.469655058234821e-08,5.707646977270997e-08
1990,3.105731138930423e-08,5.612110598463005e-08
1991,3.3996499837485317e-08,7.619905062483667e-08
1992,3.250866953408149e-08,6.005839026101967e-08
1993,2.6588196533339215e-08,6.14852027069901e-08
1994,4.483687732204089e-08,7.384897315887429e-08
1995,2.8196744494835002e-08,7.103410837316915e-08
1996,3.896807143632941e-08,5.4448541675355955e-08
1997,2.972834600711849e-08,5.6579754215135836e-08
1998,3.814503202193009e-08,5.864798779953162e-08
1999,3.1991408633302854e-08,5.8498574873055986e-08
2000,2.3415566374751506e-08,8.084997915602798e-08
2001,3.0230360437144554e-08,6.046072087428911e-08
2002,2.9792305511477934e-08,7.535700774496945e-08
2003,3.4168767371056674e-08,6.708745559080853e-08
2004,3.479784993487556e-08,6.12266006783102e-08
2005,2.522099862289906e-08,7.521261835563564e-08
2006,2.594270576139479e-08,6.753339221177157e-08
2007,2.4765773432022797e-08,6.63083596919023e-08
2008,3.363377487630714e-08,6.811903574543976e-08
2009,2.813233557219519e-08,7.390698186782174e-08
2010,4.156937905008817e-08,7.463592766043803e-08
2011,3.74749262732621e-08,8.37449860568995e-08
2012,3.234040235611246e-08,9.974460368766813e-08
2013,2.342865101923053e-08,6.805465346815254e-08
2014,1.6890473020225727e-08,8.033801890405812e-08
2015,2.127912424043643e-08,9.220953955946243e-08
2016,1.491364898242864e-08,7.726098516513957e-08
2017,1.5596789637584152e-08,8.427297615298812e-08
2018,1.9360999914397325e-08,8.957689345834297e-08
2019,2.015280387013263e-08,8.596828848794758e-08
