year,grand_ADJ axe_NOUN
2007,4.349988103058422e-07
2008,5.819920261274092e-07
2009,5.645539999932225e-07
2010,3.656215881164826e-07
2011,5.586823021985765e-07
2012,8.469780823361361e-07
2013,2.878377074466698e-07
2014,2.7804316005131113e-07
2015,3.389143898857583e-07
2016,3.20850574553333e-07
2017,2.523158286749094e-07
2018,3.1132489652918593e-07
2019,2.1708905251216493e-07
