year,tout_ADV in_ADJ,tout_ADV fine_ADJ
1871,2.6552942067326057e-08,1.0621177271019633e-09
1872,1.4513613977307216e-08,0.0
1873,1.0774807712721213e-08,0.0
1874,9.559374958278966e-09,0.0
1875,8.582291044501034e-09,0.0
1876,1.632424040387548e-08,6.04601479992084e-10
1877,1.1132668564783899e-08,0.0
1878,9.662541877730746e-09,2.4156354694326865e-09
1879,1.221865097988939e-08,6.10932526790009e-10
1880,1.0268554451187129e-08,1.2835692508872398e-09
1881,9.761510710859511e-09,6.972507571312292e-10
1882,8.652000449416164e-09,1.9966155395678697e-09
1883,1.64302811356265e-08,0.0
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,8.37932623287685e-09,2.5782542767416317e-09
1886,5.80811748696064e-09,0.0
1887,1.6322312390570914e-08,0.0
1888,5.07249175996094e-09,0.0
1889,9.397705058589167e-09,0.0
1890,9.831579661501166e-09,0.0
1891,5.0993759215245404e-09,1.2748440081367107e-09
1892,6.8953633913793055e-09,6.268512375839919e-10
1893,1.23168328869383e-08,1.2316833108982905e-09
1894,8.192001077489408e-09,6.301539290376468e-10
1895,7.22233739480771e-09,1.2037228991346183e-09
1896,6.486731929378209e-09,5.89702897624278e-10
1897,1.1653427445246223e-08,0.0
1898,4.526684027617023e-09,2.8291773368493978e-09
1899,8.844125432005967e-09,5.527578395003729e-10
1900,8.305684695564253e-09,0.0
1901,7.824234371511807e-09,0.0
1902,9.329539640834383e-09,0.0
1903,9.180374460626695e-09,0.0
1904,1.0211787859759625e-08,0.0
1905,8.257214578755168e-09,0.0
1906,1.2346043021249642e-08,0.0
1907,1.3885677219160897e-08,0.0
1908,4.4202499438483756e-09,0.0
1909,4.950885368337765e-09,0.0
1910,3.2064905175488434e-09,1.068830135508847e-09
1911,6.384448969498635e-09,0.0
1912,1.40654377034366e-08,1.5628263128064646e-09
1913,6.893886850267705e-09,0.0
1914,9.375441145653696e-09,6.696743715117748e-10
1915,5.890380849749022e-09,0.0
1916,5.493730803607377e-09,0.0
1917,5.483212106582869e-09,0.0
1918,4.594550517822427e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,8.329454903588385e-09,1.514446346106979e-09
1921,9.844572046446842e-09,0.0
1922,5.164555005876537e-09,0.0
1923,1.3800732556745743e-08,0.0
1924,6.445812328337297e-09,1.289162443462999e-09
1925,5.499089184013428e-09,0.0
1926,3.343841648018042e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,5.713020723163709e-09,0.0
1929,2.2280812750352652e-09,0.0
1930,5.2518016602221e-09,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,1.032359597807897e-08,0.0
1934,5.990790086229936e-09,0.0
1935,2.393656828303392e-09,1.196828414151696e-09
1936,2.667437293268904e-08,0.0
1937,8.813782592653752e-09,0.0
1938,7.779128452511941e-09,0.0
1939,6.117620188206274e-09,3.058810094103137e-09
1940,0.0,0.0
1941,8.854507793643052e-09,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,2.7842208538686464e-09
1947,8.344609447874518e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,3.198420528427448e-09,0.0
1952,4.217921456550755e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,0.0,0.0
1956,1.744228317335228e-09,0.0
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,5.4255236969780185e-09,0.0
1960,2.076250060767393e-09,0.0
1961,5.55852741612739e-09,0.0
1962,3.805173953708163e-09,6.341956404476434e-10
1963,3.879632060055371e-09,0.0
1964,2.433587276140514e-09,0.0
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,3.3234448526542337e-09,1.1078149508847446e-09
1967,6.4094360374689074e-09,0.0
1968,4.491415683816058e-09,8.982831700699023e-10
1969,4.541757636644661e-09,0.0
1970,5.978342543233595e-09,0.0
1971,4.1107179882260425e-09,0.0
1972,2.565073486948677e-09,0.0
1973,2.7566018356850464e-09,0.0
1974,5.06301445213353e-09,1.6876715580593782e-09
1975,1.1422960355389478e-09,0.0
1976,5.142174241967723e-09,0.0
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,0.0
1979,3.511183899185255e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,0.0
1981,5.060439622894819e-09,0.0
1982,1.3035754475865247e-08,6.207502289967692e-10
1983,4.420721344544631e-09,0.0
1984,3.4794050418618383e-09,5.799008495621649e-10
1985,5.4140022465176685e-09,0.0
1986,0.0,0.0
1987,5.49973533381376e-09,2.4443267410134695e-09
1988,4.1975875553212916e-09,0.0
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,0.0
1991,2.344586136349136e-09,1.1722930404189924e-09
1992,2.2039777225479895e-09,1.1019888335184191e-09
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,3.736664311304594e-09
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,3.814503379828693e-09,0.0
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,8.836062992401139e-10,0.0
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,2.6287329535357173e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,1.7619165015858584e-09,4.404791253964646e-10
2005,2.702249757291497e-09,0.0
2006,3.706100759615083e-09,1.6471559671771274e-09
2007,7.988958938831558e-10,0.0
2008,1.7029758714315335e-09,1.2772318758180745e-09
2009,1.907277002999308e-09,0.0
2010,1.8895172648747405e-09,4.723793023408973e-10
2011,1.91198598620268e-09,7.64794394481072e-10
2012,2.0425516833455504e-09,0.0
2013,2.789125042035323e-10,8.367375126105969e-10
2014,3.8978013316981475e-09,0.0
2015,4.433150790905671e-10,2.2165753954528356e-10
2016,1.035670049720494e-09,2.0713400439298368e-10
2017,1.5093667704579872e-09,5.031222660711876e-10
2018,1.5488799687268795e-09,0.0
2019,2.2958890344426663e-09,5.1019755087367e-10
