year,soient_VERB in_ADJ,soient_VERB fines_ADJ
1846,2.3418005312692003e-09,5.854501328173001e-10
1847,5.3932236454556914e-09,3.775256551818984e-09
1848,3.218088684420195e-09,0.0
1849,3.3517659758786067e-09,9.217356655710773e-09
1850,6.788996032014438e-10,8.146795238417326e-09
1851,0.0,0.0
1852,1.3021090872200602e-09,6.510545436100301e-10
1853,5.971931837933653e-10,1.1943863675867306e-09
1854,1.0391328908454511e-09,3.117398783558656e-09
1855,1.0613874223963649e-09,2.1227748447927297e-09
1856,3.1063134287023786e-09,3.1063134287023786e-09
1857,1.9526036343364694e-09,9.763018171682347e-10
1858,5.872411001917044e-09,2.4468380654951716e-09
1859,1.5276520048956854e-09,5.092173349652285e-09
1860,2.288591982591015e-09,5.492620580582752e-09
1861,1.8863854922557266e-09,3.772770984511453e-09
1862,1.3553959066214816e-09,2.2589932147099034e-09
1863,4.994620717013731e-09,1.4983863039219614e-09
1864,1.4384183844029508e-09,7.1920918109924514e-09
1865,2.3534221238463715e-09,1.0825742080555756e-08
1866,1.9462451650298362e-09,1.4596839292835284e-09
1867,1.94112459439566e-09,1.94112459439566e-09
1868,3.951899252285784e-09,2.4699371437009177e-09
1869,1.4650557433881772e-09,4.395167341186834e-09
1870,1.1468097582678638e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,2.4189357183956872e-09,2.4189357183956872e-09
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,0.0,5.974609140757536e-10
1875,1.1443054281912168e-09,1.716458086775674e-09
1876,6.04601479992084e-10,1.209202959984168e-09
1877,4.9478527941460015e-09,1.2369631985365004e-09
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,4.27652757650776e-09,6.720257683667796e-09
1880,3.8507077526617195e-09,6.417846254436199e-10
1881,3.4862537301449947e-09,2.091752326904839e-09
1882,1.3310770263785798e-09,0.0
1883,3.791603475633565e-09,6.319338941018771e-10
1884,6.601696966868076e-10,0.0
1885,3.2228177904158883e-09,6.445635691854079e-10
1886,1.2906927748801422e-09,0.0
1887,4.570247291724172e-09,1.9586774424595887e-09
1888,5.706553452000662e-09,3.804368819970705e-09
1889,1.8795409673089125e-09,0.0
1890,6.554386478008212e-10,6.554386366985909e-09
1891,3.1871101313640793e-09,5.736798147637501e-09
1892,0.0,3.1342561879199593e-09
1893,6.774258043407144e-09,0.0
1894,1.2603078580752936e-09,1.2603078580752936e-09
1895,1.2037228991346183e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,1.1653427112179315e-09,4.078699600285063e-09
1898,2.8291773368493978e-09,1.13167097914868e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,1.5573159428683425e-09,4.671947717582725e-09
1901,2.794369402536745e-09,5.588738916095792e-10
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,1.6200660812870638e-09,0.0
1904,0.0,5.374625189347171e-10
1905,2.0643036169332163e-09,3.096455536422127e-09
1906,1.0288369045596824e-09,7.201858220895474e-09
1907,1.5428529565042481e-09,2.057137349353866e-09
1908,9.822778146428846e-10,4.911389073214423e-10
1909,5.5009836685826485e-09,2.2003934230241384e-09
1910,2.137660271017694e-09,3.206490406526541e-09
1911,1.0640748282497725e-09,2.6601871816467337e-09
1912,0.0,1.5628263128064646e-09
1913,5.30298971401777e-10,0.0
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,0.0,8.246533234057551e-09
1916,0.0,0.0
1917,3.289927441585405e-09,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,0.0,7.572231730534895e-09
1921,7.572747429129834e-10,3.7863738810983705e-09
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,0.0,1.0615948120573648e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,4.399271169575059e-09,4.399271169575059e-09
1926,4.458455382660986e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,0.0,0.0
1929,0.0,1.1140406375176326e-09
1930,2.100720708497761e-09,0.0
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,0.0,9.863582839386709e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,0.0,1.1981580172459871e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,0.0,0.0
1947,0.0,1.1920870957027319e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,2.1322803522849654e-09
1952,1.0544803918932644e-09,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,0.0
1955,9.385607846468247e-10,7.508486277174597e-09
1956,8.72114158667614e-10,8.72114114258693e-09
1957,4.417518795207798e-09,6.184526224473075e-09
1958,0.0,0.0
1959,7.750747821333448e-10,7.750747821333448e-10
1960,0.0,1.3841666701708277e-09
1961,0.0,1.3896318540318475e-09
1962,0.0,2.5367825617905737e-09
1963,0.0,3.2330267352165265e-09
1964,6.083968329129164e-10,3.6503808864551957e-09
1965,0.0,2.188817349590977e-09
1966,5.539074754423723e-10,5.539074754423723e-10
1967,4.930335584241163e-10,4.930335584241163e-10
1968,8.982831700699023e-10,3.5931326802796093e-09
1969,1.3625273131978588e-09,1.3625273131978588e-09
1970,3.219107425067591e-09,1.8394900047624674e-09
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,1.5390440033513642e-09,0.0
1973,1.102640756478479e-09,5.513203782392395e-10
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,5.711480177694739e-10,0.0
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,1.7630346071939584e-09
1978,1.1881182704343018e-09,0.0
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,1.8622506869903077e-09,0.0
1983,0.0,1.89459470334441e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,0.0,0.0
1986,4.7955883708539204e-09,0.0
1987,0.0,4.277571630240118e-09
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,0.0,0.0
1990,1.089730194969718e-09,1.089730194969718e-09
1991,0.0,2.344586080837985e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,0.0,5.539207426075166e-10
1994,5.274926606624319e-10,2.637463358823311e-09
1995,5.422450821690461e-10,1.626735190995987e-09
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,9.58978896292706e-10,9.58978896292706e-10
1998,9.536258449571733e-10,4.768129224785866e-10
1999,4.570201161957499e-10,2.285100553223174e-09
2000,0.0,2.2090156370779823e-09
2001,8.762423564512289e-10,1.7524847129024579e-09
2002,0.0,3.066854992184176e-09
2003,8.333845835650777e-10,4.1669229178253886e-10
2004,4.404791253964646e-10,1.3214374039449694e-09
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,8.235779835885637e-10,3.294311934354255e-09
2007,3.994479469415779e-10,2.7961355453243186e-09
2008,0.0,2.9802078582719105e-09
2009,9.53638501499654e-10,1.430457752249481e-09
2010,0.0,4.723793023408973e-10
2011,7.64794394481072e-10,7.64794394481072e-10
2012,0.0,2.0425516833455504e-09
2013,5.578250084070646e-10,1.1156500168141292e-09
2014,0.0,1.0827225782605865e-09
2015,0.0,2.21657536769726e-09
2016,0.0,1.2428040818690533e-09
2017,0.0,2.264050280587071e-09
2018,2.5814667070633845e-10,1.8070267504555204e-09
2019,0.0,3.06118530524202e-09
