year,serait_VERB aux_ADP,serait_VERB faux_ADJ
1920,1.2418459505170176e-07,1.915774561211947e-07
1921,9.768844222435291e-08,1.7417319497781136e-07
1922,1.2911387159419974e-07,1.814972137026416e-07
1923,1.210218130154317e-07,1.5180805235104344e-07
1924,1.4438619189149904e-07,1.6888027687400609e-07
1925,1.1548086575885463e-07,2.155642846446426e-07
1926,1.2372213120670494e-07,2.3183967812201445e-07
1927,1.6723836893106636e-07,2.2855911652186478e-07
1928,1.451107181082989e-07,1.9767051639973943e-07
1929,1.0806193984080892e-07,2.3840469509650575e-07
1930,1.344461253438567e-07,2.47885054704966e-07
1931,1.437074956811557e-07,2.3038820984311315e-07
1932,1.8850403193937382e-07,2.1151905116312264e-07
1933,1.720599271948231e-07,2.844724349415628e-07
1934,1.2341027399997984e-07,2.240555545540701e-07
1935,1.1609235883724978e-07,2.8843564336966665e-07
1936,1.4428410111122503e-07,3.358545939136093e-07
1937,1.1961562051965302e-07,2.89595703861778e-07
1938,1.4391387992418458e-07,3.228338414373866e-07
1939,1.636463338172689e-07,3.4258673053955135e-07
1940,1.2932493120842992e-07,3.2458021337333776e-07
1941,1.121570960549434e-07,3.512288060392166e-07
1942,1.153000468434584e-07,2.8521591843855276e-07
1943,9.580676163523094e-08,4.1806586636994325e-07
1944,8.996921252446555e-08,4.1450101662121597e-07
1945,1.524952892850706e-07,4.335223025009327e-07
1946,1.1136883415474585e-07,3.9675146012996265e-07
1947,1.0251949333905941e-07,4.1961465058193426e-07
1948,1.1959076573475613e-07,3.9030078369250987e-07
1949,1.3743812132815947e-07,4.2311305037401326e-07
1950,7.444752725405124e-08,3.8925423950786353e-07
1951,1.5245804263486207e-07,3.539585406997503e-07
1952,9.49032354924384e-08,4.3866384658031166e-07
1953,1.023513576114965e-07,5.203758632887912e-07
1954,9.479359874831061e-08,4.7396801505783515e-07
1955,8.353190850129977e-08,4.85235943870066e-07
1956,8.110662008675718e-08,4.3082440015496104e-07
1957,8.304935761316301e-08,4.806260562872922e-07
1958,9.264912392836777e-08,4.5993672870281443e-07
1959,9.998464634008997e-08,5.037986170464137e-07
1960,1.0588875198891401e-07,4.6438790946012887e-07
1961,8.407272389376885e-08,4.912348572361225e-07
1962,1.1288682344456902e-07,5.13064264850982e-07
1963,8.987814226202318e-08,5.981099207019724e-07
1964,1.2107096836189157e-07,5.207876938584377e-07
1965,9.79495737851721e-08,4.662180970171903e-07
1966,1.0524242100018455e-07,5.494762262969743e-07
1967,9.90997435224017e-08,4.792286176780181e-07
1968,1.0375170944598722e-07,5.088774059913703e-07
1969,1.2989427489173977e-07,4.559924775549007e-07
1970,1.1956684886627045e-07,4.548139145299501e-07
1971,7.810363911175955e-08,4.881477480012109e-07
1972,9.695977354340357e-08,5.273790861792804e-07
1973,1.0750747492238588e-07,5.209977302911284e-07
1974,9.450960192225466e-08,5.192402454667899e-07
1975,9.138368284311582e-08,5.534424190045684e-07
1976,9.19877791716317e-08,4.816503178517451e-07
1977,1.0343136125356978e-07,6.082469212742581e-07
1978,9.504945808203047e-08,5.732670729230449e-07
1979,8.71944010327752e-08,5.629598263112712e-07
1980,7.845508065429385e-08,5.668095468536194e-07
1981,9.29855801246049e-08,5.111044174554991e-07
1982,8.566352960315271e-08,5.872296924280818e-07
1983,9.915046206288025e-08,5.096459858577873e-07
1984,9.626354113834168e-08,5.033539309806656e-07
1985,9.083492358286094e-08,5.041037525188585e-07
1986,1.0070735356748628e-07,4.501858654748503e-07
1987,9.777306786418194e-08,4.7053291041265766e-07
1988,9.354624097568376e-08,4.5933603587400285e-07
1989,9.329807681979219e-08,4.401474029691599e-07
1990,8.772327930728352e-08,4.6967372213657654e-07
1991,9.085270846753701e-08,4.442990757524967e-07
1992,1.0028098529346607e-07,4.512644409260247e-07
1993,8.862731704084581e-08,4.4313659941508377e-07
1994,9.653115995433836e-08,4.3570892671596084e-07
1995,8.730145850677218e-08,3.893319728831557e-07
1996,1.0729565502742844e-07,4.233107233631017e-07
1997,1.0644665593417812e-07,4.7133812586253043e-07
1998,9.870027639635737e-08,4.7252160584321246e-07
1999,8.911892024343615e-08,4.058338731738331e-07
2000,7.599014395509585e-08,4.311998793582461e-07
2001,9.726289817990619e-08,4.2804438749044493e-07
2002,1.0690180118899661e-07,3.829187562587322e-07
2003,8.792207495389448e-08,3.879405312545714e-07
2004,1.0527450911013148e-07,4.4268151100368414e-07
2005,9.592986316420138e-08,4.287569481675746e-07
2006,1.0088830038057495e-07,4.599683052219916e-07
2007,9.067468198509232e-08,3.6150038340565516e-07
2008,1.0941619876803088e-07,3.576249412162724e-07
2009,1.09668427228371e-07,3.5189259506296366e-07
2010,1.133710298972801e-07,3.4625404055077524e-07
2011,1.1777833464066134e-07,2.791499582599499e-07
2012,1.266381985942644e-07,2.4068066295512835e-07
2013,1.3471473891968344e-07,2.660825373368425e-07
2014,1.4660064096005954e-07,2.6721593826550816e-07
2015,1.4695895345084864e-07,2.4249334273918066e-07
2016,1.5576476641854242e-07,2.0816968060444196e-07
2017,1.2578057351220195e-07,2.3797683468274045e-07
2018,1.3914105068124627e-07,2.1451988629905827e-07
2019,1.426002143034566e-07,2.1861964683012047e-07
