year,soient_VERB au_ADP,soient_VERB faux_ADJ
2003,4.571114500251383e-07,7.500461585152607e-09
2004,4.409196181498487e-07,1.4535810777260849e-08
2005,4.787485841095673e-07,1.216012357474483e-08
2006,4.583211445918778e-07,8.64756888319107e-09
2007,4.589656803499764e-07,1.677681460421354e-08
2008,4.802392103431252e-07,1.2346575317678798e-08
2009,5.001833687234836e-07,1.1443662017995848e-08
2010,4.846611642017606e-07,1.6533276081531767e-08
2011,4.978811602995847e-07,1.3383901986685487e-08
2012,4.817017611458141e-07,1.2595735121578855e-08
2013,4.981377175194979e-07,1.4503449996539075e-08
2014,4.67952700422547e-07,9.527958866328845e-09
2015,5.197869269446542e-07,1.5959342292148904e-08
2016,5.331629233662483e-07,1.864206033985738e-08
2017,4.925566940983117e-07,1.2578056818313144e-08
2018,5.126793057863566e-07,1.652138692520566e-08
2019,5.563704223998656e-07,1.4795729086358733e-08
