year,grand_ADJ art_NOUN,grand_ADJ phare_NOUN
1899,1.0425012320069982e-06,1.879376654301268e-08
1900,1.2801136701767746e-06,3.270363646556973e-08
1901,1.1373083541599271e-06,2.7943693858833996e-08
1902,9.530860882733805e-07,2.209627647520307e-08
1903,1.0800440346514506e-06,3.672149917477441e-08
1904,1.1614564883188905e-06,2.5260737501753283e-08
1905,1.09459703878656e-06,2.8900250914620784e-08
1906,1.014947600630478e-06,3.137952597764837e-08
1907,9.683973978269478e-07,2.2628511231470583e-08
1908,1.087381567899115e-06,3.487086108755477e-08
1909,1.1480553130382987e-06,2.5304525086422558e-08
1910,1.0565386086014428e-06,2.0842187087311004e-08
1911,1.0050186620702561e-06,5.107559120087757e-08
1912,1.1476354551120949e-06,2.604710652720499e-08
1913,1.133248865414771e-06,3.287853750366665e-08
1914,9.9714515400251e-07,3.549274235625788e-08
1915,6.114215636010556e-07,2.1205371680821372e-08
1916,8.932806521144698e-07,2.746865512825991e-08
1917,6.864981809684423e-07,7.6764971268517e-08
1918,9.154642155451143e-07,4.479686666059024e-08
1919,1.1841292923975288e-06,2.025726608678724e-08
1920,1.0305807904842368e-06,5.149117532354808e-08
1921,1.14727118827318e-06,3.1805539368878755e-08
1922,1.1421044234793953e-06,3.688967858961334e-08
1923,1.1061817559721021e-06,2.866306081372727e-08
1924,1.1847403342812868e-06,1.1602462102189293e-08
1925,1.050326021712067e-06,3.079489729884699e-08
1926,1.1814907026064247e-06,1.5604594283402662e-08
1927,1.1528298529128733e-06,3.0102908055162914e-08
1928,1.1951639038443318e-06,3.313552021655397e-08
1929,1.0850756151370433e-06,2.0052731253272782e-08
1930,1.1574971523486965e-06,2.941009080714707e-08
1931,9.238338876116359e-07,2.3951248095954725e-08
1932,8.022380657557449e-07,2.3015026995309995e-08
1933,8.47681913995757e-07,1.9500125958415992e-08
1934,8.494940484382596e-07,2.156684431042777e-08
1935,9.407071477340878e-07,2.8723881939640705e-08
1936,8.1356833270263e-07,1.6974600391961303e-08
1937,7.667990864490548e-07,2.14049007407624e-08
1938,9.140475949465099e-07,1.0372171566075394e-08
1939,7.738789706834837e-07,1.070583532936098e-08
1940,6.339457536697068e-07,7.607348528892999e-09
1941,8.765962817847139e-07,2.3612021227137348e-08
1942,1.055905647362465e-06,1.517105907566929e-08
1943,8.883899509370963e-07,8.709705845433291e-09
1944,8.900525756416755e-07,9.639558484764166e-09
1945,9.215072167556571e-07,3.7034569633220826e-08
1946,9.842220904943133e-07,2.227376683094917e-08
1947,1.040692046316849e-06,1.311295805273005e-08
1948,1.0002137091902341e-06,8.697510045507784e-09
1949,9.306523907071096e-07,8.835307485632882e-09
1950,7.551106691039422e-07,1.2762433776458693e-08
1951,9.040868711451822e-07,1.812438221726609e-08
1952,7.803155028796027e-07,1.4762725264461096e-08
1953,7.918763023084807e-07,1.2928592529881655e-08
1954,9.1861840090246e-07,8.795282280260608e-09
1955,9.010183301683128e-07,2.9095383879962355e-08
1956,7.927517700068165e-07,1.6570169014684666e-08
1957,7.712987697416906e-07,1.855357933955304e-08
1958,7.138946163109949e-07,1.4890038368964298e-08
1959,7.766249074947496e-07,4.34041874664004e-08
1960,9.121658628430396e-07,1.7302083321624195e-08
1961,8.240517033186734e-07,1.111705483225478e-08
1962,8.130388362559415e-07,1.0781325887609938e-08
1963,8.593384954735939e-07,3.039045126662643e-08
1964,8.255944905499746e-07,7.300761772910391e-09
1965,8.74979727782943e-07,2.3529786674636455e-08
1966,8.081510340929299e-07,1.7171132404847356e-08
1967,9.352846674914872e-07,1.627010742799584e-08
1968,1.1745052308498316e-06,1.9313088434058656e-08
1969,7.730072031364443e-07,1.4533625192214572e-08
1970,8.663997963509473e-07,1.0117194748637814e-08
1971,9.876000035546895e-07,1.695671147938782e-08
1972,1.0403937462655222e-06,1.3338381954497436e-08
1973,6.946636901261627e-07,1.2129048265752118e-08
1974,6.328767963026394e-07,2.4189957814613194e-08
1975,7.447770116186803e-07,1.8847884586392638e-08
1976,6.930508353875098e-07,1.2569759011427095e-08
1977,6.105976435577531e-07,1.1165885105413054e-08
1978,6.938610885853791e-07,1.1287123347081263e-08
1979,7.432006103869071e-07,7.02236779837051e-09
1980,8.067228982611141e-07,1.30758464056413e-08
1981,7.502101873058109e-07,1.7711538125020354e-08
1982,6.797215075238228e-07,1.5518755391852324e-08
1983,7.180514565163776e-07,2.5261265079734585e-08
1984,6.953011038035584e-07,9.278413537483488e-09
1985,6.996094246147777e-07,2.165600876402607e-08
1986,7.517084883446046e-07,1.4986213436873896e-08
1987,8.280156951201434e-07,9.777306797520424e-09
1988,7.7535441800336e-07,9.594485983477341e-09
1989,7.968753461540246e-07,1.5366742545097622e-08
1990,7.58997105165804e-07,1.4166492867673242e-08
1991,7.748857164813217e-07,1.4067516873605967e-08
1992,8.286956258984901e-07,1.7080826808513194e-08
1993,8.657780945497962e-07,1.0524494165053966e-08
1994,7.590619572894752e-07,1.1077345873911071e-08
1995,8.29634984711447e-07,1.5182862411755593e-08
1996,7.702867250714007e-07,2.1886177536956097e-08
1997,7.278649887254574e-07,2.0138557599302942e-08
1998,8.930706307808123e-07,1.0966697439052098e-08
1999,6.873582716337978e-07,1.5081663473637263e-08
2000,7.983382896981084e-07,1.0161472108194403e-08
2001,7.062513187605646e-07,2.102981588869568e-08
2002,7.009954554604292e-07,3.6802261460522345e-08
2003,8.125499402211744e-07,2.500153695184082e-08
2004,7.254691380964573e-07,1.189293641346012e-08
2005,7.976140246057639e-07,2.2068373795036678e-08
2006,7.910466379712489e-07,2.511912833291774e-08
2007,7.61347795474876e-07,1.1983438602536367e-08
2008,7.109924009540691e-07,2.6821870224846833e-08
2009,6.966329433311103e-07,3.194689024432762e-08
2010,6.48576788719879e-07,2.8815137276261282e-08
2011,7.376442088258273e-07,2.6385407303486375e-08
2012,6.144676216734979e-07,4.459571117942929e-08
2013,6.122129718733049e-07,4.2394702137737994e-08
2014,7.472951164544384e-07,4.200963779621425e-08
2015,9.107908205407966e-07,3.723846800363084e-08
2016,8.285359909265821e-07,4.598374744868572e-08
2017,5.300393288720784e-07,3.4212314675707844e-08
2018,6.389130211559291e-07,2.7621693821089366e-08
2019,6.910625938161274e-07,3.316284041821049e-08
