year,en_ADP âne_NOUN,en_ADP ane_NOUN,en_ADP panne_NOUN
1959,2.2477168570844697e-08,1.5501495642666896e-09,8.022023720855032e-07
1960,3.8756667208872386e-08,4.152500010512483e-09,8.69948758364103e-07
1961,3.47407969059077e-08,6.948159270159238e-10,9.275792831608953e-07
1962,1.4586500007851555e-08,1.9025869768540815e-09,9.589038283408513e-07
1963,3.427008365974871e-08,3.2330265131719216e-09,9.582690747578226e-07
1964,2.1902286206909594e-08,8.517555771803131e-09,1.0020296246082694e-06
1965,4.268193976031398e-08,4.377634699181954e-09,9.050759697259991e-07
1966,2.658755882123387e-08,4.985167278981351e-09,8.790511518697031e-07
1967,3.500538170442269e-08,2.9582012950335468e-09,9.890252732347449e-07
1968,2.2906220920049236e-08,2.245707925174756e-09,9.481379041886839e-07
1969,2.2254612375149918e-08,2.725054681906869e-09,9.310603532597383e-07
1970,2.8052221878738237e-08,3.219107508334318e-09,9.243437242290042e-07
1971,2.8261185391897925e-08,2.5691987426412766e-09,9.547142800769848e-07
1972,4.771036543615992e-08,4.617132176587546e-09,9.244524559193223e-07
1973,4.741355397186453e-08,3.307922269435437e-09,1.024904551449879e-06
1974,2.025205780853412e-08,1.1251143350321513e-09,1.112175538331428e-06
1975,3.484002775167028e-08,2.2845920710778955e-09,1.1331576459383541e-06
1976,3.313845553520878e-08,2.285410749536254e-09,1.0370050729235913e-06
1977,4.172515133404886e-08,3.526069047854463e-09,1.0648728991924372e-06
1978,3.445542873237173e-08,2.9702956760857546e-09,1.1851479921887176e-06
1979,3.862302477841695e-08,2.9259866751729646e-09,1.2616854352387463e-06
1980,3.581644847372445e-08,1.1370301367108482e-09,1.321797535425162e-06
1981,5.3134616706529414e-08,2.5302198669585607e-09,1.3966813714461068e-06
1982,3.3520510811513304e-08,1.8622506869903077e-09,1.3159905183357523e-06
1983,1.894594880980094e-08,1.8945948143667124e-09,1.4929406972896686e-06
1984,4.5812168281145205e-08,3.479405208395292e-09,1.4932446852355952e-06
1985,4.992913105184016e-08,1.2031116103372597e-09,1.5189283679717391e-06
1986,4.495863947795442e-08,2.3977941854269602e-09,1.6299006340148026e-06
1987,3.116516467116526e-08,3.055408426266837e-09,1.644420819957304e-06
1988,3.2381390013824785e-08,1.1993107618124554e-09,1.6454544002897364e-06
1989,3.6221607047082216e-08,0.0,1.7304048682831308e-06
1990,5.4486509526441296e-08,3.2691906959314565e-09,1.789337034097116e-06
1991,6.799299967497063e-08,5.861465202094962e-10,1.7596118766505242e-06
1992,4.958949872957419e-08,3.305966445044106e-09,1.8755849922058587e-06
1993,4.708326173386013e-08,3.877445142741465e-09,1.8999481561365883e-06
1994,6.224413340305546e-08,1.5824779819872958e-09,1.9037210243766367e-06
1995,2.9281235214284607e-08,5.422450821690461e-10,2.0838478747009503e-06
1996,4.163711864180186e-08,5.338092190498855e-10,1.990040750854405e-06
1997,7.336188900808338e-08,9.58978896292706e-10,2.0263223028393895e-06
1998,3.909865853302108e-08,0.0,2.106559389147833e-06
1999,5.392837465478806e-08,4.570201161957499e-10,1.8650991222557423e-06
2000,7.510653432518666e-08,0.0,1.9700002695799412e-06
2001,7.316623396036448e-08,1.3143635069212678e-09,1.9180945614039047e-06
2002,4.4250338504525644e-08,4.38122149670761e-10,1.9408810985055425e-06
2003,6.958761389341817e-08,1.2500768753476166e-09,2.0651270880023276e-06
2004,4.0083598662477016e-08,1.3214373761893938e-09,1.976870315445467e-06
2005,5.314424456059896e-08,3.1526246058177776e-09,2.1343270226736877e-06
2006,4.364963146485934e-08,1.2353669753828456e-09,2.3644923956567254e-06
2007,5.472436725995067e-08,2.3966877371606188e-09,2.347955078363384e-06
2008,6.258436258121947e-08,1.2772319035736501e-09,2.5297707466620523e-06
2009,4.672828524121542e-08,9.53638501499654e-10,2.6854460237757394e-06
2010,4.818268806161541e-08,3.3066552274085836e-09,2.873483225585005e-06
2011,6.00363634362111e-08,3.82397197240536e-10,3.1681607417510804e-06
2012,5.821271997774602e-08,3.0638274695071743e-09,3.5145504888589585e-06
2013,4.0442312609911824e-08,8.367375126105969e-10,3.416120449628579e-06
2014,4.200963488187881e-08,6.496335691608124e-10,3.387189394743473e-06
2015,4.787802865280355e-08,6.649726186358507e-10,3.138892356702172e-06
2016,5.074783260283766e-08,1.0356700219649184e-09,2.9375744396986647e-06
2017,3.270294612889302e-08,0.0,3.360605219882018e-06
2018,4.8789722484343656e-08,7.744400121190154e-10,3.207472403232714e-06
2019,4.3621891876455265e-08,5.1019755087367e-10,2.9032792312477795e-06
