year,aucun_DET aimant_NOUN,aucun_DET paiement_NOUN
1853,4.180352286553557e-09,7.584353545198042e-08
1854,0.0,7.533713564100708e-08
1855,2.653468555990912e-09,7.058226358935826e-08
1856,1.5531567143511893e-09,8.956537023152578e-08
1857,7.810414537345878e-09,4.6862487668164476e-08
1858,1.468102750479261e-09,5.1872966810861953e-08
1859,5.092173349652285e-10,5.1430950387398866e-08
1860,0.0,6.453829093366892e-08
1861,0.0,5.046081330561947e-08
1862,9.035972525772706e-10,1.2424462347837562e-07
1863,9.989241656072068e-10,1.1187950299529348e-07
1864,0.0,7.527722933886594e-08
1865,0.0,6.824924114745556e-08
1866,4.865612912574591e-10,7.930949275092303e-08
1867,2.91168689159349e-09,5.82337378318698e-08
1868,8.89177353968762e-09,4.791677721271981e-08
1869,0.0,5.274200853833122e-08
1870,0.0,5.160644089841071e-08
1871,0.0,8.072094637157079e-08
1872,6.047339295989218e-10,4.354084159885474e-08
1873,0.0,4.549363374906079e-08
1874,0.0,4.6004491549567206e-08
1875,0.0,6.293680132607449e-08
1876,1.813804439976252e-09,5.501873356905662e-08
1877,0.0,4.2675230904620776e-08
1878,0.0,7.005343016786014e-08
1879,0.0,7.392283407625655e-08
1880,0.0,1.0268553696235472e-07
1881,8.367009307619355e-09,9.203709883109923e-08
1882,6.655385131892899e-09,7.853354766496068e-08
1883,3.791603475633565e-09,9.099848341520556e-08
1884,1.9805090900604227e-09,9.374409959406194e-08
1885,1.160214413431504e-08,9.3461717476373e-08
1886,3.872078213618124e-09,8.970314890888176e-08
1887,9.793386546164129e-09,8.48760173255414e-08
1888,8.242799331981132e-09,7.228300713535418e-08
1889,2.5060546970934183e-09,6.077182490571431e-08
1890,3.2771931834929546e-09,1.1470176186634262e-07
1891,6.374220040683554e-10,9.37010327106691e-08
1892,1.8805537127519756e-09,1.0656470728065415e-07
1893,4.310891643655168e-09,7.143763314232388e-08
1894,5.671385139294216e-09,8.065970558135405e-08
1895,6.018614495673091e-10,8.606619061879428e-08
1896,4.717623180994224e-09,9.022454205975805e-08
1897,5.826713556089658e-10,1.025501554785535e-07
1898,0.0,1.0015288287590352e-07
1899,4.4220627160029835e-09,1.09446050444717e-07
1900,0.0,8.669058537691399e-08
1901,5.588738916095792e-10,1.0227391933348429e-07
1902,5.4013122863239005e-09,9.231333653048068e-08
1903,4.860198465905796e-09,1.3824564604192346e-07
1904,5.374625189347171e-10,1.4027772010649642e-07
1905,1.5482277682110634e-09,2.0436606362750354e-07
1906,1.0288369045596824e-09,1.6975808669883463e-07
1907,2.5714217422034835e-09,1.8308522697907392e-07
1908,0.0,1.1443536163113777e-07
1909,0.0,1.3532419629314063e-07
1910,0.0,8.443758403586799e-08
1911,2.6601871816467337e-09,1.6546364278724468e-07
1912,0.0,1.2294234252863134e-07
1913,5.30298971401777e-10,1.1931726895397787e-07
1914,6.027069510139427e-09,1.4665868874885746e-07
1915,0.0,1.6139643133072923e-07
1916,5.493730803607377e-09,1.9887305757748663e-07
1917,0.0,1.4804672332502378e-07
1918,0.0,1.3668787168796825e-07
1919,1.8415696745321952e-09,1.1786046094641733e-07
1920,7.572231730534895e-10,1.5295907651591278e-07
1921,1.5145494858259667e-09,1.46911305343167e-07
1922,1.4755870969551665e-09,1.4903429423895886e-07
1923,0.0,1.6454719542480234e-07
1924,2.578324886925998e-09,1.5856698531990787e-07
1925,1.0998177923937646e-09,2.0126665134512223e-07
1926,0.0,1.6161900795452766e-07
1927,0.0,1.5274438069923235e-07
1928,4.570416489713125e-09,1.942426957057819e-07
1929,1.1140406375176326e-09,1.6042185002618226e-07
1930,9.453243521306831e-09,1.5860441493487087e-07
1931,0.0,1.368642816856891e-07
1932,1.0959536611565568e-09,1.4576183815506738e-07
1933,2.2941324395731044e-09,1.892659255986473e-07
1934,0.0,1.5216606641388353e-07
1935,0.0,1.280606412024099e-07
1936,4.849885826274658e-09,1.2367209123453904e-07
1937,0.0,1.309476314048652e-07
1938,0.0,7.779128718965467e-08
1939,0.0,1.2694061801710177e-07
1940,0.0,1.1411023193019787e-07
1941,2.9515025978810172e-09,1.6528415081040748e-07
1942,3.034211770724937e-09,8.192371581117186e-08
1943,5.806470415592457e-09,8.709705667797607e-08
1944,3.2131861615880553e-09,1.2852744291080853e-07
1945,2.178504043826024e-09,1.241747327185294e-07
1946,1.3921104269343232e-09,9.60556150175762e-08
1947,0.0,9.77511414035348e-08
1948,2.174377566888097e-09,8.480072200001132e-08
1949,0.0,7.657266198890511e-08
1950,0.0,6.593923984610228e-08
1951,1.0661401761424827e-09,6.716683298435555e-08
1952,0.0,8.857635069858816e-08
1953,1.0773827385790469e-09,1.1420257273186962e-07
1954,0.0,8.40438083571371e-08
1955,0.0,8.916327409735914e-08
1956,0.0,8.721141497858298e-08
1957,0.0,1.060204493086303e-07
1958,1.6544486891589827e-09,7.031407101010245e-08
1959,7.750747821333448e-10,8.603329870737753e-08
1960,2.076250060767393e-09,9.273916656837855e-08
1961,0.0,8.546236074380431e-08
1962,0.0,8.181123867245788e-08
1963,0.0,9.052474858606274e-08
1964,6.083968329129164e-10,9.430151237665996e-08
1965,0.0,1.1217688999920483e-07
1966,1.1078149508847446e-09,1.0025725316609169e-07
1967,1.4791006197611978e-09,7.83923335134773e-08
1968,0.0,7.27609350548164e-08
1969,0.0,9.083515450925006e-08
1970,0.0,1.0623054613745353e-07
1971,0.0,9.351883445418707e-08
1972,0.0,1.1440227432046868e-07
1973,5.513203782392395e-10,1.3783009222834153e-07
1974,1.6876715580593782e-09,1.1813700417917516e-07
1975,1.7134440533084216e-09,1.1822764278690556e-07
1976,2.285410749536254e-09,1.3883870053632563e-07
1977,2.3507127355770763e-09,1.116588581595579e-07
1978,2.3762365408686037e-09,1.4732666642203185e-07
1979,0.0,1.0240952974527318e-07
1980,0.0,1.1086043549823899e-07
1981,0.0,8.855769095816868e-08
1982,6.207502289967692e-10,1.036652896857504e-07
1983,1.2630632095778083e-09,1.2125406989582643e-07
1984,1.1598016991243298e-09,1.2235907842494953e-07
1985,0.0,1.0406915507132908e-07
1986,5.994485463567401e-10,8.871838552693134e-08
1987,0.0,1.1305011149431721e-07
1988,5.996553809062277e-10,8.275244223199252e-08
1989,0.0,1.2073868838058388e-07
1990,2.179460389939436e-09,9.426166514003853e-08
1991,5.861465202094962e-10,9.261115163639033e-08
1992,0.0,9.862800176563269e-08
1993,0.0,9.139692114246145e-08
1994,0.0,9.072873830007211e-08
1995,0.0,9.435064285412409e-08
1996,5.338092190498855e-10,7.419948033771107e-08
1997,9.58978896292706e-10,7.527984458022274e-08
1998,0.0,7.152194037018944e-08
1999,0.0,7.90644776316185e-08
2000,0.0,9.277866475088103e-08
2001,0.0,1.2135956772851841e-07
2002,0.0,1.1084490303403527e-07
2003,4.1669229178253886e-10,1.1000676636285789e-07
2004,0.0,1.070364286093195e-07
2005,4.5037495954858286e-10,8.602161649662321e-08
2006,1.6471559671771274e-09,9.14171529586838e-08
2007,0.0,9.466916317535379e-08
2008,1.2772318758180745e-09,6.81190330809045e-08
2009,0.0,9.965522362875845e-08
2010,9.447586046817946e-10,1.7430796361850298e-07
2011,2.6767803529281764e-09,6.309553768346632e-08
2012,6.808505426114664e-10,4.902123817984716e-08
2013,8.367375126105969e-10,6.080292713761537e-08
2014,1.2992671383216248e-09,5.3919585685235916e-08
2015,2.21657536769726e-09,6.627560367178376e-08
2016,1.2428040818690533e-09,6.006886010823109e-08
2017,1.509366853724714e-09,8.07511222333801e-08
2018,5.162933414126769e-10,5.0854894517726734e-08
2019,0.0,6.326449586424587e-08
