year,on_PRON erre_VERB,on_PRON perd_VERB
1903,3.0781255766498816e-08,1.0832841894625744e-06
1904,3.493506461893503e-08,9.953805886198097e-07
1905,3.4577085195053314e-08,1.037828667449503e-06
1906,3.395161618513498e-08,1.07462011555981e-06
1907,2.5199932807140613e-08,1.0671399905959333e-06
1908,4.174680778845641e-08,1.0731385060580578e-06
1909,3.025540928902615e-08,1.096896141916659e-06
1910,3.1530488442399474e-08,1.2222072882650536e-06
1911,4.149891918991955e-08,9.837372090260033e-07
1912,4.375913742471482e-08,1.059075344755911e-06
1913,4.931780317463108e-08,1.029310325861843e-06
1914,5.022557836298347e-08,1.047370716378282e-06
1915,4.005459064426731e-08,8.929817454372824e-07
1916,4.504859507648007e-08,8.383433680592134e-07
1917,2.7416060977003553e-08,1.0154908807180618e-06
1918,4.479686754876866e-08,1.1072866925587732e-06
1919,2.3940405213807026e-08,1.0303582484993967e-06
1920,7.042175553806374e-08,1.058598016356882e-06
1921,4.240738649130549e-08,1.1275820810396908e-06
1922,4.648099505288883e-08,1.0963612027126146e-06
1923,5.520292845062613e-08,1.0902578679861108e-06
1924,2.9650736754760487e-08,1.1061013935886876e-06
1925,5.389107116116065e-08,1.0052334573629196e-06
1926,6.01891469997895e-08,1.0064962907563313e-06
1927,3.5677519605314956e-08,1.059176383932936e-06
1928,4.1133747963328915e-08,1.0454827901185126e-06
1929,5.235990929719492e-08,1.047198210812894e-06
1930,3.991369190714522e-08,1.3570655994499248e-06
1931,2.2810713318222042e-08,1.0880710021865525e-06
1932,3.7262425145456746e-08,9.523837292135795e-07
1933,2.523545639121494e-08,1.0117124134012556e-06
1934,3.1152108448395666e-08,9.405540595253115e-07
1935,3.2314367182095793e-08,8.856530229195414e-07
1936,2.5461901032031165e-08,9.081411178613052e-07
1937,2.6441348666139675e-08,8.423457984463312e-07
1938,2.3337386689803452e-08,8.997859026749211e-07
1939,2.9058695893979802e-08,8.931725403726887e-07
1940,3.55009599495304e-08,8.469514796161093e-07
1941,3.541802984230458e-08,9.238203375616649e-07
1942,1.517105907566929e-08,9.61845117330995e-07
1943,3.193558839598154e-08,1.2658105674745457e-06
1944,4.819779242382083e-08,1.098909677921256e-06
1945,2.6142048525912287e-08,1.1676781355163257e-06
1946,4.037120149291695e-08,1.145706875149699e-06
1947,2.8610091185043984e-08,1.0871834348336051e-06
1948,3.1528474053743594e-08,1.0741425029436868e-06
1949,3.337782894519137e-08,8.511346294426403e-07
1950,3.403315673722318e-08,9.103869587079316e-07
1951,3.0918065441198905e-08,1.1631589700300538e-06
1952,3.479785259941082e-08,1.0217914763188674e-06
1953,1.939288862828903e-08,9.9119213814447e-07
1954,3.8112889733099564e-08,9.342544302626266e-07
1955,2.5341141185464267e-08,9.394993440992039e-07
1956,3.7500909044752007e-08,9.767678790240097e-07
1957,3.180613505904262e-08,9.153099114200813e-07
1958,3.8052319517589694e-08,9.984597681977903e-07
1959,2.1702094787912074e-08,9.556672040389458e-07
1960,2.9759583686228552e-08,1.0187467012201523e-06
1961,2.223410922042035e-08,1.0429186971805393e-06
1962,2.02942609384138e-08,1.0711564328858003e-06
1963,3.879631815806306e-08,1.05913950676495e-06
1964,3.7112207529332863e-08,1.0050715815168587e-06
1965,2.7360217647043328e-08,9.827789995142666e-07
1966,2.8249280692449474e-08,9.233637570105202e-07
1967,2.4158644418292852e-08,1.0467102242728288e-06
1968,3.7278750308900044e-08,1.122853987567396e-06
1969,2.815889876828237e-08,8.770134201085966e-07
1970,3.587005403815624e-08,9.960838269762462e-07
1971,4.162101907567717e-08,1.0564545220859145e-06
1972,3.283294014444493e-08,9.516422352362497e-07
1973,3.804110448868414e-08,9.383472985291519e-07
1974,1.6314157580410438e-08,8.34834807506013e-07
1975,3.0270844497692906e-08,9.121233546238727e-07
1976,3.313845509111957e-08,9.54730353441846e-07
1977,2.703319657015868e-08,9.561524336731964e-07
1978,2.5544543369449002e-08,9.992074438969212e-07
1979,2.1652302173436055e-08,1.0071246094867092e-06
1980,1.8760996423061727e-08,9.750033314048778e-07
1981,2.846497215713839e-08,9.779299716683454e-07
1982,2.855450986771757e-08,1.05589613497159e-06
1983,3.0945048301589395e-08,1.0919181363533426e-06
1984,3.131464687555763e-08,1.13834536819013e-06
1985,2.947623389815135e-08,1.031668205087044e-06
1986,3.596691211527059e-08,1.113175969180702e-06
1987,2.749867533680117e-08,1.0315058602827776e-06
1988,3.7178633061074606e-08,1.1195566145261182e-06
1989,3.128229586479847e-08,1.1135399660133771e-06
1990,2.8332984847168063e-08,1.1022621038137004e-06
1991,2.7548886727402078e-08,1.1066446461427404e-06
1992,3.912060364541503e-08,1.1074987611436882e-06
1993,3.988229213547356e-08,1.0773758276627632e-06
1994,3.956194927212664e-08,1.079777476320487e-06
1995,3.7957156528989344e-08,1.1728760540563599e-06
1996,3.5231408013203236e-08,1.1268712540868364e-06
1997,2.5412941528912825e-08,1.1057026512162338e-06
1998,3.814503291010851e-08,1.2254092496277735e-06
1999,2.970630763599047e-08,1.1937365229641728e-06
2000,3.9320480649251977e-08,1.195077516058518e-06
2001,2.8039755406439326e-08,1.1562018329414059e-06
2002,3.329728492929007e-08,1.1886253759030296e-06
2003,3.833568928968134e-08,1.1459038091743423e-06
2004,3.347641364115361e-08,1.1562576531787272e-06
2005,2.7923246825878323e-08,1.2155619941722762e-06
2006,3.294311889945334e-08,1.3103125695579365e-06
2007,3.994479413904628e-08,1.2378892364495186e-06
2008,4.001993225699607e-08,1.3074597831064239e-06
2009,4.052963786804753e-08,1.3536898961774568e-06
2010,2.9759895436853867e-08,1.4029665038606254e-06
2011,3.059177577924288e-08,1.4412550797260337e-06
2012,3.5063803416335304e-08,1.5373604753676773e-06
2013,3.3190588499820706e-08,1.4882770926760713e-06
2014,3.897801459373795e-08,1.5257726317940978e-06
2015,3.568686501864704e-08,1.4638263508004457e-06
2016,3.6662719082869444e-08,1.5085569771144947e-06
2017,3.2954507567239943e-08,1.5101215069535101e-06
2018,4.311049472960349e-08,1.5576569865061174e-06
2019,3.698932271589683e-08,1.4823789911133645e-06
