year,ancien_ADJ air_NOUN,ancien_ADJ père_NOUN
1852,9.765818376195057e-09,4.948014442618387e-08
1853,6.569124799682413e-09,6.389966955566706e-08
1854,1.0910895298366086e-08,9.300239156573298e-08
1855,5.837630823180007e-09,7.429711601503186e-08
1856,8.801221973442352e-09,8.128186834710505e-08
1857,1.5620829074691756e-08,4.393358121745905e-08
1858,6.8511465389775594e-09,4.355371707731592e-08
1859,8.147477359443656e-09,4.7866430818999106e-08
1860,1.3731552062079544e-08,2.8836259602371683e-08
1861,1.226150558863992e-08,4.527325181413744e-08
1862,2.936691068100572e-08,4.156547506184438e-08
1863,3.496234635136375e-09,5.2942981554338076e-08
1864,9.589456340108882e-09,3.45220403374924e-08
1865,3.2947911621228343e-09,3.2006542305396124e-08
1866,3.8924903300596725e-09,6.617233694328206e-08
1867,3.396968040192405e-09,4.221945992810561e-08
1868,7.903798504571569e-09,3.2603169053402326e-08
1869,2.4417595945180892e-08,4.5905078849273195e-08
1870,5.734048791339319e-09,3.4404292748035914e-08
1871,1.1683294554032386e-08,2.549082500635791e-08
1872,9.675742762560446e-09,3.5679301735314084e-08
1873,7.183205141814142e-09,4.2500629682251656e-08
1874,1.4339061493728877e-08,1.0156835372754358e-08
1875,3.432916173551348e-09,2.5174719198162165e-08
1876,1.6324239737741664e-08,1.5115037221846706e-08
1877,7.421779191219002e-09,3.216104360603822e-08
1878,2.7175899530718084e-08,2.7779808231542802e-08
1879,2.443730107160036e-09,2.077170613290491e-08
1880,1.9253539207397807e-08,1.5402831010646878e-08
1881,6.9725074602899895e-09,9.064259787194828e-09
1882,6.655385131892899e-10,2.4624925210048332e-08
1883,6.951272890631799e-09,3.6020232130340446e-08
1884,8.582206056928499e-09,1.9805090900604227e-08
1885,7.090199150017185e-09,2.127059772760731e-08
1886,2.0651084398082276e-08,2.0005738399220263e-08
1887,1.1752064210668323e-08,1.4363634504022116e-08
1888,1.014498351992188e-08,2.2192151227784507e-08
1889,1.503632862664972e-08,1.8795409673089125e-08
1890,1.5075089621063853e-08,1.1797895549392479e-08
1891,5.736798147637501e-09,3.633305567518619e-08
1892,1.2537024751679837e-09,2.7581454453695642e-08
1893,4.926733243593162e-09,1.9706933418461858e-08
1894,5.671385139294216e-09,2.0795079658242344e-08
1895,5.416753268150387e-09,2.9491210362664333e-08
1896,7.66613794667137e-09,2.5946928161602045e-08
1897,4.661370844871726e-09,1.4566783779201842e-08
1898,1.1316709347397591e-08,3.395012981854961e-08
1899,6.080336234504102e-09,9.39688327150634e-09
1900,1.5573159428683425e-09,5.71015834616162e-09
1901,5.58873880507349e-09,1.5648469187112823e-08
1902,1.9641135384773634e-09,7.856454153909453e-09
1903,3.7801539676252105e-09,2.59210564124146e-08
1904,5.374625189347171e-09,1.7198800605910947e-08
1905,5.676834835544042e-09,8.773290538499623e-09
1906,1.4918134283448126e-08,1.2860461140462576e-08
1907,2.057137349353866e-09,2.3657079850636364e-08
1908,3.929111258571538e-09,1.4243028090277221e-08
1909,5.5009836685826485e-09,1.980354102926185e-08
1910,9.085056262847502e-09,9.619471441624228e-09
1911,2.128149656499545e-09,2.3409646665584205e-08
1912,7.814131564032323e-09,2.1879569267468923e-08
1913,5.833288740930698e-09,2.3863454323702626e-08
1914,8.036092680185902e-09,1.1384464482233625e-08
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,0.0,1.3184954683609362e-08
1917,1.0966424435210342e-09,1.0966424213165737e-08
1918,1.2635013924011673e-08,5.743188147278033e-09
1919,0.0,4.603924186330488e-09
1920,2.2716695191604686e-09,8.329454903588385e-09
1921,6.815472630705699e-09,2.196096815509918e-08
1922,3.6889677978990676e-09,2.2871599725249325e-08
1923,1.0615948120573648e-09,1.3800732556745743e-08
1924,2.578324886925998e-09,1.2891624212585384e-08
1925,1.2097995494286806e-08,8.798542339150117e-09
1926,4.458455382660986e-09,2.5636119005412183e-08
1927,5.574612438330462e-09,2.7873062968808426e-08
1928,2.2852082448565625e-09,3.08503116386305e-08
1929,8.912325100141061e-09,2.5622934884950155e-08
1930,8.402882833991043e-09,1.3654684494213143e-08
1931,7.983749661377715e-09,7.983749661377715e-09
1932,6.575722188983946e-09,8.767629289252454e-09
1933,6.882397318719313e-09,1.4911860635180574e-08
1934,9.585264137967897e-09,1.9170528275935794e-08
1935,7.180970484910176e-09,1.196828414151696e-08
1936,6.0623572828433225e-09,1.6974600391961303e-08
1937,0.0,1.510934177773038e-08
1938,0.0,2.074434268806158e-08
1939,9.176430282309411e-09,1.6823455517567254e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.3612020783048138e-08,1.4757512545315876e-08
1942,0.0,2.730790615856904e-08
1943,2.9032352077962287e-09,6.096793847554238e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,1.089252021913012e-08
1946,4.1763312808029696e-09,1.1136883415474585e-08
1947,1.1920870957027319e-09,1.311295805273005e-08
1948,4.348755133776194e-09,8.697510267552389e-09
1949,0.0,4.908504047662632e-09
1950,3.190608444114673e-09,2.1270722960764488e-08
1951,4.264560704569931e-09,1.2793682113709792e-08
1952,1.0544803918932644e-09,7.381362632230548e-09
1953,3.2321482157371406e-09,1.7238124039309355e-08
1954,9.772536113672459e-10,1.8567819282111486e-08
1955,3.754243138587299e-09,1.2201290200408721e-08
1956,2.616342476002842e-09,1.0465369904011368e-08
1957,4.417518795207798e-09,1.2369052670990754e-08
1958,4.1361216673863055e-09,6.617794590102477e-09
1959,2.325224457422337e-09,1.3176270963199954e-08
1960,6.920833350854139e-10,2.2838749558218296e-08
1961,1.3896318540318475e-09,1.389631831827387e-08
1962,4.43936931660005e-09,1.775747815457862e-08
1963,2.5864212993553792e-09,1.6165133231993423e-08
1964,3.041984220075733e-09,1.64267148772268e-08
1965,2.188817349590977e-09,8.20806533852192e-09
1966,2.215629901769489e-09,1.2185964681776795e-08
1967,3.944268467392931e-09,1.2325839238158665e-08
1968,7.63540694559417e-09,1.0779397818794223e-08
1969,4.5417578031781147e-10,2.4071315607443466e-08
1970,2.2993625059530842e-09,1.4256047897731605e-08
1971,8.735275836002643e-09,2.1067429578636165e-08
1972,1.0773308800615666e-08,9.234264020108185e-09
1973,1.6539611902288698e-09,1.2129048432285572e-08
1974,1.1251143350321513e-09,6.750686010192908e-09
1975,0.0,1.8276737012712374e-08
1976,2.856763492431469e-09,1.1427053525636666e-08
1977,1.1753563677885381e-09,5.289103655048422e-09
1978,4.1584139465200565e-09,6.534650598410963e-09
1979,5.266775904289034e-09,1.0533552030622673e-08
1980,1.1370301367108482e-09,7.390695833109362e-09
1981,6.325549528618524e-10,5.6929946312678226e-09
1982,6.207502289967692e-10,1.055275400396738e-08
1983,5.68378455412244e-09,9.47297440490047e-09
1984,4.059305780401701e-09,1.0438215181096666e-08
1985,4.210890747202711e-09,8.421781494405423e-09
1986,1.1988970927134801e-09,2.457738990102598e-08
1987,4.888653482026939e-09,1.3443797186596385e-08
1988,1.1993107618124554e-09,3.597932174415064e-09
1989,3.2928733073589456e-09,1.3171493007391177e-08
1990,5.44865097484859e-10,1.0352437129768077e-08
1991,5.861465202094962e-10,9.964491010094889e-09
1992,0.0,9.366905029395411e-09
1993,4.431366051882435e-09,1.2186256004298457e-08
1994,2.637463358823311e-09,7.912389854425328e-09
1995,2.7112254663563817e-09,8.133675954979935e-09
1996,2.135236876199542e-09,1.4412848692302305e-08
1997,2.3974471297094624e-09,1.0069278522095715e-08
1998,7.629006537612781e-09,1.9072516899143466e-08
1999,5.0272213059088244e-09,1.1882522965578346e-08
2000,2.6508187866980393e-09,8.836063214445744e-09
2001,3.066848330846028e-09,9.638665865452367e-09
2002,3.066854992184176e-09,9.63868718173444e-09
2003,3.7502307925763034e-09,1.12506919336397e-08
2004,4.404791253964646e-10,1.9381081628466745e-08
2005,0.0,1.170974872621855e-08
2006,3.294311934354255e-09,1.2353669642806153e-08
2007,1.5977918155218873e-09,1.158399021150558e-08
2008,2.554463751636149e-09,1.2346575095634194e-08
2009,1.907277002999308e-09,1.2397300519495502e-08
2010,3.3066551718974324e-09,1.3698999490330266e-08
2011,1.529588788962144e-09,1.3001504650667073e-08
2012,5.7872298064864935e-09,2.1787218251745344e-08
2013,5.020424964641279e-09,1.2829975082340184e-08
2014,3.897801192920269e-09,1.3858848735281981e-08
2015,9.752931795503628e-09,1.5294370214746777e-08
2016,7.2496901815100045e-09,1.6984988526758116e-08
2017,3.018733707449428e-09,1.4087423672037858e-08
2018,6.9699601645822895e-09,1.9102853521246743e-08
2019,4.08158040698936e-09,1.403043281555938e-08
