year,on_PRON ose_VERB,on_PRON pose_VERB
1861,8.823568009574956e-07,1.3402768956893851e-06
1862,8.561584223798491e-07,1.0418476250606545e-06
1863,8.510834206276741e-07,1.4669201391370734e-06
1864,7.964042936237092e-07,1.4245136128465674e-06
1865,8.316994097867791e-07,1.3508643803561426e-06
1866,6.845917113196265e-07,1.2018063557661662e-06
1867,8.671974214280453e-07,1.4742841187853628e-06
1868,7.701263555759397e-07,1.5649521145633116e-06
1869,7.994320725401849e-07,1.3903378572877045e-06
1870,7.586146537619243e-07,1.5762900318350148e-06
1871,7.498550900209011e-07,1.373318170294624e-06
1872,6.948392581307417e-07,1.5384431151233002e-06
1873,5.950088279860211e-07,1.6126295605545238e-06
1874,6.333085593723808e-07,1.6728905620766454e-06
1875,7.014592497966987e-07,1.9029799744885167e-06
1876,7.206849730323484e-07,1.5072715058295216e-06
1877,7.520736176047649e-07,1.6711372552435932e-06
1878,6.328964872182041e-07,1.5544614768714382e-06
1879,8.803537809853879e-07,1.3257236162189656e-06
1880,8.561407014440192e-07,1.428612605991475e-06
1881,6.045164084866883e-07,1.4335475952975685e-06
1882,5.923292718534867e-07,1.4495428359850848e-06
1883,4.840613527790083e-07,1.4477605816409778e-06
1884,5.736874655326574e-07,1.6312793462702757e-06
1885,5.94932188846542e-07,1.6591065872262334e-06
1886,6.175964983867743e-07,1.4978489559780428e-06
1887,4.850990968918723e-07,1.941049305287379e-06
1888,5.421225388602124e-07,1.6904079132018524e-06
1889,4.6362010408529386e-07,1.6677793865937929e-06
1890,3.8277618230608823e-07,1.5828843800136383e-06
1891,4.927272101440394e-07,1.8332256672692893e-06
1892,4.469449201849329e-07,1.5000550206423213e-06
1893,4.6003370712810465e-07,1.6135051197352368e-06
1894,5.053834577495309e-07,1.8942427004731144e-06
1895,4.989431552360202e-07,1.4974313273796724e-06
1896,5.271944019114017e-07,1.7390338769018854e-06
1897,4.410822214140353e-07,1.6955736015233924e-06
1898,4.860526985339675e-07,1.4972007278402089e-06
1899,5.3120029974707e-07,1.6660121104905556e-06
1900,5.507707143692642e-07,1.533956194066377e-06
1901,5.61668251464198e-07,1.3809773804496217e-06
1902,4.291587956117837e-07,2.083924528051284e-06
1903,4.811596241438565e-07,1.3576153747862918e-06
1904,5.573486205889822e-07,1.4823216503145886e-06
1905,5.294938709710095e-07,1.4388196518666518e-06
1906,5.499133450825866e-07,1.4707223954246729e-06
1907,5.482271241419312e-07,1.2455966356128556e-06
1908,6.63528659572421e-07,1.3820648661067025e-06
1909,6.216111394508061e-07,1.3983500366521184e-06
1910,6.31678609863684e-07,1.4744512242259589e-06
1911,6.043944722478045e-07,1.4253282074605522e-06
1912,6.058557104893225e-07,1.3622636032550872e-06
1913,6.199195254907863e-07,1.4630948896865448e-06
1914,5.317214473166132e-07,1.51815184779025e-06
1915,6.950649549253285e-07,1.2876373176595735e-06
1916,8.405408351563892e-07,1.552528388515384e-06
1917,7.347504507038138e-07,1.3675131782520111e-06
1918,6.822907749892693e-07,1.3439059927122798e-06
1919,6.776976206879226e-07,1.174921465008083e-06
1920,7.254197953443509e-07,1.285764966496572e-06
1921,7.360710583270702e-07,1.565286908089547e-06
1922,6.913125325525016e-07,1.3686070303720044e-06
1923,6.59250353862717e-07,1.3747652474194183e-06
1924,6.703644714889379e-07,1.407765410021966e-06
1925,6.862862953482818e-07,1.2867868406374328e-06
1926,7.891465827469801e-07,1.530364841073606e-06
1927,7.893651172707905e-07,1.3780442458255493e-06
1928,7.48405721395784e-07,1.4236847505344485e-06
1929,7.040736953456417e-07,1.4905863565672917e-06
1930,7.447055097031807e-07,1.39067714144403e-06
1931,8.382936940165564e-07,1.3503942852821638e-06
1932,8.033340321844662e-07,1.3611744691388594e-06
1933,7.719755856783195e-07,1.5026567439235805e-06
1934,8.554848278663485e-07,1.437789649116894e-06
1935,7.803321082633374e-07,1.2255522534587726e-06
1936,8.159932818330162e-07,1.5834877729048458e-06
1937,7.088799556242975e-07,1.2830349618297987e-06
1938,9.1275108360378e-07,1.738635262427124e-06
1939,8.059964429207866e-07,1.6135223575020063e-06
1940,6.542320107882915e-07,2.5890342953971412e-06
1941,6.198155588776899e-07,1.5023148591808422e-06
1942,8.22271410072517e-07,1.6809532752404266e-06
1943,1.0625840687339405e-06,1.6141987657647405e-06
1944,9.02905306077173e-07,1.706201800288909e-06
1945,8.234745507706975e-07,1.9867956666530517e-06
1946,8.241293727451193e-07,1.8306252513866639e-06
1947,8.976415770689528e-07,1.6951478585269797e-06
1948,1.0426140519825822e-06,1.705799178353118e-06
1949,9.041464537062893e-07,1.5461788507309393e-06
1950,9.146410988591924e-07,1.718674411677057e-06
1951,1.0906613781003216e-06,1.6279960846077302e-06
1952,9.416509882953505e-07,1.855885471968577e-06
1953,9.63180163182642e-07,1.7248897279387165e-06
1954,9.958214377547847e-07,1.7776243623757182e-06
1955,1.0699592536411728e-06,1.7710641486701206e-06
1956,9.56709214960938e-07,1.7468447026658396e-06
1957,9.59485113583014e-07,1.7466869337567914e-06
1958,1.037339337983667e-06,1.6354225067516381e-06
1959,8.99861802849955e-07,1.7679456334462884e-06
1960,9.945237664510387e-07,1.6603079302512924e-06
1961,9.95671229020445e-07,1.8127747694052232e-06
1962,1.0920848652062887e-06,1.7871632849164598e-06
1963,9.479233966658285e-07,1.8919671447292785e-06
1964,8.949517464884593e-07,1.873253864914659e-06
1965,1.0533683862945509e-06,1.6312160937559383e-06
1966,9.0563874266536e-07,1.9580629668780603e-06
1967,9.121121067323656e-07,1.837536075299795e-06
1968,9.91255504345645e-07,1.718415688856112e-06
1969,8.747425397359621e-07,1.7490309289769357e-06
1970,9.349207772402224e-07,1.706586914451691e-06
1971,8.308788750355234e-07,2.0522759882624086e-06
1972,7.767042617956577e-07,1.9566379592106387e-06
1973,9.581948390291473e-07,1.851333820468426e-06
1974,7.498886773760205e-07,1.804683364525772e-06
1975,7.624825784091627e-07,1.704305674365969e-06
1976,8.427452371506661e-07,1.6866330838638532e-06
1977,8.345030195755498e-07,1.9222952971631457e-06
1978,8.596035563357418e-07,1.6657417631904536e-06
1979,8.233726447315348e-07,1.7333545656583738e-06
1980,8.971167488880383e-07,1.6310696935306623e-06
1981,8.659677277478295e-07,1.7097960665068968e-06
1982,9.261593518772315e-07,1.75113640921154e-06
1983,9.409821046801881e-07,1.67103263493118e-06
1984,1.02236516852372e-06,1.8585822658678808e-06
1985,8.872947958593613e-07,1.5333657472638151e-06
1986,9.675099690298339e-07,1.6191105203233747e-06
1987,8.970678990749548e-07,1.4366530365350627e-06
1988,9.840344645795085e-07,1.5399150754547009e-06
1989,9.977405923677907e-07,1.3336136817088118e-06
1990,1.0080004102519524e-06,1.4346297518841311e-06
1991,9.63038750967371e-07,1.3903394915359968e-06
1992,9.063858286140203e-07,1.3510383496395661e-06
1993,9.771161941785067e-07,1.3543362058499042e-06
1994,9.315520301811375e-07,1.3350838798942277e-06
1995,9.93392966108786e-07,1.3409720907020528e-06
1996,9.202870714375422e-07,1.2261598101304116e-06
1997,9.028786536191546e-07,1.2859906775020136e-06
1998,9.297852230361059e-07,1.233991881122165e-06
1999,8.834199078933125e-07,1.2604615164946154e-06
2000,8.964185909121625e-07,1.28962342671457e-06
2001,9.117301829064672e-07,1.2714276493852594e-06
2002,8.985885386891823e-07,1.2171033745289606e-06
2003,8.563026696606357e-07,1.3121640733970708e-06
2004,9.223632986277153e-07,1.3029371928041655e-06
2005,8.530101638370979e-07,1.3078889082862588e-06
2006,8.791694909859871e-07,1.4408497008844279e-06
2007,8.568158591515385e-07,1.2490737759662807e-06
2008,8.097650194827111e-07,1.2269940725673223e-06
2009,7.261956938009462e-07,1.3093456914248236e-06
2010,6.943975741080521e-07,1.3321096332674642e-06
2011,6.454864802662996e-07,1.297856101700745e-06
2012,6.277441855218058e-07,1.434211611694991e-06
2013,5.424848446011765e-07,1.1371262758075318e-06
2014,6.84713750587207e-07,1.1238660277967938e-06
2015,5.942638878764228e-07,1.3986590943204646e-06
2016,5.743826108073335e-07,1.1725855983968358e-06
2017,4.938145039545816e-07,1.0784425796828145e-06
2018,4.623406901771432e-07,1.187474708785885e-06
2019,5.173403145875e-07,1.0418233955533651e-06
