year,on_PRON unit_VERB,on_PRON punit_VERB
1998,1.0013071261028017e-08,7.247556332856675e-08
1999,9.14040199084809e-09,8.363468317895695e-08
2000,9.719669291641253e-09,7.333932305897406e-08
2001,1.2705514501609727e-08,7.228999532316038e-08
2002,1.1391175724906333e-08,7.623325704031458e-08
2003,1.3750845351268026e-08,6.542069108661508e-08
2004,1.3214373956182968e-08,6.519091000356525e-08
2005,8.557124231423074e-09,7.971636861725528e-08
2006,1.3177247903950473e-08,7.988706407502377e-08
2007,1.3181782332338798e-08,7.909069044131911e-08
2008,1.4049551022576878e-08,7.876263374839709e-08
2009,1.3827758271744983e-08,6.484741632561963e-08
2010,8.502827331113849e-09,7.132927137831757e-08
2011,1.07071211896681e-08,6.462512480709393e-08
2012,9.531907319004773e-09,8.340418844454689e-08
2013,8.08846234434668e-09,8.590504840810809e-08
2014,1.2559581652471508e-08,9.98270222041242e-08
2015,1.285613770996008e-08,9.043627535731957e-08
2016,1.532791626956964e-08,9.217463059485453e-08
2017,1.2829617590526254e-08,8.251205407816542e-08
2018,1.058401322140412e-08,7.512068478376932e-08
2019,1.2244740998923476e-08,1.2142701955042412e-07
