year,son_DET allié_NOUN,son_DET palier_NOUN
1868,9.341301718812645e-07,8.89177353968762e-09
1869,8.516857608054096e-07,1.12320943657096e-08
1870,8.302902889667507e-07,1.7202147262196377e-08
1871,4.6520755248025125e-07,2.3366590440332402e-08
1872,7.825257206661718e-07,1.8746751706544273e-08
1873,8.751538542739468e-07,1.1373408881354408e-08
1874,8.023900113229843e-07,2.5690818694634743e-08
1875,1.0676369921469586e-06,1.602027666081085e-08
1876,7.684485092696036e-07,3.627608791134662e-08
1877,6.945548278736169e-07,8.040260901509555e-09
1878,9.445134967478452e-07,1.8117265909722846e-08
1879,6.078778858054079e-07,1.649517855639715e-08
1880,8.368871560193725e-07,1.1552122813895949e-08
1881,7.871961322791776e-07,3.067903264764027e-08
1882,9.404059344575444e-07,2.3293848627758962e-08
1883,7.646399913241453e-07,2.6541224329434954e-08
1884,8.271926326131052e-07,4.291102939646407e-08
1885,8.998107183799675e-07,1.0313017106966527e-08
1886,8.834791813683296e-07,1.8715045735362423e-08
1887,7.886941002510639e-07,1.6975204464309e-08
1888,9.327044203644164e-07,9.510921827882157e-09
1889,9.579394184555667e-07,1.50363277384713e-08
1890,6.790344398988069e-07,2.7528423984790606e-08
1891,1.0995529731161469e-06,2.2947192590550003e-08
1892,6.90163203032057e-07,2.1312942521944933e-08
1893,1.1226793539265145e-06,2.0938616174248637e-08
1894,7.984050229836726e-07,1.5753848003896564e-08
1895,7.469100449242205e-07,1.5046536461227333e-08
1896,1.0119301201427788e-06,1.9460195233023114e-08
1897,8.745896908912698e-07,3.437761009195128e-08
1898,1.0626390718471157e-06,1.697506502029711e-08
1899,6.948166042519688e-07,3.0954439012020885e-08
1900,5.912609575275951e-07,2.699347589896206e-08
1901,6.918858881377332e-07,1.5089595351014395e-08
1902,6.260611726816023e-07,1.0213390755353657e-07
1903,6.221053854282843e-07,2.2680925360063497e-08
1904,6.91176790468262e-07,2.956043942958786e-08
1905,7.957890417742419e-07,2.37394921498435e-08
1906,7.644257955519151e-07,2.5206503273533798e-08
1907,5.682841837106878e-07,2.3657079850636364e-08
1908,5.392705275664156e-07,1.178733399775922e-08
1909,6.067584625846223e-07,1.8153246017504898e-08
1910,4.975404372942194e-07,2.084218830855633e-08
1911,6.85796221144841e-07,2.4473720827700163e-08
1912,6.032509700659716e-07,2.969370060945664e-08
1913,5.870409331976134e-07,1.5908969475120216e-08
1914,6.227971525163412e-07,2.276892807628883e-08
1915,8.328998855056113e-07,1.5314990164938536e-08
1916,7.647273854161085e-07,2.1974923880563324e-08
1917,7.402336459350067e-07,8.773139548168274e-09
1918,7.764790197484217e-07,3.9053681177847466e-08
1919,6.915093959669605e-07,2.4861190439651182e-08
1920,6.489402872844607e-07,1.590168663412328e-08
1921,5.785579080264114e-07,4.240738604721628e-08
1922,6.913125742968873e-07,3.172512208493572e-08
1923,4.639169257636411e-07,2.229349105320466e-08
1924,4.3702606999929117e-07,3.480738497430025e-08
1925,4.674225577705471e-07,1.9796720263087764e-08
1926,5.617654013079232e-07,3.343841470382358e-08
1927,4.894509713082584e-07,3.3447673075670536e-08
1928,4.7532332181354775e-07,4.1133748851507335e-08
1929,5.926696369229489e-07,1.8938690837799754e-08
1930,6.165615413777914e-07,3.046045193855207e-08
1931,5.622841010577417e-07,3.877821264097747e-08
1932,6.499005023030691e-07,4.603005265835236e-08
1933,7.065928011584788e-07,2.1794258842078307e-08
1934,5.978808665929591e-07,2.875579241390369e-08
1935,5.385727863682632e-07,2.8723882827819125e-08
1936,6.304851591920624e-07,2.667437248859983e-08
1937,6.42147005347482e-07,2.1404900962807005e-08
1938,5.341668156688684e-07,9.075650453382877e-09
1939,6.821146776303522e-07,2.141167065872196e-08
1940,7.886284709712754e-07,7.100192078723921e-08
1941,4.722404232104793e-07,1.7709016475464523e-08
1942,6.826976601814749e-07,2.4273694165799498e-08
1943,6.503246954281394e-07,1.7419411690866582e-08
1944,4.851911175052237e-07,2.2492303131116387e-08
1945,8.300100313718417e-07,3.485606470121638e-08
1946,7.225053266779469e-07,3.3410651134602176e-08
1947,6.759133945877238e-07,4.2915136333476767e-08
1948,5.479431672839041e-07,6.088257009650988e-08
1949,5.360086292593991e-07,4.22131343214005e-08
1950,4.0414373092545475e-07,4.2541444145172136e-08
1951,4.6057254765585753e-07,4.264560615752089e-08
1952,4.154652710752771e-07,2.636200890915319e-08
1953,5.182210723875258e-07,5.4946518446286063e-08
1954,5.238079632263748e-07,4.49536656788041e-08
1955,4.5801766690445334e-07,6.100645322248965e-08
1956,4.168705780571713e-07,3.314033847345854e-08
1957,4.479364172915723e-07,4.7709203032653136e-08
1958,3.7307819278353804e-07,3.887954491688106e-08
1959,4.588442754638322e-07,5.193000929271108e-08
1960,4.616195812268131e-07,4.567749911643659e-08
1961,4.863711628999567e-07,3.96045076733742e-08
1962,4.90233257099959e-07,4.122271735074179e-08
1963,4.422780484070188e-07,2.909724017285953e-08
1964,4.678571641214546e-07,3.6503811473576064e-08
1965,5.264105995550494e-07,3.0643442006095256e-08
1966,4.990706203855666e-07,3.821961513938987e-08
1967,5.719189393182944e-07,3.796358288843393e-08
1968,5.946634491493796e-07,3.323647845832056e-08
1969,5.926994095517557e-07,3.088395317263348e-08
1970,4.2308271308577616e-07,2.3913369423533837e-08
1971,4.650249829651898e-07,4.573173850719314e-08
1972,4.617132218776021e-07,3.488499866755035e-08
1973,4.1349028068182747e-07,4.190034985640523e-08
1974,5.068639863381463e-07,2.7002743263615514e-08
1975,5.43161769783751e-07,2.9128549794421588e-08
1976,6.176322666640033e-07,3.370981005446083e-08
1977,4.830714788184309e-07,3.878676119173363e-08
1978,5.067324302387988e-07,3.207919185843622e-08
1979,5.377963763208982e-07,3.0430262420999554e-08
1980,5.139376288987307e-07,2.956278433163817e-08
1981,4.257094738946421e-07,2.9097527554089453e-08
1982,4.966001876383075e-07,2.7933760748943826e-08
1983,5.241712464076898e-07,3.2839643893112225e-08
1984,5.532254139239967e-07,3.1894545948762953e-08
1985,6.448678284698417e-07,3.729645858818742e-08
1986,5.790673021088821e-07,3.7765257587807355e-08
1987,5.328632548540213e-07,3.727598363312268e-08
1988,5.846640069862019e-07,2.87834591161662e-08
1989,5.114929848559768e-07,2.469655058234821e-08
1990,6.206013321019554e-07,4.5223802980220995e-08
1991,5.609422482066861e-07,3.868567033382675e-08
1992,5.454844487218224e-07,4.5732535203235614e-08
1993,4.3150424566817946e-07,2.437251228615267e-08
1994,4.900406755936615e-07,3.1122066590505426e-08
1995,5.357381311910103e-07,2.6027764554736876e-08
1996,5.855887383887648e-07,3.5765218342476146e-08
1997,6.108695380646623e-07,2.637191998111632e-08
1998,5.907711919661551e-07,2.2410206690359757e-08
1999,6.594800296966241e-07,2.467908624681492e-08
2000,5.792039106111702e-07,1.8555732950176207e-08
2001,6.291420033832651e-07,2.847787658466494e-08
2002,6.230097193693496e-07,2.4972961809588412e-08
2003,6.483732297724032e-07,2.7501691590714472e-08
2004,7.069689740291096e-07,2.5547789661573006e-08
2005,6.895240360904609e-07,2.657212228029948e-08
2006,6.18507063343543e-07,3.706101026068609e-08
2007,6.690753240334857e-07,5.2727129690177676e-08
2008,5.951900856615566e-07,4.044567702976565e-08
2009,5.898253920832985e-07,4.4344191874046146e-08
2010,5.871674941815286e-07,6.991213635787474e-08
2011,6.003636077167585e-07,8.030341008824493e-08
2012,5.64084680299004e-07,8.851056776393307e-08
2013,6.060768686921847e-07,9.31567743500672e-08
2014,7.25207597973565e-07,1.0632336207294646e-07
2015,6.19754480624124e-07,8.48948401577232e-08
2016,6.019313953942174e-07,9.756011820627464e-08
2017,5.617360363530111e-07,1.054041132708683e-07
2018,5.797974429455621e-07,1.0919604420678297e-07
2019,5.849414943526199e-07,1.2295761481206924e-07
