year,un_DET an_NOUN,un_DET pan_NOUN
1846,2.4084248366307293e-05,6.902457112545335e-07
1847,2.4692335387044295e-05,6.558159775238437e-07
1848,2.4372999632760184e-05,6.991297762937165e-07
1849,2.701523294490471e-05,7.843132090457061e-07
1850,2.3052035430737305e-05,1.2953403931703633e-06
1851,2.4945139216470125e-05,7.423303953757454e-07
1852,2.4500484073541884e-05,7.23321621265427e-07
1853,2.3782621269674564e-05,7.769483101327523e-07
1854,2.3131617240323976e-05,8.479324486998507e-07
1855,2.4107293256747653e-05,9.329595158646953e-07
1856,2.357847222356213e-05,7.10310384732793e-07
1857,2.367824788507278e-05,8.845294621195876e-07
1858,2.352292119667254e-05,9.449688515017485e-07
1859,2.2499768192574265e-05,8.351164111353171e-07
1860,2.318297811143566e-05,9.9187577085047e-07
1861,2.3103035232452385e-05,7.743612648880571e-07
1862,2.4454505023641104e-05,9.749814511295085e-07
1863,2.4611993467260618e-05,9.155140006100737e-07
1864,2.474175516908872e-05,8.19898482440351e-07
1865,2.437862940496416e-05,9.451343476740703e-07
1866,2.334715657070774e-05,8.281273111698795e-07
1867,2.4310645130753983e-05,9.65709494593625e-07
1868,2.4710238449188182e-05,8.807795568444021e-07
1869,2.4774581220299297e-05,9.351939365132012e-07
1870,2.4546889108023606e-05,9.77655314926551e-07
1871,2.594647332898603e-05,1.0291920915506125e-06
1872,2.82942912690487e-05,8.780736786562215e-07
1873,2.694480235732044e-05,7.554337360105023e-07
1874,2.7689326543622883e-05,8.029874711823481e-07
1875,2.7299123075863463e-05,1.0127103529100623e-06
1876,2.7892685466213152e-05,1.0229856854948594e-06
1877,2.7294210667605512e-05,1.0452339225253127e-06
1878,2.6071350475831423e-05,9.209610247751243e-07
1879,2.6424664724800095e-05,8.009325593860694e-07
1880,2.8336716695775976e-05,9.151848670008178e-07
1881,2.9624092121594003e-05,1.0828303729226718e-06
1882,2.9720954216827522e-05,8.465649843358847e-07
1883,2.915806226155837e-05,8.284653489898375e-07
1884,2.921515010712028e-05,8.813265317542118e-07
1885,2.9382429829638568e-05,8.74672752892991e-07
1886,2.9132226245565107e-05,9.209092879380876e-07
1887,2.9009317131567514e-05,9.35594895556946e-07
1888,2.9781233479297953e-05,9.650415631057285e-07
1889,2.880459328480356e-05,8.996736609034883e-07
1890,2.985785295095411e-05,7.976688465305415e-07
1891,2.969302931887796e-05,8.229118177993655e-07
1892,2.9892654538343777e-05,9.44037964245581e-07
1893,3.0445980200966005e-05,8.43087209823068e-07
1894,2.9272540132296854e-05,9.080518132975612e-07
1895,2.9982932119310135e-05,9.352927179406834e-07
1896,3.035790450667264e-05,9.54729015845146e-07
1897,3.0130519007798284e-05,8.87408476479834e-07
1898,3.161209656354913e-05,8.436607128459173e-07
1899,3.211246598766593e-05,8.722518458625927e-07
1900,3.072947743021359e-05,7.303811884185052e-07
1901,3.1280170787795214e-05,8.690488737528312e-07
1902,2.9502948791559902e-05,1.0321416752390178e-06
1903,3.097296303167241e-05,8.91036342487439e-07
1904,3.318723611300811e-05,1.0292407299772321e-06
1905,3.277701262049959e-05,8.675235969590744e-07
1906,3.453342469583731e-05,8.21011862495169e-07
1907,3.137237240480317e-05,9.118261452556453e-07
1908,3.263274311393616e-05,1.1487739364213212e-06
1909,3.1107511176742264e-05,1.0930454639179743e-06
1910,3.1720206834506826e-05,9.619471077471076e-07
1911,3.060332437598845e-05,9.390460267155731e-07
1912,3.375548612893908e-05,8.725780373808334e-07
1913,3.281596059423464e-05,9.900681670060862e-07
1914,3.254952207498718e-05,9.72367182328071e-07
1915,3.528573711264471e-05,7.775302988122235e-07
1916,3.7198051359155215e-05,1.019636478361008e-06
1917,3.3523263709867024e-05,1.0944491224407216e-06
1918,3.312326248305908e-05,1.3232305065002947e-06
1919,3.3388580504833953e-05,1.0874468401311788e-06
1920,3.45490661857184e-05,1.0828290912812122e-06
1921,3.5154208262611064e-05,9.746125941845207e-07
1922,3.6175492368784035e-05,1.0358621977957228e-06
1923,3.416636832298536e-05,9.586201432654207e-07
1924,3.598696980589011e-05,1.0003900525745735e-06
1925,3.3587336702112225e-05,1.10971613764832e-06
1926,3.462659469732898e-05,1.0990092729201706e-06
1927,3.3354021525155986e-05,1.1071179781829699e-06
1928,3.851947030852898e-05,9.81496938390336e-07
1929,3.498310411487182e-05,9.681013182216702e-07
1930,3.4511691865191096e-05,9.348207061776748e-07
1931,3.524483372530085e-05,9.591905083539132e-07
1932,3.519326310197357e-05,7.638797225872906e-07
1933,3.501763762869814e-05,7.673872968183559e-07
1934,3.4222988006149535e-05,8.003695697311741e-07
1935,3.49174683833553e-05,9.502817519546625e-07
1936,3.470093247415207e-05,7.941688275892034e-07
1937,3.752027441805694e-05,8.033133154228267e-07
1938,3.602903279897873e-05,8.02546795242165e-07
1939,3.392985172467888e-05,1.0430542527473108e-06
1940,3.413924628148379e-05,8.494872716369173e-07
1941,3.2215650207945146e-05,9.976078634288399e-07
1942,2.9865746682844474e-05,9.406056260541362e-07
1943,2.9853967589588137e-05,1.114842267391225e-06
1944,2.7986850682282238e-05,1.179239314197389e-06
1945,3.248585267101589e-05,1.1088585720742117e-06
1946,3.4439420687704114e-05,1.0928067082360826e-06
1947,3.399951697247161e-05,9.226754018598626e-07
1948,3.223406042707211e-05,9.034539081298476e-07
1949,3.7681603089367854e-05,8.972745355606548e-07
1950,3.373749405000126e-05,1.0241853214409957e-06
1951,3.472205412435869e-05,1.077867757715012e-06
1952,3.4287483686057385e-05,9.796122988348088e-07
1953,3.339670911373105e-05,9.287039244298967e-07
1954,3.455275441410777e-05,1.0222072344134858e-06
1955,3.4060369443977834e-05,1.358097478032505e-06
1956,3.4037741670545074e-05,1.0395601064416837e-06
1957,3.2210781228059204e-05,9.259119675419925e-07
1958,3.4995727673958754e-05,9.736430790496797e-07
1959,3.4730324614429264e-05,1.0207734444378502e-06
1960,3.3031753218892845e-05,9.239312781517128e-07
1961,3.346511289237242e-05,1.038055025048834e-06
1962,3.380896851012949e-05,9.29096611201885e-07
1963,3.2984630479404586e-05,1.1108679078830619e-06
1964,3.346000085002743e-05,1.009330336199099e-06
1965,3.155125500597933e-05,9.69098902459109e-07
1966,3.1017710170999635e-05,1.159328402167148e-06
1967,3.258557444496546e-05,9.653597219383414e-07
1968,3.295037345196761e-05,9.126557003469316e-07
1969,3.405546226531442e-05,1.009178596689253e-06
1970,3.4959509093823726e-05,9.082481744471238e-07
1971,3.5074702282145154e-05,9.5471424899074e-07
1972,3.7289497413439676e-05,1.0547582203201955e-06
1973,3.58964714450849e-05,1.0927169658003777e-06
1974,3.6983632071496686e-05,1.043543500500732e-06
1975,3.883178214891814e-05,9.829457314758372e-07
1976,3.787497053053812e-05,9.530162552451316e-07
1977,3.567441490304191e-05,1.0742757243775714e-06
1978,3.426236071391031e-05,1.1358410967332588e-06
1979,3.388175377949665e-05,1.0691555623054683e-06
1980,3.336160034450586e-05,1.2916662708306603e-06
1981,3.475003813946387e-05,1.1860405493280268e-06
1982,3.5889295759261586e-05,1.2657097610002666e-06
1983,3.4388789117656415e-05,1.3445308386650368e-06
1984,3.530842423060676e-05,1.4126385172730238e-06
1985,3.640435079432791e-05,1.4298981287907964e-06
1986,3.707829205268354e-05,1.3026017042783167e-06
1987,3.676084224935039e-05,1.3932662108473437e-06
1988,3.607107009884203e-05,1.4661573493057745e-06
1989,3.7536011177508044e-05,1.4532547831791476e-06
1990,3.68007331417175e-05,1.510366006485242e-06
1991,3.602749620768009e-05,1.467124789655827e-06
1992,3.53181894752197e-05,1.5538042941187769e-06
1993,3.5620427297544666e-05,1.5869829086412324e-06
1994,3.597605473260046e-05,1.5086290172661165e-06
1995,3.59530176865519e-05,1.6045032369405021e-06
1996,3.502535923871619e-05,1.5565876747558605e-06
1997,3.434247196310025e-05,1.6902002473173638e-06
1998,3.603132336138515e-05,1.700791669279056e-06
1999,3.485235288280819e-05,1.7078841256790156e-06
2000,3.479111410342739e-05,1.7937207568152758e-06
2001,3.466677685537434e-05,1.8585100622914297e-06
2002,3.388305344742548e-05,1.9124031700457067e-06
2003,3.433836036492721e-05,2.010957026676863e-06
2004,3.465205395514204e-05,1.9993346591640204e-06
2005,3.312913099762227e-05,2.028038377233088e-06
2006,3.3422030128349434e-05,2.159009744318041e-06
2007,3.3511286574139376e-05,2.056757435475731e-06
2008,3.3643991400822415e-05,2.135957502424901e-06
2009,3.152204362777411e-05,2.128521194855182e-06
2010,3.162768462061649e-05,2.2830090742331777e-06
2011,3.0130988079690724e-05,2.3058552036658853e-06
2012,3.136644363621599e-05,2.5916576724682727e-06
2013,3.1708446840639226e-05,2.466702277992283e-06
2014,3.334828943479806e-05,2.5376851642278098e-06
2015,3.197853266101447e-05,2.415180544002027e-06
2016,3.05854066482425e-05,2.4700729408522193e-06
2017,3.302997720311396e-05,2.460267825910023e-06
2018,3.129615288344212e-05,2.719058781686101e-06
2019,3.147714801343682e-05,2.5341512430721025e-06
