year,aucun_DET or_NOUN,aucun_DET port_NOUN
1933,1.1470662197865522e-09,6.423571119462679e-08
1934,2.3963160344919743e-09,1.1861764548370957e-07
1935,2.393656828303392e-09,7.420336078922674e-08
1936,1.2124714565686645e-09,7.032334092826886e-08
1937,5.0364472592434595e-09,5.5400920739856474e-08
1938,1.2965214679638848e-08,6.482606929036905e-08
1939,1.5294050470515685e-09,8.564668263488784e-08
1940,2.5357829169792012e-09,9.635975173338807e-08
1941,5.9030051957620344e-09,3.541803028639379e-08
1942,0.0,3.6410540360520827e-08
1943,2.9032352077962287e-09,8.129058848282966e-08
1944,3.2131861615880553e-09,8.996921252446555e-08
1945,6.535512131478072e-09,4.574858580852492e-08
1946,5.568441707737293e-09,8.770295512050552e-08
1947,1.1920870957027319e-09,8.821444463791295e-08
1948,2.174377566888097e-09,6.52313261184645e-08
1949,6.8719057111366055e-09,8.148117025541524e-08
1950,2.1270722960764488e-09,6.806631658307083e-08
1951,0.0,6.716682954266417e-08
1952,1.0544803918932644e-09,6.326882218132823e-08
1953,4.30953106533849e-09,6.35655830194537e-08
1954,1.9545072227344917e-09,5.0817187791096785e-08
1955,1.8771215692936494e-09,4.3173795205575516e-08
1956,2.616342476002842e-09,4.447782098182529e-08
1957,8.835037701437898e-10,5.477723308278115e-08
1958,8.272243445794913e-10,4.218844162906521e-08
1959,5.4255236969780185e-09,6.743150748889093e-08
1960,6.920833350854139e-10,7.612916974597539e-08
1961,1.3896318540318475e-09,4.585785084998406e-08
1962,2.536782617301725e-09,5.0735651235811474e-08
1963,3.879631726988464e-09,4.202934700270333e-08
1964,3.6503810529886493e-09,6.205647684609517e-08
1965,2.188817349590977e-09,4.4323552828018364e-08
1966,3.8773524391189085e-09,5.206730246953839e-08
1967,1.972134178185314e-09,7.691323655745208e-08
1968,1.796566312384229e-09,7.186265094105693e-08
1969,3.179230406713529e-09,1.0491460145090059e-07
1970,1.8394900047624674e-09,7.955794392722204e-08
1971,7.193756368373272e-09,4.830093680574521e-08
1972,8.20823486957778e-09,5.130147018306275e-08
1973,2.2052815684681093e-09,4.4105631813451396e-08
1974,4.500457340128605e-09,4.8379917239049774e-08
1975,2.2845920710778955e-09,5.140332248743107e-08
1976,5.142174241967723e-09,4.22800988664207e-08
1977,2.938390863960194e-09,3.937443704415955e-08
1978,5.346532216954358e-09,4.099008188429565e-08
1979,5.266775904289034e-09,3.920822078118391e-08
1980,2.2740602734216964e-09,4.6618234161854843e-08
1981,5.060439622894819e-09,3.4157966344317003e-08
1982,9.9320033308814e-09,4.841851819481491e-08
1983,8.841442689089263e-09,3.2208111178100296e-08
1984,3.4794051528841408e-09,4.929157226829517e-08
1985,5.414002357539971e-09,2.5866900177362595e-08
1986,2.9972427872948515e-09,3.7765259808253404e-08
1987,2.4443267410134695e-09,2.688759348501435e-08
1988,1.1993107618124554e-09,3.358070199688257e-08
1989,2.1952488715726304e-09,4.006329212824511e-08
1990,5.44865097484859e-10,3.596109809933523e-08
1991,2.9307325455363298e-09,3.516878988030214e-08
1992,5.509944167592096e-09,4.518154206323288e-08
1993,2.2156829704300662e-09,3.2127402849191355e-08
1994,2.1099706426497278e-09,4.8529325447077554e-08
1995,1.0844901643380922e-09,5.368226219104599e-08
1996,1.6014276571496566e-09,3.149474347985404e-08
1997,2.3974471297094624e-09,5.0346390834121735e-08
1998,3.3376904573501065e-09,4.815810461522574e-08
1999,2.2851005809787495e-09,3.610458743086298e-08
2000,4.418031607222872e-09,4.4180315406094905e-08
2001,1.7524847129024579e-09,3.417345303957653e-08
2002,6.571832134039113e-09,4.644094886430139e-08
2003,3.7502307925763034e-09,4.416938309548257e-08
2004,3.0833539332864035e-09,3.700024797659296e-08
2005,3.15262471684008e-09,2.8373623450761443e-08
2006,1.2353669753828456e-09,4.159068955900125e-08
2007,3.1955835755326234e-09,3.275473114960903e-08
2008,3.8316958494988285e-09,3.746546814453744e-08
2009,1.430457752249481e-09,4.291373345566285e-08
2010,1.8895172093635892e-09,2.787037872709064e-08
2011,3.0591775501687124e-09,3.3268557464438686e-08
2012,4.085103283424374e-09,3.0978699161465784e-08
2013,1.6734750252211938e-09,3.514297719497961e-08
2014,3.0316233134985993e-09,3.681256673104816e-08
2015,3.5465207437468393e-09,3.1697029001520605e-08
2016,3.935546166733417e-09,4.184106794369313e-08
2017,1.7609279590047322e-09,3.245138557872451e-08
2018,1.8070267504555204e-09,4.00127335709044e-08
2019,3.826481742574828e-09,3.0866952716035456e-08
