year,en_ADP or_NOUN,en_ADP porc_NOUN
1892,9.089342711376958e-06,1.7551833764173352e-08
1893,9.538771337247454e-06,2.0322774574310642e-08
1894,1.042841722664889e-05,1.3233232287745977e-08
1895,9.170563316729385e-06,8.426060293942328e-09
1896,9.294896699429955e-06,1.474257199651774e-08
1897,1.0751451554824598e-05,1.0488084178916779e-08
1898,8.204048754123505e-06,1.4145887128336199e-08
1899,8.074133802438155e-06,4.4220627160029835e-09
1900,9.301328645960893e-06,1.2977633190303095e-08
1901,7.562681275885552e-06,1.4530721070826758e-08
1902,7.296681815205375e-06,4.419255628107521e-09
1903,7.375620953098405e-06,5.940242076007962e-09
1904,6.838135504949605e-06,5.374625189347171e-09
1905,7.16468184691621e-06,6.708986977077558e-09
1906,7.4348899943288416e-06,7.716276506641861e-09
1907,7.372780146397417e-06,9.771402076363955e-09
1908,7.036056103970623e-06,9.331639461152008e-09
1909,6.1825553530070465e-06,1.265226234892225e-08
1910,6.2622757468489e-06,1.0153886620400954e-08
1911,6.615885467908811e-06,1.5961122645791193e-08
1912,6.261724138312275e-06,1.614920641657136e-08
1913,6.590555585717084e-06,1.0605979205990934e-08
1914,7.541872946603689e-06,8.036092513652449e-09
1915,8.198232535505667e-06,1.6493066912204313e-08
1916,7.160529094107915e-06,1.0987461607214755e-08
1917,5.998634151183069e-06,2.4126133979507358e-08
1918,5.382516064855736e-06,2.412139110674616e-08
1919,6.98139047017321e-06,2.025726608678724e-08
1920,7.841045771783683e-06,6.057785384427916e-09
1921,7.103237294359133e-06,1.2873671018098776e-08
1922,8.12753387435805e-06,1.1066902949607993e-08
1923,8.043703928706236e-06,1.8047112249064412e-08
1924,8.326700481120497e-06,2.1915761649893284e-08
1925,8.824938049656339e-06,1.4297631523163545e-08
1926,8.1400248745922e-06,1.7833821530643945e-08
1927,8.067579074122477e-06,1.0034302277972529e-08
1928,8.855182386469096e-06,1.2568645679778001e-08
1929,1.1270749382674694e-05,1.4482528065684619e-08
1930,7.525831733801169e-06,8.402882833991043e-09
1931,7.273195933521492e-06,1.8248571542756054e-08
1932,7.509474471589783e-06,7.671675517073595e-09
1933,7.3159885687346105e-06,5.735331098932761e-09
1934,7.547197128587868e-06,1.7972370258689807e-08
1935,7.015808023425052e-06,1.6755597798123745e-08
1936,6.872288395243231e-06,8.487299751891442e-09
1937,7.155532330216374e-06,1.2591118370153254e-08
1938,6.883232344989665e-06,1.0372171566075394e-08
1939,7.052086857584072e-06,1.3764645423464117e-08
1940,5.931196028541308e-06,1.5214697057785997e-08
1941,5.746575425291667e-06,1.7709015143196893e-08
1942,5.1793995226034895e-06,6.068423541449874e-09
1943,5.707760465156753e-06,2.6129116648121453e-08
1944,6.905137070134515e-06,1.927911696952833e-08
1945,6.2893413996789604e-06,1.5249527862692958e-08
1946,6.498371476482134e-06,1.6705325123211878e-08
1947,6.525484877784038e-06,1.907339353124371e-08
1948,5.5359651014441624e-06,1.0871888278529696e-08
1949,6.833619409007952e-06,1.570721330779179e-08
1950,6.2078606788418256e-06,3.190608444114673e-09
1951,6.310483513516374e-06,2.6653505291740487e-08
1952,6.2530689319828525e-06,1.8980646387944944e-08
1953,6.049504008842632e-06,1.508335856215126e-08
1954,6.1772202570864465e-06,2.443134050622575e-08
1955,6.206702437339118e-06,2.815682265122632e-08
1956,6.0036336435587145e-06,1.3953826538681824e-08
1957,6.971728453208925e-06,1.8553580005686854e-08
1958,4.993953552911989e-06,1.4890038368964298e-08
1959,5.545659860217711e-06,2.0927019228622612e-08
1960,5.3352705435827374e-06,2.560708367571607e-08
1961,6.085892891860567e-06,3.3351164219208584e-08
1962,6.563290753547335e-06,3.8051737094590976e-08
1963,6.0923152886971366e-06,3.233026635296454e-08
1964,5.8765049288922455e-06,1.7035111099517053e-08
1965,6.6567408794071525e-06,2.9001830270658502e-08
1966,6.204317742231069e-06,2.326411419062424e-08
1967,6.0919228417333215e-06,1.9228309611207806e-08
1968,6.53456072541303e-06,1.527081394669949e-08
1969,7.288158940355061e-06,2.815889826868201e-08
1970,6.666771696473006e-06,2.5752860510763753e-08
1971,6.522681815113174e-06,1.95259103330514e-08
1972,6.21466006123228e-06,3.2319926623891604e-08
1973,5.915667770750588e-06,1.9847534060701832e-08
1974,5.516998044186039e-06,1.9689501584707614e-08
1975,6.028467396390624e-06,1.8276736568623164e-08
1976,6.0900483731529675e-06,1.5997874969198023e-08
1977,6.050147021596786e-06,1.527963250369524e-08
1978,5.6108883654815145e-06,1.7227714810275074e-08
1979,5.7173779168806504e-06,2.8674669416695053e-08
1980,5.888678970222827e-06,2.38776323158163e-08
1981,5.95044457440963e-06,2.5934753011824796e-08
1982,5.961064289294882e-06,1.738100685599875e-08
1983,5.759568011853844e-06,2.8418923214701408e-08
1984,6.095917797210859e-06,3.595385322796574e-08
1985,6.118424153100932e-06,1.8648230737383642e-08
1986,5.735523700423073e-06,1.7384008066390066e-08
1987,5.65678328712238e-06,2.0165695280294216e-08
1988,5.375311047828291e-06,2.4585871116755698e-08
1989,6.06547246206901e-06,2.030605161795762e-08
1990,5.819704256282421e-06,2.5608660081388734e-08
1991,5.580114702752326e-06,2.4618154625954958e-08
1992,5.430049895949196e-06,3.361066092111287e-08
1993,5.8560499383020215e-06,2.3264671966671813e-08
1994,5.764439720223891e-06,2.5847141205126434e-08
1995,5.808529294881737e-06,2.76544991351102e-08
1996,5.747524028265616e-06,2.2419987422139798e-08
1997,5.329525265551638e-06,2.876936655571427e-08
1998,5.069474809715757e-06,3.1469652661542113e-08
1999,5.412489372247364e-06,2.5136106529544122e-08
2000,5.48984598935931e-06,2.2090157481002848e-08
2001,5.306085768097546e-06,1.796296800193886e-08
2002,6.18234162175213e-06,2.979230673272326e-08
2003,6.024537015036913e-06,2.416815370054337e-08
2004,5.382214567362098e-06,3.2154976487008824e-08
2005,5.035642516304506e-06,2.4320248148690382e-08
2006,5.536914613912813e-06,3.870816411843947e-08
2007,6.016085535520688e-06,2.3167981311189578e-08
2008,6.0127822507638484e-06,1.6178270362265934e-08
2009,6.098518042563228e-06,2.860915548907883e-08
2010,6.364838554873131e-06,2.5508482437430757e-08
2011,6.975689757382497e-06,1.185431308670104e-08
2012,7.917270522739273e-06,1.9404240686471397e-08
2013,8.129462912620511e-06,2.3986475083948022e-08
2014,8.145538231474347e-06,2.8367331428302833e-08
2015,8.120645361486822e-06,2.1057465465768033e-08
2016,8.165222425304819e-06,2.5891750965456595e-08
2017,7.38835069569177e-06,2.792328501755037e-08
2018,8.043333764362615e-06,2.452393305096834e-08
2019,7.576943971798755e-06,2.1938495187168172e-08
