year,un_DET artisan_NOUN,un_DET partisan_NOUN
1862,4.5134683190894975e-07,7.133900403744065e-07
1863,3.9956965824927693e-07,6.343168532652044e-07
1864,5.024874614178998e-07,6.880434497702481e-07
1865,4.777447095705156e-07,6.937888610281107e-07
1866,5.172146337883987e-07,7.230300873573015e-07
1867,4.513114610915636e-07,7.390832088560728e-07
1868,4.282870769145575e-07,7.266554860052565e-07
1869,4.3658660331402643e-07,8.101758197653908e-07
1870,4.3865473031701185e-07,7.196231166517464e-07
1871,4.2590922078034055e-07,8.86868306793076e-07
1872,4.263374089319427e-07,8.06715057422025e-07
1873,3.9747069990880846e-07,6.913835015609493e-07
1874,2.927558453436063e-07,6.25541574095223e-07
1875,3.696106460893134e-07,6.648414476728703e-07
1876,3.8573575089628775e-07,7.019423273746384e-07
1877,3.4758666878076383e-07,6.568274564244803e-07
1878,4.2394403365619837e-07,7.204632517243681e-07
1879,5.003537246750511e-07,8.033762455283977e-07
1880,4.1780180026762537e-07,8.124993620128862e-07
1881,3.7302915423254035e-07,7.495445757399466e-07
1882,3.687083278691716e-07,7.154539112264047e-07
1883,3.444039622380046e-07,8.101392410253538e-07
1884,4.5419676109048623e-07,7.308078444623334e-07
1885,4.0736418327469437e-07,6.890384360858093e-07
1886,4.104403146243385e-07,7.305320970374396e-07
1887,4.2699166868942484e-07,7.717189074440967e-07
1888,4.038971637143618e-07,8.363270964650837e-07
1889,3.4520904090840077e-07,7.374066166576654e-07
1890,3.945740640887152e-07,8.46826750944274e-07
1891,3.563188943900286e-07,7.343101646739569e-07
1892,3.804986992150816e-07,8.449954638223289e-07
1893,3.504139005627849e-07,7.82118892317385e-07
1894,3.440640483631796e-07,7.668973243113442e-07
1895,3.563019728147765e-07,8.702916716174514e-07
1896,3.7092313043274316e-07,9.417555162372082e-07
1897,3.9330316781160946e-07,8.559442257194405e-07
1898,3.519496605264294e-07,8.238564994655917e-07
1899,3.570815501063862e-07,7.500924059655745e-07
1900,4.5733179021567594e-07,8.767688859379064e-07
1901,3.94006084647458e-07,9.506444609286291e-07
1902,3.1573125713890704e-07,7.439080018656341e-07
1903,3.5209436255456694e-07,1.0060609803019815e-06
1904,4.5953044747193417e-07,7.97594390533618e-07
1905,3.824122511986161e-07,9.87253230277929e-07
1906,4.2645289966003475e-07,8.44675110300841e-07
1907,4.2222743346087555e-07,1.0321686882974745e-06
1908,4.724756266227814e-07,8.865057310458724e-07
1909,4.439293697089397e-07,9.362673978330349e-07
1910,3.5805809606159755e-07,8.347563262844915e-07
1911,4.894744254357875e-07,8.783937879286441e-07
1912,4.933321910982613e-07,8.486146931829808e-07
1913,4.984810573205323e-07,8.935537856302744e-07
1914,4.292612771905624e-07,9.007120489457066e-07
1915,2.721355887302934e-07,7.586810637505437e-07
1916,5.032257703874166e-07,8.416396077848276e-07
1917,3.8821143988343465e-07,9.124065112331436e-07
1918,4.4452274750028664e-07,8.924914105534754e-07
1919,3.894919800018215e-07,7.338654892663499e-07
1920,5.020389544085901e-07,7.75396543417628e-07
1921,4.2255931731460805e-07,7.269837674073187e-07
1922,5.481806084617347e-07,7.916524644713263e-07
1923,5.095655062348214e-07,8.471526413700303e-07
1924,4.757009275380142e-07,9.475344189269208e-07
1925,5.510087124349639e-07,6.939850081266741e-07
1926,4.781693334621195e-07,7.701981878938113e-07
1927,4.983703334460188e-07,8.239277011767854e-07
1928,5.610186306626019e-07,8.729495615256155e-07
1929,5.26941239087364e-07,7.575476370647038e-07
1930,6.113097050786109e-07,8.949070000596748e-07
1931,5.086789265362768e-07,9.363797950356911e-07
1932,5.468808925712665e-07,9.206010567197609e-07
1933,5.72386070984976e-07,8.545643392920965e-07
1934,6.230421600861291e-07,9.141945795931861e-07
1935,5.924300552351269e-07,8.329925655914394e-07
1936,8.305429375354834e-07,7.941688089374566e-07
1937,8.511595783744497e-07,7.252484017783445e-07
1938,6.171442361591062e-07,8.725589104585652e-07
1939,7.35643826743626e-07,7.7846716806107e-07
1940,8.317367985455348e-07,8.36808380810794e-07
1941,9.858018685804382e-07,6.670395880092883e-07
1942,8.920582885707518e-07,7.9192927415761e-07
1943,1.1612941008820599e-06,9.174223425389982e-07
1944,8.900525614308208e-07,8.868393805983033e-07
1945,8.191175187022282e-07,8.910081419344351e-07
1946,9.577719524145323e-07,8.03247704794785e-07
1947,8.714156791711503e-07,8.451897475225678e-07
1948,8.480072608563205e-07,8.186531701426247e-07
1949,8.383725216276616e-07,7.117330937944644e-07
1950,8.348758946397083e-07,7.529835901465276e-07
1951,9.158144038678984e-07,7.996051181180519e-07
1952,8.762732157663322e-07,6.927936144762725e-07
1953,9.933468625433761e-07,8.371263717776856e-07
1954,8.267565583253145e-07,7.730076134748742e-07
1955,9.394993369937765e-07,6.673167121107326e-07
1956,9.139756507181573e-07,6.601903947967003e-07
1957,8.852708042184076e-07,6.378897321468457e-07
1958,8.396327082493826e-07,6.551616529293369e-07
1959,8.533573225832924e-07,6.541631005774207e-07
1960,8.824062582846182e-07,7.149220913049703e-07
1961,9.532874507556244e-07,7.462323079465705e-07
1962,9.354385923643349e-07,8.593350884211759e-07
1963,9.265854217233027e-07,7.90798289074246e-07
1964,8.657486922913904e-07,7.690135799265363e-07
1965,8.656772543247371e-07,9.028871428284901e-07
1966,8.541253535554461e-07,8.751737894385769e-07
1967,8.10547149399099e-07,8.199147849552446e-07
1968,8.601061232127449e-07,8.120479986217788e-07
1969,8.438586007741833e-07,8.270540909904867e-07
1970,7.661476111309184e-07,8.208724171510084e-07
1971,8.103252575608622e-07,8.663338313397162e-07
1972,8.362139105599908e-07,7.649048789915014e-07
1973,8.936903324041623e-07,7.801183432576408e-07
1974,8.173955521328935e-07,6.790065274486778e-07
1975,9.281155008977748e-07,7.459193192005387e-07
1976,9.250200179167223e-07,7.12476779796134e-07
1977,9.749581266760288e-07,7.492896916261316e-07
1978,1.0574252371498005e-06,7.562372932312655e-07
1979,9.69671983597209e-07,8.157651052442816e-07
1980,9.636330311479924e-07,7.447547449856984e-07
1981,1.015883270838458e-06,6.679780213403319e-07
1982,9.888551311121319e-07,8.404957831942284e-07
1983,9.548758050925699e-07,7.969928788043035e-07
1984,9.458182681498783e-07,7.515514859335326e-07
1985,1.0533242615906602e-06,8.271392406555833e-07
1986,1.0580267115756214e-06,7.211366046533385e-07
1987,1.0156177978615233e-06,7.180209955492955e-07
1988,1.1099621239907265e-06,8.251257934688283e-07
1989,1.0131073793218093e-06,8.588911288853751e-07
1990,8.98482547029289e-07,8.488998055611319e-07
1991,8.997349283390577e-07,7.678519153841989e-07
1992,1.022094622271652e-06,7.824120871191553e-07
1993,1.044694517560174e-06,7.749351151886685e-07
1994,9.92213720962809e-07,7.659193368425576e-07
1995,9.478444162880351e-07,8.247547462758575e-07
1996,1.0377251591364711e-06,7.259805112624917e-07
1997,1.007886808679359e-06,8.578066363895687e-07
1998,1.0108434160827073e-06,7.586093389022608e-07
1999,9.80765150870866e-07,7.728210302815341e-07
2000,1.0581185243552227e-06,8.023145205982019e-07
2001,1.0199460724891196e-06,8.052667528346547e-07
2002,1.1237832957533556e-06,7.838005018356853e-07
2003,9.95477865473049e-07,8.096331196583151e-07
2004,1.0271973600595175e-06,8.558509136946668e-07
2005,9.498407855801361e-07,8.331936669492279e-07
2006,1.0278253270712412e-06,8.99758926919958e-07
2007,1.017393916669107e-06,7.821190806112099e-07
2008,9.62181374575266e-07,7.629331957303975e-07
2009,1.027545536658181e-06,6.870965414407237e-07
2010,9.206672899608748e-07,6.155102347804586e-07
2011,1.1066574785445482e-06,5.529463535935975e-07
2012,1.067233213802865e-06,5.089357575371878e-07
2013,9.547174855129015e-07,5.396956943570785e-07
2014,9.900415491870262e-07,6.227820588122768e-07
2015,9.761798054341853e-07,5.211169007424132e-07
2016,9.277531844986697e-07,5.058212337871737e-07
2017,9.856165092969604e-07,4.950723244689925e-07
2018,8.684053973695427e-07,4.780876246002208e-07
2019,8.7626428069143e-07,4.543309106708193e-07
